date,total,Eastern Cape,Free State,Gauteng,KwaZulu-Natal,Limpopo,Mpumalanga,North West,Northern Cape,Western Cape
2020-02-29,19.708680307663098,10.623467952735412,19.2011807205628,24.442594537119867,6.70240956553972,10.760258770281327,11.049670019121233,20.661332258567136,16.93276437246902,13.208123578089303
2020-03-01,18.33510807925152,18.417807741790334,19.47254149851202,22.997811941286795,15.03828466106297,18.545073744401208,17.679858011557002,21.912285148862683,24.84635209364911,13.033978009351383
2020-03-02,4.013456383016115,3.0366554769494463,5.366592406463804,4.6209880219430595,3.2245534165005005,1.7819965592395477,5.039946424755061,6.022786980633634,11.938818211271204,3.7705883087508725
2020-03-03,2.272477597004936,0.16698709393269365,8.149483788836642,4.655732292784736,2.890347910071088,-0.6500969638672068,3.1496046583190727,3.264939114441852,8.583495573338453,1.5778935509955168
2020-03-04,2.5750477032634307,2.1080914054855664,7.579818609595729,3.7147416241559807,1.8617269277465556,2.769643869730112,3.1901326594371495,4.481382959487862,4.918762258365652,0.6099905556897304
2020-03-05,4.205564386989762,5.178530398548563,4.116600737825381,7.29726199538669,4.272436964037103,0.7453034718891794,3.6031322898784985,6.2240897445892385,3.2357995103534183,1.8049562815046278
2020-03-06,6.562089235733169,-1.2026931736424062,6.65699951011594,10.283339050501942,-0.19647816516311295,-1.3261593390131334,2.824415696966889,6.622860934139387,1.9239367955512132,1.958897115748093
2020-03-07,7.87882951296921,-4.736448959119814,7.615422683298286,12.017657236682325,-2.5388060949508127,-4.720896443230944,0.4593173460048648,13.809369607354467,-1.9075505603185627,2.640085307275426
2020-03-08,-0.9133134688913815,-6.682379487260336,-1.0710090278634057,5.439408623991454,-4.3205933770672775,-8.257000786632897,-3.5539197170922625,1.3353083342388432,-7.262957792824846,-5.754500810063528
2020-03-09,-8.279854971264198,-13.657227699732267,-10.559975805725978,-5.274373337493488,-10.844824214395352,-15.390757114986359,-8.984671866914487,-9.248424126874628,-11.767244689423453,-7.574851174992503
2020-03-10,-9.089109938003189,-14.040429296791686,-8.218767391717295,-5.988561127016851,-11.098126946934071,-13.696273608575089,-11.270644120455506,-8.9579729960244,-8.063955526844413,-7.028361213428202
2020-03-11,-8.504781425916677,-9.843551352171156,-9.380230012230438,-7.3522737575526795,-10.088768529821609,-12.243172258865991,-12.210507765431847,-7.91982588476764,-9.583055922530141,-6.801298482919091
2020-03-12,-5.740827518745827,-6.292421186978208,-8.982811567928925,-1.6715854749384669,-7.056840765441807,-14.207888378955788,-10.14743951804025,-8.077033757571064,-6.131343665581797,-6.109526859037519
2020-03-13,1.139040373560417,-2.2181291436839885,2.929156766231992,3.235077662813938,-2.8498965231257416,-5.998971687283486,-5.30434338443013,-1.305592211940635,0.7836476025967616,-3.0528391690907166
2020-03-14,1.8482390882297985,-6.737398356359548,3.2216875339502984,5.118989237340432,-4.210796755358479,-8.955181845460695,-7.264161724211391,2.134767882519672,-1.3513824585985976,-5.058880665325871
2020-03-15,-5.989767473895011,-13.437152223335424,-4.624680492283493,0.23066335364335655,-7.09343963934474,-11.12665957388104,-10.194722186011337,-5.5952582533755395,-5.097083053544497,-12.33547147397166
2020-03-16,-9.585388948268443,-14.431352840391346,-9.383116829017132,-5.914246992161042,-15.100887998002197,-14.620449913717671,-11.151954974323997,-9.933812108913948,-8.675065711403265,-9.34420863857833
2020-03-17,-14.545777700871328,-15.02304699403725,-8.778809848335893,-13.548335390985102,-12.456137794384999,-13.122149514745617,-14.017863624816535,-17.498003110693354,-9.364251487364747,-14.976518911461108
