date,total
2020-02-29,2.146649458610878
2020-03-01,3.3603320371331824
2020-03-02,1.0213097616544833
2020-03-03,2.5198362106463077
2020-03-04,1.5125622339135112
2020-03-05,1.096442492705864
2020-03-06,0.7851783212072866
2020-03-07,1.0287404713189054
2020-03-08,2.8476130702880456
2020-03-09,1.656222620759008
2020-03-10,0.8743468371803538
2020-03-11,1.2574412021016796
2020-03-12,1.0857092454128094
2020-03-13,-0.4062121283217508
2020-03-14,-0.7835270523929705
2020-03-15,-0.12054262344507238
2020-03-16,-1.3144099761955839
2020-03-17,-2.2688433508702666
2020-03-18,-0.4276786229078596
2020-03-19,-0.25759793503330536
2020-03-20,6.082448677533208
2020-03-21,6.281426569658293
2020-03-22,7.1252249337738
2020-03-23,11.30376066840059
2020-03-24,10.910758690593367
2020-03-25,11.222022862091945
2020-03-26,11.874274043746787
2020-03-27,12.259845311889588
2020-03-28,7.265582782990665
2020-03-29,7.3605307398138375
2020-03-30,11.845376839496257
2020-03-31,11.42512892625282
2020-04-01,11.86436643086089
2020-04-02,12.19627146253842
2020-04-03,11.604291592606112
2020-04-04,7.819583470193702
2020-04-05,7.215219084154025
2020-04-06,10.697745013546596
2020-04-07,10.806728755291456
2020-04-08,12.243332623746428
2020-04-09,11.70997279672234
2020-04-10,17.93360495787957
2020-04-11,10.00008393949806
