date,total,Al Ahmadi Governorate,Al Asimah Governate,Al Farwaniyah Governorate,Al Jahra Governorate,Hawalli Governorate,Mubarak Al-Kabeer Governorate
2020-02-29,-2.6020796587065567,-1.0760105287398873,-6.547950230719453,-0.6567126842746303,5.808252038605867,-3.760945811934673,-0.6789736325619227
2020-03-01,0.05128829632190318,-3.5147094588632326,-2.6394541604769515,2.90666744605032,3.4343951026704196,-0.23673639539955765,6.99730826471673
2020-03-02,-0.43034086132596894,-0.5820723022256277,-3.435115704504786,2.0605550166008326,1.9994375473211299,-1.2287289834098498,-2.20763426815848
2020-03-03,-1.9441469824521427,-2.1094067791138387,-4.351274068902221,-1.1630476814255046,1.6516266431768647,-0.7054169514739855,-0.987421654211482
2020-03-04,-2.4313857975102224,-1.5931929070901123,-4.679293191019465,-2.410801781547302,3.37072480054565,-1.9542733207275227,-0.3326970799553422
2020-03-05,-2.9939542977910985,-3.551512699270177,-5.147891936901242,-2.1614413130256307,2.393813299287988,-2.79195595060288,0.6692740092396096
2020-03-06,-1.997038038034105,-0.3932135685584107,-7.900192325978296,-1.4485749354579527,0.1320921193334777,-4.98296566672996,3.316301213898877
2020-03-07,-3.007577751501604,0.44260739120983666,-5.652830993688138,-1.2125390721244624,0.37917090369825607,-5.356759975255578,-0.8487170407024034
2020-03-08,-1.989024241733808,-2.5897859170571187,-4.661123035566906,0.5605851754170394,-0.6129454458280079,-3.308558853924182,2.389017224285737
2020-03-09,-0.7557009911180421,-0.38837103692591796,-3.262977389691072,-1.0298016295436956,1.3750884652916706,-1.2287289834098498,2.0378908600179995
2020-03-10,-2.3432340382069516,-0.38352850529342525,-3.262977389691072,-3.439651653577556,2.541110266890067,-1.9398966165534604,-0.987421654211482
2020-03-11,13.254017701061825,20.648554880949053,15.954352811317747,12.756405952656333,10.23571379381934,10.633010407136407,14.125561444284688
2020-03-12,-2.0322987417554135,-1.9215165517731203,0.10615196080179044,-4.933910949680701,1.9148605788270328,1.5871881408164674,1.673185023099024
2020-03-13,-12.573646395166577,-15.914495957024148,-19.006938927347612,-17.154477422269473,-4.080601154085993,-5.2867933482751415,-4.291113357791352
2020-03-14,-15.6733828041216,-12.404629029793409,-19.811207387116134,-18.030094334635645,-6.186472639287335,-14.6450693186447,-12.396118605916246
2020-03-15,-11.932542691142787,-12.76491338325087,-14.150725801658497,-15.197663974633763,-9.077294416355242,-7.7979243440113395,-9.216582080861986
2020-03-16,-16.0155719061443,-14.754225377878887,-17.862219133836415,-20.7035811898928,-12.873754968421743,-13.40196363106079,-15.11298309849617
2020-03-17,-18.51507497220705,-18.02874526777048,-18.606239183420133,-23.166729634679385,-14.105347678178484,-15.46358300962131,-18.92396510183302
2020-03-18,-19.135342805850065,-18.418084811022897,-19.901101840407737,-22.751763358818895,-13.481948899165811,-17.415939436458956,-17.61548591565297
2020-03-19,-18.132015509052835,-18.337698785923518,-19.158994438766392,-22.036993466224335,-10.054205917612906,-16.968344713173153,-10.873277744313079
2020-03-20,-24.103896512034435,-26.37436428320847,-31.545302513584318,-30.055550516968914,-13.426831324192129,-17.804110449158635,-13.654159750820266
2020-03-21,-17.577460805072256,-15.506754793568259,-20.87463964307641,-20.050675535671935,-9.974380464202747,-14.70257613534095,-14.264266057793765
2020-03-22,-37.890030287436005,-39.0346789831975,-41.890815233888546,-40.28884730149185,-36.79953402208338,-34.61814520419686,-40.27865580823772
2020-03-23,-29.88104226491881,-28.27941622743112,-31.430543637041843,-33.6313034949686,-28.872106256041143,-28.500378354660917,-33.622774284466416
2020-03-24,-28.557964495739718,-26.532230814427734,-29.6565626704894,-32.67573895147334,-25.28756327671828,-25.811934674111285,-33.73431995267302
2020-03-25,-27.51296545818094,-24.217500694096206,-28.864726422346315,-30.88738658371678,-25.83968932947188,-25.23303271936905,-32.40547155751611
2020-03-26,-27.37913505996597,-26.021827980363,-27.86345522451321,-31.19861129061215,-25.97463235785572,-25.287664195230484,-29.943707158313025
2020-03-27,-28.977887421875295,-28.00532893703203,-33.09072205102299,-32.71951979709165,-28.696300197935436,-24.792147124697806,-30.818613181985672
2020-03-28,-29.964385746441902,-24.74727365469091,-33.13088765781286,-30.656109507950497,-28.661138986314295,-29.632304196632084,-34.81097814144978
2020-03-29,-29.94755677421128,-27.81162767173232,-34.02887586675774,-30.497166003205766,-30.052382602891353,-28.17929862810686,-34.81679791544317
2020-03-30,-33.80379555391438,-30.28519282960961,-37.90007530212394,-35.07321612783247,-32.622001960285054,-33.35778747160407,-40.7549073133633
2020-03-31,-34.86722632296384,-31.263384219373147,-37.8426958638527,-36.722611898626575,-31.513948642710695,-33.45554905998769,-42.12643405113838
2020-04-01,-34.61719587839456,-31.16459657407029,-36.53157569935491,-37.868527944810126,-31.83134985031776,-33.39420845551169,-39.551184059064234
2020-04-02,-37.4909432316812,-37.19935949448275,-39.69796436795607,-40.59626497833345,-33.27581043583492,-35.57850904302421,-38.97696635838329
2020-04-03,-40.83510042779529,-41.44529122985239,-46.02978538118718,-45.90136135825633,-34.09402133328906,-36.52066238989775,-39.01091504001139
2020-04-04,-35.75114805488664,-31.898724369556195,-39.39959128894562,-37.82855412924559,-29.1667001912453,-35.10311935833522,-40.07593368080138
2020-04-05,-33.25805602586412,-32.49822978565879,-36.44359389400567,-36.158219693155765,-29.562026246228946,-30.42398137315044,-35.15822465638859
2020-04-06,-32.38294946987165,-28.47311749273083,-38.53029279913637,-30.592341754549917,-31.49684318840852,-33.35778747160407,-38.20778622892385
2020-04-07,-42.193438900695696,-41.045298117008485,-44.88506558767599,-49.67222462651153,-34.43708072234938,-36.748772762792875,-45.74633347502566
2020-04-08,-42.052396085810464,-40.022555436226014,-44.368650643234844,-48.26457526413156,-36.44982251190554,-38.50943980064303,-44.702654005544765
2020-04-09,-42.50517557677726,-41.91501679820418,-46.225831795280584,-48.0199735831771,-34.1139776966416,-38.643622372934274,-42.15456295877309
2020-04-10,-41.864873252383504,-41.8394733047373,-47.40402292778334,-50.24803792214363,-31.856057728754234,-35.36573382124809,-38.6209901824544
2020-04-11,-34.00013356327166,-30.00045196961904,-37.99953299512742,-40.000464774919074,-24.999621462631634,-31.000007987057867,-36.00015196076538
