date,total,Apurimac,Arequipa,Ayacucho,Cajamarca,Callao Region,Cusco,Ica,Junin,La Libertad,Lambayeque,Madre de Dios,Metropolitan Municipality of Lima,Piura,Puno
2020-02-29,5.831785340667247,NA,-1.3013287528425979,5.271543119519906,10.154668442513705,4.168255949543424,-1.7940457328910977,7.821958508980984,9.976990536429673,-1.1521628951127303,7.874297154838679,6.666239999999999,6.532896959887773,2.4201922673322556,2.0152779400681995
2020-03-01,2.5221755749121444,NA,0.6406394667332233,2.8635778714116107,1.2457720071754306,4.756579898141343,-4.414043998055399,6.43958842782888,8.875336630233214,-2.0525604203175916,8.783901033376706,1.69536,3.1621950132358667,3.1291955443812935,2.458196168654617
2020-03-02,1.38795218486966,NA,-3.36836965519346,-0.6456900070294359,0.7023015770098049,2.1677622615822,-8.437201158162898,0.9990157225476811,3.37757724059365,-7.857577976094075,4.545146959389495,4.8384,1.299084672711909,0.2883918735023788,40.746551298521766
2020-03-03,0.691192234184375,NA,-2.8633051575751662,-1.3448691270672273,0.7912852918080499,-2.4532724131076606,-6.410736224329805,-3.940615127599562,4.535603723082901,-9.217303160901842,-4.032896354107552,13.33344,2.4646096046642354,0.7846941674367052,10.96992908322838
2020-03-04,1.0403675975985762,NA,2.017393730562296,-5.452068875923106,0.40186193779852597,8.503780472707824,-7.138726944635722,-3.5371848549535128,0.9879532862160776,-5.0900807801602435,-6.575957302946504,15.0,1.857345171858077,-1.267582885859293,13.958664260472379
2020-03-05,0.1558960620254747,NA,-3.270984818223581,-4.033652218469389,-5.9322476532163355,-1.4861908897587945,-4.758831159783399,-5.083986232065616,1.9959713877228102,-6.536290252340944,-0.27766855239581917,15.2544,1.336558269040137,-2.127009831147113,7.147352197384732
2020-03-06,0.7937972954154273,NA,3.1124957698216207,-11.526903853300638,-3.9583400873154804,5.694822012245213,-6.394409255668592,-0.968423853531867,-0.45384701252672804,-3.6688556576650577,-0.5007608720793566,9.524159999999998,2.5943258996465635,-1.5531004217520137,NA
2020-03-07,2.748065787234771,NA,1.5896642505377296,-6.588712527350663,-5.265348199298306,-3.0319832252905807,-6.078434391578028,-5.415716811705851,4.51362797300266,-4.939213745520795,-6.203498451629353,8.333759999999998,5.845881027203589,-3.5593880732934795,-2.2386627857900447
2020-03-08,-3.230070958599249,NA,-5.765755200599009,-7.157989515796734,-2.0762866786257175,-3.222323326307554,-3.960730515226384,-8.32481235592843,-1.9013801156382923,-11.367879106908758,-9.916597231598272,15.2544,-1.2491198776076047,-5.105781707289624,-0.737555137167817
2020-03-09,-0.5512039335900712,NA,-4.8339159762597745,-3.876050367641199,-4.913240596655788,-0.737327563030398,-6.729592318184111,-7.660395200741215,-2.02654634435619,-4.61153439003002,-7.322789961114569,3.2255999999999996,1.418231491806788,-7.633282578715788,3.61652362297953
2020-03-10,-1.602706964190467,NA,-1.5066007131222448,-6.050000746337938,-6.7235329450243855,-1.2045259927993333,-7.355779586837749,-8.776042423911687,-2.5195675200694354,-7.189727090269765,-8.064835230448223,19.999679999999998,0.32573202962229075,-5.335728716062285,-15.93253897482489
2020-03-11,-4.525758127168118,NA,-3.1029482367853585,-6.133099904047349,-5.626067129179363,-10.585985820196537,-10.241811400187721,-10.25879207527193,-0.4939766431080388,-9.614169946290966,-10.412570714843218,4.99968,-1.9947483583949133,-4.594149612770454,-17.32002846915756
2020-03-12,-6.954077909636354,NA,-8.473435569683094,-10.756087528340942,-6.328368706189169,-11.232949900925947,-7.931065129665248,-8.766482464844245,-6.485712675855643,-12.886158818566901,-10.001812752850782,13.55904,-6.527131791221891,-10.329411256575238,3.4586136458313295
2020-03-13,-9.380806915961474,NA,-2.96450900775955,-16.38008569607662,-11.154539216321941,-10.756138334742014,-13.08366435716029,-19.690647691210135,-5.441386813346772,-15.721882507872712,-12.028793185340263,12.698879999999999,-8.191343812772946,-9.175843762565721,-1.888179665778184
2020-03-14,-10.258915346962105,NA,-2.1682447525352457,-15.813674195827426,-16.549057324198344,-13.59489751809112,-14.149719369745473,-21.059633829667817,-7.838654506882689,-17.780208547348497,-15.03240094004952,10.00032,-10.098653779735326,-14.094793525227558,-5.59713839733227
2020-03-15,-15.898216774312186,NA,-12.651436026351625,-16.46318485378603,-15.365478235967926,-9.4102992366422,-13.241171584244949,-22.461123828954804,-10.987875040120784,-26.83991811792633,-16.434148390764967,8.474879999999999,-18.154516128860063,-17.951196484852392,-2.458196168654617
2020-03-16,-35.98574252152323,NA,-6.883771319145364,-20.028807333432308,-9.475330404806673,-28.004027690532627,-14.46377341399354,-13.321802960480323,-4.7286081368311095,-14.006610808309556,-14.644622444462255,25.806720000000002,-51.1860500000267,-14.257672656441526,9.644062994612081
2020-03-17,-75.80286938374395,NA,-60.87793489912148,-75.29452302385117,-75.54238979302195,-85.14931710949222,-78.18505086894993,-80.59810290578939,-66.26835210066585,-70.23388977555825,-78.23072094310484,-56.66688,-77.2830468275825,-77.83418813193605,-68.69372865661039
2020-03-18,-81.09379083575139,NA,-66.25033173862647,-83.14022970689821,-78.76972387919918,-88.29185140355528,-79.86864946089752,-86.31687041993315,-78.04162133930657,-78.23080354797538,-88.50349990398327,-64.99968,-82.62831904229873,-83.48609398506073,-73.67270726535031
2020-03-19,-82.91125257926267,NA,-73.14078633089721,-84.03426202432357,-83.4523722686896,-90.08374003131105,-81.85285635819571,-88.36270166036573,-80.07103408584713,-80.48900438493528,-89.18043668516894,-64.4064,-84.2089361181945,-84.61283432804677,-79.08593831124779
2020-03-20,-83.96355099793462,NA,-70.25456709403502,-84.93593564360728,-85.99558424647171,-89.92896853502957,-84.20490025533184,-88.12370268367968,-82.75112012824182,-82.27922913355498,-89.46289262639918,-71.4288,-85.36100898992645,-85.2633927403661,-76.93489630546071
2020-03-21,-83.19759228502375,NA,-72.85531509311296,-83.02369985355857,-84.99954072921393,-89.05225049398169,-83.50188019297836,-88.1504705690685,-81.47461568879822,-83.30454840718741,-89.71566675685605,-70.00032,-84.70281890057167,-85.42339753397042,-76.56708160259112
2020-03-22,-83.24611095738882,NA,-76.55211988475386,-83.74866836736825,-85.96400937993039,-91.69874694903082,-83.06681449865306,-90.47258462655014,-85.15889796312047,-84.46728160409016,-90.67027209043755,-64.4064,-83.02707654168886,-86.46294963613015,-75.71590831113375
2020-03-23,-83.59210476851679,NA,-73.52841617216949,-83.99032453863815,-85.63008124590257,-91.1200361368479,-85.17683509563473,-88.42579739021083,-83.09031105339336,-81.47876900709217,-88.62701453591107,-69.3552,-84.59328069591993,-85.4013609456297,-77.39418325119054
2020-03-24,-84.23795988262232,NA,-74.43925082382893,-84.03426202432357,-84.63882179933287,-91.21616750099788,-85.01548622886507,-86.86656806631105,-80.62998251180112,-80.00469237564687,-88.98415374295811,-64.99968,-85.74343184476324,-85.52304123777189,-77.83613861406263
2020-03-25,-84.3477234364974,NA,-73.23244264804534,-82.45919867877396,-85.2004716981132,-91.71989584914382,-83.59311913549692,-87.55488511916687,-81.25199178581143,-80.68119169020846,-88.2287037848881,-64.99968,-85.8616178024138,-85.70412450718035,-77.2921194854728
2020-03-26,-83.35348834704922,NA,-74.33040894721553,-84.03426202432357,-85.43010709114093,-90.87009459005793,-83.86203391344634,-87.4860534138813,-81.31887450344693,-81.79587806079292,-87.79113644542296,-66.10176,-84.60769361758463,-84.61283432804677,-77.70230027977239
2020-03-27,-82.57957575342274,NA,-71.5883574592009,-82.50886714085316,-85.99558424647171,-90.5192151109105,-83.22144049597398,-86.67058890542849,-79.5770574427391,-80.00853612175233,-88.46041340447357,-71.4288,-83.56323722761582,-84.55726380092672,-75.28261873969052
2020-03-28,-81.90031434031175,NA,-71.98839909342031,-81.70557528299551,-85.37652549943446,-90.99506536345291,-83.30211492935881,-86.64573301185315,-80.99974839358605,-81.98806536606611,-88.5226494593209,-70.00032,-82.56009787975248,-84.85427868725806,-74.99953621968093
2020-03-29,-82.27016979358648,NA,-73.98956201782096,-81.60146254517568,-85.54875204420524,-91.34017696075138,-83.40679961077483,-89.84449531581922,-83.46772067433666,-84.30968801376615,-90.38685867144042,-71.18688,-81.72222670031107,-86.13431703609255,-73.25771214247912
2020-03-30,-81.69589960592121,NA,-70.45220102788565,-83.99032453863815,-85.63008124590257,-89.47330586895863,-83.06777490857432,-86.42776594511548,-83.54033619634093,-81.9909481756452,-88.12242375276418,-66.12864,-82.22763982001999,-84.10599279621037,-76.4293918054436
2020-03-31,-82.44117822897157,NA,-70.82264530969265,-85.3781759886585,-85.43010709114093,-89.43196938237413,-83.54413822951328,-85.61230143666268,-80.62998251180112,-81.84776863321669,-88.44605123797034,-66.66624,-83.61800632994168,-83.32608919145642,-75.74672001399193
2020-04-01,-83.02499307349554,NA,-71.37067370597411,-85.1852331167355,-85.2004716981132,-89.72420872939009,-84.21354394462307,-86.14001117718547,-82.48741112727892,-79.73851295784351,-87.68102650223152,-64.99968,-84.3280829372894,-82.21851109920145,-74.44877703109086
2020-04-02,-83.058399372501,NA,-72.69491653810375,-83.36182746078997,-85.0339860381681,-90.78357636232295,-83.96863941470485,-87.31015016704035,-81.06949751340593,-79.74235670394896,-88.62414210261042,-64.4064,-84.3213569071792,-82.7895461709869,-77.93338805120878
