date,total,Abu Dhabi,Ajman,Ras al Khaimah,Sharjah,Umm Al Quawain
2020-02-29,0.36896197198435926,0.2958750328550553,0.7633066887938716,0.10874030469744252,0.24848180819817411,NA
2020-03-01,0.5999573946155927,0.7401663443267241,0.7709493089570143,0.3346576618705774,0.6444996900140142,NA
2020-03-02,1.0887531694666668,1.1633921194786156,1.2524343792350008,0.6899384849768766,1.2142607111559212,NA
2020-03-03,1.0729855638263097,1.1835001314202211,1.1922487454502526,1.4286226237836412,1.0492532603993212,NA
2020-03-04,1.6106609161624914,1.7829103921557055,1.696661676217667,1.7839034468899406,1.4792432644297553,NA
2020-03-05,2.2870911981338162,2.7911835623705055,2.4093360064307183,2.6931973741013135,2.3266050556680598,NA
2020-03-06,3.167711973147768,3.3724008599207274,3.2318730014889456,3.2537723931450255,3.4962166919133715,NA
2020-03-07,2.107340493833744,2.221456557358344,2.043445566120264,1.3555041430388093,1.9703830884464586,NA
2020-03-08,3.0100359167441955,3.194301325580791,3.3847254047517987,2.624765975455509,3.046814046617455,NA
2020-03-09,3.4696616211606086,3.6519979783468637,3.3942786799557267,3.090661936098862,3.488451635407179,NA
2020-03-10,3.885138029784022,3.909572036075051,3.9139768510494273,3.5996790520532693,3.91067658293142,NA
2020-03-11,3.7377109170466816,3.879888780351728,3.686608901195933,3.5687443101996865,3.786435678832333,NA
2020-03-12,4.967584156994546,5.432993321746226,5.273407912568424,4.995492101143717,5.1288198223404375,NA
2020-03-13,4.985716903480957,5.06338891177195,4.63047249134405,4.60833911976403,4.915280768420132,NA
2020-03-14,3.972648241088004,3.978513791303414,3.353199596578835,2.7981880131195336,3.6893724725049215,NA
2020-03-15,5.0621897908366895,5.219465385413936,4.631427818864442,4.247433798138896,4.618267357058252,NA
2020-03-16,6.291274650502536,5.878242157596066,5.4339029359944195,4.950496112993051,5.698580843482345,NA
2020-03-17,7.3508577495345415,6.673944915856748,6.228735432961255,5.854165541685591,6.950696205105956,NA
2020-03-18,8.628033806403478,7.749244792543568,7.370351819830687,6.8581385272973225,7.981507456303071,NA
2020-03-19,10.817365849567079,10.261788760866109,9.809302979393584,9.087314773594896,9.983921402837574,NA
2020-03-20,11.144543666604491,10.362328820574136,10.088258615348291,9.64507754337919,10.721601770925902,NA
2020-03-21,9.838197539300895,8.842737632415648,8.541583359832298,7.60057233178331,9.013289339563457,NA
2020-03-22,12.856905639147287,11.100580116144519,11.422851161337075,10.050978853154987,11.764060606882305,NA
2020-03-23,13.340971132306255,11.28250974799714,11.419985178775896,9.450094928059638,12.35420490135297,NA
2020-03-24,16.80747923233879,14.17136079694116,14.366215251667386,12.127356223024256,15.847509697076521,NA
2020-03-25,20.323655290138454,17.47769247476804,17.33728384008909,14.435275448585493,18.90985385670636,NA
2020-03-26,24.94119860191707,21.704205080017925,21.803439997925572,18.0752634066904,23.56306396804248,NA
2020-03-27,24.312071136866816,22.673219750727682,23.361579183686278,21.74431127380928,22.812765383131588,NA
2020-03-28,27.610654236829546,24.051097330916757,26.51511532850301,20.568791083373135,27.057339395829306,NA
2020-03-29,25.17298240483032,21.613240264091612,22.10723414941049,17.137846986884863,23.458235705208875,NA
2020-03-30,24.85526515117712,21.265658914815283,21.427040954890796,16.6025822111759,23.103955002113825,NA
2020-03-31,24.610867263751583,21.001382186439894,21.051597239376417,17.06097884046081,22.730261657753285,NA
2020-04-01,25.048418320271498,21.34609096258171,21.380229906391545,17.463130484557386,22.974860937698367,NA
2020-04-02,27.92679472991871,24.62944205533247,23.931909713360795,20.294128072370114,25.765428119611457,NA
2020-04-03,21.3012468398406,19.897356578407926,19.797252205100627,17.849346049517266,19.581531244492048,NA
2020-04-04,20.499464093028436,18.46873020617575,18.340377736501562,14.77180794329568,18.31388576985605,NA
2020-04-05,30.39757853376269,22.374472144738114,25.3973821296434,17.627178358023354,27.645542426173417,NA
2020-04-06,30.02861656177833,22.678007372618545,25.379230906755936,17.70779617012663,27.64845432236324,NA
2020-04-07,29.411314800958344,22.973882405473596,24.946467540017984,17.794975897168545,26.800121899061665,NA
2020-04-08,29.54928135031147,23.487115472173627,25.32955387569551,18.14744447101543,26.760325984467425,NA
2020-04-09,32.43475318249684,26.892072160952196,27.957659884296184,21.58682531528195,29.509155987659724,NA
2020-04-10,23.154728882864596,20.69401686104678,21.02771405136659,18.450229974612615,20.74920161661081,NA
2020-04-11,23.999872545187742,19.9998116868723,21.0000095532752,15.99982345324094,20.999624688935537,NA
