date,total,Burgenland,Carinthia,Lower Austria,Salzburg,Styria,Tyrol,Upper Austria,Vienna,Vorarlberg
2020-03-13,-19.866579766204342,2.8282513832956413,-12.14974843749195,-18.81919166324941,-24.629406966143822,-19.43875719421217,-25.994109707659707,-19.106581798952273,-21.792875967331216,-21.29468306683867
2020-03-14,-33.58237035308137,5.927158148538336,-31.218804805202762,-27.976360576923813,-41.15735164010158,-34.59969265040744,-49.62197819940621,-31.961802601337187,-34.12794361861807,-42.64519200684117
2020-03-15,-42.36432604026007,-12.963224498651106,-37.87616206350391,-36.89353268603183,-42.330501075884015,-42.7791697002354,-57.024878029402316,-37.12700873037748,-46.3646515913354,-39.99250051650455
2020-03-16,-56.113523215205355,-41.17271979331245,-51.115625296173505,-52.92837895128397,-53.78120884743911,-54.66888572853929,-63.419294681002334,-51.01202280206246,-59.373912767574524,-55.12323717401242
2020-03-17,-65.35283100093741,-45.70181632862788,-56.036487736634776,-61.99471242099899,-69.30716851149089,-62.46172083143161,-68.21126898443727,-60.02319154910095,-70.08938804163893,-64.26520516211735
2020-03-18,-64.47312418180694,-46.09709001593185,-56.8261499439794,-61.156157848868624,-67.27435055473345,-62.38172594585872,-70.12076615380762,-61.731234559776745,-68.69038872994616,-65.64737678044949
2020-03-19,-66.43536353333938,-38.13904292228002,-56.42512727897085,-64.66144982313305,-70.02067415194216,-63.508320584343586,-73.97046597466885,-63.20714420826339,-70.28133265709984,-68.99115407995218
2020-03-20,-67.84003102211373,-44.848959801341486,-60.74969473535764,-66.87401000547015,-72.6785307425181,-66.26719181654192,-76.2781748652898,-65.7682534429512,-69.82104755932788,-72.22424214818176
2020-03-21,-75.0582402297169,-44.12169515992261,-60.74397944797035,-73.7956708351756,-84.87928487465541,-70.6002481184068,-84.14453556604263,-72.78001837492009,-76.35480407168406,-80.75405056159363
2020-03-22,-75.55377128606256,-56.4258056528969,-67.4832558254894,-77.78956188168473,-81.09443554740979,-74.53618695260623,-85.1280705402158,-69.7259839760775,-76.71290969754398,-77.44973637932743
2020-03-23,-71.07569769500957,-61.975214563322076,-63.67306423395919,-72.5631772850319,-73.96514873028605,-69.29556962751562,-74.09424744946723,-66.75792489656425,-73.23880765253496,-70.51577792635756
2020-03-24,-70.18962771624705,-57.01871618385285,-64.42367197749064,-69.78839351271456,-74.87193554827198,-68.9832086457548,-73.34100359119803,-64.72986264171821,-73.09556540219099,-72.8065637561838
2020-03-25,-72.2465190673062,-58.39049112328953,-66.26780470779126,-72.74962898579064,-75.83834143594522,-69.570790126689,-75.19484707422491,-68.04755468650404,-75.26234317572741,-74.20221058527963
2020-03-26,-71.7859853889368,-52.44094062300737,-68.82730090940167,-71.803984206045,-77.22688880092049,-70.7459530885574,-77.20989433838459,-69.46996858074131,-73.52529215322289,-74.65940523619034
2020-03-27,-69.2884452333584,-50.10142665603339,-65.6429332867803,-70.24735154535148,-76.08739529157444,-68.73846238870442,-76.82415671924545,-67.20404127575082,-70.17342349517405,-73.99911990876983
2020-03-28,-65.53497644540475,-32.268352443356534,-53.48365937030953,-63.703374930003484,-81.45888115082089,-62.99978166891593,-81.45108905628256,-60.38142204630644,-65.66988714435972,-75.76341000375787
2020-03-29,-70.94763910741462,-43.46355473475639,-58.947474112563846,-73.34818675335461,-81.55984893013003,-70.38978538374478,-84.49189133253111,-66.20481700887898,-70.81228393170815,-79.42096721104348
2020-03-30,-70.24928233779747,-59.37478101950705,-66.67930539967652,-71.51044229767098,-76.09604967265808,-68.42610140694362,-76.70421342971214,-66.15896350523667,-71.22291171602751,-72.80463872607471
2020-03-31,-68.82950234489702,-49.61950430328594,-62.10421784614662,-69.59333634884388,-73.35453406494028,-66.66430928420735,-72.46014007286537,-64.54644862714899,-71.71471010887514,-69.34920968024436
2020-04-01,-66.61909976771474,-44.78080916559942,-57.36052931469152,-67.66380028663285,-71.36979600309196,-64.05114302215962,-71.35090453126128,-61.909872167716564,-70.07506381660453,-69.4271733996628
2020-04-02,-67.11304003415238,-45.072883318779695,-57.64724623195416,-68.20116364984524,-72.4227457016016,-64.43016640856452,-72.9408727773149,-62.97596612740011,-70.29565688213422,-71.14141271181431
2020-04-03,-68.24011468397867,-46.46510344893899,-58.049221444860606,-69.83237699084226,-75.3171553751304,-66.26719181654192,-74.43584593805811,-65.43677082287039,-70.24313472367479,-72.40134491821875
2020-04-04,-66.43059116361535,-34.9028613050426,-53.241712204247364,-66.34333978023373,-81.2454064174244,-63.59974331071261,-80.24589888305182,-62.15251362449041,-66.71555557187068,-73.72191557305976
2020-04-05,-63.64750421954884,-32.788244436017415,-49.07812534260273,-66.8835716311501,-74.11708119819886,-62.750273811533816,-78.48896957796784,-58.45748545598147,-64.705389325377,-69.28183362642594
2020-04-06,-63.79306149613192,-45.9403435537251,-53.23790201265583,-66.896001744534,-67.44647657850808,-61.11323561748862,-68.71790943942598,-58.854882487548096,-66.40806220779895,-64.27579282771738
2020-04-07,-62.60076446007713,-40.0433664010154,-53.18074913878288,-64.07245368124902,-67.78976702815918,-60.28852644003478,-64.36444780252484,-57.82222337427039,-66.27723428581812,-66.70614334045322
2020-04-08,-62.42895915001187,-38.63459540217588,-50.41359749543406,-64.15755214980044,-67.39839668359897,-59.33144477335914,-65.04572568707405,-58.09638911479833,-66.4997372480191,-67.23937668067329
2020-04-09,-62.65326052704152,-40.73947646609505,-51.708110088656454,-64.87849872606758,-67.49840286500994,-59.320969252629354,-67.49352833986993,-58.684842411541226,-66.00316411349334,-67.42802963136486
2020-04-10,-65.42282575688992,-46.46510344893899,-55.855503636037085,-68.08642414168601,-73.11798098198742,-65.06441157274956,-69.52296879877358,-63.00749041115419,-66.96766193247605,-72.57941020331029
2020-04-11,-62.000241269802714,-27.000308300495018,-52.999765038185195,-62.00044939640695,-79.0000753251687,-60.999909529593694,-75.00005917202282,-56.99972615268657,-62.00002069054726,-70.99992299879563
