date,total,Banská Bystrica Region,Bratislava Region,Košice Region,Nitra Region,Prešov Region,Trenčín Region
2020-02-29,4.441477161408093,2.7282204444444447,5.912129845016062,5.860413273286485,5.8911344106502135,5.710875862912613,0.9703777011083604
2020-03-01,0.5160956267192752,0.9970915555555555,0.6320061058812116,1.593037845871166,0.8729729006702813,-0.22967547590536047,-2.19647617916211
2020-03-02,-2.7693916418191638,0.24467911111111112,2.71762625528921,-21.774408402669767,2.7956145298270387,-21.4635124065482,2.1420261277973127
2020-03-03,-2.5065205048453274,1.487416888888889,2.3709804820634544,-21.411083981681603,2.6638089934019855,-21.31427180195147,1.8250490430665256
2020-03-04,-3.630354906953656,1.4893511111111113,0.5333748499633862,-23.680656956289347,1.9789932715413818,-24.08006846116623,1.7569864788605283
2020-03-05,-3.3747187554011178,1.8771626666666668,1.106968270301031,-23.565973650990696,2.5845346490303953,-23.110973626122515,1.4438986835129413
2020-03-06,-4.9615922244725335,-0.322048,0.6147695757208149,-25.622563344329517,0.20343898013432157,-25.90778132005868,1.3398601925123452
2020-03-07,1.5523063165029916,2.5183573333333333,1.6355551952198628,-1.1343046246765653,4.581675059644791,1.105737206784879,0.7759132319483684
2020-03-08,3.287095043076506,2.4932124444444446,2.8449850614743633,2.959600256908863,3.27317082122216,3.9006067110509535,3.1726878143452706
2020-03-09,-1.5330130220461962,0.6131484444444445,-7.662595241305236,-5.565513345375671,1.1088857086194712,1.8441874710881898,1.3184691009047462
2020-03-10,-7.210064915958223,-0.9303608888888889,-19.184258068521505,-11.383522707459294,-0.33906496689053595,-0.6182825047578903,-4.978290410495797
2020-03-11,-11.305870551682068,-3.165354666666667,-23.930049372684056,-15.104465915510456,-2.3171031258491275,-4.905558054991286,-10.704296704911764
2020-03-12,-15.88079299974966,-12.013454222222224,-28.028513210822823,-18.152728895843484,-5.950351390783209,-7.246891176456901,-12.605186890950687
2020-03-13,-25.84256403760832,-23.540451555555556,-35.913268174195395,-28.406765604899267,-18.482383589573974,-23.86589850262157,-19.802316894561994
2020-03-14,-22.550645670917614,-21.197141333333335,-26.918672185495062,-22.11942204382033,-19.63615958958459,-23.763174450106938,-20.179577964732378
2020-03-15,-29.556523220541425,-27.429205333333332,-31.773628180673455,-27.771670662110942,-25.309528331358624,-34.18482030616705,-27.089872876332695
2020-03-16,-44.31589347998985,-41.48519822222222,-53.90916324665844,-45.76345744043447,-40.00871098050045,-44.99604228591473,-36.636133667396706
2020-03-17,-50.070922438998096,-46.18535822222223,-61.54111576767852,-50.57341018619551,-44.80528637127305,-49.93939503947272,-41.92945651793169
2020-03-18,-51.082212623441784,-46.42907022222223,-62.79938246938749,-51.30005902817183,-45.763264291811666,-51.28159138600827,-42.98345394077885
2020-03-19,-51.55007501401908,-47.554787555555556,-63.05122732673105,-51.451363893145675,-46.819618808377676,-50.67299982960082,-43.9781397005322
2020-03-20,-50.91420018421386,-47.532544,-61.17244553924782,-51.41570605872509,-46.13002752360312,-50.70691814882735,-43.91493874805521
2020-03-21,-41.17751758168448,-37.988124444444445,-43.39583743382537,-39.13399141396881,-41.07270639772878,-42.18372907461788,-38.99984929003641
2020-03-22,-39.8245753079017,-35.408839111111114,-40.15249700864406,-36.64950770758293,-37.30860770895244,-43.59085477510135,-41.001861000038524
2020-03-23,-50.43508337187011,-46.81591466666667,-59.669994660266575,-50.78832091797366,-46.419426636188554,-49.69130676170154,-42.34755512662567
2020-03-24,-50.99700057292427,-46.805276444444445,-61.325659140673565,-50.6273788004537,-47.17778602692401,-49.48973503601244,-42.98053697374145
2020-03-25,-51.295242749735564,-46.67761777777778,-61.759445149710224,-50.59846704281538,-47.88647956335437,-49.609902795557865,-43.80701096767142
2020-03-26,-51.34106432407046,-46.366208,-61.5392005976607,-50.19370243587897,-47.89221023885111,-49.13310813671636,-45.20034888920276
2020-03-27,-50.0733341008052,-45.726947555555554,-58.947975563547736,-48.74522337819938,-46.79192054347675,-48.19793162089917,-45.42884464046575
2020-03-28,-34.084820207005095,-30.222222222222225,-35.84910997859836,-28.736359641976062,-33.054536265204696,-34.81570104378051,-34.53688972281459
2020-03-29,-38.41214537621048,-36.40593066666666,-39.83649395570346,-33.91831033601675,-35.34585135131849,-41.755389157528555,-40.75780809124274
2020-03-30,-48.369896977723975,-43.13992533333333,-56.95236840497736,-47.76222361849667,-44.92563055670462,-46.728783850972896,-44.38068115169339
2020-03-31,-47.90283847441572,-42.527744,-57.36508754381797,-47.48370701991423,-44.32008917921561,-45.383680219932224,-43.36752126736983
2020-04-01,-47.77100096229428,-42.828515555555555,-58.02390602994869,-46.9305287237678,-43.54262753682435,-45.20633586511922,-43.47739369244523
2020-04-02,-48.18741456765345,-43.299498666666665,-58.676979006025945,-47.46057761380357,-43.64960014609686,-45.19567582193374,-43.36752126736983
2020-04-03,-47.57083303230503,-43.921351111111115,-56.37207188957734,-47.26783256288147,-43.279016463974244,-45.163695692377296,-43.85659940730721
