date,total,Bjelovar-Bilogora County,Brod-Posavina County,City of Zagreb,Dubrovnik-Neretva County,Koprivnica-Križevci County,Krapina-Zagorje County,Primorje-Gorski Kotar County,Sisak-Moslavina County,Split-Dalmatia County,Varaždin County
2020-02-29,1.6339957260688038,1.973652818141077,5.433285914037454,-0.7458155720156194,1.4814205761408912,2.01952037540315,-10.92657675297659,-1.283007664954414,1.416368665047378,2.0909255596673852,1.6304618040485082
2020-03-01,-5.004512400234258,0.7181242784079581,11.041496187811797,-6.731512784953315,-1.963545303286488,4.502410626615817,-10.264830429778826,-16.14963443263548,-0.6880600145494028,-3.9730445996963035,5.171382941579088
2020-03-02,2.409342717654393,NA,6.391987377346802,1.8051037559195517,6.795211773168001,1.741498449917439,2.3500727196260813,-0.5984847840207399,2.0124317974286154,2.9948003570065014,4.26377190229274
2020-03-03,-2.32684195305386,NA,5.363702743313389,-4.3962856211614785,-8.311678744012992,-2.7058870039459983,-10.845071340735222,-3.141808747710772,NA,1.4616456374692666,-4.363771019947585
2020-03-04,1.646010400525192,NA,7.101349145561581,-0.9778044774497837,1.3933309894522066,0.4653005836253911,0.990678879743282,-2.0015675952162817,-3.9750319503494747,1.5827343497710258,0.5923757255363155
2020-03-05,2.261161732692271,0.3918770896742764,3.113846889901935,1.1685722137365553,2.3244284487530353,2.4326918479999704,0.44342825469410374,2.354229245200067,-0.7589742778873636,4.402099092104112,-0.2609500784516888
2020-03-06,2.6007765306595125,1.5541921469120574,1.4080927742356049,2.1760942782460875,-2.8709627661656274,6.409949948698334,-6.9978218224373645,0.09265641206008296,2.6669512820208747,-1.2347234837069145,NA
2020-03-07,5.553182533742655,7.105150145307876,6.710910243165436,3.1021326363014707,5.925682304563565,5.2495945513586655,-5.0727416094984115,6.611696832001634,6.0181293751674785,5.629194940390444,1.1647516275416623
2020-03-08,11.028670172667333,15.076805214628536,21.43258301593892,7.687268730068447,-1.472895777429083,13.508197233755391,-0.7898262567199134,10.32551710314455,22.718438391257234,8.055736458563493,16.456045275790988
2020-03-09,2.4814307643927225,-0.8503352382737941,5.193610548210117,1.6037910693857729,3.804901825037059,1.3061238374380792,1.880446296711538,5.083811506602714,NA,3.4810621150686836,NA
2020-03-10,5.181528603891712,5.50435125714815,9.902071767205221,4.002287934659654,5.094040830233832,5.410808653984061,-4.338222596799426,5.203886652843843,2.123594696715149,6.577882095825486,5.237096647466557
2020-03-11,11.301803771975893,4.544632850640031,13.784232833852046,11.020431639963446,9.476734567960113,3.724335376819002,8.918050522742904,7.906995653657895,8.391840595277326,12.914540221475027,5.626617020045904
2020-03-12,20.910339423898133,9.39839204629011,10.378523200079727,29.514357109533275,18.338736428813167,12.569873235241117,19.948449646074568,18.360151691783173,14.802873321371344,19.770831010151802,11.225615236168089
2020-03-13,26.92248252187482,25.25514680832861,24.28742588147906,25.776651562889445,24.536265092297725,24.037312307618752,25.656739410550305,20.626451892885406,25.145814459298506,27.70452530198596,30.33306568863609
2020-03-14,9.238483678665482,11.447186345218245,11.5053839926389,7.605785023614298,15.110679316608463,6.865596993244361,0.780123231453084,5.526293147869233,5.30994504264379,18.737286410662772,5.122811941575307
2020-03-15,2.597572617471142,8.615589024926203,11.69093911456974,-1.5788666415292096,13.744817123005415,10.505946580072886,7.896321962145768,-2.647326058859513,2.0651383445041267,16.774123744290154,-1.410463745207851
2020-03-16,17.52140024889955,19.9857315733881,24.3686062473238,19.784243927067294,16.037040776624956,21.33045994976482,24.445801857249997,10.665887596426488,16.905385399256286,22.25934706611709,21.603618903642733
2020-03-17,-1.4049159331003342,6.422218712331832,6.601703322445722,-1.2462213928281558,2.949580354285636,-0.9016405500126874,-9.109200120499443,-3.9274973030365774,-2.973607555914759,6.496838469481789,-0.29047362747359523
2020-03-18,7.143925431768461,18.17948256054477,8.772311675865879,7.7179449489688325,12.542820504640462,9.776139025672897,6.440868172121357,-1.0012565344043658,7.067468812398114,13.331199806324387,4.145677706205114
2020-03-19,-14.118844442850394,-9.790269135964387,-15.221318595889347,-16.84795459919603,-12.914122848532552,-8.92083546324116,-13.298966430716378,-16.383166409970585,-15.561847599258709,-8.804198184208223,-11.748467765620559
2020-03-20,-19.774552198620896,-24.478050734872582,-24.28742588147906,-19.432426041553498,-19.57672664173909,-22.034202948650524,-22.54691981253148,-20.71910830494549,-25.90862194060955,-16.360324522723513,-21.631237707566452
2020-03-21,-27.940525937479453,-30.789935120985447,-32.277893319625925,-29.55749554236194,-21.629308731571133,-30.288944215415505,-29.268205414864212,-29.605614600381404,-36.8140856809608,-23.000181156341238,-30.739728767099123
2020-03-22,-49.1824703763739,-40.92357228940715,-54.55707157937431,-57.96942603516262,-40.74285464330198,-45.7761169604407,-45.79924956196146,-47.52233917730561,-50.94423180147744,-45.245226406044736,-45.60626425845263
2020-03-23,-38.805796537539905,-40.821798385049995,-34.35572411208066,-46.620183673860666,-43.489734228217955,-33.08364377889166,-25.386025005605767,-39.075478102358865,-40.25151085114006,-41.52389377522768,-26.15119782556541
2020-03-24,-49.70310626948406,-48.62224501713432,-47.85969139718299,-53.60285800106089,-52.81870561850672,-48.24935367257402,-47.71656735468695,-49.7839120104456,-57.34472321815636,-48.806378693029544,-41.60249006206249
2020-03-25,-48.665839374749204,-44.99452846369332,-47.20251700701127,-53.07944501607306,-50.72728833454311,-48.41635989864703,-41.61821597448468,-50.44479805156802,-48.58681169591821,-48.492692186358056,-44.124372572062754
2020-03-26,-50.77321327439971,-49.343222769496215,-48.08680313496293,-54.75513347350662,-52.43319527676162,-48.65673302172321,-44.773639791257594,-52.35087281394687,-50.86085962701254,-49.89045637717994,-47.513866474287425
2020-03-27,-46.89007049009502,-48.95705262772981,-46.463195818068066,-50.69532762840874,-51.1601586691316,-46.473102481970855,-47.426446899208756,-47.10633079662769,-49.149334298342296,-46.99672218949616,-44.50532159170026
2020-03-28,-50.911782519796716,-50.92119386602443,-48.89667392755692,-54.37263936909243,-46.81440572582315,-53.30780815016125,-54.2437924516831,-50.427779526903926,-57.69929453484616,-47.44770613373815,-53.09572198452592
2020-03-29,-56.93834322712107,-57.4366260608516,-59.752614993437874,-61.21056028835646,-53.01477598887831,-58.533268853821504,-63.96040195388606,-56.78892585690635,-61.270881824853994,-51.97661466470946,-60.18137374978346
2020-03-30,-45.62212184579751,-48.476717845483435,-42.3452251173008,-49.795172330050555,-44.03342694605994,-47.0137006704153,-38.54914908258653,-44.65755419218263,-47.49626532188308,-45.328176941243576,-41.50153857185855
2020-03-31,-44.9781352949351,-38.072000651437534,-41.25798807473728,-48.19042262882415,-46.92049210979232,-46.89689284755498,-44.68049074869604,-45.168109932105544,-45.875778574525086,-46.37030263058077,-35.493020159626056
2020-04-01,-41.20632849392628,-42.7222120383733,-39.26520337983417,-45.96927265406812,-44.03721574548741,-46.08889162661214,-34.18666892262003,-42.93773772751641,-38.86868271604983,-42.15984787841881,-35.832064787103434
2020-04-02,-42.893188787603194,-45.03542825703311,-46.01090520836164,-47.192486882720985,-44.16792932573514,-46.629489815056566,-40.34032754684324,-43.68844375992156,-45.16663594114548,-41.62686685340555,-38.115854159830256
2020-04-03,-37.753311055160296,-41.57416435090522,-36.60751283134555,-42.69554491829261,-39.15345328347818,-41.66564002044711,-36.93068446807939,-38.37299122316864,-40.00522753116904,-38.35365780354776,-35.30635514000368
2020-04-04,-40.99807413668222,-41.842390902575474,-42.50468655021012,-44.88793593782953,-37.62940871377825,-46.84572909043435,-43.317215698706505,-42.03953781468907,-49.203957447129646,-38.922870096808786,-42.15105665034049
2020-04-05,-44.18997265059603,-41.6416965678151,-48.06167587886813,-48.744511832712355,-41.725100894873655,-48.02732227374862,-51.32609275394749,-45.007379421389075,-46.81395511246919,-41.71363120631469,-43.72532847399247
2020-04-06,-35.35678399025938,-36.99528981281792,-27.5645999359972,-40.70542521713012,-35.06344430152398,-39.177922999694765,-32.90781019245192,-35.885450201433144,-37.83659269422572,-34.64376662586158,-30.414969727858153
2020-04-07,-32.83450333271494,-27.52175628574075,-21.453844540326834,-38.808292804509406,-35.12311789250664,-36.52513046068527,-32.96796894910626,-34.46534886557351,-33.55777937255012,-31.996023680491618,-25.892152492211913
2020-04-08,-27.60731896588895,-26.815045903148548,-14.620197315467557,-34.54429837735584,-28.707733261942536,-33.98431897499641,-19.818429107499057,-32.628293675443494,-24.292926697531144,-29.329211646570194,-20.43315304080651
2020-04-09,-15.676747230695405,-18.013981071216314,-7.264676310177792,-21.674665916803537,-22.987593326319235,-21.084294703241014,-5.319198451275879,-18.925544900068168,-10.627556492134927,-18.45792426338391,-6.004708922036124
2020-04-10,-15.135285901860842,-14.37580177994421,-8.095808627159686,-20.382430195624806,-21.925782286770684,-26.44104353838063,-12.051157381402119,-19.41908211532698,-11.811058049194136,-19.678345930677228,-7.210412569188818
2020-04-11,-29.9998411393044,-30.000473993729013,-31.000268990497936,-36.00046014328351,-24.000149973310677,-41.999652472593134,-31.999607027476685,-29.99987708843298,-40.000436026889446,-23.000181156341238,-33.999700002647046
