date,total
2020-02-29,9.817351038453388
2020-03-01,8.986133673641545
2020-03-02,5.205538863802353
2020-03-03,8.17978864310496
2020-03-04,9.185112347843608
2020-03-05,17.295097988305105
2020-03-06,17.118584648287143
2020-03-07,20.63039778128081
2020-03-08,20.13375342913937
2020-03-09,-0.496644352141439
2020-03-10,7.119906269633489
2020-03-11,8.711735663249991
2020-03-12,14.856806895966116
2020-03-13,14.056880532339274
2020-03-14,12.588610476735344
2020-03-15,9.958561710467757
2020-03-16,6.3793525749217785
2020-03-17,7.589271287408516
2020-03-18,9.826979038818004
2020-03-19,-1.9592980741993442
2020-03-20,-1.998612409021526
2020-03-21,-8.661188661335757
2020-03-22,-16.78320930225302
2020-03-23,-24.309096253927816
2020-03-24,-21.435940478453674
2020-03-25,-23.262051214275832
2020-03-26,-16.06191160827054
2020-03-27,-12.850973486671128
2020-03-28,-21.13025146687712
2020-03-29,-23.647973562224188
2020-03-30,-27.46387104006697
2020-03-31,-27.87627038901802
2020-04-01,-36.16918803640722
2020-04-02,-37.249128743971646
2020-04-03,-35.18793433258011
2020-04-04,-38.46867545682299
2020-04-05,-43.44073531178341
2020-04-06,-36.04001236484862
2020-04-07,-44.41797734879193
2020-04-08,-45.294927715335696
2020-04-09,-43.68384232098996
2020-04-10,-36.532645050171475
2020-04-11,-35.999895696662726
