date,total,Aichi,Akita,Aomori,Chiba,Ehime,Fukui,Fukuoka,Fukushima,Gifu,Gunma,Hiroshima,Hokkaido,Hyogo,Ibaraki,Ishikawa,Iwate,Kagawa,Kagoshima,Kanagawa,Kochi,Kumamoto,Kyoto,Mie,Miyagi,Miyazaki,Nagano,Nagasaki,Nara,Niigata,Oita,Okayama,Okinawa,Osaka,Saga,Saitama,Shiga,Shimane,Shizuoka,Tochigi,Tokushima,Tokyo,Tottori,Toyama,Wakayama,Yamagata,Yamaguchi,Yamanashi
2020-02-29,3.181820160451317,1.7573223365373163,9.137174121748211,8.12469271363067,2.620363443624944,5.167878745954514,7.406825874962605,3.9447133597808652,8.51195589034342,2.7839608454789584,5.401853393385778,3.9402161502827213,-2.22184847628548,1.4075079216479875,5.9580626580035325,6.252413410597435,9.199127490326442,3.99363145752779,2.851296512887006,1.0536097246096843,2.5712639999999998,3.863473569126984,2.4620654052053546,3.2143495413406873,6.49990555753244,3.7986414152347834,6.9908062151953185,3.08177247085431,2.0401788872357804,10.776635819747433,2.3657855314330427,3.210233726763125,7.214847031155662,1.6033090339200324,6.016357490305062,4.5194978492312705,1.211320955833226,9.570230416337338,3.130038470546861,4.701029225117066,3.823061356180136,1.0862550286059065,8.230225050980271,8.848654522115346,2.3333914670967175,8.355171769790347,4.222366286779584,5.277881468955636
2020-03-01,1.4708037511190815,0.7648051284219266,4.543886957413295,4.339089077662136,-0.33758696919693615,6.961140138833601,2.8225040348765265,3.4302275771372224,6.272069257983887,3.9490503740029927,2.380414229562782,3.495837934001432,-9.793390371200077,1.5470248902806605,4.340651916857617,2.6649953354386677,4.599563745163221,3.7957222063041494,3.327290366102185,0.3338637637228173,5.009225142857143,1.2601928011159136,0.6981686259626557,3.51869980287919,5.551000465255901,3.2777009691128898,2.0541350165828605,3.1717865537027556,2.753308339394267,1.7202229468495949,2.0528097955573483,3.747169982480598,3.2767962479782287,1.4386922497569186,3.5193756039317856,0.42138266697547794,3.744262011445468,6.20138381142646,1.1265044232891854,3.437291394875799,4.671782884491516,-0.8647289583714282,4.86799581135086,4.432615257028801,1.197012219499741,3.4134936675605885,7.034634656148385,5.265565464809805
2020-03-02,-1.6272212960020658,-0.7138821738913209,-1.1865370454947946,-0.7281145382707268,-3.5920018592172585,0.6898595363548385,-0.10218921748798689,0.4883746620959395,0.08120434920940914,-1.975003859774103,-1.4235626829550652,0.9338518963712505,-5.165356475318583,1.8364988728178393,-1.915994684340019,-1.2400587151247822,-0.020816787161816674,1.6069049651591105,1.0733194729361886,-3.8805751347159188,1.812918857142857,-0.8941501027873444,0.535781215745715,0.5368141116093218,-1.8666830791404294,0.8184866108437685,0.06184895579127226,1.7054281073006576,-0.5569482085039419,-0.4889546745664881,0.5792967036705395,0.6507743311346051,-0.3900713974354893,0.002922191434848176,1.605809523145914,-2.9410003072659214,-1.52252211196599,1.0226155439237625,-0.9891965880041514,-1.8772027963778046,-0.3566537658297258,-5.126190993671522,-0.32935744483124746,-0.3110436135046607,0.033250339430548365,-1.3820439345836462,0.5935689757758673,-1.7081350365332995
2020-03-03,-2.4811334032714183,-2.970825951106278,-0.375627988479499,-1.7453043607058478,-2.8001548039904507,0.2147059450089484,-0.7446566126207933,-1.7504121552349514,1.322470829981806,-2.813638557380557,0.2052404394780509,-0.38988786417914384,-6.189014820085592,-1.5062138042180417,-0.3326244578905008,-2.3424423944704453,0.5279894198315321,-1.3617338031954964,0.32479580572329886,-4.987149082465766,-0.4196571428571428,-1.5116725175248542,-2.4883196571565964,-0.6525792417650712,-1.877058780944646,-0.2684485902538048,-1.072985672439496,0.6736537813173993,-2.3270023032554477,-2.959905353111857,-1.7378901110116187,-0.9201911096218177,-0.30851994658625603,-2.571528462666395,-0.6598829257372097,-2.7442907785176436,-2.1626510723656622,-0.24315307276423115,0.028041741008915343,-0.9334105407831316,-1.6755098036439258,-6.349442407817172,-0.3757458173426908,-1.3329047638271823,-1.656649264569086,-1.1584780039892328,-1.8134077223202627,-0.37611181891498613
2020-03-04,-4.172996643842472,-2.664327413459802,-0.7018557700373765,-0.9796988299496365,-6.105255556241475,-3.374617353075428,-0.9613356015536544,-2.100494586281942,-1.5496496640795576,-3.381344465691775,-1.432934392520273,-2.4163652690813446,-7.049907565972022,-4.369633493774332,-3.147288730215382,-2.4299643815014567,-0.25737118672791526,-3.055285604711226,-0.5422596641529788,-7.528486003494691,-5.498002285714285,-2.5287682594454584,-4.473919008432005,-2.279826192260807,-2.6599526443537194,-1.1179100384345508,-1.6671104901920204,-0.7878651982648894,-5.34847089118865,-2.634558839251173,-2.3463460447326887,-2.4750294896941467,-2.408224169053865,-5.251178008422172,-1.3386466218817787,-4.47996309100245,-3.8663789208140207,0.041179149419748824,-2.2974888495580292,-2.1575090962894223,-4.811964979617104,-8.363580756922756,-0.23936400215904746,-1.0218611503225217,-4.772401659443412,-0.9339442555134584,-1.8143986555018583,-3.6786956998662244
2020-03-05,-3.6399001133229136,-3.009258369619942,-0.8183656920223329,-2.256365784586927,-5.413823888452849,-1.5850899766312798,-1.4543039562873687,-2.090823800893903,-1.002487025359015,-2.872993981183753,-1.6006879937374927,-1.8376401502033863,-8.405960718091537,-2.878605209951683,-1.9237753734134813,-3.43892571513986,-0.6301809204440867,-1.998784975044727,-0.7737233417948699,-6.323549927055967,-3.6386742857142855,-2.092870084336628,-3.7981151156129993,-2.1341861898067997,-2.573174047445726,-0.8297501880572149,-1.9060723648401177,-0.5100798028078585,-4.031244175838056,-3.4554043541065775,-1.9993512071313755,-1.3167270723248277,-3.7494016438635445,-3.7004684203294067,-1.3254300825966272,-3.9910820563192293,-3.4852559859299084,-0.3676709769620431,-2.542128865946153,-1.8753152118666152,-1.3426965301824971,-7.562977766250782,-0.9890001019439713,-1.8077581800553006,-2.0566312888953884,-1.6181914976357539,-2.485260419442196,-2.278460766978694
2020-03-06,-3.7021479117967546,-3.070750239241806,-0.6123761499529302,-2.093575948794691,-5.239770550226667,-2.032238444715133,-1.4807974571175877,-2.237819738792087,-0.5887315317682161,-4.248699529654614,-1.5472692492158082,-1.2250934334689243,-7.897073092675753,-2.7352918612201615,-1.935446407023674,-3.4045069561950805,-1.4742070180959264,-1.197301738746004,-0.9725207746082685,-6.133446197570738,-2.846756571428571,-2.2372380696825016,-4.106359481114618,-2.389989783860633,-3.20231887502868,-1.0916283582698427,-1.2791488584104036,-0.9107876554880356,-3.42714691264595,-3.0225439060677934,-3.7498769844982243,-1.375543411290346,-1.3156312371942573,-3.806641375795557,-1.7993374198213474,-4.228290605692153,-2.9662591211135583,-0.5647426206136982,-1.908772301779272,-2.0820057158418486,-1.708886492959542,-7.84960140975592,-1.5335995952283157,-1.6946514115081512,-1.9079827126176427,-2.111778617129913,-2.00862155909463,-2.867734196109982
2020-03-07,-3.5177986624703803,-3.2542650376445543,0.9087773914826589,-1.1493949011997247,-4.042436597154247,-2.1778650856777246,-1.5593317631500219,-3.1149599734871702,0.14694120333131175,-2.6518471602395857,-0.8706318186078049,-1.5323062806655028,-5.588939238670449,-5.068167431962409,-1.6388076360979353,-2.344409180695861,-0.4182281784328623,-1.7536138130811127,-1.8573093488200136,-6.0748072362369845,-2.779611428571428,-1.5051526730253633,-5.291690337728096,0.3006159025012203,-1.8855479915117326,-2.858132717912013,-0.22677950456799828,-2.953042653447393,-4.679543677800317,-1.1611504891234765,-2.7953981875108584,-2.1809477948665554,0.7378932480454722,-5.195656371160056,-2.136359171592712,-3.787622690800177,-4.176595263161554,3.2894296738870787,-2.6813706144042153,-1.116506238368498,-1.072822156573373,-6.325152268537075,0.5093443301756475,-0.1628347443739133,-1.4229189373955256,-0.5052009340704926,-2.40697669809613,-2.8232071041981324
2020-03-08,-5.35091652265515,-7.776799886240042,-0.34952976595486884,-1.694987502370066,-6.9669152141634,-3.9225842649026137,-3.4110382318906733,-2.286173665732279,-3.397048608593615,-5.946073181316992,-2.8902352299100866,-2.755520736475732,-8.58637559877844,-6.1548812352577205,-3.5431312868277614,-3.13505724331309,-1.8526940574016841,-3.4579964691414196,1.8685092041897824,-8.47805886122191,-4.341723428571428,-1.7231017605797785,-5.819692515858629,-4.755706233978931,-3.9550288786436685,-1.2971886424152386,-3.181472801687414,-0.339730570750585,-7.27568850156737,-3.127253128919508,-2.493114169320359,-2.35265355862073,-1.8206607038991478,-7.1330692924643975,-2.3459357231144007,-6.553127242025968,-5.446020232323366,1.8981626970627077,-7.600278770002572,-2.878566379563752,-3.782055709306665,-8.267391805373576,-1.71822531782386,-1.4450364740247872,-4.144557014901881,-2.3024387397580495,-2.1790620663291023,-6.435585858663729
2020-03-09,-2.9807118884589086,-2.5317355695876587,-2.778528619497237,-2.1133080501028414,-4.619107822156379,-0.6506523637879871,-0.751279987828348,-1.0986012200811628,-0.5007601534580229,-3.1439227704789885,-1.565075497389703,-0.4124355960834799,-5.408524357983543,-1.4037115415491392,-1.84207813814213,-3.10063848436831,-1.5830220418963317,-0.33280262146064915,-0.0690657747802417,-5.374922859027679,-0.7336594285714285,-1.504221266668293,-3.045493226344064,-1.380779254035108,-3.430584314721446,-0.04974746602605474,-1.7177141812939705,1.0608111269021117,-2.334860479036808,-2.8963318963804587,-0.8417297741253141,-0.282697887285878,-2.340428384612936,-2.196513895194212,-0.5012844543153911,-3.787622690800177,-2.9268665697043477,0.20491529116017868,-1.701843592265207,-2.1631718498229904,-0.8325099935009376,-6.010352063467027,-0.8943678220206269,-1.4528369408211423,-1.108018663965038,-2.4727746868776026,-2.0135762250026086,-2.4679377538376293
