date,total
2020-02-29,-0.26288575177333723
2020-03-01,-0.4116890074940941
2020-03-02,-0.23064504636717323
2020-03-03,0.382755041103947
2020-03-04,0.035547444422180816
2020-03-05,-0.0496010852402523
2020-03-06,0.32406042356964837
2020-03-07,-0.4794771573224389
2020-03-08,-1.2656543583804378
2020-03-09,-0.9382871957947727
2020-03-10,-0.5919062838670108
2020-03-11,-0.39019520388998474
2020-03-12,-0.19923102571501342
2020-03-13,-0.7316160072937214
2020-03-14,-0.5993464466530486
2020-03-15,-0.1165625503145929
2020-03-16,-1.422724461641237
2020-03-17,-1.1829858829800175
2020-03-18,3.7564555221951075
2020-03-19,5.29822258841295
2020-03-20,7.717928863383259
2020-03-21,6.944978618389326
2020-03-22,8.675229808520127
2020-03-23,7.0086333444476505
2020-03-24,10.32694594702053
2020-03-25,8.67192306950411
2020-03-26,9.668904882833182
2020-03-27,10.403000944388916
2020-03-28,9.6135170043149
2020-03-29,9.3183905471354
2020-03-30,8.470211989527085
2020-03-31,9.668904882833182
2020-04-01,11.047815052512197
2020-04-02,11.53803911163669
2020-04-03,12.16714620943389
2020-04-04,11.156937440040751
2020-04-05,10.086380683605306
2020-04-06,10.531963766013572
2020-04-07,10.455908768645186
2020-04-08,12.166319524679887
2020-04-09,11.952208173392796
2020-04-10,18.039914701879763
2020-04-11,13.999906309061211
