date,NZ,Auckland,Bay Of Plenty,Canterbury,Gisborne,Hawke's Bay,Manawatu-Wanganui,Marlborough,Nelson,Northland,Otago,Southland,Taranaki,Tasman,Waikato,Wellington,West Coast
2020-02-15,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,-1,0
2020-02-16,1,2,1,2,0,0,-1,0,0,0,2,0,0,0,1,-1,0
2020-02-17,-3,-1,-1,-2,0,-2,-3,0,0,-1,-2,-2,-1,0,-2,-3,0
2020-02-18,-1,-2,-1,-2,0,-2,-1,0,2,-1,-1,-2,-1,0,-1,-1,0
2020-02-19,-2,-2,-1,-2,0,-2,-2,0,-1,-1,-1,-2,-1,0,-1,-2,0
2020-02-20,-2,-2,-2,-2,0,-3,-2,0,-1,-1,-1,-2,-2,0,-2,-3,0
2020-02-21,-2,-2,-1,-2,0,-4,-2,0,0,-1,0,-1,-2,0,-1,-2,0
2020-02-22,2,2,3,1,0,0,2,0,0,2,2,0,0,0,2,1,0
2020-02-23,1,2,1,1,0,0,1,0,0,0,0,0,0,0,1,-1,0
2020-02-24,-3,-2,-1,-1,0,-2,-3,0,-2,-1,-2,-2,-1,0,-2,-4,0
2020-02-25,-1,-2,-1,-1,0,-2,-1,0,-2,-1,-1,-1,-2,0,-1,-2,0
2020-02-26,-2,-2,-1,-1,0,-2,-2,-1,-2,-2,-1,-2,-1,0,-1,-3,0
2020-02-27,-2,-2,-1,-2,0,-2,-2,0,-1,-1,0,-1,-1,0,-1,-2,0
2020-02-28,-2,-2,-1,-2,0,-3,-2,0,-1,-1,-1,-1,-2,0,-2,-2,0
2020-02-29,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,2,0
2020-03-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0
2020-03-02,-2,-1,0,-1,0,-2,-2,0,-1,0,-1,-1,-1,0,-1,-3,0
2020-03-03,-1,-1,-1,-1,0,-2,-2,0,0,0,1,-1,-1,0,-1,-1,0
2020-03-04,-1,-1,1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0
2020-03-05,-1,-1,-1,-2,0,-2,-1,0,-1,1,-1,-2,-2,0,-1,-2,0
2020-03-06,-1,-1,-1,-1,0,-2,-1,0,-2,0,-1,-1,-1,0,-1,-2,0
2020-03-07,1,2,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0
2020-03-08,1,2,1,1,0,0,0,0,0,0,2,0,0,0,1,-2,0
2020-03-09,-2,0,0,-1,0,-2,-2,0,-1,0,0,-1,0,0,-1,-2,0
2020-03-10,0,-1,0,0,0,-2,-1,0,-1,0,2,1,-1,0,0,-1,0
2020-03-11,-1,-1,-1,-1,0,-2,-1,0,0,-1,0,-1,-1,0,-1,-1,0
2020-03-12,-1,-1,-1,-1,0,-2,-2,0,0,0,-1,0,-1,0,-1,-2,0
2020-03-13,-1,-1,-1,-1,0,-2,-1,0,-2,0,0,-1,-2,0,-1,-2,0
2020-03-14,1,2,1,1,0,0,0,0,0,3,0,0,0,0,1,1,0
2020-03-15,1,3,1,2,0,0,0,0,0,0,1,0,0,0,2,-1,0
2020-03-16,-1,0,-1,0,0,-2,-2,0,-1,0,1,0,0,0,0,-2,0
2020-03-17,1,2,1,0,0,1,0,0,0,2,1,0,1,0,1,2,0
2020-03-18,2,3,1,2,0,1,0,0,1,1,3,1,1,0,1,3,0
2020-03-19,3,4,2,2,0,1,1,0,2,2,5,4,2,0,3,4,0
2020-03-20,5,7,4,5,0,2,3,0,2,4,6,5,4,0,4,6,0
2020-03-21,8,8,6,8,0,6,6,0,0,7,10,0,0,0,7,9,0
2020-03-22,8,10,8,7,0,0,7,0,0,0,7,0,0,0,10,6,0
2020-03-23,6,9,6,6,0,2,2,0,4,5,18,6,5,0,7,9,0
2020-03-24,16,18,13,14,0,10,11,0,0,11,16,13,12,0,14,20,0
2020-03-25,20,24,17,19,0,14,16,0,0,15,20,17,17,0,19,25,0
2020-03-26,35,39,32,34,0,28,29,0,0,30,36,0,0,0,34,38,0
2020-03-27,38,42,35,37,0,31,33,0,0,32,39,0,0,0,36,41,0
2020-03-28,26,29,25,25,0,0,0,0,0,0,0,0,0,0,26,27,0
2020-03-29,22,25,22,22,0,0,0,0,0,0,0,0,0,0,23,20,0
2020-03-30,30,36,29,33,0,26,25,0,0,27,33,0,0,0,30,32,0
2020-03-31,33,37,30,32,0,27,27,0,0,28,33,0,0,0,31,37,0
2020-04-01,34,38,30,33,0,27,28,0,0,28,34,0,0,0,32,36,0
2020-04-02,34,39,31,33,0,28,29,0,0,28,35,0,0,0,33,38,0
2020-04-03,37,41,33,36,0,30,31,0,0,31,39,0,0,0,35,40,0
2020-04-04,25,28,23,25,0,0,0,0,0,0,0,0,0,0,25,25,0
2020-04-05,21,24,21,21,0,0,0,0,0,0,0,0,0,0,22,19,0
2020-04-06,30,35,28,31,0,23,24,0,0,26,32,0,0,0,29,32,0
2020-04-07,33,37,29,32,0,26,27,0,0,28,34,0,0,0,31,37,0
2020-04-08,33,38,30,32,0,27,28,0,0,28,33,0,0,0,32,36,0
2020-04-09,33,38,30,32,0,26,27,0,0,28,34,0,0,0,31,36,0
2020-04-10,42,46,39,41,0,0,0,0,0,0,0,0,0,0,40,43,0
2020-04-11,24,27,23,24,0,0,0,0,0,0,0,0,0,0,24,25,0
