date,total,Abruzzo,Aosta,Apulia,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli-Venezia Giulia,Lazio,Liguria,Lombardy,Marche,Sardinia,Sicily,Trentino-South Tyrol,Tuscany,Umbria,Veneto
2020-02-29,2.2933452087087924,20.910236245424464,6.981422523747697,4.4336675911247365,2.4013094803328348,10.230111148149273,12.311670787325113,3.6517948380822647,15.938311462155488,12.643540570591199,-20.475740957739887,-12.461481687992901,12.695401325338663,16.90998920738659,2.815144567731451,-3.25370942621597,17.69545647701627,25.155253589990036,-1.7135778460018174
2020-03-01,-29.767125209866403,-1.7900188400677,6.342298482398423,22.777895367633047,19.014842003210642,44.49726468339086,-15.84695167270243,-39.07458835937499,-70.43653038063863,-40.21175192695913,-42.49295623827398,-37.66602800274359,-21.168230830706435,-18.491402339481308,26.74147874852897,-45.046501376543425,-58.23729936408388,-31.71404983743771,-65.56075510021255
2020-03-02,-26.082105547214773,-5.954513102682101,-20.724508704172543,3.573003194922831,0.7930842413080089,20.499825219258998,-15.78274353517999,-24.952652753912954,-21.133345660589253,-28.911575556231295,-47.207771337874725,-52.90790176976527,-7.5276913408253385,-23.85170194863246,0.31896670331901095,-35.60509623657046,-34.09813807246155,-21.933812428688416,-40.60774257020186
2020-03-03,-8.64580752087637,-3.201973356155584,4.96712618321898,-3.900784067418434,-5.100864666889117,-12.287531292192137,-16.403741641367166,-19.865265249704336,-11.129897780143198,-23.575514334075976,22.205692490308056,16.27338677739508,-0.5308048681672656,-9.445297001946784,-6.963627426814442,-19.31644675246015,-17.75116297265603,-16.633648215176574,-20.947910255937757
2020-03-04,7.8920171647200785,-4.033329088988751,6.8154038163101225,6.691713601650002,1.179556973166688,1.4633762996361201,-8.528182325555086,-5.5055026694932465,-2.5459676970273524,-7.79937501904966,20.423813563210327,45.67964857636873,-15.695976326507214,7.7362576886818015,-16.799870899435835,-0.09955451024609027,0.2708488236278,-5.256696491695176,3.398210120280631
2020-03-05,-11.67935407613948,13.13484190888039,-30.715380167366668,4.163392134856432,14.107693196955406,2.579985542130744,-0.8634557001151965,-13.255017923312254,1.816639117901407,-6.56340324629886,-35.74912627835148,-30.619750177936595,6.696160693030936,6.602015988356586,1.8956009185234914,-23.45657422182881,-27.187651242667144,-5.195841681151846,-15.530264081782237
2020-03-06,-7.753729008182392,-2.848020277327542,4.520890929123767,-13.664245319209979,-10.873021920133258,-12.83810851383741,-24.72684125901476,-8.709453970447251,-21.249809124795227,-15.354240494226975,41.02071844151919,0.7307747696517243,-8.071861799198254,-10.243680330771303,-3.3180200008920533,-10.402489065810222,-8.792982199689748,-13.84108857579937,-8.814891442045385
2020-03-07,1.8808787996137293,-17.545270872042884,2.2215798133987517,-27.978301841788433,-35.299441158774485,-36.913787898939916,-29.291369005572673,-8.025701418043717,24.484056802908714,-2.5678296411378154,31.6795571367014,54.15012310166341,-21.742951209549407,-12.927668516735453,-28.66964683796191,9.038400824457542,13.711481581952032,-1.9628091273657842,8.168440340231635
2020-03-08,1.2246095711892193,-13.268900431924253,-24.46232873578729,-15.348195591066045,-22.764490592708,-32.98537112625338,-20.147938556295106,26.116854154499055,40.86817513214773,11.217714328480694,3.2531551054353094,16.0521430397941,1.2525467392723963,14.885243024910954,-28.827693402669528,6.435624734466009,13.485774228928866,6.775168907157288,11.64094409460131
2020-03-09,-23.900669829345727,-5.76258759127398,-23.162008801810913,-12.16910449730021,-13.081574529241294,-15.986057926718015,-22.997054867552016,-21.405386707151848,0.5660888055257668,-23.562090280686906,-41.92752460895209,-35.0130186817275,-14.262994119458536,-29.987354598276646,-23.214645710629277,-37.63351938283455,-34.3593823278756,-6.8543767558009865,-21.696635711172785
2020-03-10,-31.874221051677623,-35.22267136751749,-40.35790023865421,-37.6248354139178,-26.78073823792921,-28.137393800924215,-42.54412025628638,-22.74412241985217,-20.800183783475436,-37.43297287542165,-24.164509206173186,-24.45078518275081,-29.474945143518262,-20.240744657326378,-42.73387538100406,-46.51205863795462,-25.872785854204526,-22.359796102491718,-30.08795695367155
2020-03-11,-31.756716086295892,-36.29899735109268,-38.62190115336767,-39.117100965016206,-29.49659624443983,-43.39997393990133,-49.202599950404455,-19.911296277075124,-23.388154697101665,-37.856789418133715,-40.98802341533391,-22.73063906703063,-28.325504385832318,-30.02765760285673,-42.913952678973956,-43.674755095941045,-31.40885897261105,-27.282274110885435,-37.108222948890706
