date,total,Australian Capital Territory,New South Wales,South Australia,Tasmania,Victoria,Western Australia
2020-03-21,-16.504495545711542,-9.317215162096048,-17.582094474717568,-14.888440522485574,-18.363410828267313,-18.82524541164938,-14.330302812029464
2020-03-22,-18.279155341130046,-11.298962817624997,-16.273456352963173,-19.49904178419546,-27.087266439416627,-20.507094747918565,-16.636535563826506
2020-03-23,-16.98762395362871,-14.214949109004184,-19.5982328872608,-17.33605569545672,-24.451601965094053,-18.52614379673333,-15.66968089599544
2020-03-24,-29.927652318156003,-30.687560911068218,-32.733047010617106,-26.540687347534192,-30.8082045208132,-35.93424002333316,-22.51823479313216
2020-03-25,-30.834913255795833,-33.48156371217059,-35.925820134955465,-27.84978618357571,-30.140567453604284,-36.95099439480499,-24.524932177248203
2020-03-26,-34.125926569132574,-32.729332188796874,-36.24110885514593,-29.25733549053323,-34.35181664676822,-39.31227263907837,-29.45968257011931
2020-03-27,-35.36085380323107,-36.264917160947206,-38.17082776908274,-33.653490181931026,-37.42740452967257,-38.59939786359155,-32.546982230046545
2020-03-28,-40.81239184504228,-37.93880172196799,-43.11003449712671,-39.50203300862432,-41.88962324447237,-45.745346350308,-36.88360978428883
2020-03-29,-44.73880671136579,-40.677621515564184,-43.728266294849576,-43.8387275146174,-50.74235509646172,-50.98870277536993,-39.79744434204637
2020-03-30,-39.237042448929536,-41.99523683514156,-42.12238308448188,-38.47658849967743,-39.16481129528301,-42.77344212542325,-35.40678667401353
2020-03-31,-40.37948965775016,-41.984587482815805,-42.5620778960728,-36.9052799935725,-50.26851688765888,-45.346862729157856,-34.59349127695563
2020-04-01,-39.69705085052723,-41.73481176462994,-43.54782997907793,-37.03492269289753,-46.85959496829608,-44.666478224939866,-35.840923377804344
2020-04-02,-42.07043908546025,-44.59174255674813,-43.59341389043077,-34.209101750466886,-52.95166208229094,-48.63124691595171,-36.702561508253794
2020-04-03,-39.80707019094401,-41.67091565067541,-43.20405131429194,-37.15579257798253,-45.8004842071069,-42.86040138087807,-35.678833036432664
2020-04-04,-44.13370033907349,-41.927468229432215,-45.13756888750815,-40.05666982002241,-52.060187333623006,-51.476056844402486,-38.02392955428958
2020-04-05,-43.91047269185105,-39.82954582125868,-42.59151750548818,-40.322778518636945,-52.78693305264578,-52.05228136131743,-39.7908090649142
2020-04-06,-36.84452041566317,-40.25842428310496,-39.20881141717966,-33.8357697666963,-46.016569934229665,-42.20868476307377,-33.12899082421152
2020-04-07,-38.099378689692244,-40.26229677485977,-40.626660993216895,-33.20217762713786,-45.595057417196465,-43.84466548108106,-32.438922002465425
2020-04-08,-35.13523443121695,-38.09273326922207,-38.84603945599665,-29.945514029807473,-41.50493251053632,-40.691197975576344,-30.799060654085284
2020-04-09,-27.673053081209222,-27.578918154886754,-29.903995512281597,-19.345030156425867,-33.908986255310346,-33.42579996213623,-23.119201321960485
2020-04-10,-75.94922075945368,-75.0140377826112,-71.59143210927182,-80.41843862417065,-86.4527017406565,-78.8156645209146,-72.8676655688015
2020-04-11,-40.000002657471995,-37.99979346710639,-42.99987337802403,-33.00040289961694,-49.00010335939114,-45.99953494317595,-32.000045815008775
