date,total,Australian Capital Territory,New South Wales,South Australia,Tasmania,Victoria,Western Australia
2020-02-29,6.376338294589939,15.680687238203417,6.00473065591656,9.186111266459609,2.7209359720212447,7.236730127026435,2.5906017717473557
2020-03-01,3.693620319934382,11.122764442780705,3.6134746395322646,2.2399919026235335,-4.453497766171525,3.981969422860049,8.349074425741204
2020-03-02,-0.48552013270883626,1.0126565938853354,-1.1889803544531918,0.9240697666175413,-4.452528771879495,-0.08600365924103778,-4.735692078905887
2020-03-03,-1.6638432134045016,1.2401654844809888,-3.8594378278736197,0.18617861331640337,-3.338185336044583,-0.3258583089021543,0.14976768384049843
2020-03-04,0.34919181958369505,-3.943164729345096,-2.7445313293687894,1.3734328071351432,-0.22868265291916445,1.50697522914574,-0.5658943497011238
2020-03-05,-2.0249936569465423,0.664132335951568,-3.084511334875373,6.1370709394768355,-8.002923857878727,-2.167292212874152,0.4303451168581411
2020-03-06,3.212883636808884,3.4774975958280345,1.636272484602915,6.99680673500075,-0.02810083446888038,7.552076877576907,1.1052475908735517
2020-03-07,3.4448809416007906,5.328548654631821,3.1870751354192586,8.133373557654814,-1.854655074946105,3.2643166663042784,3.841825459528735
2020-03-08,3.1323622354893557,1.6245102911468379,1.993346456866813,12.067493365743841,-3.7238450642726653,4.424410469844499,3.56219592324426
2020-03-09,-3.0550298005587204,-4.12323559594421,-1.5004704153642519,-25.245235111421625,-18.608566384150993,3.29011776407659,-2.05030063384176
2020-03-10,-2.4618820522247726,-0.619598680771142,-4.304830628383641,4.636919704430004,-5.1405147192210485,-1.1094472042093875,-2.2010162144154264
2020-03-11,-1.2827617299318843,-0.33400241385319374,-3.694196149219582,-1.1775066224409174,-3.7228760699806354,-0.7033188133489312,-2.5337279677572933
2020-03-12,-1.375241755209758,4.1871317098987335,0.03323826869477773,3.1991529262012346,-4.080434963739838,-1.166782977036746,-0.30427485134683546
2020-03-13,0.6465629353478921,4.646021982844861,-0.9572621384095985,4.111525607165389,-6.365323504347421,2.426258786811055,0.4000124213967743
2020-03-14,-0.5947422315283939,4.841582816463252,-5.416888132428919,6.200430153432679,-2.7209359720212447,1.269031771912202,0.5791649039654718
2020-03-15,-2.02180469055765,3.1783476077682176,-3.3029342434410554,1.8890793330219355,-6.7538902154515945,-2.0392423202263847,-0.8995539997761582
2020-03-16,-1.455763156529286,-0.8684062760183038,-5.002834270973973,-0.33044266970817143,-8.591103393141154,-0.21118676324743724,-1.6360697614474702
2020-03-17,-5.12387174535253,-2.5490676976100266,-6.171871664210299,-4.245067335041553,-9.579477571012118,-5.440209245102534,-4.623840264392097
2020-03-18,-6.519044540492864,-4.778654825447433,-7.8185904618315725,-7.214177576726184,-12.83336040365006,-9.534939021189722,-5.268410042946141
2020-03-19,-10.209475894038354,-2.3922317815398313,-8.53463773599907,-6.956841692351679,-15.531040512662575,-14.440969982784033,-7.337668611451256
2020-03-20,-11.517749355081376,-7.042126256139511,-13.802428491711414,-10.330476146215931,-16.9457721790269,-11.547424647430006,-10.078985963772277
