date,total,Burgenland,Carinthia,Lower Austria,Salzburg,Styria,Tyrol,Upper Austria,Vienna,Vorarlberg
2020-02-29,8.883883132246746,12.352863012866306,-21.249599999999997,19.845836322060332,15.454668214207908,1.7858311377360723,-0.9093040335725961,32.32094317050467,7.3603930237383635,26.39454972058617
2020-03-01,6.31892427516115,17.732025755638574,-45.6192,10.72740185392029,-7.23355028056951,-11.38384100320304,2.1379129426659675,31.221224835021477,0.9905714871309916,27.5078873746639
2020-03-02,16.066243217853636,19.36594643875565,-28.750079999999997,30.82853909924238,NA,3.7752679565992193,1.0360728348987547,19.328295399406667,34.74634308524706,-5.056052585909688
2020-03-03,-0.6479729293069851,5.002621350778206,-25.380479999999995,NA,-9.604860982415158,-2.94371952059425,5.515872581011126,-0.404095976293036,4.112175055129313,13.711232524132036
2020-03-04,11.94472347312962,13.441182903502197,-9.459839999999998,20.030643706809517,-5.041188368572586,8.51528432751084,7.99787227013381,11.812110240356198,17.15718227099346,21.518833157076113
2020-03-05,4.3219319099008695,17.65710170314996,-20.306879999999996,28.47462648215357,-11.098652752221879,7.9958044121118546,-15.094065697752237,16.05896652454063,25.927091489765964,-12.82663687741384
2020-03-06,-6.664298599339445,-17.343957586338576,-37.17503999999999,-3.100763079167973,-17.647987071605094,-18.226514174539123,-2.5334697287588686,0.8283967514007239,9.886164118274435,-11.192223032297173
2020-03-07,-2.142746667207084,25.941012327019248,-13.750079999999999,12.000096008687851,-17.19343800648133,9.107072802562431,-15.594468860881811,-1.6298537710485788,2.5071513297403762,-2.6841593228745255
2020-03-08,41.42432318481599,54.46210164101819,16.616639999999997,50.19044680556774,34.22706613111915,23.102584809007624,23.919271197593606,93.925374756378,23.649894255252423,46.24480010198568
2020-03-09,1.8306423467340374,19.36594643875565,-18.749759999999995,13.166097240301246,-20.287242485523695,-3.7752679565992193,-6.632963070892764,-11.454196661353794,16.64700071559141,-20.78515028699761
2020-03-10,8.650993106310006,33.35273013473903,-8.629439999999999,29.28149171350696,-17.911147056676743,10.303018322079875,-12.940902372971843,15.356609232412259,27.98550648793008,-10.103562939179394
2020-03-11,11.703912017739249,32.8551575810326,9.910079999999999,17.565275089640018,-6.187608958084727,21.05130514307317,10.14341040385699,5.726617264038453,10.357244167605527,NA
2020-03-12,17.78281698045539,52.97226567422537,-6.130559999999999,44.29471018591472,4.521567016231106,13.256252126838943,0.6710168130347041,24.980828401124732,39.187156989020394,13.361000985892751
2020-03-13,-20.06498080604637,6.670161801037608,-33.456959999999995,-2.8426043097503015,-36.653879666179904,-29.617966605074017,-24.228091435410715,-12.976291505390899,-10.24645656707114,-15.85628205372766
2020-03-14,-16.785509012243296,66.70546026947807,-46.249919999999996,31.38486648426053,-36.12468885983582,-23.74955613221515,-49.7734346259549,17.654183497621233,-8.897454607623015,-24.60542655098982
2020-03-15,-12.488925676594043,35.46405151127715,-30.513599999999997,31.224827099529282,-32.815571665734836,-13.894660594298134,-51.04588838362724,43.81458729621088,-27.48184185020652,-13.15598740253317
2020-03-16,-36.583537645702314,-3.227497645663359,-49.166399999999996,2.2481723093199433,-60.360288066834556,-39.171259334966344,-67.98715661498922,-10.380455924346585,-34.41118731892454,-43.816907758310634
2020-03-17,-42.76938190604247,45.02647385133034,-32.487359999999995,-5.530884927081184,-69.56993059894211,-36.30650837294007,-69.3730350896376,-22.22624082939387,-46.261736623144834,-38.96966530360052
2020-03-18,-23.347621171630905,68.6967110490793,-35.13503999999999,40.36993479845787,-58.66362387217259,-30.276355069279322,-66.71089026178826,3.22122221102163,-13.913619243583335,-43.618538133671045
2020-03-19,-31.817213543452766,33.843578735017,-39.84671999999999,34.51516064037296,-60.631103615108294,-27.985315442391492,-73.45823119853922,-10.111058606817895,-18.999607997527516,-43.82260258007062
2020-03-20,-32.01208070801208,36.021179081064275,-37.91807999999999,32.04312371550633,-59.73157493886337,-28.479106790545472,-74.42472416504091,-7.730740879796535,-22.0197338473893,-54.09795930900967
2020-03-21,-72.0762944556397,-30.882157532165767,-62.18783999999999,-56.538675733240666,-85.57962714530115,-62.857069763277224,-85.77100845817317,-68.44423705127143,-74.33103205265554,-66.65788870066406
2020-03-22,-59.402007329830695,-32.93104219829671,-67.37183999999999,-33.71591633210202,-73.04077156568712,-54.74328822752164,-81.24641071459968,-30.69590006584053,-67.18476632406768,-60.59670007411641
2020-03-23,-56.532073438780316,-37.11814405467962,-59.58335999999999,-25.04806894121127,-70.62926915703054,-56.868779309941665,-76.4854320482526,-36.151195745796514,-61.22551060120538,-57.860338218441996
2020-03-24,-43.87125274304249,-8.338662816072505,-53.80703999999999,6.507315697018871,-66.71440552456461,-52.74243426766072,-72.34304700642188,-8.486977635430645,-42.035050014522,-41.85693993591463
2020-03-25,-57.01607277839715,-29.868761694018495,-59.00928,-20.955633245940728,-74.24556582461516,-58.4234133424727,-76.07367173116313,-35.0774550087893,-60.88569989368395,-55.83203253492613
2020-03-26,-58.42687936408876,-5.885380379458154,-72.79679999999999,-11.792425854691349,-78.10109884226492,-64.59818376543866,-79.49642936696941,-50.8545164832017,-47.20296573356723,-63.06160875923139
2020-03-27,-38.21614425609559,29.351017280026664,-61.33823999999999,24.290739709893746,-63.804334562372276,-44.61723559090736,-73.47538787841795,-15.737614010059977,-24.806181649065103,-54.56398555636871
2020-03-28,-20.53551371559203,34.58801643602566,-38.7504,64.8464345084861,-50.80710213603347,-23.74955613221515,-74.59438466606389,21.185212623800858,-10.999626053057016,-38.026223165362445
