date,total,Alberta,British Columbia,Manitoba,New Brunswick,Nova Scotia,Ontario,Prince Edward Island,Quebec,Saskatchewan
2020-02-29,10.67264684973774,7.938666620320484,38.72308728517962,16.187259841698687,6.34139423181985,2.2149424578853605,9.055979435785066,NA,1.8649112575996862,12.587410178934647
2020-03-01,23.31842904944603,13.30503319545344,31.03947501092961,3.9103674786176685,54.63457910783025,70.30600504981946,23.650920960997276,NA,26.377809907622233,0.9395568771635192
2020-03-02,1.0475170782998513,2.5311967743056765,-7.627548321222469,0.3632159515712064,14.88766009470933,15.800241792448745,0.1973340302130065,NA,9.122524235091799,NA
2020-03-03,8.543481027281876,13.388195627237653,26.995268501010234,14.689960041338658,12.061832415028235,5.06805624164957,-5.990983390161374,NA,19.121168238076784,9.757373940059047
2020-03-04,11.08791545098772,4.269960721610066,55.6486996805471,3.028409596212053,-20.338698884520127,-8.213944276866446,1.465909938725191,NA,-1.0626108936531546,5.652495406161172
2020-03-05,17.809415648519195,2.464284472870103,12.395835038040005,10.132372649016979,3.6053663499379502,15.100836636200711,21.737850165631777,NA,25.504604063569044,7.748502834752772
2020-03-06,5.701613515400898,9.406913691821057,53.31776956568989,-1.6450977806536289,5.7519636441378905,15.465369282617267,-3.6958816890140427,NA,-7.335317613225433,9.040393540852612
2020-03-07,17.490040775150813,-10.697365219507109,10.484909452643421,15.749661900045075,-19.02418269545955,-22.14751102165457,41.3332165746652,NA,25.644472407889022,-17.010525719613717
2020-03-08,50.55874903750733,-9.94316799332615,59.79363125861765,-2.346413687144841,91.70756584393041,140.61201009963892,86.75795498758923,NA,21.91756381652965,-4.697784385817596
2020-03-09,31.232912234521482,16.033143313983803,47.373090071785846,2.905727612569651,-7.83551001647882,9.115229717612886,41.01145517564793,NA,12.808637892691179,12.194349590201925
2020-03-10,-2.0885328869128146,8.512200632625396,13.804085519172645,13.587754188299439,-14.324023065969694,-9.009027293066332,-1.957786881029532,NA,-20.202233982716603,17.888518890108255
2020-03-11,11.841250075955884,15.467256421842958,52.73242388662262,9.08619478850736,-2.179078072127309,3.8328550696711683,0.6221368440213012,NA,-2.87215759829285,16.44319248431034
2020-03-12,11.659214524723016,-6.160711182175259,36.50143436690155,4.891823347756886,15.863994066526127,40.46982120243412,9.445787052117163,NA,0.7216818043732119,1.0333231380901204
2020-03-13,-16.506723735008986,-28.221696965483684,10.382283911508248,-13.982848135620245,-30.48607603582932,-13.746994917882013,-6.984458162957889,NA,-38.84260478719347,-18.080787081705225
2020-03-14,-8.281804922384628,-44.40395912266676,8.906566639444153,-23.40617687917641,-20.48772833618688,21.04051818201165,4.777816544319837,NA,-13.230185541544442,-33.0000410424711
2020-03-15,28.13424457000842,-28.11176961312524,57.574829049815555,-20.59415125411316,91.70756584393041,181.55926382323278,44.059925711352314,NA,3.823068078079357,-7.987180589838667
2020-03-16,15.015495000579019,-13.079443150613509,54.8666550476374,-19.616559384458743,-1.5667198764966184,20.05407944590806,10.628819144576417,NA,2.6720681612795505,-9.977109016169871
2020-03-17,6.878343328727651,-11.615019639194967,79.65642465073343,-16.158279845562685,-14.324023065969694,20.833854004515647,1.864466354426337,NA,-30.38639780351489,3.794218598706712
2020-03-18,14.445008585554582,-24.248062150231153,85.83486232166759,-27.93285227561969,13.074468432763855,70.64087755965095,0.800029097858642,NA,-0.3147037747199471,1.027640334397599
2020-03-19,18.206805758130233,-27.646251173137756,80.50403560159059,-26.903096412920473,12.979892049975339,85.77137433243674,10.74158144755528,NA,-1.1626556121598046,6.715179696662653
2020-03-20,-7.965680683859692,-8.611613194758247,76.6470256805937,-30.70816990557734,-36.238994996965076,-22.33886674155827,-15.59424883092143,NA,-45.85447685417896,-7.861211774654446
2020-03-21,11.644586667927518,8.34205220897494,49.983389715288794,-25.59416658744445,0.4881669859083976,87.48305124697535,16.703402173153155,NA,-14.454033554344237,NA
2020-03-22,4.053541649774755,15.45100629149432,8.381085859372392,-15.90228987969468,47.805017890102,82.66758455559868,6.234005594857195,NA,-8.187154682451958,38.05489492696879
2020-03-23,-27.10948193561268,-22.108780284333832,-3.880765833296694,-3.2689435641408573,-3.91775500823941,-16.407796203143004,-39.63108905297567,NA,-41.60500458751301,24.94182540647592
2020-03-24,-10.011142659096874,-30.944071743890994,15.900307220507736,-32.31752569099657,-34.678962339453506,-53.49253472048061,-6.107634048415369,NA,-17.417494099623735,-14.63606091008857
2020-03-25,1.354702071005316,-24.571152977162917,39.30653249126292,-19.518993397467543,10.169349442260064,-6.571155421493157,4.998480706183642,NA,-19.668985919996693,-8.73541640935397
2020-03-26,-18.23362349558865,-23.642027877228962,-17.47294861475505,-18.518217530904327,-12.258627716588176,-47.11369179749068,-10.278867169814436,NA,-32.00168291882129,12.913224257305869
2020-03-27,-9.73727667353671,-15.992040043101952,-20.971719378270826,-14.531536062461855,-37.38919666239308,-41.66962156623033,10.15249562337261,NA,-14.412267312637576,6.288969419723556
2020-03-28,-30.534025743181004,-39.42472800583962,-36.60881109049669,-9.18762477498336,20.975895322095276,-3.691251836942428,-31.79605317358241,NA,-19.37856484394341,10.546336519370753
2020-03-29,-16.598554169336282,-23.248201188779593,26.26928782112809,-9.384688748708164,100.48788437129653,94.25608695296691,-13.887260865137982,NA,-68.30140350164184,44.63179306711342
2020-03-30,-32.95412338412512,-48.35178490736557,-10.973331009527481,3.99634146715447,-24.290845304682634,-30.992929174203233,-34.62483163624176,NA,-52.063077249271245,9.977109016169871
