date,total,Al Madinah Province,Al Qassim,Aseer Province,Eastern Province,Hail Province,Jazan,Makkah Province,Najran,Northern Borders Province,Riyadh Province,Tabuk Province
2020-03-18,-50.289393371655684,-61.369655003162244,-40.98349440587125,-32.36442291462195,-52.14950200560848,NA,-38.93219158472329,-52.55179403423129,NA,NA,-53.621561675857464,NA
2020-03-19,-56.04375756875652,-64.73870313131602,-38.66409040711245,-30.65115941411839,-59.965048937312936,NA,-45.561858714006846,-56.72480255298933,NA,NA,-60.18956801935321,NA
2020-03-20,-61.69155946591105,-68.51322284798448,-48.40232449044066,-32.324020294172115,-64.30128748064585,NA,-46.985577098820514,-64.3048755429515,NA,NA,-64.15711718598224,NA
2020-03-21,-68.70944807666102,-77.1600957332432,-61.65756960208952,-62.09016992700849,-72.72155769896183,NA,-50.555397860742424,-70.95166340131244,NA,NA,-72.04218822615965,NA
2020-03-22,-69.1413058185487,-74.18121837894314,-57.42372167386287,-65.75911265071458,-70.46889180665538,NA,-45.01074191988542,-70.916282714971,NA,NA,-75.24104879333753,NA
2020-03-23,-72.33096383423491,-79.40644658565114,-66.99498170018485,-69.56946454599509,-73.26705058467303,NA,-53.7884250262568,-73.15387206737563,NA,NA,-77.88479881998559,NA
2020-03-24,-73.55763211406803,-78.11544034863508,-63.80424181773844,-68.08803512950129,-74.7296593552927,NA,-53.7884250262568,-75.50716582646443,NA,NA,-77.65486568448017,NA
2020-03-25,-72.8245155392494,-80.49184812566095,-67.97283551679025,-67.21841682267636,-74.23670956715439,NA,-49.83301386844786,-75.32261251662935,NA,NA,-77.25272321317782,NA
2020-03-26,-75.83870630915938,-82.90746424025545,-71.670255296359,-68.37470134126438,-76.63936211980526,NA,-49.83301386844786,-76.7301900921591,NA,NA,-82.23717331800445,NA
2020-03-27,-82.03614533235277,-85.41584154373186,-72.60300692515236,-74.3456314634573,-83.18336609024597,NA,-64.07115451657435,-82.25340210048779,NA,NA,-87.54968701784091,NA
2020-03-28,-77.13668319572348,-84.30461987898173,-68.19738683483308,-70.6968900499761,-77.82492546685882,NA,-49.11158667614308,-79.60463179870966,NA,NA,-81.23566539306243,NA
2020-03-29,-74.65770758644612,-81.71686959945174,-63.80424181773844,-66.38535326768698,-72.84957179123032,NA,-48.225589885593706,-78.57381072097796,NA,NA,-78.82762088189065,NA
2020-03-30,-74.69376249996178,-81.54569173543258,-63.80424181773844,-69.56946454599509,-73.14190247954488,NA,-49.0426970768779,-77.01323558289062,NA,NA,-79.70117438414553,NA
2020-03-31,-74.26831452047689,-81.22054942388779,-62.740981730595394,-68.08803512950129,-73.84884597416185,NA,-47.460149893758405,-76.30849056035977,NA,NA,-79.57995440475774,NA
2020-04-01,-74.59280874211791,-83.16088398307711,-66.97387003780477,-69.70798781610881,-73.86795255509745,NA,-48.276300285052805,-76.7808705347563,NA,NA,-80.19856112496689,NA
2020-04-02,-76.86186463270404,-83.951744840864,-67.89798507744263,-71.91185456493174,-77.28038791019442,NA,-49.83301386844786,-78.50591805259303,NA,NA,-81.62914929440853,NA
2020-04-03,-82.99760969277062,-89.69815704695995,-71.55030266919935,-76.93139917224649,-84.20365751220666,NA,-64.07115451657435,-83.38271535911593,NA,NA,-87.27261277924023,NA
2020-04-04,-78.34892951015031,-88.38802479161774,-69.13109808464374,-67.62340499432823,-78.63695515662153,NA,-50.555397860742424,-81.33541672514231,NA,NA,-81.43288837539973,NA
2020-04-05,-75.67205248668695,-85.72090153603418,-61.67772164345234,-69.51751831970246,-75.34966790665271,NA,-38.581045988468844,-78.73158945736546,NA,NA,-79.65980566102114,NA
2020-04-06,-75.88597830687992,-86.06325726407249,-65.93172161304182,-68.93071835602635,-75.00861543695237,NA,-47.460149893758405,-79.02610976528881,NA,NA,-79.5664855181591,NA
2020-04-07,-82.65228374332055,-86.95357341715544,-63.80424181773844,-72.58426960527535,-82.40381758807376,NA,-44.2960123275092,-83.92203176713141,NA,NA,-89.14093976313782,NA
2020-04-08,-82.4519786682335,-86.94018520432711,-69.97268571679577,-76.55430804804807,-81.59847520163851,NA,-54.50506821861261,-83.51085081775791,NA,NA,-88.5665879560385,NA
2020-04-09,-82.77166556807244,-87.50249014311635,-71.670255296359,-76.03773168658236,-83.15948286407648,NA,-52.681407438064994,-83.52041316541776,NA,NA,-88.37128910035817,NA
2020-04-10,-85.6200037358103,-89.69815704695995,-78.91635359781853,-78.22428302664109,-86.24519568517482,NA,-61.22371774694702,-86.2954064563059,NA,NA,-89.62581968068898,NA
2020-04-11,-83.00001335367166,-89.00005737805496,-71.00043982629957,-74.99976912788314,-81.99971340128597,NA,-52.000165845331566,-84.99970834839638,NA,NA,-87.999932655567,NA
