date,total,Maldonado Department,Montevideo Department,Salto Department,San José Department,Soriano Department,Tacuarembó Department
2020-02-29,0.6652231272507909,1.042966144443772,0.8533417465479776,NA,NA,NA,NA
2020-03-01,4.173333770016755,3.6130314033723048,4.777546152281151,NA,NA,NA,NA
2020-03-02,-0.3365338698002232,1.1677816757824644,0.0009730236562690736,NA,NA,NA,NA
2020-03-03,-1.2520001310050264,1.0325648501655476,-1.6054890328439713,NA,NA,NA,NA
2020-03-04,-1.684238271471047,0.34891614442407237,-1.7757681726910592,NA,NA,NA,NA
2020-03-05,-1.827794677469744,0.17682200272981444,-2.0511338674152073,NA,NA,NA,NA
2020-03-06,-2.8350429031655167,-0.8273756812223938,-2.538618719206013,NA,NA,NA,NA
2020-03-07,0.7405314058074842,1.8173897820679323,0.6626291099192392,NA,NA,NA,NA
2020-03-08,2.7299250976801326,1.763492166262588,2.962857033339329,NA,NA,NA,NA
2020-03-09,-1.692082883820703,1.8731785422874996,-1.1325995358972016,NA,NA,NA,NA
2020-03-10,-2.0717621215440314,1.0505307221006623,-2.5717015235191614,NA,NA,NA,NA
2020-03-11,-1.4779249666751062,1.0590408719646642,-1.5509997080929034,NA,NA,NA,NA
2020-03-12,-1.3163259522722017,0.6845942779485864,-1.1442758197724305,NA,NA,NA,NA
2020-03-13,-2.432614289628187,-0.33946042235295926,-2.2506037169503674,NA,NA,NA,NA
2020-03-14,8.488655023562274,9.933236035704283,9.846999401443025,NA,NA,NA,NA
2020-03-15,12.293292013145217,11.170044482605872,12.962621148816599,NA,NA,NA,NA
2020-03-16,8.296462020995714,11.406437534383699,10.232316769325578,NA,NA,NA,NA
2020-03-17,11.403712972694278,14.08429802492292,13.072572821975005,NA,NA,NA,NA
2020-03-18,15.518996611323582,18.523759537310507,18.116727456073882,NA,NA,NA,NA
2020-03-19,16.53722729430887,18.91049857001903,19.46436522000655,NA,NA,NA,NA
2020-03-20,17.45034017180878,19.035314101357724,20.90735930225358,NA,NA,NA,NA
2020-03-21,17.57585396940327,20.33547588613577,19.4974480243197,NA,NA,NA,NA
2020-03-22,20.460317930371613,22.108423774469472,22.08082583171409,NA,NA,NA,NA
2020-03-23,18.23872371294916,21.42004720769244,21.841462012271894,NA,NA,NA,NA
2020-03-24,19.060839087193063,22.2947014992704,22.049689074713477,NA,NA,NA,NA
2020-03-25,19.64369378477247,22.027104564657904,22.927356412668182,NA,NA,NA,NA
2020-03-26,20.551315433627618,23.351851226820845,23.89648797431218,NA,NA,NA,NA
2020-03-27,21.686430840622776,23.87853494618184,25.498084912531073,NA,NA,NA,NA
2020-03-28,19.73547574926344,23.305518188672387,21.68967032189392,NA,NA,NA,NA
2020-03-29,21.297338068079863,23.27053201700927,23.034389014857776,NA,NA,NA,NA
2020-03-30,19.560540893866122,22.322123093276627,23.472249660178864,NA,NA,NA,NA
2020-03-31,19.227929330240727,23.311191621915054,22.514794382410095,NA,NA,NA,NA
2020-04-01,20.147317897620358,23.080472003379896,23.959734511969668,NA,NA,NA,NA
2020-04-02,20.089267766232908,24.009969482970313,23.535496197836352,NA,NA,NA,NA
2020-04-03,20.27910738509457,22.122607357576143,24.333375595976992,NA,NA,NA,NA
2020-04-04,18.259904166293232,21.99117282078767,20.451011207463388,NA,NA,NA,NA
2020-04-05,20.775671346827767,22.906486717271417,22.641287457725074,NA,NA,NA,NA
2020-04-06,20.861177621439012,24.42034782085662,25.465975131874195,NA,NA,NA,NA
2020-04-07,20.457964546666716,24.60757111786466,24.096930847503607,NA,NA,NA,NA
2020-04-08,20.090052227467872,23.001043937982548,23.97043777218863,NA,NA,NA,NA
2020-04-09,22.63719785740103,24.69740047754023,27.126926513125504,NA,NA,NA,NA
2020-04-10,27.856218453626866,28.258425409521415,32.713055323766255,NA,NA,NA,NA
2020-04-11,19.999839185446834,23.999568188692088,22.000064868243754,NA,NA,NA,NA
