date,total,Aveiro District,Azores,Beja District,Braga,Bragança District,Castelo Branco District,Coimbra District,Faro District,Lisbon,Madeira,Portalegre District,Porto District,Santarém District,Setubal,Viana do Castelo District,Vila Real District
2020-02-29,-4.9172535484938935,-19.103660428267556,9.797320058739308,6.2428442515921185,-21.929187613740336,NA,15.714245485714285,-9.399742328243796,9.503024263565846,4.980762249111663,11.677856715793874,18.98595452468523,-19.76845248436104,-8.742912511617517,-3.243803619541759,-28.119760009265054,-7.58381569749831
2020-03-01,-32.92529270762381,-57.19631345510118,20.14852188785203,18.689215302500585,-36.39418134224202,NA,-11.524037485714286,-39.51503720357784,21.27250020138796,-37.73696158858591,6.170354138224775,0.9566492222535754,-46.92279395619689,-38.13665737736215,-45.237703654174126,-44.09035030057421,-24.42470320226053
2020-03-02,8.099333739551643,-11.10080148035135,16.637426259133836,5.067156532321468,-10.578432105223824,NA,1.5235364571428571,12.694915535268128,20.166540667643662,9.436168309764675,5.707410191100176,13.260380287305297,2.4169737808934544,8.625725593751406,4.873337908417442,-6.492658095387156,-4.579692300427816
2020-03-03,-2.5864355506895818,-12.288569083009241,7.240502660905424,3.5174735353056668,-31.015740349870832,NA,12.977093485714287,15.552599450738528,18.51716849102154,-0.23616929572911893,8.260297370595126,-3.8246874095287655,-19.689003445226717,-7.523015907601449,3.5567352628387288,-29.479942981177025,4.650297905059543
2020-03-04,15.208846238491478,-4.178686827371649,17.31428694237845,14.368131401168158,-16.879823549728638,NA,10.352903314285715,15.943732261068204,24.510971673467935,16.255195240327073,15.287671708455525,12.128058952382403,-13.657576992391212,11.284523861402173,14.562770131966296,-10.20426219650388,8.636129366530087
2020-03-05,13.686289350277661,4.182509088361699,24.70541493842845,11.874829549533825,-1.7182996463319307,NA,10.203253028571428,22.537941715218892,16.169396262813486,13.417307866341252,16.5138992708806,16.79100785606151,9.722456511894977,9.762054477649839,14.479766921701552,4.335824048566408,2.8783873888222127
2020-03-06,13.761939404869874,3.9694180381664377,11.91656132472914,12.166354073724916,3.137264010890795,NA,28.0068096,10.129856907525859,29.516490947300262,15.034826553008442,20.07971545865024,18.579235394266046,10.863459579944482,0.6253170781216221,7.563786792860902,2.377430293681825,-4.528430697065055
2020-03-07,27.07873796219188,22.52171731861935,7.570353078373927,26.675452925735478,13.559312619547278,NA,29.333386971428574,24.99966402023209,30.308648814030608,32.82174836849294,18.635406863282174,34.35630964350789,16.34735771489046,36.913879127824785,68.37365594061167,23.08843163653403,28.1668002477421
2020-03-08,-4.462556904576482,-36.51119254220063,31.66278010225831,29.00093638350981,-44.61246987963974,NA,14.666693485714287,-8.971910636944916,49.37784035952487,3.5897732950826082,13.025559239551232,24.863332381165282,-43.16667311808761,11.891590517888911,15.762023411308649,-32.687739933349015,-2.034988933495274
2020-03-09,20.639723841848298,6.290486024374015,20.277220750159103,12.305403600066063,2.226785862164384,NA,22.8569088,17.311248457183815,28.906108436462144,24.000584183933075,12.365577166171121,17.238780795419718,17.756381637850925,19.839168865628235,24.156796366705098,7.673666823123752,22.89749430207563
2020-03-10,19.870482234100102,24.577138166018482,26.895202247460677,18.993206335949846,6.89238674441574,NA,42.17531245714286,-1.1811245111930715,36.361768165241834,22.881430909069778,18.584712588080514,19.125346527129363,14.718173803967428,18.055430287944898,40.798462994842424,7.9366483750585735,24.799976826878478
2020-03-11,28.563071664927524,16.336343471471693,12.731654119340613,15.736570532815156,4.286634740263019,NA,23.664054857142858,-8.920725355593131,27.89773356745999,29.863366455869816,17.396744855996314,6.064506846062586,12.702274088101442,23.321157203863073,53.134457347982114,11.905454213781878,35.98177676040456
2020-03-12,10.20479420630757,12.965109278248008,10.657219123931764,13.27203754869968,2.863832743886551,NA,26.2361088,-18.235480801592455,20.459294661870093,3.8269065471208257,12.38566357710008,14.207482112131194,14.799537277779685,17.895979235766422,27.861410912199407,15.48508588773717,21.588872616230045
