date,total,Alytus County,Kaunas County,Klaipėda County,Marijampolė County,Panevėžys County,Tauragė County,Telšiai County,Utena County
2020-02-29,-7.622402923952545,0.16407512155883544,-6.162803749657316,-1.995076425573215,-1.2410682463471299,-4.695856312052385,-38.35970732084334,0.7014180653841345,1.1436674821089843
2020-03-01,-4.0577568180545525,3.4093283979725455,-9.205176140223093,8.702909140703937,-1.6772233399043446,-2.3397505738396642,-66.18138152630124,6.656800525418723,-7.518537020458727
2020-03-02,-2.2157961870931153,-0.6438994596058949,-2.7975948843245018,-2.210993787648238,-0.926227814574041,-4.189808284980155,-60.23147026693823,-2.8361686991619357,-0.4804360468775816
2020-03-03,0.8085094468800746,-1.4547358161466513,5.199112780203475,0.25622193632902757,-0.9156368520373316,-5.19998020213955,-15.272626506069516,-2.210991727841294,-5.246514758930085
2020-03-04,-1.7571071642591718,3.264331778920552,-2.5084875934883497,-1.7062269767528504,-0.21952176894270412,-3.9156187646083196,14.417549438855671,-5.590378222205616,0.46320925635209065
2020-03-05,-0.6780272292152705,2.226461242548383,0.7670980116852578,2.6073221011459475,2.6217446352236107,-3.6741395729825976,-24.417200697106473,1.3628095563849354,2.43663381543889
2020-03-06,0.6219919210156614,6.1690337855871435,0.44522522788767477,0.5786585303610623,-0.36875805923270033,-2.139640327392851,-21.068148850518913,0.48508396097897355,NA
2020-03-07,1.2247717363628854,4.427166506712531,5.78503688963141,3.3395218667603594,6.20341560218352,-1.3151476292922784,15.98123203862173,4.034106889634567,7.0524566323523885
2020-03-08,12.724817987728382,23.136499990046484,6.316030613800478,28.62200551666508,11.739600564554348,12.389518046836839,101.81751004046343,34.15219808574164,20.88556942432164
2020-03-09,0.3498204240461313,1.7170652256157197,0.9820010978734643,3.3424007649213596,-0.2320383610315425,-1.585488875693983,-8.340960095460984,-0.2029919129440498,0.4804360468775816
2020-03-10,14.447503462664935,17.461599419386527,11.740647080856151,16.258097547889083,19.234150781440352,15.709616414567384,42.00170223675416,15.474083053861674,13.003355714991438
2020-03-11,-13.99681948385951,-10.610509169179805,-13.436743187094912,-10.142358221204093,-32.26103470159292,-18.836339015298844,-116.30631590158693,-27.949985083676495,-16.692760019200755
2020-03-12,-5.390596648802398,3.440807927108834,-5.647229080999511,-0.34450814659970375,-0.43711790833327924,-2.755364162613815,43.40703723148062,3.3088634823555916,5.095301819872997
2020-03-13,-15.765133709758603,-2.501191678646898,-16.58223051139225,-15.05375848387062,-6.8215426884169235,-11.501528828229105,-6.0211676816308275,-11.64106204981957,-6.390182241039069
2020-03-14,-28.425911345258857,-17.21739458729896,-29.957297476442115,-25.50032027742041,-12.20078884228924,-20.474741658082127,15.98123203862173,-17.714618205652574,-12.008987084103376
2020-03-15,-12.716812943699866,0.9739575529742498,-18.645492876992925,-11.583726567144913,8.386116699521724,-1.9270231905431117,66.18138152630124,8.393191442714775,12.531533063376601
2020-03-16,-46.27235650243152,-40.99207048619928,-49.46336638915732,-46.12474670282663,-37.98593136007239,-44.162792081223664,-119.54056573452078,-40.51928245371909,-31.94995416127726
2020-03-17,-50.508625802321966,-44.90220957497641,-54.23170930601493,-49.288655781765975,-44.65149805476687,-50.16225120065793,-175.6352048197994,-49.03350663325966,-39.23784359747803
2020-03-18,-54.0412517321059,-45.297134576868025,-55.80927142301087,-54.71058065164989,-45.64801134799362,-53.970118294102576,-173.9804723471356,-54.74396457861528,-44.04986041759851
2020-03-19,-55.04508425328176,-49.58216623990459,-56.82596539578467,-50.17727568079473,-50.037483912071636,-54.39439049930953,-162.77342060045785,-50.02559386976086,-41.64959427104676
2020-03-20,-62.19038655313476,-58.68642763616928,-62.79313987864286,-62.16116909231869,-58.627717344119034,-60.539121961116244,-102.34005713709412,-61.60089797595067,-50.75873828335916
2020-03-21,-68.62564144765844,-67.22882713360748,-69.32118250572319,-66.56876217681017,-62.65709718194893,-66.4029294231034,-115.07912196253002,-64.89546625316936,-59.47166611358526
2020-03-22,-67.61140236924552,-65.027167944318,-69.10627941953497,-65.9469201740341,-58.02884655340692,-64.97521978018479,-66.18138152630124,-59.04205625644469,-56.529713109398635
2020-03-23,-61.742104087537896,-60.30714642412544,-61.90365311383697,-60.727477808140534,-60.68525252056885,-60.46889096116135,-93.59135195865616,-58.75329311267921,-50.68695998950295
2020-03-24,-62.93405514338386,-60.90907317821629,-64.60295151927717,-61.084461180104576,-59.99298869657848,-62.72975191861333,-87.81958175496271,-59.08112981715223,-51.784689363543954
2020-03-25,-64.30371817666288,-61.21146744294973,-64.75810576535923,-63.732087855504524,-62.76589525164422,-64.23538910942709,-120.15416270404924,-63.6117568318753,-54.01938691226737
2020-03-26,-64.07557442185019,-62.13009733865414,-64.22711204119018,-61.59018762372029,-62.49245585524191,-64.08915469856211,-112.13385650879344,-62.09360604633599,-51.61816372179754
2020-03-27,-64.28290506218875,-63.35493719959335,-64.43237821768383,-62.94614865755143,-62.867953617907055,-63.12516206904429,-129.42937366924386,-60.79178936520185,-54.95824699590662
2020-03-28,-67.50813730127767,-67.88417369471748,-67.78698648235266,-65.26750020803803,-60.79597621981626,-66.68481549141549,-124.66706944767786,-63.66798463874712,-57.947095152079314
2020-03-29,-72.25272689697886,-70.38536537336438,-74.0789248219168,-72.8725895166805,-64.40268037095385,-70.34356196851758,-127.2718875505793,-66.56705224051144,-62.93425100920895
2020-03-30,-63.971508849479484,-63.52664372215492,-63.986189298826716,-64.01901803888423,-60.917290881600394,-61.26163539900834,-112.12593912854148,-62.80455424847806,-52.84892220045206
2020-03-31,-63.13258023529105,-62.77972034901208,-64.32348113813556,-61.49518398440728,-60.45032571520911,-60.02056704364109,-122.18101204855613,-61.49225441691019,-53.83850561174972
2020-04-01,-66.29377212215185,-66.3130590132791,-66.51395071170414,-66.26743750262547,-63.643019512638965,-64.87035431449871,-123.99805081638556,-65.15373295930944,-58.65626469537869
2020-04-02,-65.86390125782057,-64.55879070777505,-65.68035802312657,-64.73874257913431,-63.80284676546567,-64.90498878022989,-133.83539577947076,-63.845245182444735,-54.94102020538113
