date,total,Federal District,State of Acre,State of Alagoas,State of Amapá,State of Amazonas,State of Bahia,State of Ceará,State of Espírito Santo,State of Goiás,State of Maranhão,State of Mato Grosso,State of Mato Grosso do Sul,State of Minas Gerais,State of Paraná,State of Paraíba,State of Pará,State of Pernambuco,State of Piauí,State of Rio Grande do Norte,State of Rio Grande do Sul,State of Rio de Janeiro,State of Rondônia,State of Roraima,State of Santa Catarina,State of Sergipe,State of São Paulo,State of Tocantins
2020-02-29,5.048767003474374,5.879981778899612,9.032382395217649,2.4396683156497145,6.533377612986103,9.030270756793005,3.5299555207683357,1.65103249143384,4.464089501864149,5.927744053589621,3.187956190551627,5.080078327152819,7.821500643187802,4.6350545355430315,7.208396742003615,1.9509988149152737,5.747613741359345,2.022225206464718,7.663084590842867,2.183405413807083,4.522967283303803,-1.4265414269244974,7.337168011823785,4.510224169737584,5.071639176315112,1.2963155944503066,6.604527883548794,9.23564777970843
2020-03-01,-1.4066931467618355,0.9091654994767223,0.329549357683891,-1.984340737560879,0.9742588024056988,1.2457206965254835,0.42041731504211244,-3.776104929859372,-3.9404648939106823,2.587829555032521,0.021389154068964866,2.9930967139605698,3.27434371874179,-0.7707709833087512,1.6822191423334558,-4.995826847068548,2.537080863191342,-2.896910176150893,0.601666995342736,-5.688775796343686,0.21935420730185828,-12.2737648869143,2.567818524884906,-0.317012561451204,-1.9692043615168882,-0.6457447004372713,0.6366041728173124,2.736452806311704
2020-03-02,19.46457753189575,22.50402927360045,27.29409680178356,15.204275335292666,12.589684543968236,15.880289436063066,16.77310094459488,14.217383198909774,17.067126714309342,18.620385838265378,13.979756652620264,13.000822790566865,22.093028605842207,16.161541146942536,22.996500963706772,19.593684843875433,17.724421155803235,19.68621724915366,14.404446100961,18.316185177648055,18.44807707162133,12.481762604954556,23.270201296835836,26.545479122973088,18.82624785289961,10.93036321039112,19.262565235201787,21.729979485003707
2020-03-03,14.9115860358783,22.269218120053633,23.386304418360382,13.908714027298373,12.390426106504728,19.32649433279288,15.249330353439941,11.316869157055176,22.324241890537795,14.35728223808106,12.685712831447889,12.285716376668708,21.057585783089728,15.901773312469475,21.035536355146565,17.148202108414573,12.787039528372087,17.43951536905267,12.936801529254359,17.391290414071477,17.296952780205384,12.81512881058072,19.193468292340903,23.21012271885618,16.968634945186317,9.95257639194126,12.334927076627894,19.971992676894335
2020-03-04,16.40290430951684,22.073218727423644,25.693149922147615,14.692996487014948,9.910233344038305,16.911164258400472,18.232937105351706,9.987268178973853,20.696452348421587,14.308947730142462,12.152928448275492,12.307357754984046,24.14144709575913,15.779473857553326,22.063775749794193,16.269867829313167,13.209728028604266,18.325811201168307,11.71905059778591,16.253919826430007,17.20571695946921,13.858916445860363,22.338784351351464,20.745109892541667,19.001330995936282,10.38210762018429,15.935298712621881,20.591783455814287
2020-03-05,17.582067634015836,22.007238733865037,25.665849975357236,15.366341083425981,10.873954440616608,16.947774766109653,18.346275413784717,11.063157636130047,21.28078705584792,13.873937158695083,12.240429533103075,12.366636312978237,23.398077295650985,18.577192395983985,22.323028526075014,17.58207807760924,13.087195856626847,18.128426539867444,13.37892104659886,16.333718439087864,17.157187267588267,17.50030115346923,21.76414100602709,21.431009798227,19.031152849970006,11.806799963749926,17.10753509731116,21.905969459264924
2020-03-06,18.049900882598376,25.006417558713004,27.046447284470812,18.142681697281212,14.607176223286231,20.290892180605727,16.126975716177622,13.360868365109894,24.05068534429741,18.096439772210978,15.337967935999533,15.180956423464268,24.383701642969143,20.674296227569418,24.471122958116112,19.296417272963787,17.134556979074738,-39.176984980744706,15.666408984163896,20.41979197879729,18.418959256492762,20.31064475018667,26.498288831083514,26.749135677602347,21.060962914845742,15.842463031804083,20.3886430091732,25.103439480760915
2020-03-07,7.178765479955974,8.204806257817678,10.473429586509932,3.6310444998440197,7.932976541515824,7.468543572672504,3.2490315084130073,1.527991941812254,4.464089501864149,8.104730291144062,5.351177454344664,7.394764877402112,8.396855192811584,7.884048582036378,8.097263403537863,3.4738938464788234,3.9533248044187066,-0.3996071819473342,7.381473680882129,3.2977017038125473,7.525014023058882,6.96744867371379,9.898326762839037,8.080938384628872,4.84364629225087,4.5375871999336495,8.771097674118892,10.358540332875132
2020-03-08,2.9978052020946038,3.776384337207474,6.913711524664115,1.3023140474998478,5.288970352096228,4.296917483761528,-0.3787630649342534,0.9976776349161159,0.5264703938662564,5.431832002139609,4.587001313517102,6.121687274765001,5.398955171087672,4.795276302061087,4.073972198698636,0.9399042614261451,5.536744422142393,0.21963881429066556,3.3476136498063096,0.5758960118319871,2.189659697668107,2.4285395663421703,6.719711834480211,3.8060720256656673,0.1981710300305222,1.549208137820359,3.7638500489531133,5.917662884533559
2020-03-09,21.303178165830204,24.389310560135424,27.10787216474917,16.05029712763146,15.066045413406517,18.816837528104575,17.043369218550524,15.019531278225694,24.858888543529932,20.463863971043494,13.906839081930611,13.495751703343744,23.325791664628643,21.431794401817506,24.334674128494626,19.574444224398952,10.476975634968364,20.476723466226233,14.493831133815432,18.877659753457543,20.118469066163357,21.48359991813058,24.593593504362662,28.503271850965675,11.768088399822224,11.963168635604692,20.325174919436126,22.49897915514513
