date,total,Brussels,Flanders,Wallonia
2020-02-29,0.7902400048646495,0.34987893088526295,0.7590574799381443,0.676876575958352
2020-03-01,-0.28996709855920605,-0.5888206397825158,-0.23406641391351013,-0.3116554018801046
2020-03-02,0.46761177707212626,0.5452042960949219,0.5799540296156608,0.4421611014173984
2020-03-03,-0.01752548397885311,-0.3128998568892596,-0.026533844492219773,-0.05648754159076896
2020-03-04,0.05257645193655935,0.22661535089858495,-0.020848020672458393,0.19770639556769135
2020-03-05,1.531886622333388,1.1804858237185702,1.7569195603062664,1.1891601427987741
2020-03-06,0.7121719398679401,1.297112134013658,0.3278825069395729,1.2047429128927793
2020-03-07,-0.470798228704645,-0.09671450122031659,-0.8206539046522259,-0.1782279329501848
2020-03-08,0.4437133898282357,1.079030415575689,0.381897833227306,0.35158625024599294
2020-03-09,0.45486597054205125,1.1947085444862637,0.33167305615274717,0.6905114997906067
2020-03-10,1.620310655135783,2.0632426927000873,1.445146887522684,1.6819652470216895
2020-03-11,1.5621579128423162,2.107807217772194,1.3570166183163825,1.8504539486631209
2020-03-12,2.6678566293263217,3.154599466274444,2.7424623557315724,2.3607896692417922
2020-03-13,5.119831160549498,6.782341443420829,5.131455997334646,4.465437555063374
2020-03-14,11.88546458929493,11.93760363101751,12.049208311377658,11.180637542448752
2020-03-15,8.45285956816411,9.32631209806896,8.862304060401405,7.337536868014712
2020-03-16,13.889742666149223,17.48825745595607,13.963435664030655,12.847020019376437
2020-03-17,16.325784939209804,19.142833971931097,16.157216021155257,15.575952632089102
2020-03-18,19.738474637637385,23.555670135454168,19.273995111687782,19.50475854204017
2020-03-19,26.905600972080176,30.925884037273,26.414442192004785,26.577388318456794
2020-03-20,30.834495834975794,34.446481517969424,29.967134442052355,31.27072388614499
2020-03-21,22.030329974326495,23.629628283446173,21.106725656257534,22.994325119966465
2020-03-22,15.331612029863955,17.17820214322035,15.091124054949997,15.211705381141728
2020-03-23,26.199005322569143,30.832962261590737,25.409946650513607,26.5968667810743
2020-03-24,27.189195167374347,31.45686561260023,26.19553797494397,27.633120992325647
2020-03-25,25.793529352331134,30.656600524071337,24.596873844287728,26.703998325470586
2020-03-26,29.204625824942458,33.132302119034534,28.472710414758403,29.40371324425699
2020-03-27,31.35468406398448,35.26950295972664,30.06000289777512,32.56604165020918
2020-03-28,21.951465296421656,23.9178754243381,21.06029142839615,22.713835258274372
2020-03-29,17.108058814993157,18.43549065908447,17.12949189433445,16.63168530595796
2020-03-30,26.921533230242773,31.615211903813886,26.145313197869413,27.2678998182474
2020-03-31,27.38755178149864,31.783988190257183,26.361374503020347,27.866862543735724
2020-04-01,25.463731608365446,30.34275248579756,24.266148425438274,26.376760153496473
2020-04-02,29.38944001962854,33.45183924561539,28.702038642155447,29.46214863210951
2020-04-03,31.529142290864883,35.31975657310581,30.17087646226047,32.90691474601554
2020-04-04,21.55793851980559,23.544291958840013,20.597844424388892,22.472302321817292
2020-04-05,14.644135090148035,16.316305264698116,14.309323279732807,14.763700740939079
2020-04-06,26.0930558057879,30.605398729307637,25.24600539704382,26.62803232126231
2020-04-07,26.205378225834185,30.3674052017949,25.098173977730024,26.91533964487053
2020-04-08,24.009116438120635,28.843677716882656,22.646636274109575,25.24798324481197
2020-04-09,27.311873555226317,31.121209402482663,26.470352792899103,27.74901784489981
2020-04-10,29.83395002236491,33.595014634676836,28.409218715437735,31.3612987373164
2020-04-11,19.999763671503924,21.999704483468488,19.000127931035944,20.999730547933797
