date,total,Al Madinah Province,Al Qassim,Aseer Province,Eastern Province,Hail Province,Jazan,Makkah Province,Najran,Northern Borders Province,Riyadh Province,Tabuk Province
2020-02-29,0.59175056107221,-3.1998664343814975,3.527094822122704,7.058913216227072,2.0468187159976243,7.257356764423428,-3.813559084873679,-0.4310222359598878,6.330058041599921,10.407163247472734,4.095536182760569,9.508030411254117
2020-03-01,0.8379123798380209,-2.0739696068205054,2.561136502043273,4.552984533745476,0.9935919800871925,3.668819699781163,-0.9533897712184197,0.02410638903578791,4.118270298307297,-2.1450240710705315,1.763449084546169,7.338457694363015
2020-03-02,-2.2274838193205957,-7.733413231024085,-4.01680875132632,5.134545469309825,0.025008123409745408,-1.9577355845918991,-8.52437021990601,-2.8908381731716863,3.8340206402554107,4.3650290720590155,0.2167153306728843,6.73744681381268
2020-03-03,-1.2556658247142019,-6.76504531581712,-1.9627041563366932,7.93415276377076,1.286956504701514,-0.37916618041503186,-7.351186998436638,-2.09822010167498,6.259234894475882,7.739170918366865,0.950287135826674,8.551006716110269
2020-03-04,-1.2123670031723328,-7.348772083067626,-1.2998104486327806,8.018198945488532,0.7531292549934868,0.28244011398262575,-6.5624044432070265,-2.324820158611386,7.894866765218892,5.354967172115018,1.4968700494706741,9.62861539684224
2020-03-05,1.0263424365480065,-6.685797642117548,0.9688446497211028,12.22823641590287,1.7120946026671857,3.18228758562616,-6.389233846039609,-3.1733650526711203,9.159155648338562,2.8815456105177586,2.8144225465704222,9.717618600490617
2020-03-06,-0.9397447934642684,-10.171728849853599,1.5287926002053946,10.805247615095087,2.9942418528668253,-1.0620522094278189,-9.886899314102394,-4.931202941160775,10.536378739034403,-6.499612760482743,5.4859664016795175,8.357687929691213
2020-03-07,-4.276159542273843,-11.033788910097723,-2.8680495539410207,2.45086394273547,-1.4976018518836,1.319343546138019,-11.119074717024404,-5.635109501005782,0.7197163059091534,0.929194055565509,-0.5360348223280634,3.9850466665789765
2020-03-08,-3.949814720652719,-9.684645587114765,-2.9065339491633084,-0.24247806449609896,-4.596685452891281,-0.4700886828614935,-6.823111825755777,-5.597503534109952,-0.9943952684037372,-0.8940764048444428,-1.4383760885368426,2.00783571241179
2020-03-09,-8.081644857787,-14.505223592157021,-6.535612418625076,0.9312703353555354,-8.401767614774082,-5.313162829132066,-12.935463013687043,-9.682090092333857,-4.42453255614098,-0.3796502780655808,-4.043754643573243,0.5072225584262386
2020-03-10,-5.352215440592143,-12.177081568470815,-1.6182688190972145,8.45292057506321,-5.754753936942568,-2.8437463531127385,-5.466291652345131,-7.092099654328803,2.7477466945015685,4.8367445425555,-2.486472798384022,6.943206908268607
2020-03-11,-7.125061633723114,-12.981155526007937,-4.139958816037642,5.118122652192559,-7.726548282710956,-2.7286423340581756,-7.882116631510368,-9.241425300759653,1.7026267396441275,1.5299906206042908,-3.643886090960001,3.836707993831681
2020-03-12,-9.591490801552542,-15.624355374402198,-3.715668358711916,4.521104947576665,-11.572990033309877,-3.3641325905190835,-11.069597403547998,-17.04321704830205,0.30051984049930075,-2.520877846355457,-5.613502414863118,NA
2020-03-13,-15.839350384038534,-22.4348231373398,-7.643963001026974,-1.3978715510990247,-16.958393224508512,-12.449612010514986,-17.50545410267114,-19.813523276294795,-1.7830205823254692,-3.544984471437361,-9.94493227614373,-10.315758409955523
2020-03-14,-16.175317166002294,-20.98420413461959,-7.71419702230765,-6.605836673403684,-18.730122582998938,-6.126629047828601,-16.643407064024547,-19.05561840500963,-8.487292820215922,-5.018027550331815,-11.21166215144851,-3.705595747596974
2020-03-15,-14.462608225012808,-17.86648467907301,-6.575058923727921,-7.597968036899675,-16.548644740948834,-6.961375001140265,-11.741347082669959,-17.771229997182846,-9.941081475370183,-5.18507367268067,-12.14468877421274,-10.24589568021002
2020-03-16,-29.094402586050325,-32.3871712319519,-22.535499732291353,-18.76065343631172,-28.57178099563413,-23.954210351985367,-32.75112706098725,-33.20896153570142,-15.337996700133102,-14.801615216081833,-26.14392378524565,-20.140563664302253
2020-03-17,-34.81385617971981,-36.88882567210564,-25.68352326147452,-22.128296993416903,-34.00816228455263,-26.729281197931094,-39.01952208372872,-39.443837995917605,-20.153013635012023,-20.121464737475783,-32.533190370526306,-24.70365264274811
2020-03-18,-38.36435954615306,-39.847083345207956,-27.407624167433024,-26.58660881672167,-37.97579724859878,-29.916405086878875,-39.52476157326662,-43.60749351017889,-21.2086613549825,-22.182965747371888,-35.910497426410814,-28.08960247616704
2020-03-19,-41.274200719772374,-43.39969857105705,-29.787884011931546,-27.425138537767943,-42.26757596607124,-32.1004796669226,-42.94535661072193,-48.262919360770255,-21.02011865250364,-25.75262748688351,-39.80082528720679,-32.27849518981166
2020-03-20,-50.542554019818006,-53.60718551757998,-36.83149044749082,-37.3396898362678,-51.48210759166205,-40.43729933273168,-48.121444789791994,-56.707869567787476,-24.639755712275473,-31.70839122403731,-47.144214677883554,-38.1747181755929
2020-03-21,-49.186659441534665,-50.85091276890705,-39.33008980729788,-37.68939923605899,-48.83317021202979,-36.28775108278146,-47.328856287371885,-54.802500578398806,-27.90910531465003,-30.292295686852693,-46.70982509914543,-42.574156102169155
2020-03-22,-48.67990286348908,-48.137163162219274,-35.74815472198341,-39.14716576723274,-48.68312147157131,-38.19518911282851,-44.829300470015816,-53.71096328285832,-31.385181941062324,-32.35949145091978,-49.10424182786309,-41.12235115663594
2020-03-23,-57.722941925511286,-59.17191850736211,-48.20362923567696,-47.84642859905494,-55.533423584040804,-49.95901331233774,-57.202434786307556,-62.45193994723502,-45.275132403375544,-40.22964171521927,-57.360520576064566,-51.293598988624744
2020-03-24,-55.67907718272935,-56.30160642336542,-45.54820596533908,-43.938764173211425,-53.60395067788891,-46.7293299541597,-55.154835197822486,-60.38264751240299,-41.67942208249697,-40.05025695883329,-55.54049536536928,-47.579390027771474
2020-03-25,-54.344832015216944,-55.45017714861758,-44.00209538728365,-41.99797360917692,-53.508727438751805,-44.121595203142036,-50.99017748462586,-58.93915693694001,-39.785381431706796,-38.437692402749725,-54.08965335073179,-45.248080306401064
2020-03-26,-57.27311527949298,-62.203625243893306,-42.96975148544578,-37.36480708597655,-54.48404425173188,-40.73908466000079,-47.55816460559907,-61.30447582913151,-34.08220394911019,-35.47736935953336,-63.050736382316316,-40.43329409613238
2020-03-27,-65.18717766131238,-69.48088113362229,-51.833669815019284,-48.086974567419595,-62.71556425713962,-47.77203695030104,-56.83896682961551,-69.70217751363859,-40.68885509231616,-40.37390882088419,-67.69093764393617,-47.360231601583536
2020-03-28,-56.23394356248813,-61.709776935838654,-42.36266015081418,-39.474656061512334,-53.46929155183644,-38.360590686427926,-46.58098766444008,-60.20908151134532,-36.108320198591144,-36.05348865649788,-59.02616008659023,-39.28869375674033
2020-03-29,-54.09065189616561,-58.6973989002098,-36.92481510590487,-37.880676753071846,-49.689217513363374,-36.12525129117502,-41.62754739601383,-62.74314512678734,-36.213597849721474,-35.220156296143934,-56.031461070256526,-39.529863727916585
2020-03-30,-55.68228450284357,-62.47326062148087,-41.973967759069076,-39.46789372505228,-49.731538952979875,-42.129038234634464,-48.07957937069657,-61.435614585486206,-38.34403468077702,-35.67573662982263,-58.310807711891236,-42.744506319904765
2020-03-31,-55.56040633850349,-62.897525606287104,-42.17408661422497,-38.54435177422252,-49.69402676786525,-40.852254157726705,-47.87881565639808,-61.37004520730886,-35.725492376299044,-34.245404207210555,-58.03751625506924,-41.36734922259277
2020-04-01,-55.70473574364305,-62.687809201496776,-43.24972546068793,-38.89889141434231,-50.19803663966166,-40.641391332904064,-47.14331636183537,-61.380652018484604,-34.67654414321868,-34.039443931359976,-58.09505129861072,-41.41041528887424
2020-04-02,-56.782395302018465,-64.62744433704606,-43.39019350324927,-39.870735768458154,-52.35162080560089,-39.829859635536174,-51.04250925849514,-63.517442342616846,-34.23246386935984,-36.37714051854879,-59.42219296963405,-44.30636899037952
2020-04-03,-66.51821550871057,-81.47434004352093,-51.8692678805999,-48.81537480897361,-64.96052425861446,-46.71095200153754,-58.32709218109815,-73.202425201635,-40.03996193353104,-40.17743980198526,-64.66747110583174,-49.618807522123014
