date,total,Abu Dhabi,Ajman,Ras al Khaimah,Sharjah,Umm Al Quawain
2020-02-29,-1.2100815257801234,1.2191172656236229,17.738958379538555,-7.99968,-1.0869856068105144,NA
2020-03-01,-0.6511505625801594,-2.1923058520751333,19.825781521878284,1.6665599999999998,0.6203064529532003,NA
2020-03-02,-2.243742948398135,-4.315713397144849,16.35511575196857,-4.25568,-3.3488818784046606,NA
2020-03-03,-4.7689561522958215,-4.971204234626939,19.182424525461105,-1.9996800000000001,-3.150808945608078,NA
2020-03-04,-5.100144800504696,-5.383637155728809,17.377370590819783,1.9996800000000001,-4.975978555621467,NA
2020-03-05,-5.384020784683731,-7.923305305622916,7.3519644807314455,3.44832,-0.299524922765564,NA
2020-03-06,-9.067993302532562,-14.532758173489762,25.31883856752093,1.9996800000000001,-0.16328939337864617,NA
2020-03-07,-7.835458309077262,-10.446705799696302,24.000389476208596,-4.000319999999999,-2.485090649525905,NA
2020-03-08,-8.943697320759258,-12.606476340129989,20.86919309304815,-6.666239999999999,-4.80785811510144,NA
2020-03-09,-10.018256130928485,-14.192094322185202,18.399625429670994,NA,-6.698729966237597,NA
2020-03-10,-11.070361473422535,-14.7451946200898,22.3790144448792,-1.9996800000000001,-5.637832013990535,NA
2020-03-11,-12.285254456561626,-12.36533226561103,11.243841557712502,-1.9996800000000001,-8.989612520680025,NA
2020-03-12,-14.941980828271067,-17.581508258479452,5.514213777961297,-6.89664,-6.889073223607972,NA
2020-03-13,-20.460722419005865,-23.661783851707472,8.80697066246417,-4.000319999999999,-10.947152822367226,NA
2020-03-14,-17.457571117450822,-19.67429433376898,5.217057855849325,-10.00032,-13.046725910011002,NA
2020-03-15,-15.135241032189564,-17.93174131909032,13.565312094859095,-13.33344,-8.374137114868203,NA
2020-03-16,-16.795193821033074,-18.839859282258935,1.0222548388512134,-4.25568,-6.698729966237597,NA
2020-03-17,-21.599433993961316,-20.138400985124917,-1.0655299731393646,-12.0,-15.752112309183838,NA
2020-03-18,-25.453411338493638,-23.636903907511073,-8.17707704115886,-13.99968,-23.27598512716915,NA
2020-03-19,-31.239990722210916,-32.82430176249726,-14.70489063111374,-22.41408,-32.79991146168581,NA
2020-03-20,-43.98233362787438,-45.554220902678615,-17.612979655277496,-31.999679999999998,-41.990495543447246,NA
2020-03-21,-42.21251922933446,-42.222222222222214,-17.738958379538555,-31.999679999999998,-43.17893314022674,NA
2020-03-22,-44.84278258556959,-44.16285786954146,-15.652135237198825,-45.0,-53.0371679369269,NA
2020-03-23,-46.48348954497723,-44.818348707023546,-18.399625429670994,-27.65952,-51.41200367856665,NA
2020-03-24,-52.83862280661241,-48.19627959215022,-23.444544418018566,-37.99968,-57.70202705664349,NA
2020-03-25,-60.33246764320304,-57.03153054466428,-33.73248634278835,-49.99968,-62.60360748628771,NA
2020-03-26,-66.83435035428668,-66.55385072537123,-45.03210474025002,-55.17216,-67.24720999858222,NA
2020-03-27,-84.41621745351082,-83.18992110438748,-66.04843328987789,-85.99968,-85.61485123010922,NA
2020-03-28,-80.4555861375214,-76.95749508318916,-57.391483092945975,-64.00032,-82.31911087025973,NA
2020-03-29,-69.2561172249666,-66.3222758601586,-39.652524713407416,-66.66624,-66.83946961984975,NA
2020-03-30,-69.1671052638257,-66.56341993467755,-45.99858273935207,-65.95776000000001,-65.64620097592886,NA
2020-03-31,-69.19196446018037,-66.64954281843433,-43.69249891661903,-61.99968,-65.99210395125168,NA
2020-04-01,-70.07727261423025,-67.12608944188845,-44.97632790050085,-55.99968,-68.38250607680654,NA
2020-04-02,-71.44533032329643,-71.53366724837386,-49.62792400165167,-70.6896,-70.09366297428336,NA
2020-04-03,-79.3529604927582,-81.60621696419352,-48.43545363460039,-76.00032,-78.58954247711432,NA
2020-04-04,-72.24162651620543,-75.30393571505917,-44.86958256925675,-61.99968,-71.6019158918222,NA
2020-04-05,-79.4483877303777,-71.17673574124858,-44.86958256925675,-66.66624,-71.64732773495119,NA
2020-04-06,-78.67294118602425,-70.79588121085753,-50.08664042510607,-57.446400000000004,-73.18263451648177,NA
2020-04-07,-77.74914137310263,-70.01981833611595,-40.49590899720094,-61.99968,-71.79612398690568,NA
2020-04-08,-78.27278831567018,-71.16333884821975,-47.02083757820328,-60.0,-71.91303532772709,NA
2020-04-09,-79.19979576683109,-74.9288227102519,-52.38406922098147,-60.34464,-71.74105004949395,NA
2020-04-10,-84.1563987561266,-81.51339563392234,-56.14131254684383,-73.99968,-81.03984958722229,NA
2020-04-11,-79.00012028643398,-75.99961723162775,-47.99981728276634,-60.0,-73.0000209345376,NA
