date,total,Baden-Württemberg,Bavaria,Berlin,Brandenburg,Bremen,Hamburg,Hesse,Lower Saxony,Mecklenburg-Vorpommern,North Rhine-Westphalia,Rhineland-Palatinate,Saarland,Saxony,Saxony-Anhalt,Schleswig-Holstein,Thuringia
2020-02-29,1.0094732311906185,-3.758735079260132,1.271225055058715,1.2637683974615663,1.4482549084416994,8.29091929250822,3.0888168728228202,1.238192347284264,8.25785230247773,6.85968116589149,-0.7885186121811937,6.406052924230426,-1.7211447469301608,3.2640899613758676,4.17457580913709,8.216963516041284,4.799632541760584
2020-03-01,4.3590889528685794,5.496634534126005,5.9599982169382,3.322995544721583,6.1032911444243005,-0.3049199739801622,1.2566154455987608,4.037003092224195,8.950934166108622,8.31019489793128,-2.1481334250965607,5.114977946294493,2.295180711770886,16.66955548041482,5.16934387384882,8.211258611957014,13.796157580667359
2020-03-02,-1.1841587903360444,-3.159294042123724,-3.449923876013277,-2.1412528696612956,-1.6785496011346908,3.2195677252635537,-4.416050430452921,-2.984825774000356,4.188540884963759,5.329437208845538,-3.3995201932027443,-2.760095870433822,-4.52968312524485,2.463935910738059,1.303357001934445,4.124645652926069,4.973089885789483
2020-03-03,-3.5146412499029025,-4.8751340668229775,-6.802720444449034,-6.941665205075683,-4.5586786239771655,0.3262159721629037,-8.668615094696301,-6.5696692571238255,-0.7803229373746416,5.4821734230139665,-3.5125798471551946,-5.4902117226534015,-10.999145500807185,-0.4991345580300752,-3.7797353056098904,-1.6667828099537572,-1.9535754500685114
2020-03-04,-3.6007765256105553,-4.963371787489457,-5.5876768712243745,-2.298627802175378,-0.3680860778607646,-2.1383118175307247,-11.186682842882272,-7.128668267531051,-1.724465224334767,3.0739363857796906,-5.135034197464293,-5.05018242305726,-9.47448286264801,1.1473362769361846,-0.4456330925731742,-4.4051367704026,-0.36823346777085036
2020-03-05,-5.109351354359534,-10.295040148195524,-8.460550272806504,-5.071287976832566,-0.5598377257515817,-3.0695277380669657,-9.40671947113345,-8.259067290282863,-2.075368209837401,7.679077333725888,-7.304426702791229,-8.415681241946434,-12.330215472971416,3.7901527807254842,-1.127020466378608,-2.6670426593954875,0.2519492147905818
2020-03-06,-7.133127832201013,-9.023266043806919,-8.491021584987687,-9.273675568693443,-6.428979873002674,-0.7153519389566344,-10.908079880347673,-6.883509998461671,-3.5429569392600184,-1.8895102721339534,-7.096667509630744,-6.197159894092478,-9.251032621300613,0.11829200508227215,-3.1405153642199823,-5.901723275175683,-3.475930128668527
2020-03-07,-1.7082154677723222,-5.858217367726686,-6.677978510207317,-6.22727839020873,-2.4503740732982315,1.4152158792349114,3.7321188522863893,-3.3683029108326163,5.384712940516937,15.35239103672844,0.4628681559249899,0.4380951048726424,-2.7045184383771077,0.16445473877291497,0.4475497940466072,12.043052521890639,0.21221876168899007
2020-03-08,1.7114354780791505,4.287202297599588,3.7803471674779767,-0.5474740076550484,8.082476495015952,-7.703343342648034,-2.7260525986892286,-3.057323939172624,6.270694511647896,13.660765419429055,-5.865573499926282,3.754271958312578,-3.934457913379803,13.426623438647168,6.525410166302673,3.2327789810854393,9.082769193200473
2020-03-09,-4.926615769447038,-4.098258482694193,-9.462294660762884,-5.953541386381206,-3.673152169647211,-0.10938399066589945,-9.787863801823143,-7.827893992153058,-0.6659401962439488,4.374595719012722,-6.824164753950478,-4.993123678714023,-10.904757036789748,-0.5145221359269562,-1.9013678616455432,-0.09413091739042896,-0.1027177567992372
