date,total,Blagoevgrad Province,Burgas,Dobrich Province,Gabrovo,Lovec,Montana Province,Pazardzhik,Pernik,Sliven Province,Smoljan,Varna,Veliko Tarnovo Province
2020-02-29,-0.26028858675923644,-0.6131557337993633,1.3765469901365566,NA,NA,NA,NA,NA,NA,NA,NA,0.6590119809947222,NA
2020-03-01,-3.6901089910468734,-3.3036489768540656,-2.5437482400227904,NA,NA,NA,NA,NA,NA,NA,NA,-2.813039713160329,NA
2020-03-02,-0.24262888913250355,-0.8898813509081949,-1.4417206639880722,NA,NA,NA,NA,NA,NA,NA,NA,-0.5422727157899428,NA
2020-03-03,11.28070771878083,8.628721725259973,8.393579208149736,NA,NA,NA,NA,NA,NA,NA,NA,9.936959227713276,NA
2020-03-04,-0.06296066110400408,1.563689274758809,0.5559511875515648,NA,NA,NA,NA,NA,NA,NA,NA,0.33138888187163174,NA
2020-03-05,0.1412775810138628,0.22175956987488565,1.4812198602617181,NA,NA,NA,NA,NA,NA,NA,NA,1.6277595930569642,NA
2020-03-06,1.108721885782706,1.105954777965776,0.8136834432371037,NA,NA,NA,NA,NA,NA,NA,NA,1.7266113902061724,NA
2020-03-07,-1.3567254654972587,-0.10140288024193488,-2.299840703033028,NA,NA,NA,NA,NA,NA,NA,NA,-2.5146014303384328,NA
2020-03-08,-1.8511969990457786,0.2141780461184793,-3.19844741825847,NA,NA,NA,NA,NA,NA,NA,NA,-3.110536550295089,NA
2020-03-09,3.475121367764908,5.326968129345009,0.8749071974612548,NA,NA,NA,NA,NA,NA,NA,NA,1.4366461185684944,NA
2020-03-10,4.649875166412789,5.072039393035846,2.829129933099882,NA,NA,NA,NA,NA,NA,NA,NA,4.483164362138382,NA
2020-03-11,3.28163250681114,2.9169912652773418,1.9759472935891318,NA,NA,NA,NA,NA,NA,NA,NA,2.5362546811425455,NA
2020-03-12,1.1985559997969557,-0.962853517063606,-1.881149222532382,NA,NA,NA,NA,NA,NA,NA,NA,1.7557962065073671,NA
2020-03-13,2.817105677934036,0.38665771157672363,1.6866156808846764,NA,NA,NA,NA,NA,NA,NA,NA,3.6876427565090384,NA
2020-03-14,6.304512052743629,5.782807245198941,5.740220698467578,NA,NA,NA,NA,NA,NA,NA,NA,6.3453439312920406,NA
2020-03-15,8.514277694906113,9.361286458222736,8.614774707282153,NA,NA,NA,NA,NA,NA,NA,NA,8.88065716674745,NA
2020-03-16,13.653249704285374,11.65943584688341,11.992943468585711,NA,NA,NA,NA,NA,NA,NA,NA,14.19041084219064,NA
2020-03-17,15.456842301033003,13.481844619829586,13.558099120928926,NA,NA,NA,NA,NA,NA,NA,NA,16.910247432324574,NA
2020-03-18,16.7252692783966,16.242466957631045,14.560391226372689,NA,NA,NA,NA,NA,NA,NA,NA,17.084414884444605,NA
