date,total,Auvergne-Rhône-Alpes,Bourgogne-Franche-Comté,Brittany,Centre-Val de Loire,Hauts-de-France,Normandy,Nouvelle-Aquitaine,Occitanie,Pays de la Loire,Provence-Alpes-Côte d'Azur,Île-de-France
2020-02-29,-7.297002432212584,-11.653433681406678,-11.720567999560794,-8.618705637131226,-6.283832253195069,-9.992096415850309,-7.528215235255889,-10.076568403722325,2.475949111009876,-9.650868409642587,-9.574913938315332,-3.917847147824549
2020-03-01,1.0824074579852478,5.949440289483331,6.65732896918788,1.7091054078771004,-1.772804984097557,1.3441242955995,9.73426453525819,-1.5988474331796942,12.392192321655386,-7.795226186719231,-0.4910704133444305,-10.570903630260464
2020-03-02,-5.943591026722857,-6.315204293690363,-3.7298421766457985,-4.119184752055344,-3.9449939111279506,-5.107092959357583,-2.231968939297366,-5.388211589182826,-4.087326664694959,-3.2172746470560982,-9.877996459051348,-6.3990864496146065
2020-03-03,-1.3992488684207511,0.8691707784182896,1.0138064420083066,-1.5733398515330603,-1.0947142608446827,-1.962112477484328,0.35135511044423046,-4.022010818435865,-2.6942462484074987,-0.8055130761711585,0.21292506203606168,-3.987808704035701
2020-03-04,-5.865586923138482,-2.6768149886835695,-4.375781709696805,-7.92832333997749,-3.628934675713476,-5.545478325882134,-4.414978559926273,-7.780738376916991,-2.9920112033665363,-4.810145700409978,-2.275996271223308,-7.963158500800923
2020-03-05,-7.7859353701435134,-6.8080231625166805,-5.483244556347784,-4.913557688110898,-7.138149944072984,-7.542352638597483,-4.066503409403716,-7.392993939529101,-2.609991212920697,-4.60948408001147,-7.148335528625079,-7.542430786051663
2020-03-06,-2.118173287023137,-2.745155105259094,-1.975474266999043,-5.116724584483895,0.2250724858254597,-0.8072470625870561,0.024959652654508176,-6.091895938516404,0.9842520054594559,-1.181036965774083,4.949069009486839,-5.698512510020736
2020-03-07,-4.209004929490926,-7.819649395205077,-6.002699666633944,-4.178883081795276,0.6254141840171284,-3.9831269535545535,1.2537425525687569,-6.943976307097199,0.436594274795245,-2.2311661125262816,-0.6569985022283885,-7.567348600592622
2020-03-08,0.48652043988192784,8.301880358646454,6.007527316357795,2.537179013947132,2.796645355788691,-3.2743717574553917,5.175287979248214,-7.60266315382033,7.182741775249842,-4.724147863096332,6.555598193767935,-10.741494822117795
2020-03-09,-4.570075470824786,-3.043541529743778,-2.7488637527596653,-4.837490461506791,-2.4700508125270666,-1.4851028495919767,-1.1779036079646743,-3.701283938127364,-3.897752834849654,-3.6166868248017026,-4.563502005259376,-7.2827104883362885
