date,total,Central Finland,Central Ostrobothnia,Lapland,North Karelia,Ostrobothnia,Pirkanmaa,Päijänne Tavastia,Satakunta
2020-02-29,27.942175423209047,82.73681001401873,NA,64.75606628341531,NA,NA,31.3774707164181,NA,NA
2020-03-01,-5.873668326672685,16.073928805608926,NA,54.33569294334331,NA,NA,-9.671956904907201,NA,NA
2020-03-02,14.770266932219258,3.875024853607968,NA,92.41797805357793,NA,NA,-7.844367679104525,NA,NA
2020-03-03,13.697254233019823,7.460740064251881,NA,121.90295247553665,NA,NA,-10.336096660486339,NA,NA
2020-03-04,12.287828934219972,6.468273871832139,NA,98.87912656950238,NA,NA,-8.765873638950177,NA,NA
2020-03-05,8.404734686225584,2.648811797336473,NA,71.98512249195555,NA,NA,-0.7219748576615003,NA,NA
2020-03-06,27.340299800701192,14.255684758106348,NA,80.40912732940417,NA,NA,10.75829290568759,NA,NA
2020-03-07,27.526841384365877,53.05287426274643,NA,89.31858004734683,NA,NA,20.91799250482272,NA,NA
2020-03-08,41.0343652887011,53.577846727462656,NA,46.148188355366145,NA,NA,31.780388594258564,NA,NA
2020-03-09,4.544758839625539,3.875024853607968,NA,36.60104670565027,NA,NA,-3.137554287968202,NA,NA
2020-03-10,-7.287876743002399,-13.056295112440791,NA,61.874976199773236,NA,NA,-13.289542540159019,NA,NA
2020-03-11,0.604267181272787,-5.543824184877456,NA,47.289517494515806,NA,NA,-12.750712172425,NA,NA
2020-03-12,0.48389205677121594,-6.18183816571872,NA,43.36476234235601,NA,NA,-3.6118021250435803,NA,NA
2020-03-13,-1.0554746015899341,-4.501543087046685,NA,24.74156456009007,NA,NA,-9.56303412931875,NA,NA
2020-03-14,18.426960283800092,24.00024663966389,NA,64.75606628341531,NA,NA,24.684021568752602,NA,NA
2020-03-15,24.686466757881785,46.21098860033156,NA,40.19355251948378,NA,NA,33.162647534027045,NA,NA
2020-03-16,11.428462151354452,14.532540674717646,NA,43.00666075003891,NA,NA,16.473364909793112,NA,NA
2020-03-17,NA,4.663441529632531,NA,32.32297741561612,NA,NA,-12.55118107024085,NA,NA
2020-03-18,31.96238570705953,35.1108865042239,NA,68.78518794242687,NA,NA,33.46917357506357,NA,NA
2020-03-19,44.86564243012197,31.791489441738946,NA,46.83375183156677,NA,NA,41.17473700917042,NA,NA
2020-03-20,40.74578386439933,40.515803741320596,NA,51.8021720522443,NA,NA,34.66443235143241,NA,NA
2020-03-21,42.140062624354606,85.26300050572806,NA,82.61901630017384,NA,NA,31.3774707164181,NA,NA
2020-03-22,76.60481598578785,108.49590600627205,NA,41.68149336028796,NA,NA,85.6692088778685,NA,NA
2020-03-23,32.48055677279477,38.75312247293032,NA,33.85592032818207,NA,NA,30.59284116483404,NA,NA
2020-03-24,36.064706175172674,50.36095341265041,NA,38.786998404206216,NA,NA,47.25127840129072,NA,NA
2020-03-25,45.05696713131652,44.35059347901965,NA,18.91618999416174,NA,NA,56.57911644880786,NA,NA
2020-03-26,52.24280403368183,35.32355783117098,NA,54.63921755501315,NA,NA,41.17473700917042,NA,NA
2020-03-27,46.28782270900146,43.51715179233512,NA,20.10252120507318,NA,NA,57.973906327360844,NA,NA
2020-03-28,44.66953461139755,59.368829481494835,NA,8.931475008379262,NA,NA,34.724195290250854,NA,NA
2020-03-29,47.77058914325922,60.27507756839549,NA,39.44862460819315,NA,NA,41.91309847908859,NA,NA
2020-03-30,31.812514691123795,42.62814732653828,NA,11.895866799325038,NA,NA,31.3774707164181,NA,NA
2020-03-31,-2.1364591633391417,-1.8651850160629702,NA,-30.4759774916063,NA,NA,-7.382650780813659,NA,NA
2020-04-01,37.87192741520619,14.783531159673219,NA,-14.617055904579528,NA,NA,43.82936819475089,NA,NA
2020-04-02,14.209844994970222,7.065094757814281,NA,-1.7349734900496596,NA,NA,3.6118021250435803,NA,NA
2020-04-03,0.15864006474048103,-1.5001950360321579,NA,0.7726951470585405,NA,NA,-3.5857763291065172,NA,NA
2020-04-04,45.0856658364957,43.579420424098906,NA,58.801430447532944,NA,NA,31.3774707164181,NA,NA
2020-04-05,73.03182719097963,79.69810078394593,NA,59.54540086793504,NA,NA,67.2458371095317,NA,NA
2020-04-06,47.38475099585021,26.158573214491764,NA,NA,NA,NA,69.81467956035667,NA,NA
2020-04-07,59.311454556565465,74.60931660041923,NA,1.8469999240098198,NA,NA,59.80149555316352,NA,NA
2020-04-08,78.02619907841236,60.98206603365202,NA,6.878614543331542,NA,NA,85.26725491839608,NA,NA
2020-04-09,64.15436105555251,50.33604595994489,NA,24.283883915363944,NA,NA,69.34621523348952,NA,NA
2020-04-10,123.61010632426887,77.28016191361058,NA,113.65608345246947,NA,NA,99.21322586718992,NA,NA
2020-04-11,89.00026506442977,96.00002857970534,NA,131.0000734076348,NA,NA,81.99957165074255,NA,NA
