date,total
2020-02-29,5.403921289647265
2020-03-01,5.091972014490007
2020-03-02,6.098208394356238
2020-03-03,3.586616794372163
2020-03-04,2.637171179983279
2020-03-05,4.240110532329803
2020-03-06,4.4984685217549165
2020-03-07,4.535262538824747
2020-03-08,4.33289544494068
2020-03-09,5.375125971940441
2020-03-10,3.940959176153356
2020-03-11,3.1026954829102635
2020-03-12,2.8547358026570584
2020-03-13,0.019996748407516522
2020-03-14,-4.222513393731188
2020-03-15,-5.562295537034795
2020-03-16,-0.452726383946174
2020-03-17,-1.410170697698065
2020-03-18,-1.2973890366796719
2020-03-19,-3.603414063034477
2020-03-20,-5.174358617928975
2020-03-21,-8.464223665933593
2020-03-22,-12.025244622344136
2020-03-23,-6.236585893336252
2020-03-24,-7.90431471052313
2020-03-25,-19.22087456930488
2020-03-26,-22.312371873106933
2020-03-27,-35.51902439136715
2020-03-28,-40.43582488980731
2020-03-29,-46.087705859707775
2020-03-30,-39.12883741389202
2020-03-31,-38.61692065465961
2020-04-01,-43.73048915742973
2020-04-02,-44.23360734736285
2020-04-03,-46.591623919577195
2020-04-04,-48.8992486858046
2020-04-05,-50.92851871419938
2020-04-06,-44.4303753516928
2020-04-07,-46.02211652493112
2020-04-08,-47.693044821863204
2020-04-09,-46.69640688123258
2020-04-10,-64.57829917717015
2020-04-11,-65.99966805397644
