date,GB,Aberdeen City,Aberdeenshire,Angus council,Antrim And Newtownabbey,Ards And North Down,Argyll and Bute Council,Bath and North East Somerset,Bedford,Belfast,Blackburn with Darwen,Blackpool,Blaenau Gwent,Borough of Halton,Bracknell Forest,Bridgend County Borough,Brighton and Hove,Buckinghamshire,Caerphilly County Borough,Cambridgeshire,Cardiff,Carmarthenshire,Causeway Coast and Glens,Central Bedfordshire,Ceredigion,Cheshire East,Cheshire West and Chester,City of Bristol,Clackmannanshire,Conwy Principal Area,Cornwall,County Durham,Cumbria,Darlington,Denbighshire,Derby,Derbyshire,Derry And Strabane,Devon,Dorset,Dumfries and Galloway,Dundee City Council,East Ayrshire Council,East Dunbartonshire Council,East Lothian Council,East Renfrewshire Council,East Riding of Yorkshire,East Sussex,Edinburgh,Essex,Falkirk,Fermanagh And Omagh,Fife,Flintshire,Glasgow City,Gloucestershire,Greater London,Greater Manchester,Gwynedd,Hampshire,Hartlepool,Herefordshire,Hertfordshire,Highland Council,Inverclyde,Isle of Anglesey,Isle of Wight,Kent,Kingston upon Hull,Lancashire,Leicester,Leicestershire,Lincolnshire,Lisburn and Castlereagh,Luton,Medway,Merseyside,Merthyr Tydfil County Borough,Mid And East Antrim,Mid Ulster,Middlesbrough,Midlothian,Milton Keynes,Monmouthshire,Moray,Na h-Eileanan an Iar,Neath Port Talbot Principle Area,Newport,Norfolk,North Ayrshire Council,North East Lincolnshire,North Lanarkshire,North Lincolnshire,North Somerset,North Yorkshire,Northamptonshire,Northumberland,Nottingham,Nottinghamshire,Orkney,Oxfordshire,Pembrokeshire,Perth and Kinross,Peterborough,Plymouth,Portsmouth,Powys,Reading,Redcar and Cleveland,Renfrewshire,Rhondda Cynon Taff,Rutland,Scottish Borders,Shetland Islands,Shropshire,Slough,Somerset,South Ayrshire Council,South Gloucestershire,South Lanarkshire,South Yorkshire,Southampton,Southend-on-Sea,Staffordshire,Stirling,Stockton-on-Tees,Stoke-on-Trent,Suffolk,Surrey,Swansea,Swindon,Thurrock,Torbay,Torfaen Principal Area,Tyne and Wear,Vale of Glamorgan,Warrington,Warwickshire,West Berkshire,West Dunbartonshire Council,West Lothian,West Midlands,West Sussex,West Yorkshire,Wiltshire,Windsor and Maidenhead,Wokingham,Worcestershire,Wrexham Principal Area,York
2020-02-25,3,12,8,10,0,4,24,-1,0,0,0,0,0,0,0,0,2,-6,0,0,-3,-9,0,-7,6,2,-1,-3,0,8,5,-1,11,0,0,2,21,-8,6,7,5,0,0,0,0,0,7,-1,8,3,0,0,12,0,6,6,5,-11,15,3,0,1,8,18,0,12,8,1,6,13,1,-1,3,0,0,11,1,0,0,0,0,0,10,8,12,0,-9,0,9,0,10,0,-4,-1,19,3,13,15,2,0,5,-2,-3,0,-9,-4,7,-4,0,2,6,0,2,0,13,2,2,0,-14,13,2,-9,7,1,20,0,16,7,-3,-4,0,0,6,0,6,-12,-13,-4,7,0,-9,-2,-2,-13,-4,1,0,-2,0,-2
2020-02-26,6,-8,3,2,0,-9,22,14,-9,-4,0,0,0,0,0,0,15,-4,0,5,3,1,-5,-3,7,-5,-6,-4,0,5,5,3,7,0,-10,-12,-1,-2,3,16,9,13,0,0,0,0,10,15,17,2,0,0,14,-11,4,9,11,-13,12,10,0,3,6,17,0,0,15,0,5,8,1,-6,9,0,0,12,-2,0,0,0,0,0,14,10,7,0,-6,0,12,0,13,0,3,9,12,6,13,17,2,0,0,7,3,0,-3,2,7,-8,-7,11,14,0,15,0,6,-4,9,16,-9,10,2,-3,2,-8,27,-2,-11,-2,9,1,0,-2,4,0,8,19,-19,0,5,0,0,2,18,-8,5,7,-7,9,0,5
2020-02-27,8,-1,3,18,0,1,12,10,-15,10,0,4,0,0,0,0,7,-5,0,-3,14,20,0,-12,14,4,-1,41,0,7,35,9,17,0,-6,0,9,-4,20,29,12,8,0,0,0,0,10,2,24,-1,0,0,26,0,11,10,4,2,19,12,0,8,-1,13,0,17,15,-8,-4,17,4,1,6,0,0,-12,1,0,0,0,0,0,9,13,-5,0,0,0,3,-13,0,0,3,27,14,4,19,23,7,0,-1,21,15,0,30,0,10,-2,0,6,26,0,15,0,0,2,13,4,4,5,9,7,-3,0,14,9,-7,-10,1,28,0,2,33,0,9,0,-10,7,3,0,0,3,13,-2,5,-7,-16,9,0,-1
2020-02-28,-13,-18,-10,-12,0,-16,6,-23,-24,-13,0,0,0,0,0,-6,-32,-10,-33,-15,-19,-25,-4,-14,-4,-18,-12,3,0,-9,-11,-10,-9,0,14,-27,-19,-5,-12,-18,-3,-14,0,0,0,0,-14,-16,-11,-11,-4,0,-16,-19,-7,-13,-9,-12,-7,-19,0,-13,-9,14,0,-6,-12,-13,-15,-8,-22,-20,-11,0,0,-3,-6,0,-17,0,-28,0,-7,-27,-10,0,-37,-11,-3,-19,-19,0,-14,-23,-12,-5,-10,-26,-24,0,-13,-18,-7,0,-15,-27,-10,-21,-28,-8,-31,0,-1,0,-20,-7,1,-2,-19,-8,-20,-22,-26,-15,-8,-26,-22,-15,-8,-38,-28,-4,-17,0,-14,-23,-24,-13,-9,0,-9,-15,-20,-29,-14,-14,-31,-21,-12,-26
2020-02-29,-14,2,-1,3,-31,-7,3,-31,-25,-16,0,26,0,-21,-35,-11,-25,-21,-27,-12,-12,-16,-3,-25,-4,-17,-18,8,0,-7,-15,-15,-5,-17,-11,-22,-18,-22,-17,-6,-3,2,0,0,17,0,-17,-19,-3,-23,-6,0,10,-12,-7,-24,-21,-9,-9,-14,0,-20,-19,23,0,-6,-4,-26,-20,3,-6,-9,-4,-52,-10,-19,2,0,-16,0,4,-12,-14,-27,5,0,-40,-20,-18,-6,-19,0,-15,-29,-15,-6,-2,4,-21,0,-15,-3,-14,-23,-4,-16,-24,-28,-22,0,-33,0,-3,0,-23,-15,-13,-7,-25,2,-11,-24,-36,-22,-2,-10,-7,-29,-24,-31,-30,-6,-14,0,-8,-28,-21,-8,-10,0,2,-7,-23,-13,-18,-30,-46,-18,-5,-17
2020-03-01,14,-15,5,-5,-28,5,10,30,0,-7,0,36,0,0,0,30,25,18,-6,19,2,19,-7,9,38,9,6,32,0,25,8,-8,14,0,19,-18,26,-3,3,26,13,-21,0,0,-23,-73,12,19,-16,19,-24,-31,-24,22,-9,-1,24,12,51,23,0,5,29,21,0,19,16,20,12,15,10,-2,27,-43,0,31,22,0,-15,0,-12,-50,11,1,23,NA,-14,14,27,-20,28,0,9,4,10,8,-19,28,7,NA,11,22,-18,0,9,29,8,28,-28,-20,-21,0,0,NA,2,42,8,-15,0,-23,14,-1,21,2,-20,-11,28,30,17,-3,-11,0,4,0,-14,4,22,11,17,0,-17,9,29,-3,8,16,-3,2,19,-15
2020-03-02,14,17,18,14,0,4,26,12,0,-1,0,0,0,0,0,0,32,2,0,12,6,28,0,8,27,14,7,23,0,24,33,12,12,0,16,9,24,-7,25,49,21,4,0,0,0,0,21,16,16,10,0,0,13,0,14,16,15,-3,39,20,0,15,11,26,0,32,29,8,0,14,6,7,17,0,0,10,16,0,0,0,0,0,23,12,26,0,0,0,25,0,25,0,9,22,21,15,27,24,7,0,15,30,19,0,28,29,19,2,0,0,0,0,18,0,9,8,17,0,12,10,12,14,7,13,18,6,11,9,5,45,0,0,40,0,8,0,4,5,10,0,0,14,16,-1,13,13,0,12,0,8
2020-03-03,11,14,29,0,0,10,39,14,0,11,0,0,0,0,0,0,24,4,0,7,12,19,0,-1,34,-4,13,26,0,25,43,6,18,0,17,0,19,13,30,35,9,0,0,0,0,0,22,18,18,3,0,0,42,0,12,8,3,-6,35,15,0,14,12,24,0,0,26,13,2,22,-7,-1,14,0,0,16,-5,0,0,0,0,0,7,16,0,0,23,0,20,0,34,0,0,36,26,7,24,11,3,0,9,27,6,0,29,16,24,0,0,0,0,0,23,0,4,0,25,0,8,22,13,2,8,7,43,0,-4,8,2,33,0,0,40,0,10,26,-7,7,4,0,0,4,12,-5,10,3,0,4,0,17
2020-03-04,2,10,29,18,0,3,37,-11,-13,18,0,0,0,0,0,-7,-14,-8,-22,3,-17,-16,0,-7,16,7,-5,-24,0,17,-7,17,17,0,4,0,11,22,-12,-16,15,15,0,0,0,0,22,-1,20,2,0,0,29,0,26,0,-7,0,20,-6,0,2,-2,35,0,11,-7,0,10,22,-7,-9,22,0,0,8,-6,0,0,0,0,0,-1,-8,17,0,-31,0,25,0,28,0,8,-13,21,5,27,17,11,0,-8,-4,10,0,-19,-21,1,-12,0,0,-14,0,27,0,-6,-18,-4,0,-23,22,14,-19,2,0,35,10,9,7,-5,-28,0,0,-23,0,19,-21,-8,0,-4,0,0,-5,-8,-1,-16,-13,-20,-4,0,-1
2020-03-05,1,20,36,25,0,12,18,-8,-23,11,0,0,0,0,0,0,-31,-8,0,-12,-3,12,0,-18,33,21,12,-3,0,29,24,21,37,0,13,0,13,11,1,-6,26,10,0,0,0,0,29,-18,24,-13,0,0,32,0,9,4,-21,10,49,-12,0,7,1,30,0,47,-14,-17,0,38,-6,-3,16,0,0,-33,10,0,0,0,0,0,4,4,19,0,22,6,9,0,10,0,5,2,26,0,44,7,-6,0,-5,30,15,0,14,-27,8,-21,0,12,6,0,17,0,3,-13,-2,31,-12,33,12,-18,-25,15,19,11,9,-12,-17,22,0,-2,-10,0,19,25,6,2,-1,0,0,1,-17,4,-10,-18,-26,1,16,7
2020-03-06,22,4,35,24,0,3,31,28,0,1,0,0,0,0,0,0,34,6,15,18,10,11,21,22,52,38,23,26,0,36,10,23,32,0,37,28,29,11,20,47,26,7,0,0,0,0,53,33,8,28,0,0,21,0,5,24,14,23,63,23,0,22,28,35,0,38,32,30,21,47,16,12,45,0,0,35,23,0,15,0,0,0,32,12,25,0,10,8,36,0,53,0,20,23,38,19,38,43,20,0,22,34,22,0,-1,25,20,14,0,20,0,0,28,0,20,2,29,50,13,15,23,10,28,29,17,23,29,25,36,13,0,29,30,0,17,65,22,30,13,0,0,20,23,10,12,18,-4,31,22,3
2020-03-07,7,-15,15,0,0,19,4,4,6,-5,0,75,0,2,-8,33,-3,13,-2,16,-3,-7,18,-3,26,9,6,11,0,21,16,6,8,-4,16,7,18,16,10,24,2,-12,0,0,38,0,60,9,0,15,-22,0,3,47,-12,6,-6,1,29,9,0,3,6,17,0,12,11,4,19,27,3,12,46,-41,10,12,-7,0,4,0,8,-21,4,0,31,0,-15,-8,21,-10,45,0,18,4,21,3,21,45,12,0,9,31,-13,0,25,-1,0,5,-1,-19,-18,0,8,0,6,0,24,19,-2,0,12,1,3,10,-17,7,19,17,-1,-11,0,0,11,0,4,25,6,9,3,0,-2,13,-2,14,5,0,-7,3,20,2
2020-03-08,15,21,45,28,4,10,38,8,-1,-2,0,72,0,0,-2,67,19,4,-19,80,15,5,5,3,55,3,24,24,0,30,15,20,39,0,25,32,28,-6,8,12,33,14,0,0,21,-46,42,13,29,9,9,10,24,37,9,10,-2,15,61,3,0,12,20,40,0,35,18,7,9,54,16,17,55,-38,0,7,9,0,27,0,6,2,13,-1,29,NA,-1,4,37,16,55,0,15,17,44,6,27,43,16,NA,9,28,11,0,-4,15,10,-1,16,0,-18,0,17,NA,13,0,13,47,2,13,14,-21,14,23,15,44,11,27,-2,-1,4,0,7,0,15,34,34,18,5,0,0,23,15,11,7,-7,-12,13,25,-10
2020-03-09,4,-2,35,6,0,-20,15,-1,0,-19,0,0,0,0,0,0,12,4,0,-2,-12,0,0,-2,21,-10,-5,1,0,0,17,8,9,0,2,-4,13,-11,16,32,18,-4,0,0,0,0,17,20,19,14,0,0,5,0,2,9,3,-13,24,11,0,5,4,27,0,-2,20,16,0,5,30,-7,19,0,0,13,-16,0,0,0,0,0,11,-4,20,0,0,0,22,0,11,0,6,-3,16,1,33,7,2,0,5,13,15,0,6,10,9,2,0,0,0,0,12,0,1,-6,10,0,1,12,0,-1,16,-7,14,-7,-13,9,5,6,0,0,28,0,4,14,-11,-10,9,0,0,-3,12,-10,12,11,0,-3,0,8
2020-03-10,4,14,30,10,0,4,30,-1,0,11,0,0,0,0,0,0,-13,-5,-12,3,-10,-11,0,1,23,-1,7,-7,0,19,21,3,12,0,15,-14,16,2,16,16,11,9,0,0,0,0,19,-3,-7,5,0,0,6,0,0,14,-3,-6,21,3,0,9,7,19,0,0,6,7,8,15,-1,4,22,0,0,3,-7,0,0,0,0,0,4,-4,20,0,-15,0,26,0,28,0,3,4,20,10,17,7,4,0,3,9,-11,0,-9,-4,5,2,0,6,-6,0,14,0,7,-7,15,0,-6,3,5,-7,11,0,16,-2,0,13,-5,-11,0,0,15,0,5,-17,0,2,3,0,0,2,-4,-15,-1,6,0,4,0,8
2020-03-11,10,-8,21,6,0,-18,24,20,2,-9,0,0,0,0,0,0,5,13,0,18,5,-1,0,10,23,5,5,3,0,19,25,-1,2,0,-1,-5,11,0,16,21,1,8,0,0,0,0,29,12,-2,16,0,0,-7,0,-4,24,9,-7,23,12,0,12,11,17,0,6,14,21,4,11,0,5,29,0,0,20,4,0,0,0,0,0,14,10,6,0,-12,0,36,0,46,0,3,17,20,10,11,24,6,0,11,17,-8,0,3,2,4,10,-7,2,0,0,9,0,6,4,21,16,3,0,9,-7,24,8,13,-2,-4,25,10,-12,0,0,10,0,-3,26,31,9,6,0,0,8,13,-7,10,18,0,10,4,3
2020-03-12,5,-7,9,2,0,-14,0,-3,-6,-18,0,-13,0,0,0,0,18,7,0,3,-11,12,-7,0,23,11,1,-2,0,18,32,-2,9,0,6,-5,10,-21,20,30,8,-8,0,0,0,0,15,19,-6,11,-16,0,-6,0,-6,19,-3,-3,40,13,0,2,-9,14,0,24,24,14,0,19,-2,0,28,0,0,12,10,0,-24,0,0,0,15,4,5,0,8,-2,20,-20,19,0,-4,11,16,12,20,11,1,0,7,24,-8,0,7,0,2,-6,0,-12,2,0,6,0,-2,0,11,2,-6,-6,6,3,13,7,-8,-12,-7,8,7,14,0,0,24,0,-6,14,6,12,-3,0,0,1,14,-8,0,1,0,10,10,0
2020-03-13,12,-8,15,15,0,2,41,12,0,-6,0,0,0,0,0,0,9,3,2,8,4,27,0,4,69,18,8,12,0,43,15,3,37,0,34,12,16,-18,33,42,25,11,0,0,0,0,41,30,-6,23,0,0,23,0,2,25,-4,7,84,16,0,20,0,41,0,50,25,18,1,42,0,5,63,0,0,34,11,0,17,0,-14,0,8,15,17,0,19,0,38,0,42,0,4,17,37,10,33,-4,13,0,11,42,19,0,5,14,28,7,-4,0,-4,0,15,0,11,-3,32,0,9,13,12,-1,10,9,33,-7,14,17,15,23,0,-2,26,0,-2,56,4,13,9,0,0,-2,14,-4,6,6,10,12,12,-8
2020-03-14,1,-34,-6,-6,0,-23,6,-4,-15,-29,0,88,0,-11,-12,45,-4,4,-10,7,-2,0,28,-3,44,-1,0,3,0,31,13,7,26,-19,26,-3,13,-26,17,30,6,-10,0,0,50,0,34,5,-15,-2,-7,-19,13,0,-29,7,-17,-14,41,11,0,5,-15,26,0,22,22,-9,-11,20,-3,-1,62,-37,-4,-4,2,0,-7,0,-2,-2,2,5,29,0,-6,-3,15,8,29,0,-13,4,20,0,30,15,2,0,2,42,-11,0,4,11,12,-3,7,-14,-22,0,27,0,1,-6,27,38,5,7,-1,-23,-12,19,-3,5,0,-10,-9,-14,-4,0,9,0,1,44,-11,6,6,0,0,3,1,0,4,-12,1,3,8,-13
2020-03-15,-1,-22,4,33,9,3,46,18,-38,-2,0,0,0,24,-17,51,6,-20,-30,-20,-12,13,29,-22,56,-6,2,-9,0,39,28,15,40,0,28,-39,-2,-32,1,-11,26,22,0,0,37,-41,32,13,-1,3,24,2,30,0,-1,-22,-21,0,79,-10,0,0,-23,25,0,59,5,3,7,33,-24,-28,29,-15,-24,-3,14,0,23,0,-2,12,-23,-19,-2,NA,-6,-16,14,22,15,0,-3,-20,42,-19,33,-22,-20,NA,-29,46,32,-12,-7,1,9,-27,7,0,-18,0,18,NA,0,-22,-9,57,-25,21,2,-32,-5,-9,35,10,-8,7,-11,1,-32,6,-1,0,1,13,15,-28,-14,0,0,-17,6,6,-20,-33,-29,-25,5,-11
2020-03-16,29,-14,16,14,0,-10,24,36,0,-11,0,0,0,0,0,0,66,21,0,18,15,52,0,22,69,24,14,48,0,50,93,15,33,0,29,11,45,-35,71,111,29,-10,0,0,0,0,42,46,-5,27,0,0,9,0,-11,32,26,8,95,46,0,19,10,24,0,0,65,34,3,37,14,21,41,0,0,36,18,0,0,0,0,0,38,26,12,0,0,0,43,0,48,0,6,45,47,21,64,43,13,0,32,61,20,0,76,64,44,0,0,0,0,0,14,0,23,0,51,0,32,24,18,40,51,22,16,9,22,21,30,85,0,0,105,0,15,0,0,21,18,0,0,22,58,17,26,27,0,31,0,10
2020-03-17,6,-10,18,12,0,-4,19,1,0,-30,0,0,0,0,0,0,16,4,-26,7,-21,-14,0,-1,31,21,8,6,0,35,46,0,20,0,13,5,34,-49,29,30,0,4,0,0,0,0,34,21,-18,9,0,0,12,0,-25,4,-8,-2,45,8,0,6,1,13,0,0,30,21,14,29,-7,1,29,0,0,16,0,0,0,0,0,0,-4,-8,16,0,-34,-12,38,0,48,0,7,12,37,7,36,10,-2,0,-1,8,-3,0,-3,3,6,-10,0,0,-18,0,14,0,6,-2,23,0,4,0,15,-3,25,6,17,-4,10,18,-1,-19,0,0,35,0,11,8,0,1,-8,0,-2,-4,14,5,-4,-11,0,1,0,-1
