date,total,Alytus County,Kaunas County,Klaipėda County,Marijampolė County,Panevėžys County,Tauragė County,Telšiai County,Utena County
2020-02-29,15.92178108631174,12.571275245800138,19.636130271361857,11.415757496649869,NA,3.817937482312272,NA,NA,NA
2020-03-01,30.872802055796722,17.97225964982029,27.799377545361647,136.00988817669815,NA,25.984682370797685,NA,NA,NA
2020-03-02,24.578889935100342,14.534199860848064,37.47827977440961,12.312008398416417,NA,21.587511429727353,NA,NA,NA
2020-03-03,15.543669609816984,20.892578014442005,22.70650345349553,9.668068238205102,NA,24.297977631258014,NA,NA,NA
2020-03-04,9.313050062359938,11.369986775664538,14.277625929641932,-5.929557827751235,NA,7.262548416454896,NA,NA,NA
2020-03-05,19.511374168599986,18.571299314358082,29.687110166565333,14.18841454168936,NA,20.826425606010364,NA,NA,NA
2020-03-06,47.250782858314096,25.851770665865548,35.285853631314794,35.33993582337988,NA,29.09830275707856,NA,NA,NA
2020-03-07,21.5276947160818,10.857593919747396,-3.0000592924664855,26.63676749218303,NA,-2.863453111734204,NA,NA,NA
2020-03-08,59.23198477437398,19.409954844710985,26.272003608702278,256.83690469410857,NA,44.54516977851032,NA,NA,NA
2020-03-09,30.802933630792257,27.85748382838046,35.04463792648432,47.60713167670797,NA,29.29747439489072,NA,NA,NA
2020-03-10,41.280731437050164,41.78515602888401,46.32220456365977,52.73578444330613,NA,33.40887733388274,NA,NA,NA
2020-03-11,45.465439104082336,46.618122465279946,29.001549742310292,100.80057615495872,NA,17.430885944951893,NA,NA,NA
2020-03-12,-9.93446805416436,-8.25391080638137,-21.769961506400684,-12.837363980196596,NA,-9.111861884449903,NA,NA,NA
2020-03-13,8.575732683195167,27.63391366786546,7.507960885573678,-9.139852281206519,NA,-11.85504226803667,NA,NA,NA
2020-03-14,-15.206657206854267,-9.14284288000798,-28.091375503840645,-25.875907684087593,NA,-15.272712111074267,NA,NA,NA
2020-03-15,52.735865211899956,31.63143371496852,47.656215303734385,58.199101110457526,NA,47.019901432872004,NA,NA,NA
2020-03-16,5.16944146885981,13.323283967532394,1.9473041110606029,-31.190484839881996,NA,-1.542377465762745,NA,NA,NA
2020-03-17,49.65836658582091,55.713897943074244,48.13864671339533,33.39869450848979,NA,34.92816243584118,NA,NA,NA
2020-03-18,41.96051011327009,80.72915250596024,50.863309937998686,-14.82341784017502,NA,7.262548416454896,NA,NA,NA
2020-03-19,30.78813796432073,33.01564322552548,19.79140677771022,43.91629418656084,NA,23.430089624946103,NA,NA,NA
2020-03-20,25.39840546132919,40.11426325029826,14.26395378442887,9.139852281206519,NA,1.0776436442010446,NA,NA,NA
2020-03-21,-0.4767492529716473,5.143183405531573,-10.909395298223668,-20.92936547306116,NA,-6.6813905940464755,NA,NA,NA
2020-03-22,7.0550669625097395,5.031933182117413,-10.691617556615588,22.773354030525528,NA,6.186829135904211,NA,NA,NA
2020-03-23,25.84556338135777,35.12404890196115,12.655523558292053,26.265872172196655,NA,26.21368164519041,NA,NA,NA
2020-03-24,28.361648662989168,40.62451667884205,15.894845391987149,27.246980872109187,NA,27.33462347152453,NA,NA,NA
2020-03-25,38.355299383039664,48.89233376315019,23.200653844767675,11.85911565550247,NA,26.14632891742784,NA,NA,NA
2020-03-26,37.05328073354469,52.61921624752456,17.02084420846301,24.322723940494292,NA,20.826425606010364,NA,NA,NA
2020-03-27,43.704754793969805,55.2688970494176,28.152900157299428,32.293636215779756,NA,16.165616844840844,NA,NA,NA
2020-03-28,63.33038438698886,65.71465119979527,38.72732789780304,9.894037880459008,NA,33.40887733388274,NA,NA,NA
2020-03-29,-29.057044987151265,NA,-48.57224903300963,-43.01718290957589,NA,-32.1715115067019,NA,NA,NA
2020-03-30,3.1646286619669692,15.745115754163734,0.4863377368646842,-19.699404129147496,NA,10.793755714863677,NA,NA,NA
2020-03-31,7.368241902823874,22.05321736448397,-2.2705526871694595,2.6363124929622392,NA,9.111861884449903,NA,NA,NA
2020-04-01,-19.72837727684915,2.2742112978702425,-31.678360458667925,-34.83555632653467,NA,-26.14632891742784,NA,NA,NA
2020-04-02,-20.94326589045621,4.126955403190685,-34.040711835125094,-37.160087920690884,NA,-26.03279146205666,NA,NA,NA
2020-04-03,-11.132095056887964,-0.8910715009999586,-22.14692208156086,-33.51215605881981,NA,-23.71008453607334,NA,NA,NA
2020-04-04,3.339710715213453,3.9996594744764047,-6.545051229853641,-29.681160182970885,NA,-7.636837146449723,NA,NA,NA
2020-04-05,64.81981481178994,73.32673379417187,43.99012722303153,78.4429299895079,NA,47.019901432872004,NA,NA,NA
2020-04-06,76.48044395429991,84.78229766477038,64.24834010158777,79.61949766267801,NA,60.136364073719,NA,NA,NA
2020-04-07,89.72749733514658,109.10758689975124,75.38723212303071,68.55651977629796,NA,62.262785907365696,NA,NA,NA
2020-04-08,77.21118548169957,94.37335057949501,59.78731443492536,50.400764806682425,NA,56.65037932109366,NA,NA,NA
2020-04-09,17.81069450584423,46.42878314273854,NA,-3.3781031329349775,NA,2.6036640189357376,NA,NA,NA
2020-04-10,22.594626664973518,44.571760182671404,7.882968297131988,-5.484292752086365,NA,2.1552872884020893,NA,NA,NA
2020-04-11,-12.999636958183796,-3.9996594744764047,-21.0004150472654,-43.00002065826546,NA,-20.999618334542674,NA,NA,NA
