date,total,Harju County,Ida-Viru County,Lääne-Viru County,Pärnu County
2020-02-29,14.499689731175073,9.333579199704923,NA,NA,NA
2020-03-01,-4.104992490111224,-5.1617186059376525,NA,NA,NA
2020-03-02,13.029573555652112,8.940438871473319,NA,NA,NA
2020-03-03,-3.3848874041350405,-9.76950027659963,NA,NA,NA
2020-03-04,-6.717045801974558,-7.317720818734988,NA,NA,NA
2020-03-05,2.542797303594586,3.621611654066001,NA,NA,NA
2020-03-06,21.350525549123347,17.7304075235109,NA,NA,NA
2020-03-07,17.750000119242433,17.333579199704893,NA,NA,NA
2020-03-08,89.55588869243032,78.81836621796023,NA,NA,NA
2020-03-09,16.938603022366536,8.940438871473319,NA,NA,NA
2020-03-10,-0.8460251010102693,-5.808593029688342,NA,NA,NA
2020-03-11,-9.534506138362245,-9.287848054582298,NA,NA,NA
2020-03-12,-4.498492537092744,-2.586760095887875,NA,NA,NA
2020-03-13,-11.167531333335555,-10.13166144200623,NA,NA,NA
2020-03-14,-4.374933522340546,-3.833302600036865,NA,NA,NA
2020-03-15,49.719517936209094,35.53752535496943,NA,NA,NA
2020-03-16,-21.064844515014762,-18.999078001106323,NA,NA,NA
2020-03-17,20.09840839962815,9.24137931034479,NA,NA,NA
2020-03-18,-26.652545182152355,-25.892679328784702,NA,NA,NA
2020-03-19,50.84965007114002,37.51134058639115,NA,NA,NA
2020-03-20,18.72273223538075,11.820763415083855,NA,NA,NA
2020-03-21,13.124800567021639,2.33302600036879,NA,NA,NA
2020-03-22,73.59159178639003,56.97953162456182,NA,NA,NA
2020-03-23,26.277146137331986,13.411027106767417,NA,NA,NA
2020-03-24,12.059202439795682,-0.5281209662548384,NA,NA,NA
2020-03-25,13.001241552269441,2.5329153605015575,NA,NA,NA
2020-03-26,23.077990755372223,12.417481099022632,NA,NA,NA
2020-03-27,7.39071788240692,-8.021390374331519,NA,NA,NA
2020-03-28,27.375011268410425,13.666973999631146,NA,NA,NA
2020-03-29,3.497428417571755,1.1912225705329107,NA,NA,NA
2020-03-30,-8.46969501123025,-17.880877742946637,NA,NA,NA
2020-03-31,-11.001474313509354,-22.17886778535857,NA,NA,NA
2020-04-01,4.334009517454468,-2.2518900977318737,NA,NA,NA
2020-04-02,-14.47293172798033,-13.452332657200758,NA,NA,NA
2020-04-03,-38.922663647130136,-33.350543979347094,NA,NA,NA
2020-04-04,7.124711850647413,4.333394799926223,NA,NA,NA
2020-04-05,47.7433607002679,31.9638576433707,NA,NA,NA
2020-04-06,37.7862355114475,27.3804167434998,NA,NA,NA
2020-04-07,50.35069201156745,24.55467453439046,NA,NA,NA
2020-04-08,60.45498621795893,38.839018993177056,NA,NA,NA
2020-04-09,12.321273471085375,3.880508943389253,NA,NA,NA
2020-04-10,41.714939980511005,19.208556149732544,NA,NA,NA
2020-04-11,10.999900313321428,1.0001843997787163,NA,NA,NA
