date,total,County Carlow,County Cavan,County Clare,County Cork,County Donegal,County Dublin,County Galway,County Kerry,County Limerick,County Longford,County Louth,County Mayo,County Offaly,County Roscommon,County Sligo,County Tipperary,County Waterford,County Westmeath
2020-02-29,-9.324544706673413,NA,NA,-3.4872071313904973,-8.892701961156098,-11.529129492175626,-5.561975460745786,-36.67895446225909,1.5337502854799785,-9.800044071747834,NA,4.808333214404049,-7.79067763746914,NA,NA,-20.71391299921093,-8.511805100862006,-11.960591837987767,-13.813880096656149
2020-03-01,1.9761530779422678,NA,NA,16.7032928178532,12.009168895217584,7.232316389229323,0.7136920133434856,-12.830205291450097,9.8263352663003,7.332379615122723,NA,15.511153258555755,17.672144161671213,NA,NA,4.142591696999006,-5.1217802589192365,-8.908973107690011,7.001280143282011
2020-03-02,1.4803036701978942,NA,NA,10.573250186065525,5.583789603516619,6.119211728479404,1.6347404900232543,-0.4620215876338399,22.14800474628231,5.522186469640187,NA,6.804714155282088,8.79873656500109,NA,NA,NA,-6.626309253232685,-8.727896418509319,4.60494595470587
2020-03-03,2.042963955933798,NA,NA,22.362013883866066,4.734540395985886,-1.4625011494587281,0.4706509493400283,0.928835930326122,20.620952060302244,14.909998892021415,NA,6.186103777529171,1.8131658202711416,NA,NA,-1.9491180288645094,-2.7218824672187374,-13.169040479467325,-1.5113570541859116
2020-03-04,0.6825978859857609,NA,NA,13.516624741562017,-1.654456178819739,4.201349581441163,-0.9509463853468606,3.8898000054317885,-1.634214277978667,8.333377300737473,NA,6.7215316160788365,NA,NA,NA,13.9196808104462,NA,-8.727896418509319,NA
2020-03-05,0.246314803197692,NA,NA,10.95584117366815,3.333805795515238,NA,-0.6490739526758998,0.8684472165897489,-1.5098302872660052,1.6851877147718284,NA,5.181220459108281,NA,NA,NA,NA,-3.9759789361291116,-2.1576717068688684,5.868241236373308
2020-03-06,-0.14730591171626678,NA,NA,5.923958708290998,-1.4802021136894192,6.2939099728338075,-0.6664340286761467,1.2585774783469539,-4.92177883250718,7.323791455760919,NA,8.163362295601864,-2.099404775002436,NA,NA,9.943174587013514,-8.198522713871286,-13.933374714851086,NA
2020-03-07,-3.7695824293293847,NA,NA,5.230333650966541,-9.938226351938017,4.323542888967741,-2.979181931375712,-8.660508390605276,-4.600294056511377,4.900022035873917,NA,10.303161407519992,9.349196093330502,NA,NA,10.357433756713416,NA,-13.156651021786542,NA
2020-03-08,-3.686672544592907,NA,NA,9.18695416365502,-4.477946497881898,7.232316389229323,-4.492401889397239,-12.272328602647411,1.403625495195963,-4.888571156724845,NA,2.4486262402244523,10.098778372777335,NA,NA,-2.071295848499503,-8.53597812454956,-7.6366711073941005,1.749841152089772
2020-03-09,-6.098303754985996,NA,NA,3.524416728688508,-4.342947469401815,6.119211728479404,-5.730753977414854,-11.094269409282287,-1.5815902819079255,-4.908610195235722,NA,-1.8558311332587514,-1.4666156476533205,NA,NA,4.058594445999948,-14.578267125490907,-14.182116903672984,-4.60494595470587
2020-03-10,-3.0572013808654717,NA,NA,6.62521650352274,-4.5823074489764295,4.387503448376184,-4.7663053107344675,-3.715343721304488,-5.155238015075561,2.484840775348721,NA,NA,3.626331640542283,NA,NA,-3.899190571944917,-13.611346177988692,-18.23442260049561,NA
2020-03-11,-8.967146756935586,NA,NA,0.7947588345959739,-10.229288087100747,-4.201349581441163,-10.605077538817525,-14.696504111207538,-4.901686034007443,-7.142485869233939,NA,-4.276729860415453,NA,NA,NA,-3.977460737648585,-11.772262535839477,-8.727896418509319,-6.0463859842051075
2020-03-12,-14.31845659895603,NA,NA,1.5647112709932738,-11.161834567523448,-2.7245289037566645,-17.424694060914533,-13.45805620410604,-7.550108236258584,-9.547170490539152,NA,-2.8788807533447196,NA,NA,NA,-10.847099549469288,-10.602288189361795,-8.632592897887903,-1.4672997509586925
