date,total,Flacq District,Grand Port District,Moka District,Pamplemousses District,Plaines Wilhems District,Port Louis District,Savanne District
2020-02-29,-14.035732490902758,NA,NA,NA,NA,NA,NA,NA
2020-03-01,-2.2294249404881037,NA,NA,NA,NA,NA,NA,NA
2020-03-02,-15.162002580609474,NA,NA,NA,NA,NA,NA,NA
2020-03-03,-2.3378274402758694,NA,NA,NA,NA,NA,NA,NA
2020-03-04,-0.818598288838499,NA,NA,NA,NA,NA,NA,NA
2020-03-05,-2.3912316129654307,NA,NA,NA,NA,NA,NA,NA
2020-03-06,-9.318629595726284,NA,NA,NA,NA,NA,NA,NA
2020-03-07,-29.803513746796806,NA,NA,NA,NA,NA,NA,NA
2020-03-08,-24.351505669235625,NA,NA,NA,NA,NA,NA,NA
2020-03-09,-23.013213043179306,NA,NA,NA,NA,NA,NA,NA
2020-03-10,-13.148585562492581,NA,NA,NA,NA,NA,NA,NA
2020-03-11,1.3645961737989392,NA,NA,NA,NA,NA,NA,NA
2020-03-12,-15.144466882114395,NA,NA,NA,NA,NA,NA,NA
2020-03-13,-41.09650357762821,NA,NA,NA,NA,NA,NA,NA
2020-03-14,-30.323208084014627,NA,NA,NA,NA,NA,NA,NA
2020-03-15,-14.748319511566455,NA,NA,NA,NA,NA,NA,NA
2020-03-16,-19.764326358363608,NA,NA,NA,NA,NA,NA,NA
2020-03-17,-15.193885668782348,NA,NA,NA,NA,NA,NA,NA
2020-03-18,-8.189171197202278,NA,NA,NA,NA,NA,NA,NA
2020-03-19,-25.50647053829793,NA,NA,NA,NA,NA,NA,NA
2020-03-20,-67.61765339702781,NA,NA,NA,NA,NA,NA,NA
2020-03-21,-82.30698919547444,NA,NA,NA,NA,NA,NA,NA
2020-03-22,-87.28712756807712,NA,NA,NA,NA,NA,NA,NA
2020-03-23,-82.84820461720896,NA,NA,NA,NA,NA,NA,NA
2020-03-24,-82.39546476515417,NA,NA,NA,NA,NA,NA,NA
2020-03-25,-87.35089374442286,NA,NA,NA,NA,NA,NA,NA
2020-03-26,-84.22475694907273,NA,NA,NA,NA,NA,NA,NA
2020-03-27,-83.86527512992359,NA,NA,NA,NA,NA,NA,NA
2020-03-28,-87.33176389151915,NA,NA,NA,NA,NA,NA,NA
2020-03-29,-87.45929624421063,NA,NA,NA,NA,NA,NA,NA
2020-03-30,-81.76577377373994,NA,NA,NA,NA,NA,NA,NA
2020-03-31,-78.88991922054686,NA,NA,NA,NA,NA,NA,NA
2020-04-01,-80.25371831714148,NA,NA,NA,NA,NA,NA,NA
2020-04-02,-76.78483832393295,NA,NA,NA,NA,NA,NA,NA
2020-04-03,-80.7590652646815,NA,NA,NA,NA,NA,NA,NA
2020-04-04,-83.69310645379008,NA,NA,NA,NA,NA,NA,NA
2020-04-05,-87.9734110409982,NA,NA,NA,NA,NA,NA,NA
2020-04-06,-77.16265291878149,NA,NA,NA,NA,NA,NA,NA
2020-04-07,-75.3835765987352,NA,NA,NA,NA,NA,NA,NA
2020-04-08,-77.25112848846122,NA,NA,NA,NA,NA,NA,NA
2020-04-09,-76.51941161489378,NA,NA,NA,NA,NA,NA,NA
2020-04-10,-78.3694278061247,NA,NA,NA,NA,NA,NA,NA
2020-04-11,-82.9996492860301,NA,NA,NA,NA,NA,NA,NA
