date,total,Al Madinah Province,Al Qassim,Aseer Province,Eastern Province,Hail Province,Jazan,Makkah Province,Najran,Northern Borders Province,Riyadh Province,Tabuk Province
2020-02-29,-2.188967008366637,-0.20598158050356535,-5.176590641216218,12.868909538709643,1.2197316123122794,7.161704062509563,-16.014566420711333,-13.565419053918898,7.742108723409086,NA,8.892235979945127,4.145905960473491
2020-03-01,1.6911470890964184,-3.390995832308695,-1.6003853767756335,5.372939097833024,2.8533690146960455,NA,-12.501912353575555,-5.231329737443224,7.062874674668715,NA,9.809079983054223,2.1849001616648005
2020-03-02,-0.41698420890640514,-0.7594367617631452,5.830727811974899,5.48839383603899,-4.114204435260228,-6.1702315914900945,-10.083030426385612,-4.072131049997249,13.547965620821442,NA,2.46186041420612,3.723208844391696
2020-03-03,-0.36896299482889205,-2.8423533047991985,3.041785731082832,4.092441092275943,1.2283347349696545,-7.161704062509563,-12.896831851892282,-12.050655681794982,9.494783779475988,NA,7.507379556838919,2.337379943265083
2020-03-04,1.7231612318147604,-5.869512513601596,12.545450658518266,7.078043371998823,-1.1518625335707655,NA,-15.407668074033422,-7.799296904561697,-1.7652355719042057,NA,9.978830389487602,14.361086265783523
2020-03-05,-1.7679810316204394,-3.1465130218044637,13.332713842066783,18.272382121026887,-0.0611777611191112,NA,-26.12566710555573,-12.509324489130213,12.387567196159727,NA,15.115458507324757,22.45795568114027
2020-03-06,-0.6322793186872554,-5.194778457839917,-1.4777945160770811,29.991515134627527,3.679268789804047,-1.1522257745731113,-22.90726678226379,-17.599006506661087,21.122922864241787,NA,6.346938925288703,-10.490222949335857
2020-03-07,-9.015182589485118,-7.220905686624987,-2.3531698807526817,12.321215160773901,-0.6098658061561397,NA,-20.52613451300118,-19.548348937835822,6.193300501316891,NA,-5.835769622300054,9.32732334915649
2020-03-08,-1.722360878246802,-10.65617793343445,1.6003853767756335,5.103862765815814,-3.061755763508018,-1.4121263252287002,-13.859932099012727,-7.2539050034025765,10.594312012003074,NA,5.059904770296645,4.370765385238464
2020-03-09,0.3825690054841874,-12.912350011473501,15.547969004533595,5.792774509491083,-1.1423035083959043,-1.5430391951885525,-3.360687495479586,-8.943078153105647,5.806823090938301,NA,5.921124346438872,22.339253066350178
2020-03-10,3.7392518695023504,-5.943627381352878,12.16618518323212,8.477812801322397,6.141673674848272,NA,-3.8107795707670302,-11.184388333487474,9.494783779475988,NA,12.530840737053822,18.70289979375611
2020-03-11,3.5935875201338945,-13.205921890228584,16.72694829765795,15.336396753590872,2.015998409378211,-2.906073194182308,-9.460645040558026,-7.508292745285982,7.062874674668715,NA,10.599330462721477,35.902233133504375
2020-03-12,-11.764397095422742,-19.71744241409129,-7.355451641913145,14.950911511977562,-5.3826870759642995,-11.28064649308462,-28.448722978007055,-31.896753908426152,12.387567196159727,NA,6.301863958608653,28.87465231316733
2020-03-13,-16.934681144434983,-22.165158111383658,-23.647585480530918,12.145647624989621,-14.176034334319047,-35.72862495808702,-32.27886134771118,-23.84981439150069,3.727574623101492,NA,-16.573202110594448,-19.231753719812787
2020-03-14,-13.678042476411637,-27.025938398967796,-2.3531698807526817,6.023683985903015,-13.049025266202921,-11.459689094647358,-23.68452255958813,-29.658334497838457,7.742108723409086,NA,2.5932491468692436,10.363799839274865
2020-03-15,-8.286860842642836,-18.64807075082278,1.066923584517089,1.0743969852885784,-6.819408559745926,-8.473720546004259,-16.305916344714603,-18.066347623378707,-3.5314373373343577,NA,-1.8068348345790142,-2.1849001616648005
2020-03-16,-19.032407846054344,-35.700265518117945,-7.7739845022667975,-6.707824872627626,-18.43649185475465,-21.596773164847388,-29.94225431600389,-32.100071383946606,-13.547965620821442,NA,-10.493835859853277,-14.892835377566785
2020-03-17,-24.634082468196244,-36.43563901113067,-15.816136512311676,-15.785811478343021,-22.11002522945378,-35.81044550181193,-32.53439749368083,-40.698184341619445,-13.292890529971572,NA,-14.493999392246625,-21.04027973702119
2020-03-18,-29.50263322208811,-43.03956248699498,-16.12931785175251,-19.760889489632735,-29.66356692262904,-30.517137620126434,-38.11457128729829,-43.22568073162011,-17.65718668667179,NA,-20.8591601125762,-19.147793333741745
