date,total,Al Madinah Province,Al Qassim,Aseer Province,Eastern Province,Hail Province,Jazan,Makkah Province,Najran,Northern Borders Province,Riyadh Province,Tabuk Province
2020-02-29,5.945391793935277,-3.279425935061145,4.635457307450498,13.723131099086839,7.010132117404149,13.521419734863715,-0.30837191923682694,0.6891293206028108,11.931423212533069,19.00032,11.370942749403692,23.625038756574263
2020-03-01,4.952515320031249,-1.7041474360493691,2.1560266546281386,8.141030085478254,7.707933690107019,2.26832488786525,NA,0.16203593983745207,8.34864693908667,10.344959999999999,10.12432934412987,13.712075974368986
2020-03-02,2.662174768674945,-7.025280485519549,1.7613967758792382,9.977492843796375,4.127442775220185,1.8522358039246598,-7.675244640146055,-2.586856121875558,4.679182650225568,12.675839999999999,8.124414790214649,16.956970154566964
2020-03-03,3.1732490333299266,-10.461464903693589,1.7450340735896495,11.259287916226535,6.106980291088579,3.155588135417052,-9.37318204821386,-1.984463686715148,2.77303140218631,10.731839999999998,9.311983099134784,13.915547989251511
2020-03-04,2.2539482662570336,-7.22050730804665,2.84229763889147,9.841389512469245,4.9848530758495135,2.0745434468810977,-9.692905081042225,-1.9148835478437716,10.54244478372927,13.401599999999998,7.6987186923098365,16.682767391653844
2020-03-05,2.646352036023088,-7.422466089971237,2.5198561525966365,10.967504747011526,5.368303312453323,5.849838728592646,-3.8489734336645665,-2.112186133410552,10.226230545682446,12.381119999999997,6.3016355253604885,12.947602547024644
2020-03-06,2.1194550387162483,-14.085182476511887,2.6084072473402924,4.221999914935418,6.0388546145346025,1.2620385217394254,-6.574186621766708,-3.153028758719361,13.204160893394423,3.6086399999999994,9.251033322253557,13.320634574309272
2020-03-07,1.5624948493708812,-11.737652063759905,-0.22426527255730191,5.528032566916986,4.12257665546633,3.5913504620971493,-7.793485406724592,-2.9766955300727225,7.841325030693794,14.499839999999997,7.450157883466088,11.732583943868997
2020-03-08,2.3615428482896608,-8.57170772997067,-0.07700095195100494,1.5754426708414344,7.121079647792053,-1.8551867903355859,-4.167750540360305,-2.900443323090392,3.4783566185150487,9.36,8.397736445916395,7.334681679336718
2020-03-09,1.9034747380184003,-11.251027570170187,1.4553179918739934,5.869223109832943,3.83644881393963,0.41117077325571305,-10.000331074146423,-4.496973906782935,1.6716995699858503,11.73696,9.576733692462607,11.576588732459063
2020-03-10,3.431950712187789,-10.809603375392161,3.411142171429519,8.256624695646499,4.994585315357225,4.629114016606186,-5.198810024925156,-1.6184530931999623,5.200295833798057,9.756479999999998,10.037666380126877,17.77182712845364
2020-03-11,0.34018875201492604,-11.746307440128101,1.8152974422449415,6.193633789982539,2.381479007536853,2.9037706283513516,-5.20732336011881,-4.002287713985066,0.3516775170801111,12.371519999999999,6.222591283467649,12.845866539583382
2020-03-12,0.08860730285039935,-10.212382405986597,3.260990315125059,7.55746374704823,1.3741922184887765,5.849838728592646,-7.082148954988107,-6.629176244526348,6.699604464038755,6.666239999999999,6.34544317749387,5.615827610757678
2020-03-13,-1.3631284179574827,-16.654867549380914,1.1502017197681365,2.322146563944387,-1.0520550907835464,-3.7870992273552524,-9.548178382750093,-6.274603482058511,3.3956089674373753,11.855999999999998,7.221596220161491,1.0251113892652903
2020-03-14,-0.07120229693335661,-13.734158879357247,0.2993412007095317,2.01638017575741,-2.284156612459744,NA,-10.880042377490746,-3.886003098337012,-1.3633660606130917,13.000319999999999,8.650106615815222,8.196046542339404
2020-03-15,4.25631508334954,-8.05527027333494,3.927048549501252,3.4137698583558183,3.234996412363097,2.6804793232579383,-3.5008726168573507,1.2734118566049175,-1.3909486109723161,10.837439999999997,12.189003035981395,7.174810810500449
2020-03-16,2.0988854862688346,-9.629587063861361,4.979074055531857,6.652283372263004,1.4977916602367047,-1.440081368531971,-11.938533719901818,-3.452318671125008,5.348059496436759,15.962879999999998,10.297655272135858,10.27243000849774
2020-03-17,-4.937483724011985,-16.638518505129873,-2.300403439536273,0.06805166566356492,-5.0257284817819,-7.784702152023238,-18.824875965435865,-9.76028249373829,-6.9330710510079046,5.854079999999999,2.7236931543797787,3.8562791392021314
2020-03-18,-8.06326455938634,-16.729880811238615,-2.9212236146412502,-5.092688349589797,-7.887006897048899,-10.785855331935153,-17.70395349827133,-12.72744649793822,-5.973592334940599,11.34048,-0.9190083545372331,0.6675819916859971
2020-03-19,-11.92322018980686,-20.174720605780852,-7.558605945890522,-2.6754558966360458,-12.603250162485592,-10.690440104648541,-20.39984297626199,-16.955631375108442,-8.110254896696231,2.8569599999999995,-7.108267728772962,-5.147841976527871
2020-03-20,-17.479372760506457,-29.406160356705172,-14.88235898833048,-9.499266754955158,-20.56616852769464,-18.51547240428777,-23.322754726083446,-21.699471801996665,-8.676682270144589,4.12416,-10.753826258481281,-7.343401908545968
2020-03-21,-15.578271432385833,-26.898024626898877,-12.187325670045308,-8.780529299796138,-16.30442084726804,-11.620000824090285,-23.765448156153493,-21.87294557288147,-9.545532606460158,6.500159999999999,-8.832955946458899,-7.071136974346019
2020-03-22,-17.56639779009167,-24.114840270281,-10.858096736991085,-12.212011235516446,-16.541887491256187,-19.173542373924306,-23.424914748407303,-23.75828139051959,-13.565689321317116,NA,-12.714694861581968,-12.11821185778921
2020-03-23,-24.97301894442594,-33.998318374276124,-18.536054158405662,-17.80343439510634,-22.379284747981174,-28.599976632559468,-34.18860821158477,-31.05943020907772,-24.065775188423288,-10.798079999999997,-20.85720411680823,-20.707637628901498
2020-03-24,-21.823504010073805,-30.63618550947444,-14.674456418062768,-15.626713308470396,-18.783222249882005,-24.617128639946113,-31.97797883963242,-27.388839595465793,-19.75994205913151,-12.194879999999998,-17.719242947688873,-17.26896057738683
2020-03-25,-18.411331713700832,-26.188283764706757,-12.473191704163412,-10.047408938656202,-17.713649127984578,-17.837729191911727,-24.99420620243766,-24.299672060094135,-16.86771463574998,-6.700799999999999,-12.750883791605196,-10.009854217863623
2020-03-26,-21.671605776615976,-30.13802051406046,-12.597355739184408,-0.9359434565235505,-18.723855588884966,-13.311899699687954,-18.47488329636339,-26.205024082065112,-4.58362881505254,-3.3331199999999996,-24.945600869169205,-6.083813244987484
2020-03-27,-29.116201489314705,-38.84532914046621,-24.700942873983,-14.495937000937461,-29.012779196436913,-25.037152372434605,-27.62671862954223,-35.93766515077231,-13.581450778665245,-8.247359999999999,-26.017936006173272,-12.295523185043981
2020-03-28,-23.81479491431001,-33.83578964025111,-17.569692211420552,-11.902515988936946,-23.085845336240986,-13.943410791626157,-24.305571977884256,-29.894677747422627,-12.272264727686341,-4.500479999999999,-21.516223579336483,-7.71449610711743
2020-03-29,-23.367802716895046,-34.08102530401668,-15.093149094296356,-12.999732570937162,-19.047939164491737,-17.936095405609265,-19.923096205417327,-35.319069121628154,-14.60988587063061,-9.852479999999998,-17.509728089659657,-12.595886635584852
2020-03-30,-26.11225569535965,-39.79645883248248,-18.306013814452037,-14.86882284018987,-21.385623094243893,-23.455423656178176,-27.75347273131442,-32.65119502983387,-19.051661569549996,-10.798079999999997,-24.77132260089945,-14.511430318550333
2020-03-31,-25.687415323657287,-42.09398040399599,-18.878708394587637,-14.193899471143007,-20.1836915150416,-21.881564237017557,-27.646583078327424,-31.561741622573823,-20.10669412079033,-13.658879999999998,-24.185633338681424,-16.76512511196344
2020-04-01,-25.74833284436694,-39.96956635984641,-18.868120763694375,-12.663203101011861,-18.928232618546897,-22.193385134438753,-26.916328103938373,-31.747606377093256,-17.5710696699102,-7.731839999999999,-25.018931069479432,-15.34760340828185
2020-04-02,-25.442954104186093,-37.11233044985619,-18.82192019252377,-12.238113244264115,-19.92578716808726,-19.96834138060042,-26.096210146949634,-31.700901900316577,-14.104534144406248,-10.476479999999999,-25.655094365677225,-15.287530718173677
2020-04-03,-31.61461097504293,-56.34072990604755,-26.005146497653143,-19.069381819368274,-29.50231084367477,-25.668663464372806,-32.01014032814179,-38.65033741416871,-20.748973507726554,-10.824959999999999,-26.331255952953324,-19.63892509358995
2020-04-04,-27.334561792715604,-51.039792734769826,-20.336913922159795,-14.244239059442082,-21.54815149402266,-16.901282837511154,-27.546314908268823,-34.47076331894973,-18.068540667460496,-4.99968,-24.889412793606827,-15.74970286626398
2020-04-05,-23.854351745939653,-45.38975538330817,-16.787170037218463,-16.742574182433234,-16.684951412019537,-18.142664454374096,-21.25779797855586,-32.13553948011587,-19.479191100117976,-6.896639999999999,-20.164852745048055,-17.22051485955766
2020-04-06,-24.81953843770293,-48.98365999308046,-15.701456614709294,-12.65201652583429,-16.40174324234515,-21.398586127762638,-27.056325171567362,-35.446791568323555,-18.71771569198653,-7.511999999999999,-20.280085916964126,-14.348652706644312
2020-04-07,-37.77835647957384,-48.56916363589238,-15.785195149956012,-12.624050087890359,-37.75816961806591,-18.51547240428777,-30.71800523097152,-46.686366877519056,-23.57322964629428,-6.829439999999999,-38.07837310654583,-36.54841844468432
2020-04-08,-37.84639422997682,-49.07213717373314,-25.420901774724896,-17.617923690078268,-34.828765526244936,-29.661348078355914,-30.28098735769725,-45.02216246012969,-24.950386982086986,-10.309439999999999,-37.87171526930793,-37.53574217404286
2020-04-09,-36.17155797877775,-45.63018250464697,-25.63939197588587,-14.110932371909346,-36.78299921939328,-24.405641280496404,-27.635231964735883,-42.828005204213135,-16.220509793392463,-13.333439999999998,-36.34797084727728,-34.162951298775866
2020-04-10,-43.75064691901727,-55.20399047635773,-32.065121416197236,-22.65840802217273,-44.76538206361774,-28.19372416998863,-33.49713620863348,-50.35981694889282,-24.144582475163933,-10.824959999999999,-43.541949199789464,-42.01115758710182
2020-04-11,-35.9998813295051,-46.999655387792735,-24.00023421122885,-15.999599147722806,-35.999553939022555,-14.999863926737726,-24.99988175923343,-42.99957266992338,-14.999981939996784,-10.000319999999999,-36.00036665100154,-36.00001291885809
