date,total,Federal District,State of Acre,State of Alagoas,State of Amapá,State of Amazonas,State of Bahia,State of Ceará,State of Espírito Santo,State of Goiás,State of Maranhão,State of Mato Grosso,State of Mato Grosso do Sul,State of Minas Gerais,State of Paraná,State of Paraíba,State of Pará,State of Pernambuco,State of Piauí,State of Rio Grande do Norte,State of Rio Grande do Sul,State of Rio de Janeiro,State of Rondônia,State of Roraima,State of Santa Catarina,State of Sergipe,State of São Paulo,State of Tocantins
2020-02-29,-2.2562767226288023,-4.485739256006785,-2.48274253241508,-9.461669890157694,-14.000237694540267,3.2635963208250773,-11.110859067520984,-13.955479198212219,-13.860144093639528,-7.081800787998657,-13.484448395205817,-4.936452437026221,-2.336081482050572,-4.134788658289342,1.6148957176673566,-3.6443464882427525,-0.8903371901393684,-1.3992851635876098,-9.978819159072096,-8.705058181929285,2.470965748106917,-3.8417103103445562,-6.524615203877271,-9.671894814674062,-6.359338020790976,-18.86184215502585,1.1357237258731325,-10.741009279661867
2020-03-01,-9.695913471055807,-4.053321594675623,1.457597676495634,-5.651422114357279,-3.2457599291834196,1.54490896638238,-11.654424343575133,-15.469390963490234,-18.98614589809473,-5.754618156802352,-7.637175900840467,-4.885011211321972,-4.597515542716488,-5.754790424083428,-1.7424125274301294,-14.324893032420999,-2.8025932263502447,-3.9716409042892526,-9.029780583408831,-22.143791016584256,-1.4814243421646065,-22.24087218042966,-12.738078545500674,-9.915934845402349,-14.61587377468859,-19.656642086861495,-4.580655538879616,-6.925714268681717
2020-03-02,5.514365895099522,8.586579275004514,7.487804752699756,-3.2165668848816127,-8.926805805233327,11.830297956413899,3.9386836109127126,-0.7397740341049569,-17.80028692862929,-0.07907836208850916,-4.984795025823711,1.9871554966493044,9.076360825795831,2.8366796147346482,6.933488626354955,-1.5514393901475998,1.661578574909501,7.332406975907244,-2.9536306732978086,1.8607181570394502,6.355012025322114,-2.6083546049919017,-6.409728362429689,4.129388820347028,-0.7785579821157647,-14.118030228132566,7.431099399894536,-2.809964775586881
2020-03-03,6.057247501997097,10.729660211931485,1.1554598799770026,-3.9247842820870007,-7.565711834929923,16.108874642668187,2.3349255309441017,0.8476378610131635,-5.106921209612636,3.171709245694542,-5.61040160599511,4.641141696872201,7.446558792230848,4.211429782632054,10.220377140687924,-1.2509440132192589,-1.3186979094512974,6.150745971458771,-5.499433849470352,1.554269464166252,8.47270764115196,5.046159241353007,-11.022435046550113,1.8520033952502442,0.4833746490191128,-5.596275699007212,6.261487924315044,-1.473657697991083
2020-03-04,7.380471448117107,10.15183617217468,2.3118850564285056,-5.331674367640561,-25.542971442698803,11.891406840127416,2.350318529912007,0.8590924267025306,-6.7392660983941095,1.5968112633776064,-0.9188298169845583,4.014320835513025,9.188331957872816,6.188770790674038,11.221479259124022,-0.14016717262472125,0.7078516819123133,8.599017761774064,-10.382808279753831,1.1549285112658656,6.747748303166921,5.949014160036943,-8.615555718223268,4.901056901701297,4.666571463356455,-7.294475795202598,8.404161927177142,-0.6133086730150591
2020-03-05,10.470659092681359,10.072005219313542,8.840185113474845,-4.011641132687662,1.6103219648657026,14.61266181799502,3.6567993173129505,2.2145493666109677,-1.7535066660317629,2.4037916572205855,-1.9293515907575967,6.614960579450034,12.662308106927947,8.81756135562908,14.436996424709172,1.0570140894508089,4.952080423256293,12.051415058292744,-5.889029058488841,2.673764845318654,9.366952744381928,9.344596586335967,-6.5092969583509275,4.739971189718593,5.669621624364495,-11.281930350445759,13.540576561241053,0.6381080905864301
2020-03-06,12.889240625619745,11.039480338511614,14.20819880817168,-1.2226772046093013,-3.096029932450256,17.374974327107644,2.1790714163940628,7.30133107983073,1.800254123396048,5.827027259437614,-3.2187697330955944,7.76667246605071,15.446274117286453,13.587513331908651,16.925477451049854,0.5366674623097205,4.633211008880596,-19.400048396942818,-1.4768153366489043,1.1750392067356694,13.611969865204484,17.157134132429185,-2.0612614136387037,8.057179354440255,6.5026309009349825,-10.598613843148124,14.122477634770256,1.377321498963834
2020-03-07,7.973723513386623,5.898937195346211,14.89645519449048,-7.132760928997119,-2.624621942735521,14.012076070248101,-7.007662780138787,-4.507371598765944,-9.360939829762598,6.381528545407642,-8.880748064784225,6.31012368638782,8.064792564211459,7.560646916408593,11.28714089997202,-0.5097860867378561,3.859088273980563,0.08494978141834739,-7.780389051039193,-4.990325433006987,10.857040386793111,11.211010649826664,-1.8640390024870208,1.6118217049287282,0.2550613266563303,-11.426089951141462,11.861680618645988,-2.0135219420447745
2020-03-08,2.095570974489756,6.257226114734888,4.371827733012402,-12.714506668696725,-10.820165763923656,11.742453936075716,-12.520280535519793,-2.6135500714572544,-14.633862214505555,3.3670232725396545,-7.637175900840467,2.9188132510706946,0.5818670795111626,4.103174194497973,8.832918121030291,-2.0852267050746205,-4.161630037620155,-1.1091196180687604,-12.599470675893514,-8.743364268538436,5.152738468880532,5.776537073116532,-6.834809675785743,-7.932747876321879,-6.348829876247082,-18.056470519139186,6.454163986931203,-10.655165141914813
2020-03-09,12.190450457094737,14.53208452618639,8.557353246446223,-4.335206762947266,-7.302959840662694,19.159544696803977,3.7876398085401433,3.023050794852127,-1.2087556832765198,6.795022631509003,-5.6170874778442705,6.886455937333568,13.34370508161865,11.385997035164232,11.920918476852666,-2.495167682545552,-3.590162261856482,10.120477891895925,-4.663627378891277,3.0453338854274072,10.560563000576932,14.24333127853354,-6.665351584650559,3.2120683886371424,-0.7785579821157647,-10.695681307616564,12.390329514065197,2.006845175775559
