date,total,Alberta,British Columbia,Manitoba,New Brunswick,Nova Scotia,Ontario,Prince Edward Island,Quebec,Saskatchewan
2020-02-29,6.772949040790298,5.27877851035155,7.547249669609607,10.488628933502048,0.2995660932362126,1.6707056342832716,5.3587729059340266,4.6913597014210175,6.24270931411596,11.05866441360805
2020-03-01,10.197572065522214,7.871044314443035,7.435933302801207,5.007134415490927,14.354208634235185,38.50610779568432,11.259927860719284,-11.495505046152743,14.486175580876665,0.7589466685789364
2020-03-02,3.469924373631828,4.302037887877125,-1.3725792011679394,0.8423485456873732,6.359058447126397,5.00345541050618,2.0394330302483654,1.1783394805607936,6.034136195500484,4.4181197260167515
2020-03-03,4.174876943355015,5.133124207000102,3.1488012280672124,6.544252808303836,6.938027531169461,2.9978387389357093,0.5452517951414485,0.46674485918317155,11.090103089345986,3.8691960349062002
2020-03-04,4.720877411675002,4.3439253999520515,5.046987274252212,1.8140680284257082,0.5059978562034745,1.5205731003269407,3.8913759695358117,1.747423888786177,6.803732378539993,3.7049962525218265
2020-03-05,7.364250858010197,5.5586632501249245,0.658218516780112,3.800630639586032,8.303357609957583,8.518096525945413,5.686880565115635,4.82621835950468,11.275501417004186,6.5823110438387
2020-03-06,1.2914858239009896,4.061184693446297,7.032290477069872,6.783828617657468,2.92557014772673,7.021583126573012,-2.51294116813436,6.226452937054194,0.6797938680800674,7.106413837612078
2020-03-07,6.453455316969868,-2.3923481328247873,3.281412899830264,10.128306916234184,0.3226096388697674,-12.983577023108074,9.659566012874295,-6.543036028016551,6.313199303277672,2.6119221197886415
2020-03-08,9.138951070176912,-0.9281891880239427,6.598640630720623,3.8514207111690024,24.974402728099758,54.366262664917215,12.872725275821884,26.147276558093328,10.559014129908434,0.18424743023362858
2020-03-09,3.8553832195345854,2.2067102952199993,1.4248494951475366,4.346863484912315,1.9308570945449473,2.04699935721228,3.948770895340175,-6.226452937054194,1.6251322158789112,6.983264000823799
2020-03-10,-0.6071970273602192,2.2895333304590584,0.007743747256236611,4.4906089705244945,-11.665794976987124,-1.3348322089578903,0.5375991383675336,-8.548699900367188,-7.389861466501073,5.7928155785370885
2020-03-11,3.4405182348722363,3.344337043618575,2.5835076783619395,7.183441067659328,4.133435998018895,2.3953838270340224,2.862093633444235,-1.1123448180943207,3.3082014091510104,7.9665533953348735
2020-03-12,7.206093517114015,4.318221699360619,1.8439798153913431,11.670216825234165,10.55778449110703,12.937382397275355,5.785408521079791,7.783544393509529,8.160423265830469,9.588503571329355
2020-03-13,-4.695445075450491,-8.38321434845009,0.3823475207766827,3.8073387622479333,-7.677341286912679,0.7420011774380197,-2.571292676035463,-4.574673486625224,-13.084100727961525,1.0816183339621823
2020-03-14,-10.815895739980657,-18.550455915727742,-6.729316365669615,-6.761787643196934,-13.777159845661584,-6.151584340056838,-10.031676448505914,-16.79038115360774,-15.973224667301814,-6.513576251212683
2020-03-15,-11.478726002831996,-17.51088402514092,-5.837817462795375,-17.819648699723214,2.2169811194949194,38.39543317129343,-10.215340211079877,-3.155310021404268,-16.83552001417042,-14.07440344007454
2020-03-16,-11.491442170944252,-10.909792917696803,-5.771027642710334,-11.145066651131001,-6.025887183174583,-4.826376011480764,-12.385824988581538,-18.1753126210201,-21.55352120655566,-4.997592213849978
2020-03-17,-26.479035812251862,-21.183657242983355,-16.101186482529975,-18.597790928503812,-26.76891884431284,-21.571927875840743,-29.202538249259895,-31.085398910475938,-36.71080010890341,-17.128328462444372
2020-03-18,-32.5931283927259,-30.7540017631933,-27.257990341952873,-25.195708718102864,-32.41650782000323,-29.83017963147712,-35.64511867079964,-30.826202482527904,-35.80505202898991,-24.08390761623825
2020-03-19,-35.53294750817806,-35.17979820947362,-34.22736287256582,-28.926383221357632,-30.93211942210841,-29.790721721911673,-37.70559650717628,-42.80949416430241,-39.92533673793544,-29.25429146155085
2020-03-20,-43.31842143490674,-37.881542738306386,-38.1476349210356,-31.402638786836782,-48.45097499001846,-43.464330968395956,-44.5241136927346,-56.549774178698804,-50.848388209131066,-36.56500037724581
2020-03-21,-48.59165739895785,-45.846833954918004,-48.1883712071534,-44.90033988582046,-54.76106590267355,-48.75650279035663,-48.29591690017799,-59.87628774476248,-54.16431454860117,-50.365419296713874
2020-03-22,-50.94017469719011,-48.51145091622981,-53.14340148273781,-50.986523746640145,-47.10964860459862,-33.89530670475623,-50.45492269251878,-52.06883224166364,-53.67764393849839,-52.45801187221705
