date,total,Harju County,Ida-Viru County,Lääne-Viru County,Pärnu County
2020-02-29,-0.10267128459454743,-5.131372311879909,-1.6366986382553288,-2.9416654393727333,11.488979754662413
2020-03-01,0.645706125770396,-2.904028869669035,0.9879603606798851,-7.058370701798292,4.151854721446282
2020-03-02,2.440849367353186,-0.19538100370270828,5.545418629732779,-1.7361315032649025,7.818994395449329
2020-03-03,0.0906394934311239,-2.6886332265626347,0.7924764483824104,-10.247038456916558,8.171859361494112
2020-03-04,-0.45720806421009397,-3.081301390101736,-5.589498335446916,-6.943509542624444,7.659636023687168
2020-03-05,3.7803887835476724,2.0224316578397414,5.589498335446916,6.617222532935899,6.17513690578371
2020-03-06,6.649569916318735,2.290246594622478,13.5468434713206,10.016299668133694,12.063808167090205
2020-03-07,7.286452728569287,2.332182029563547,22.090640344086708,25.00009035292756,17.616688573612148
2020-03-08,21.824867051039384,14.345731062113,48.426347999339164,17.646943224930897,24.910179766941017
2020-03-09,3.0183753431975155,-1.2390014868952233,16.63625588919834,1.7361315032649025,6.398048913903399
2020-03-10,1.5424756271508961,-2.08342865411766,7.1294132720255545,NA,4.45729160065709
2020-03-11,-1.6451469117454438,-5.224773962430472,NA,-3.4712465360946383,10.723490433162036
2020-03-12,-3.1651631953912824,-6.392294594312509,7.98513451556303,11.580647667855407,3.4309478015698436
2020-03-13,-16.904666584610055,-20.43399375310276,-4.990589290417888,21.462773238547083,-7.468026552877904
2020-03-14,-25.605255834587055,-30.39747186387404,-9.81827532058788,-1.4708327196863666,-15.319272047374335
2020-03-15,-22.998367749178623,-28.075773693045758,0.9879603606798851,-1.764592675449573,-22.418308084683904
2020-03-16,-38.30360822846425,-40.37715230178164,-26.934616700281488,-6.943509542624444,-33.410241489326246
2020-03-17,-38.790494710877454,-43.55662073276815,-17.428732337580747,-18.78539011231772,-27.488370567235968
2020-03-18,-47.02505258312451,-51.582491133648674,-30.34504436629479,-24.300758693532803,-37.531742235198784
2020-03-19,-38.374194736623,-43.63858544651661,-10.380770695679143,-14.889258934323356,-34.308529453961754
2020-03-20,-43.18209848552704,-47.31841986259542,-22.102139397751266,-12.877663943128251,-41.93591437860182
2020-03-21,-39.10011280348289,-46.17949157271866,-13.090714342626491,-19.117775944617264,-36.76625291369841
2020-03-22,-35.318921900524316,-40.31043683710267,-9.883436624687038,-12.353165198582179,-40.68571000965821
2020-03-23,-42.6535017937473,-48.72611616732176,-15.843779440815927,-20.829512157438163,-34.83213553260885
2020-03-24,-43.962560672327776,-48.866218643147604,-22.97415096731353,-20.493060443397955,-38.63207384974703
2020-03-25,-43.78047956605464,-49.97464843488541,-19.963315416143598,-17.358265621343527,-34.46788782572392
2020-03-26,-44.396507273621914,-49.57435564681157,-11.179954925365879,-23.161295335710815,-42.54299389007672
2020-03-27,-48.39025982046764,-53.948983973618546,-24.954862961033534,-28.616692161251056,-47.10652440524191
2020-03-28,-41.35807894515203,-49.13403357993034,-16.36411161913715,-25.00009035292756,-40.59559664467365
2020-03-29,-51.27628546086749,-56.152500464158365,-34.59011167746054,-33.52929377441222,-52.31033409266579
2020-03-30,-52.06316460295539,-57.727938508648975,-32.48099358448631,-34.715514772251886,-45.4949180146234
2020-03-31,-50.94902074122237,-56.462250835882166,-36.441459317454274,-30.74009890031451,-40.86024536920724
2020-04-01,-49.035965946238036,-54.194878114863904,-38.33017888185782,-26.036890196797703,-32.935960620986485
2020-04-02,-52.440160726075995,-56.29260293998421,-39.1284048570725,-26.47092307261393,-45.28718299429059
2020-04-03,-57.202343668559024,-60.58050116270852,-46.34406103158224,-24.32413751354164,-55.72325922123872
2020-04-04,-43.718716371415724,-50.06709700736913,-31.908915664674584,-22.05842491355483,-39.06366943993622
2020-04-05,-43.062582693303696,-48.67179071751174,-34.59011167746054,-30.000108423513076,-44.837564731104486
2020-04-06,-43.09787594738307,-49.24840294795144,-26.934616700281488,NA,-36.25308101415479
2020-04-07,-38.790494710877454,-46.64840598160516,-11.090837259465559,NA,-30.460214488252923
2020-04-08,-37.97634350881913,-45.151120338595625,-15.17204305591137,NA,-29.10661689001124
2020-04-09,-42.15458352017067,-49.11783125279402,-21.560725621045023,NA,-34.308529453961754
2020-04-10,-53.517407094907846,-59.554989162786015,-34.22310021466675,NA,-52.85101428257312
2020-04-11,-43.00001737925389,-51.00016043480792,-26.999778004380644,NA,-35.99981503046135
