date,total,Al Ahmadi Governorate,Al Asimah Governate,Al Farwaniyah Governorate,Al Jahra Governorate,Hawalli Governorate,Mubarak Al-Kabeer Governorate
2020-02-29,-11.938188161530142,-11.571896183572642,-17.44919478835308,-8.041553576803041,-1.8869100304135753,-12.693311244312973,-8.596730681919414
2020-03-01,-8.741408454802768,-8.87571820128693,-10.834486234203117,-4.5708866697215615,-0.8086757273201036,-9.531442937818822,-4.586849468605069
2020-03-02,-7.385857876213157,-8.288925553648644,-10.289439642028292,-4.80368119368667,0.7016170021902555,-9.504704093789274,-4.149547986297908
2020-03-03,-6.1398467383176545,-5.4297496136856305,-7.77124734779301,-3.9294942883405133,-0.6012494473810227,-6.244475039614996,-4.7544495961853475
2020-03-04,-6.302545025230965,-5.36455043061471,-9.405424144472656,-5.347512384526323,NA,-7.29588458520547,-6.70496832233513
2020-03-05,-9.020089678921607,-7.944712219494813,-10.44544237689105,-6.121240242186292,-0.3269114642357866,-10.655429345775215,-8.724838825414682
2020-03-06,-11.108587985685045,-10.697460081209709,-21.043035569265534,-6.952925242742138,-3.1802176652411167,-8.464754052782892,-2.180728096791658
2020-03-07,-9.17312272106779,-7.664739256896155,-14.24439786475269,-6.75780286165935,-3.6906583725566438,-9.682326414842704,-5.534657086645261
2020-03-08,-8.378961776035492,-7.987858737703511,-9.383275608041522,-5.2992147654464254,-2.5053653443333235,-9.485604919482453,-6.651028051389753
2020-03-09,-8.277476705980655,-8.257284773628934,-10.957747654341594,-5.995666432578556,-2.3686742934978926,-10.62391570816896,-4.52616666379152
2020-03-10,-8.799399923405533,-8.048263863195688,-10.181585899407125,-7.822282386180305,-3.176394139343622,-9.646037983659747,-5.379578807677302
2020-03-11,-7.0008589596559165,-3.155448698329403,-11.78398436120732,-5.87105857535242,-0.1701469024385088,-9.125585483798883,-9.818092531182586
2020-03-12,-25.596789891608957,-23.609774763799216,-31.477885167863437,-19.835832156114172,-10.799548897473441,-29.444242070109983,-25.371191726807545
2020-03-13,-39.86671835320857,-37.77333847444095,-55.845127161488506,-31.746990973598653,-21.027480673271445,-40.653547470782996,-29.173980828456603
2020-03-14,-36.90432083208404,-32.911205278078626,-47.942914554798364,-31.557664306805453,-23.129464035419087,-39.710048260026056,-32.738854806471586
2020-03-15,-38.90180475062369,-35.3532982086909,-48.59870382912885,-33.35240383181446,-27.802768563631837,-40.68601606710459,-37.726403430670885
2020-03-16,-42.548018339022484,-38.690921095012584,-54.05302167025644,-38.825490025948525,-29.30063483397534,-45.06832161180458,-37.97106108817313
2020-03-17,-43.71106945933348,-39.853959463615915,-54.71651478334558,-40.505281217547385,-31.502029869457846,-44.95086168981763,-39.533402507341
2020-03-18,-45.45484070273604,-42.506990927692925,-57.39648769151262,-41.44998264675019,-30.492619032519276,-47.147266735102,-42.02621360031663
2020-03-19,-45.622371612032914,-43.13405365899266,-55.55141830881479,-40.13049169348738,-28.06276832466147,-49.2930589684733,-39.26177471436608
2020-03-20,-53.253082355679965,-51.11232428153868,-69.10824856435754,-46.70283169787991,-31.62916210554954,-55.00084721006663,-35.307760210245156
2020-03-21,-43.789196854534424,-40.395687970014,-56.1503917723002,-38.18023383504109,-26.82012240797573,-47.33921343688555,-35.0939255647117
2020-03-22,-62.14591297850106,-59.168258636860365,-72.266822455406,-56.60287765687744,-49.9467187989717,-63.95454012510413,-61.118179857607906
2020-03-23,-55.64361956141612,-53.46524774118632,-63.272590704676546,-52.29666193971372,-43.60062169060507,-60.38490444715936,-52.808488474647824
2020-03-24,-54.13745225187212,-50.29349924708919,-63.41222278217716,-50.113609557302325,-42.833048866683036,-57.68237128274424,-51.043871039434784
2020-03-25,-53.85957646481721,-49.89079841047467,-64.55239091845807,-50.2227621764229,-41.565550031663584,-57.0807472920794,-51.24518383635592
2020-03-26,-56.30810513915613,-53.38950163144216,-65.26210706409914,-51.685214082162204,-42.46312273610043,-60.01151558946102,-53.26698077768353
2020-03-27,-62.07825626513117,-58.92759694640741,-76.20541002076827,-56.27928360904212,-45.235179011784005,-63.11895124918073,-55.34849730470066
2020-03-28,-57.97938704680524,-53.19965695132389,-69.07165533025393,-52.269615273028975,-47.98142648765948,-61.21571852950605,-56.409001560251724
2020-03-29,-56.3660966077589,-52.15647002218916,-65.57603849351432,-50.14452003351346,-45.501869943134245,-60.29704824534798,-56.64691668388579
2020-03-30,-59.14807622656373,-55.806665462644965,-68.66238889620041,-52.766114797170324,-48.42591137324323,-63.12468100147278,-58.96923799190906
2020-03-31,-58.9732963836915,-54.52761090063602,-68.23289988540539,-53.32829908326034,-47.983338250608234,-62.93082438225855,-59.55102234281991
2020-04-01,-60.08399409484722,-56.264977367172904,-70.42271605255301,-53.6828036073068,-47.954661806377025,-63.543907877507486,-61.901277005439894
2020-04-02,-62.637229587496705,-60.178845974459634,-71.54555055162696,-55.90739194212691,-49.33591053684694,-66.28081955567488,-60.61441625574305
2020-04-03,-67.91686954154001,-65.86363945133445,-80.44733623725256,-61.23172146949488,-50.62443876430261,-69.26124570625424,-62.436826838397565
2020-04-04,-61.72144764581138,-57.857563294831714,-73.68240282730882,-54.432382655426814,-51.67208486021613,-64.15985624890246,-58.29305816684381
2020-04-05,-59.848806472180456,-56.86039931845293,-69.99419002160285,-52.85981217818533,-50.83568857013919,-61.897559052259545,-58.480885896028596
2020-04-06,-60.32965239934505,-56.09143248282236,-71.53592075317863,-51.14041693894095,-52.89943667331189,-64.17227071220188,-59.97483875739073
2020-04-07,-64.86184675806385,-62.12331572839826,-74.24767199622512,-60.97188027884503,-56.82428600709008,-65.04510297802359,-64.93060115049721
2020-04-08,-65.55210632184952,-62.92392334404853,-75.73643883633515,-61.33701027908906,-56.9829623318361,-65.73076333563846,-65.97184102356779
2020-04-09,-66.90443515218344,-64.88469289375489,-75.56406544411024,-62.29040527972625,-56.78127134074326,-67.97587127540521,-64.17351091901389
2020-04-10,-69.25389506765931,-67.51758931600119,-80.44733623725256,-65.2983809960223,-55.39619908437585,-69.19630851361104,-62.16423582629861
2020-04-11,-62.00012886993023,-59.00046662160432,-72.99965011732304,-56.9998840857142,-51.999952205926284,-62.9995814097631,-59.000061003877846
