date,total,Abruzzo,Aosta,Apulia,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli-Venezia Giulia,Lazio,Liguria,Lombardy,Marche,Sardinia,Sicily,Trentino-South Tyrol,Tuscany,Umbria,Veneto
2020-02-29,-9.97546806604131,-1.6674418803800173,-1.3354492862916274,-4.151467130768342,-2.4791766428994917,-4.519127627551299,-2.8151779966274084,-13.30924996382894,-9.717748111837016,-1.6700006742085916,-15.685101375500455,-24.021865454199478,-8.21289840322788,-2.3641323125924045,-6.665799848805826,-7.063819292916398,-4.918977418560117,-3.239002086323194,-12.732743284277644
2020-03-01,-18.952827236800537,-7.40053039040574,-0.706946291238906,-5.182400456492431,0.5183383283641685,0.7519009871555877,-10.658212170286891,-26.056232338606264,-34.14244781673236,-17.532111124263835,-21.522085102877693,-33.066671948804824,-16.369386910554663,-2.9922695329490745,-4.13438642340048,-21.166618914505776,-21.869248963053476,-16.55842473515713,-30.48811456765283
2020-03-02,-13.473265610569682,-3.432574209811592,-8.418304956566134,-2.5486431475461027,-2.20990997881421,-0.6457275486612172,-7.504906295874701,-13.73938949164544,-12.001891965662406,-11.836733102396387,-26.342902157768524,-26.539074887621968,-7.426028160404069,-7.597013271813746,-4.1133072805697015,-15.215776288650186,-11.232845864532086,-10.070806427496425,-19.593365461787972
2020-03-03,-6.983550331672001,-2.0438374340786654,-0.48883566281878343,-4.333171520274443,-3.8649382962812484,-5.445732181683987,-6.766389033064312,-12.531912610869075,-6.827331079566002,-6.891407406459616,-0.8354935764375546,-12.824955678206516,-6.488094128556973,-4.167154242366199,-7.1055874196843485,-9.413967448255097,-6.980199369155667,-6.075171915546531,-10.611906514333901
2020-03-04,-7.326424425224255,-2.182711111651958,3.1023367016072694,-2.766688414953424,-2.375316643895169,-5.125281440046432,-4.8583133034686,-13.035349457326951,-6.907459541048465,-4.912504873437874,-2.796131248375111,-13.975184558231946,-11.886234336313041,-1.4793780570900223,-7.678556847539153,-3.241484833765937,-4.020962467487834,-6.057866472520761,-8.357853779778305
2020-03-05,-12.34427035170676,-3.4948279273444474,-20.47465693015738,-5.360279490429983,-3.274474968608522,-6.731396000543093,-6.2663812364533875,-15.961455572562967,-9.32675983592861,-10.003593634002101,-19.58439004631142,-21.653010499440235,-10.80106091516477,-4.331848757459716,-6.562320420363822,-11.960916627983947,-13.659783925265815,-9.418968073525773,-12.169954100446418
2020-03-06,-14.827096340614409,-8.896535110195277,-3.757625212430883,-13.441343128990797,-13.165216540455408,-15.624869294062457,-14.364208655129165,-17.21811881190131,-14.92802891449789,-16.55520899576725,-4.096212786081146,-20.350573777669393,-15.95348344077537,-10.701313376076433,-11.749705842447296,-10.848895305701735,-13.353424880123884,-14.621176529772375,-13.684561698098552
2020-03-07,-19.35672810110214,-17.96738062948255,-5.723490744901724,-21.4325109116907,-22.52030978410407,-22.451821389250483,-21.72830815770539,-22.248629522867375,-12.836965690750725,-17.6769088705825,-12.64520483880546,-24.9177723708022,-22.321108978085928,-17.608907747498712,-20.74475097405418,-8.602879731229669,-17.80233263879435,-19.12924443798533,-15.930891768038967
2020-03-08,-31.67369700273682,-26.463576448466544,-25.93411901960317,-31.550576390504116,-28.06624139760344,-31.55088506821804,-29.38359994030023,-36.91195100475544,-16.517082500041678,-23.482333179652137,-20.57570221881227,-47.945470149803825,-30.850476458318283,-19.359265733492602,-30.58296181889222,-13.50379844541159,-23.179891253051295,-26.736909474813896,-30.82115447918246
2020-03-09,-30.157663539910935,-22.821255098044254,-29.357881910461145,-23.538369152177193,-22.874203114044732,-25.825241094139802,-26.242746367336203,-34.16715930931651,-21.09019722344441,-27.955618222590065,-31.23159111646607,-41.91881028930206,-26.6015683670558,-26.48900619504102,-25.17328725422962,-28.13108235044851,-27.544550274307735,-23.920929329120625,-30.187895980737718
