date,total,Oslo,Rogaland,Troms Og Finnmark,Trondelag,Vestfold Og Telemark,Vestland,Viken
2020-02-29,1.6231635622431442,-7.726726253953466,-9.268233047568973,34.999799333327985,18.295961064059295,2.104344349429816,16.82798734883721,0.7798870380435112
2020-03-01,-1.0238909341296833,-12.305774064788,-4.58078454512818,29.43924558504655,6.138915155309427,-4.351860985647323,14.178601674418605,-1.9139163290943735
2020-03-02,0.20990565316273632,-4.565706152280594,2.7425129204522394,15.97370922596558,0.30004379194438646,-1.4615103906313929,7.5758734883720935,NA
2020-03-03,-1.9364197087569988,-5.958956495556366,-0.4881557686018702,24.681037458160997,-2.8748604857546805,-4.024198235347977,13.844896744186046,-2.4025552301017843
2020-03-04,0.8941019424794419,-4.494232981455913,4.874831130152141,25.498794279967846,1.824227910767308,-2.4291244362367923,9.62246846511628,-1.405925392403501
2020-03-05,3.1990582941939163,0.6060924885932911,5.597455417531288,20.47570614601883,3.7740332552238,4.560373644928725,12.220737488372093,2.5505983030802675
2020-03-06,1.6127483962465199,-4.520916298563794,4.458745602977712,15.982378026196747,4.096124993541096,8.23000427071524,9.945564279069766,-2.133561934101665
2020-03-07,1.2033522559176717,-7.726726253953466,-1.622060900393616,35.778064954081735,6.392945841779914,4.809243593103301,13.31154753488372,-4.751892362074048
2020-03-08,-8.682242608109059,-18.9280015855974,-12.13951146603824,31.241392833103813,3.478782495099612,-11.967857932487835,2.227914418604651,-10.079507785731085
2020-03-09,-1.7088883900615137,-7.947816595704477,-1.0282021110314983,17.47052206588059,-3.1528563313261566,1.9486805208418572,8.893332837209302,-3.7262344708505726
2020-03-10,-6.960535552205547,-11.126943233986268,-6.99850091088075,3.7555169001471174,-3.3282812959453985,-9.807782088872207,5.502273488372093,-7.647924502104109
2020-03-11,-8.665418109191435,-14.49380606763422,-11.049809415655327,4.98937613305003,-9.119222341108461,-3.8867912755450256,-1.9568997209302323,-10.824561159544366
2020-03-12,-20.17417653546131,-31.513950480018153,-17.28628764050993,7.678630604763483,-21.625200966368737,-9.12074728985745,-6.1899371162790695,-23.228248430859217
2020-03-13,-38.97274999275309,-51.55121567681459,-33.05813927449122,-15.53834281435581,-40.534670103413355,-27.8032893839049,-26.37715646511628,-43.72979503391866
2020-03-14,-36.97223695478609,-54.19477002171678,-38.23182167242915,-16.33298283554621,-37.69336084040006,-22.543389398161146,-26.120608744186043,-33.621259194662386
2020-03-15,-53.70299937844038,-69.3823423341559,-48.55996773725769,-28.8382087690189,-45.01615485529837,-60.110260030721925,-42.94088037209303,-52.88427551398028
2020-03-16,-48.7774270286522,-60.246165151539735,-45.42058802067835,-40.433210678218956,-48.35114639579204,-42.37515333783328,-44.96239925581395,-52.211792273979974
2020-03-17,-53.53956138895489,-63.303310911614076,-54.03634514919088,-45.60559481614919,-57.64387648879167,-39.73559446665351,-50.05477506976744,-54.31826135812479
2020-03-18,-54.99047412894617,-63.60159227785573,-55.41144535562647,-51.552391774730445,-60.18610056622461,-45.67292037310411,-53.494057674418606,-56.698561747190595
2020-03-19,-55.8589387397416,-64.15908301028824,-57.951200663529505,-55.79721428792572,-61.53869414588445,-41.28550653771757,-53.32720520930233,-58.75374793677424
2020-03-20,-55.49520909647489,-64.02566642474883,-50.432833077818806,-59.04608797456235,-63.980264555093235,-48.26635662840598,-52.89898269767441,-59.81714229758047
2020-03-21,-42.396134939181984,-56.770663098238266,-37.7686502541888,-56.777751914073384,-40.11863494142018,-41.780363770574354,-34.40922195348837,-43.33791631132856
2020-03-22,-56.75464301545131,-65.80773081731088,-53.5991190178644,-69.69233785846235,-58.11263500080702,-55.21453653284753,-63.80322530232557,-59.901323652803526
2020-03-23,-57.75449895112723,-66.08028184205565,-56.90474075800306,-60.89928482398093,-58.411720186387356,-50.655123775749594,-53.361925953488374,-63.34308319910721
2020-03-24,-58.84408554769716,-67.0542229164933,-59.24462126301398,-61.7025936454025,-61.72849820596429,-49.291623943858774,-50.587159813953484,-63.33824519018635
2020-03-25,-57.947580105372346,-66.35473881802243,-57.68598217507652,-58.75905436690812,-60.946275412907994,-46.8884434790533,-57.08283237209302,-62.7896149785602
2020-03-26,-56.23548704885033,-65.45131793879847,-54.329430797662475,-60.91662242444327,-56.31333085550473,-42.96513846593826,-53.48634195348837,-61.98747309948072
2020-03-27,-57.35712031002526,-64.63175891334213,-55.046289465727426,-63.48547689294605,-60.73250619372717,-47.1546094081821,-56.070144,-63.772698391280066
2020-03-28,-50.20670827003511,-59.50760905301804,-49.12211562039174,-66.88846258369234,-61.72082935505196,-43.28319233792971,-40.688854325581396,-50.57364245337494
2020-03-29,-57.47569296906375,-63.932274814871256,-57.722497764066425,-70.89441149051764,-67.93355720039244,-52.222331827767874,-66.23367739534883,-59.32656819300471
2020-03-30,-52.782458937661815,-62.02155871482479,-46.963852123777954,-59.900446397345235,-58.26121898723315,-41.157708456222515,-42.82128669767442,-60.13548328457342
2020-03-31,-52.29054263597509,-61.011404567169315,-53.06003361198714,-60.62958881678903,-61.577038400446035,-32.9450001664615,-45.43980948837209,-55.886743850269376
2020-04-01,-53.62849088323376,-62.71056008157472,-56.38583501972547,-55.98696469298572,-59.57834413142353,-39.35700466132231,-50.069242046511626,-58.1044871395941
2020-04-02,-58.17110559099221,-65.89635754913347,-58.11552081398407,-55.285755074286804,-58.636034075572624,-47.28625104100031,-56.025778604651165,-63.49015867030152
2020-04-03,-53.41057356391977,-60.513951298229536,-53.35504113356347,-59.93319519821854,-60.026013303430005,-42.92862472836825,-54.772938418604646,-59.15046466828521
2020-04-04,-45.69934489334214,-56.55624358576422,-43.792761500970535,-56.00044949334532,-51.580691236241364,-40.87905098529345,-38.42814809302325,-47.45215909763254
2020-04-05,-52.30015663535659,-66.04216281761583,-43.06244972117246,-63.68485929826291,-53.405877753372714,-50.589783403255886,-52.46015106976744,-59.00822720601177
2020-04-06,-45.82272455207139,-56.22937295119268,-46.44975106826221,-56.40595670415885,-50.60291274492099,-30.441887367253884,-44.30366958139535,-52.40047462189373
2020-04-07,-44.45913897312873,-56.55243168332024,-40.201741604779215,-52.58108940216239,-52.65049593850952,-25.651861530766382,-34.435262511627904,-50.297875944885604
2020-04-08,-51.67524667555913,-61.77950290963188,-48.26111646947191,-53.76967823385809,-60.338518978106904,-34.25469027982809,-49.58025823255814,-57.35459575685995
2020-04-09,-58.27846191741896,-65.53232086573311,-55.97551511186524,-71.66689791111727,-72.27891984858384,-38.40476482100954,-56.819533395348834,-61.25886895599837
2020-04-10,-58.18312309021909,-66.16509667143428,-56.27628825275576,-77.2476788599381,-73.16083770350023,-44.48526301424784,-55.34968855813953,-61.23951692031491
2020-04-11,-55.00008812832767,-66.00023189073202,-56.99987347668728,-56.00044949334532,-40.999594189972555,-52.00036673885541,-54.00040186046512,-60.99955167783999
