date,KE,Baringo County,Bomet County,Bungoma County,Busia County,Embu County,Garissa County,Homa Bay County,Kajiado County,Kakamega County,Kericho County,Kiambu County,Kilifi County,Kirinyaga County,Kisii County,Kisumu County,Kitui County,Kwale County,Laikipia County,Machakos County,Makueni County,Meru County,Migori County,Mombasa County,Muranga County,Nairobi County,Nakuru County,Nandi County,Narok County,Nyandarua County,Nyeri County,Siaya,Taita-Taveta County,Tharaka-Nithi County,Trans-Nzoia County,Turkana County,Uasin Gishu County,Vihiga County,Wajir County
2020-02-25,3,0,0,-7,0,-6,0,2,6,0,0,3,0,0,-19,-3,-7,0,4,-3,10,-1,0,8,-14,6,0,0,0,0,0,0,0,0,-6,0,1,-3,NA
2020-02-26,1,0,0,2,0,-24,0,4,5,0,0,-3,-12,0,0,-6,-4,0,-10,-4,6,-4,0,5,-28,4,-3,0,0,0,-16,0,0,0,-2,0,-4,-2,NA
2020-02-27,4,0,0,7,0,-8,0,0,7,0,0,-1,-3,0,0,-1,-8,0,-9,-5,-2,-7,0,9,-57,7,2,0,0,0,0,0,0,0,6,0,4,9,NA
2020-02-28,5,NA,0,-5,0,-17,0,0,7,4,0,4,-4,0,0,0,-14,0,-12,3,5,-13,-9,9,-56,8,3,0,0,0,-13,0,0,0,5,0,9,11,NA
2020-02-29,5,NA,0,-5,0,-16,0,0,8,7,0,4,-6,0,0,3,-9,0,-12,7,6,-4,0,6,-54,7,1,0,0,NA,0,0,0,0,11,0,12,7,NA
2020-03-01,3,NA,0,13,0,-14,0,0,4,0,0,4,-5,0,0,3,-12,0,-15,3,2,-7,0,5,-50,5,5,0,0,NA,0,0,0,0,0,0,4,-2,NA
2020-03-02,2,0,0,-5,0,-23,0,11,1,-2,0,1,-2,0,0,2,-18,0,-16,-3,2,-8,-20,4,-64,6,1,0,-45,0,-7,0,0,0,9,0,2,6,NA
2020-03-03,5,0,0,30,0,-27,0,7,4,0,0,3,-2,0,0,5,-21,0,-8,3,8,3,0,7,-54,8,-2,0,-45,0,0,0,0,0,12,0,11,6,NA
2020-03-04,5,0,0,35,0,-30,0,8,-1,-14,0,5,1,0,0,-4,-4,0,-13,7,6,1,0,10,-58,6,2,0,-41,0,0,0,0,0,10,0,6,-2,NA
2020-03-05,8,0,0,35,0,-10,0,0,8,0,0,6,4,0,0,5,-3,0,-7,4,-6,0,0,9,-57,10,4,0,-41,0,0,0,0,0,6,0,9,16,NA
2020-03-06,8,NA,0,13,0,-21,0,0,4,2,0,6,2,0,0,11,6,0,-9,13,-3,-5,-19,9,-53,11,3,0,0,0,4,0,0,0,9,0,19,9,NA
2020-03-07,9,NA,0,13,0,-21,0,0,11,2,0,8,-3,0,0,9,3,0,-3,16,12,8,0,12,-50,11,1,0,0,NA,0,0,0,0,4,0,23,17,NA
2020-03-08,7,NA,0,13,0,-14,0,0,8,0,0,8,-2,0,0,6,4,0,-4,20,0,7,0,5,-48,9,6,0,0,NA,0,0,0,0,0,0,6,5,NA
2020-03-09,5,0,0,5,0,-26,0,13,7,0,0,3,0,0,0,5,-10,0,-8,5,10,7,-17,13,-53,7,-2,0,-38,0,0,0,0,0,11,0,5,1,NA
2020-03-10,7,0,0,7,0,-14,0,0,7,0,0,6,4,0,0,6,-3,0,-1,7,10,13,0,10,-50,9,4,0,-38,0,0,0,0,0,19,0,18,6,NA
2020-03-11,6,0,0,16,0,-17,0,8,5,8,0,6,-4,0,0,3,-6,0,-5,6,14,3,0,13,-51,7,2,0,-34,NA,0,0,0,0,10,0,12,11,NA
2020-03-12,7,0,0,15,0,-16,0,0,8,0,0,4,9,0,0,6,-14,0,2,5,12,1,0,11,-49,7,3,0,-26,0,0,0,0,0,11,0,15,9,NA
2020-03-13,6,NA,0,2,0,-19,0,15,9,2,0,2,-2,0,-2,3,-11,0,-7,13,9,7,-14,11,-56,7,2,0,0,0,0,0,0,0,9,0,11,12,NA
2020-03-14,3,NA,0,3,0,-23,0,0,6,2,0,5,-8,0,0,3,-11,0,-4,8,15,5,0,5,-48,2,-1,0,0,NA,0,0,0,0,21,0,7,4,NA
2020-03-15,1,NA,0,25,0,-14,0,0,5,0,0,5,-5,0,-20,6,-18,0,-5,10,0,5,0,1,-48,1,3,0,0,NA,0,0,0,0,0,0,-4,-2,NA
2020-03-16,0,0,0,8,0,-21,0,11,2,0,0,1,-5,0,0,-2,-25,0,-3,5,24,10,0,4,-49,0,-2,0,-30,0,0,0,0,0,11,0,-2,-9,NA
2020-03-17,0,0,0,14,0,-24,0,0,-2,0,0,-1,-8,0,0,9,-7,0,4,3,22,6,0,-1,-44,0,4,0,-35,0,0,0,0,0,13,0,17,-5,NA
2020-03-18,-3,0,0,13,0,-9,0,12,-2,0,0,-5,-9,0,0,14,-4,0,6,0,12,-8,0,-3,-49,-6,4,0,-41,0,0,0,0,0,22,0,13,-5,NA
2020-03-19,-6,0,0,22,0,0,0,0,1,0,0,-8,-4,0,0,12,-20,0,-1,-1,12,-8,0,-8,-53,-9,0,0,-36,0,0,0,0,0,9,0,9,-8,NA
2020-03-20,-9,0,0,18,0,-17,0,0,-4,2,0,-11,-2,0,8,4,-22,0,-19,-4,3,-1,-23,-9,-55,-13,-7,0,-46,0,2,0,0,0,11,0,0,2,NA
2020-03-21,-12,NA,0,3,0,-21,0,0,-6,-9,0,-14,-12,0,0,-9,-36,0,-18,-7,2,9,0,-16,-60,-16,-14,0,-50,NA,0,0,0,0,9,0,-3,-11,NA
2020-03-22,-19,NA,0,9,0,-31,0,0,-14,0,0,-18,-14,0,-2,-22,-38,0,-32,-10,-7,4,0,-24,-55,-22,-20,0,-47,NA,-9,0,0,0,0,0,-21,-19,NA
2020-03-23,-20,0,0,3,0,-28,0,13,-11,-7,0,-16,-16,0,-4,-22,-39,0,-28,-13,2,-3,-34,-18,-55,-25,-18,0,-60,0,0,0,0,0,6,0,-23,-24,NA
2020-03-24,-22,0,0,2,0,-18,0,9,-15,0,0,-19,-21,0,0,-22,-36,0,-31,-16,2,-6,0,-20,-58,-27,-21,0,-57,0,0,0,0,0,10,0,-26,-16,NA
2020-03-25,-26,0,0,-2,0,-26,0,-2,-14,-26,0,-20,-23,0,0,-27,-28,0,-37,-17,-4,-8,0,-24,-64,-33,-23,0,-63,0,0,0,0,0,2,0,-28,-22,NA
2020-03-26,-30,0,0,-2,0,-29,0,0,-15,-19,0,-25,-25,0,0,-31,-36,0,-39,-23,-4,-7,0,-30,-59,-38,-33,0,-62,0,0,0,0,0,-19,0,-30,-19,NA
2020-03-27,-36,0,0,-23,0,-45,0,0,-24,-30,0,-30,-42,0,-21,-42,-49,0,-54,-32,-19,-22,-42,-40,-67,-42,-44,0,-68,0,-17,0,0,0,-32,0,-42,-18,NA
2020-03-28,-37,NA,0,-25,0,-46,0,0,-26,-43,0,-32,-41,0,-16,-46,-47,0,-52,-29,-17,-15,-35,-42,-62,-43,-43,0,-69,NA,-11,0,0,0,-36,0,-39,-26,NA
2020-03-29,-39,NA,0,-19,0,-47,0,0,-29,-32,0,-32,-34,0,-28,-46,-57,0,-61,-33,-20,-24,0,-45,-65,-46,-46,0,-69,NA,-7,0,0,0,-31,0,-46,-24,NA
2020-03-30,-35,0,0,-12,0,-47,0,13,-21,-18,0,-29,-30,0,-16,-42,-48,0,-42,-31,-10,-16,-39,-37,-66,-42,-38,0,-75,0,-7,0,0,0,-17,0,-43,-26,NA
2020-03-31,-34,0,0,-12,0,-45,0,9,-18,0,0,-28,-28,0,-12,-36,-52,0,-42,-24,-8,-7,-41,-37,-70,-40,-36,0,-55,0,0,0,0,0,-10,0,-39,-17,NA
2020-04-01,-35,0,0,0,0,-48,0,2,-22,-18,0,-29,-29,0,-26,-36,-43,0,-44,-26,-8,-11,0,-40,-66,-43,-40,0,-41,0,0,0,0,0,-8,0,-37,-21,NA
2020-04-02,-34,0,0,-2,0,-41,0,0,-19,0,0,-28,-33,0,0,-37,-46,0,-46,-26,-10,-19,0,-40,-67,-43,-35,0,-41,0,0,0,0,0,-9,0,-39,-22,0
2020-04-03,-35,0,0,-11,0,-47,0,0,-22,-2,0,-30,-31,0,-27,-43,-44,0,-46,-26,-14,-21,-44,-40,-69,-42,-40,0,-43,0,-13,0,0,0,-16,0,-39,-14,NA
2020-04-04,-33,NA,0,-13,0,-39,0,0,-21,-10,0,-29,-30,0,-30,-41,-45,0,-41,-26,-10,-18,-41,-40,-67,-41,-38,0,0,NA,0,0,0,0,-11,0,-40,-20,NA
2020-04-05,-37,NA,0,-9,0,-55,0,0,-26,0,0,-31,-26,0,-24,-42,-46,0,-45,-31,-22,-16,0,-45,-65,-45,-46,0,-47,NA,0,0,0,0,-17,0,-46,-24,NA
2020-04-06,-33,0,0,-8,0,-56,0,11,-17,-2,0,-27,-22,0,-16,-42,-43,0,-40,-23,-4,-16,-46,-36,-66,-40,-41,0,-43,0,0,0,0,0,-6,0,-46,-31,NA
2020-04-07,-36,0,0,-11,0,-39,0,0,-24,0,0,-31,-18,0,-26,-38,-38,0,-40,-25,-16,-9,-35,-36,-66,-45,-39,0,-40,0,0,0,0,0,-13,0,-42,-24,NA
2020-04-08,-37,0,0,-9,0,-46,0,4,-26,-18,0,-30,-28,0,-12,-43,-43,0,-48,-28,-14,-16,-39,-42,-74,-46,-44,0,-41,0,0,0,0,0,-8,0,-43,-17,NA
2020-04-09,-37,0,0,-7,0,-47,0,0,-22,0,0,-32,-33,0,0,-43,-44,0,-47,-26,-14,-19,-47,-48,-71,-46,-43,0,-44,0,0,0,0,0,-20,0,-45,-20,NA
2020-04-10,-46,0,0,-27,0,-53,0,12,-27,-26,0,-35,-46,0,-33,-52,-57,0,-57,-35,-26,-34,-53,-62,-78,-54,-49,0,-41,0,-13,0,0,0,-21,0,-55,-35,NA
2020-04-11,-41,NA,0,-30,0,-56,0,0,-27,-26,0,-35,-42,0,-35,-50,-53,0,-52,-39,-21,-24,-51,-55,-75,-48,-48,0,-42,NA,0,0,0,0,-17,0,-50,-30,NA
