date,KE,Baringo County,Bomet County,Bungoma County,Busia County,Embu County,Garissa County,Homa Bay County,Kajiado County,Kakamega County,Kericho County,Kiambu County,Kilifi County,Kirinyaga County,Kisii County,Kisumu County,Kitui County,Kwale County,Laikipia County,Machakos County,Makueni County,Meru County,Migori County,Mombasa County,Muranga County,Nairobi County,Nakuru County,Nandi County,Narok County,Nyandarua County,Nyeri County,Siaya,Taita-Taveta County,Tharaka-Nithi County,Trans-Nzoia County,Turkana County,Uasin Gishu County,Vihiga County,Wajir County
2020-02-15,7,NA,0,6,0,2,0,-2,9,9,0,4,-6,0,0,4,20,0,4,17,12,13,0,7,-2,6,8,0,0,NA,0,0,0,0,-9,0,2,7,NA
2020-02-16,5,NA,0,11,0,-6,0,0,6,0,0,4,-8,0,2,0,4,0,-5,10,4,0,0,5,0,6,9,0,0,NA,-7,0,NA,0,-12,0,2,-12,NA
2020-02-17,6,0,0,2,0,-4,0,0,7,0,0,3,5,0,0,7,5,0,1,7,6,-3,-22,10,-15,7,7,0,0,0,0,0,0,0,-8,0,-2,-3,NA
2020-02-18,6,0,0,2,0,8,0,0,3,0,0,3,-1,0,0,11,3,0,1,7,12,7,0,13,-8,8,4,0,0,0,0,0,0,0,6,0,-3,-3,NA
2020-02-19,1,0,0,9,0,-11,0,15,2,2,0,-1,-5,0,0,-1,13,0,-9,3,0,-7,0,9,-9,2,3,0,0,0,0,0,0,0,4,0,-2,-6,NA
2020-02-20,5,0,0,11,0,-4,0,0,8,0,0,1,2,0,0,5,12,0,-1,7,4,-8,0,12,-18,4,8,0,0,0,0,0,0,0,-2,0,-2,5,0
2020-02-21,5,NA,0,-6,0,-14,0,15,11,0,0,1,-5,0,-17,2,-5,0,-7,9,7,1,-21,8,-15,7,7,0,0,0,-9,0,0,0,5,0,4,14,NA
2020-02-22,4,NA,0,-6,0,-8,0,0,14,2,0,3,-7,0,-14,-4,-8,0,-11,0,6,8,0,6,-8,4,2,0,0,NA,0,0,0,0,-2,0,10,-1,NA
2020-02-23,5,NA,0,13,0,0,0,0,10,0,0,3,-7,0,-13,3,2,0,4,12,2,7,0,2,0,6,7,0,0,NA,0,0,NA,0,0,0,4,3,NA
2020-02-24,4,0,0,-5,0,-14,0,-6,9,-2,0,3,-8,0,-22,-5,-5,0,2,4,12,3,-29,7,-11,7,1,0,0,0,-7,0,0,0,-2,0,-1,7,NA
