date,total,Meru County,Migori County,Nairobi County,Nakuru County,Uasin Gishu County,Vihiga County
2020-02-29,5.376737927893024,5.142638262833796,NA,6.612599229604338,1.3814452901058223,1.004873889944098,7.1424
2020-03-01,3.0294396082251445,2.6974357162979055,NA,5.2642974083478284,5.4322056065543896,3.722993070790741,-1.69536
2020-03-02,2.153879027813253,1.234066417348037,NA,5.936538543025295,1.1007186284991224,-3.2162433623425373,5.881919999999999
2020-03-03,4.794888124001122,0.6243292094522586,NA,8.159517749742825,-1.8821227381260193,2.3073284597428865,6.3494399999999995
2020-03-04,4.486849992528938,0.6066103504193897,NA,6.3442757085185875,2.283436453687487,4.849702528936216,-1.58688
2020-03-05,7.763038491597434,2.5098242677145888,NA,9.836301034534914,3.835633012193261,7.262693693844898,15.62496
2020-03-06,8.100527297138017,10.073692503098629,NA,10.67946711680793,2.8014784374771704,19.543287692196056,9.2304
2020-03-07,9.386805386179486,11.999836708554012,NA,10.625038502210465,1.036083967579367,9.296161672851946,17.142719999999997
2020-03-08,6.866782842921261,7.417948219819239,NA,8.6188188659074,6.207821537591457,4.6534717907711665,5.08512
2020-03-09,4.650022646151154,NA,NA,7.142562055948079,-1.833887916544112,5.442707506907518,1.47072
2020-03-10,6.850067595477034,5.6158360275939385,NA,9.069525990293428,4.1404770845909145,7.94950127742257,6.3494399999999995
2020-03-11,5.9020742761401594,6.671671568787825,NA,6.989779979885019,1.5222909691249915,7.657311551913074,11.11104
2020-03-12,6.533273858200732,6.2756029551119346,NA,7.310622339617445,2.684750169248955,6.225474077829638,9.375359999999999
2020-03-13,5.4786213408864075,5.036325108636583,NA,6.815035480387892,2.101108828107878,8.164061260361278,12.308159999999999
2020-03-14,3.327130205565187,1.7145601828864196,NA,1.8076029374210847,-1.036083967579367,1.2560923624301226,4.28544
2020-03-15,1.4136323552831993,6.069230361670287,NA,0.7524517246105731,3.1043931170115475,0.6210379405663095,-1.69536
2020-03-16,0.16476458195023774,9.870446767133371,NA,-0.2893310565444208,-2.200472560566607,-0.7417953178986475,-8.823360000000001
2020-03-17,0.20695068264281072,9.984055922108823,NA,-0.2950603843967856,4.516708692929791,-0.2566094268312182,-4.7616
2020-03-18,-2.6640920569441824,6.065061218368435,NA,-5.553628464892249,4.186782513309545,-5.615218045953716,-4.7616
2020-03-19,-5.5335428682031536,8.159013441723339,NA,-9.186977211266907,-0.3839491797919814,-8.299913309860159,-7.81248
2020-03-20,-8.875796392884546,NA,NA,-12.717198056298999,-7.352916201945934,-13.358784867389888,1.53888
2020-03-21,-11.714204601747097,-4.5714656304801435,NA,-15.801486216822031,-14.157884830721404,-24.62264487623752,-11.428799999999999
2020-03-22,-18.609642154572747,-6.069230361670287,NA,-21.721791664265627,-19.787853205761614,-30.715501477175394,-18.64416
2020-03-23,-19.526592871513202,-3.0841237575446296,NA,-24.90347839827886,-17.970365128555347,-32.15919905081826,-23.529600000000002
2020-03-24,-21.881850832821186,-9.984055922108823,NA,-27.282104344985637,-21.45291924676905,-41.02731894866182,-15.872639999999999
2020-03-25,-25.431851004309404,-4.246272452935728,NA,-32.677221405962456,-23.21927841309849,-42.37182296235312,-22.22208
2020-03-26,-29.64250143192659,-11.923749843295221,NA,-37.396277780360236,-32.984900390571426,-40.20358112471623,-18.74976
2020-03-27,-35.94733357505622,-23.505629935838623,NA,-41.61879240755308,-43.76731240699096,-49.22911688943945,-18.46176
2020-03-28,-36.673252892634075,-21.71394060186795,NA,-43.17048536756854,-42.8199805111223,-52.512208085662394,-25.71456
2020-03-29,-39.050797850534366,-28.99743395020248,NA,-45.69902872641218,-45.78256325268304,-52.43242196135353,-23.72928
2020-03-30,-35.11236716700888,-21.59095087446333,NA,-41.86706328115555,-37.775582870086446,-47.992431962652034,-26.471040000000002
2020-03-31,-33.33338726044472,-20.591398767844442,NA,-40.01267083294015,-36.13077545414342,-48.20699194559074,-17.460479999999997
2020-04-01,-35.04311828473994,-18.802836291350157,NA,-43.25833506130479,-40.34746355683374,-47.221525491289334,-20.6352
2020-04-02,-34.29252407807774,-15.062072463763922,NA,-42.75988353814906,-34.90271689666805,-45.65060139509991,-21.87456
2020-04-03,-34.59339853207383,-19.027970029650138,NA,-41.82886776213979,-40.26546436014449,-43.53950367352207,-13.846079999999999
2020-04-04,-32.90356661187888,-18.285862521920574,NA,-40.89116777030275,-38.33124801471002,-42.21117252286635,-19.999679999999998
2020-04-05,-37.146851570220505,-24.951280375755623,NA,-44.686847472494414,-45.78256325268304,-48.70942889056279,-23.72928
2020-04-06,-32.70457557087618,-16.03869428222263,NA,-39.47793356671944,-41.44239400674304,-46.5077631359857,-30.882239999999996
2020-04-07,-35.85340980370294,-19.342740348939923,NA,-45.026787591734724,-38.76536140894718,-45.386444632185416,-23.809919999999998
2020-04-08,-37.23599955658972,-23.65571909470528,NA,-45.8432168106967,-44.154155676077856,-45.94602569321652,-17.460479999999997
2020-04-09,-37.27738969311828,-20.08276328501856,NA,-45.308479544475986,-42.956967404414925,-45.65060139509991,-20.31264
2020-04-10,-45.537109823058465,-33.019614950663694,NA,-54.10204290988052,-49.01911978082902,-52.94024986067077,-35.38464
2020-04-11,-41.00011408819684,-23.999673417108024,NA,-48.00030874711204,-48.00040034901914,-50.00002336080215,-30.0
