date,total,Alytus County,Kaunas County,Klaipėda County,Marijampolė County,Panevėžys County,Tauragė County,Telšiai County,Utena County
2020-02-29,0.9982460856084903,NA,0.6485535198932927,-0.2111060324828212,NA,NA,NA,NA,NA
2020-03-01,0.30145055060454407,NA,0.06781634744097757,-0.9067963668012092,NA,NA,NA,NA,NA
2020-03-02,0.6589083073323369,NA,0.6141677662612477,0.9662898850463678,NA,NA,NA,NA,NA
2020-03-03,0.18119978451639263,NA,0.3505436550822362,0.2370145001057129,NA,NA,NA,NA,NA
2020-03-04,0.9051752871977977,NA,0.901670873018068,0.9998749356686351,NA,NA,NA,NA,NA
2020-03-05,0.11119077686233185,NA,-0.12417077700460684,0.01247444737398489,NA,NA,NA,NA,NA
2020-03-06,-0.6762046503998106,NA,-0.4078532444689778,-0.975885613795587,NA,NA,NA,NA,NA
2020-03-07,-0.1334289322347982,NA,-0.3983016462378542,-0.3502440993464988,NA,NA,NA,NA,NA
2020-03-08,-2.357244469481435,NA,-2.228387867321137,-3.845008509812111,NA,NA,NA,NA,NA
2020-03-09,0.2734469475429198,NA,0.025789315224033726,-0.07388711136898742,NA,NA,NA,NA,NA
2020-03-10,-1.7930542313281217,NA,-1.4518429311307877,-2.4085279160540054,NA,NA,NA,NA,NA
2020-03-11,20.90633695627088,NA,20.963847797670084,17.27615004009415,NA,NA,NA,NA,NA
2020-03-12,0.9504752333268958,NA,1.0907925179943154,0.16504653448656928,NA,NA,NA,NA,NA
2020-03-13,6.871590010092108,NA,7.139819677764892,5.1605829213300565,NA,NA,NA,NA,NA
2020-03-14,5.719324107644684,NA,5.96497309533669,4.856398319979809,NA,NA,NA,NA,NA
2020-03-15,2.4717297878804283,NA,2.5569628464717886,3.2107308394887264,NA,NA,NA,NA,NA
2020-03-16,15.83768480211688,NA,15.40577278697926,15.589220925981422,NA,NA,NA,NA,NA
2020-03-17,17.657919001122462,NA,17.528137913934923,16.55551081102779,NA,NA,NA,NA,NA
2020-03-18,19.390024214022343,NA,18.63516814892215,19.052319431574613,NA,NA,NA,NA,NA
2020-03-19,19.95174354602316,NA,19.241694636598496,18.175269823895984,NA,NA,NA,NA,NA
2020-03-20,21.41946180060594,NA,20.995368071832793,19.9274498935034,NA,NA,NA,NA,NA
2020-03-21,13.127924388212646,NA,12.871733776262168,12.075265058017372,NA,NA,NA,NA,NA
2020-03-22,10.171073359058784,NA,9.827639420003074,9.855772998322985,NA,NA,NA,NA,NA
2020-03-23,20.8725679055201,NA,20.345859392116385,19.025451391076803,NA,NA,NA,NA,NA
2020-03-24,21.536418025157428,NA,21.24466478566512,19.399684812296346,NA,NA,NA,NA,NA
2020-03-25,21.695379654301355,NA,21.24657510531134,19.867956375258238,NA,NA,NA,NA,NA
2020-03-26,21.519121682089956,NA,20.83681154119614,19.765282077641594,NA,NA,NA,NA,NA
2020-03-27,22.16979363558064,NA,21.729885975806194,20.399559747964982,NA,NA,NA,NA,NA
2020-03-28,9.297196216459273,NA,8.981367816725523,9.65810098608907,NA,NA,NA,NA,NA
2020-03-29,10.812685323323647,NA,10.631883991063683,11.33735351720242,NA,NA,NA,NA,NA
2020-03-30,22.26862988168049,NA,21.514975015605913,20.50319361845655,NA,NA,NA,NA,NA
2020-03-31,22.20191541556309,NA,21.83304323670233,19.624224865028076,NA,NA,NA,NA,NA
2020-04-01,24.08145136222858,NA,23.420518862715074,21.645085339613626,NA,NA,NA,NA,NA
2020-04-02,24.465265451249667,NA,23.56474799600504,22.74379628139922,NA,NA,NA,NA,NA
2020-04-03,25.07805017706874,NA,24.488387544954694,23.096919099370485,NA,NA,NA,NA,NA
2020-04-04,12.880010137578854,NA,12.73610108138021,12.448538906361998,NA,NA,NA,NA,NA
2020-04-05,8.051859515601157,NA,7.819893471820893,7.701531894123286,NA,NA,NA,NA,NA
2020-04-06,19.35872606942406,NA,18.946550251256777,17.213777803224225,NA,NA,NA,NA,NA
2020-04-07,18.659459628267616,NA,18.32856184570308,17.137971546105394,NA,NA,NA,NA,NA
2020-04-08,18.53261977910614,NA,18.133709241788157,16.38470683929169,NA,NA,NA,NA,NA
2020-04-09,19.88667635067409,NA,19.10033098277787,18.15799751214739,NA,NA,NA,NA,NA
2020-04-10,21.590777960512344,NA,21.23702350708022,19.28165734868095,NA,NA,NA,NA,NA
2020-04-11,15.999940972797468,NA,15.999882196955149,15.000043180779368,NA,NA,NA,NA,NA
