date,total,Brussels,Flanders,Wallonia
2020-02-29,2.4464643080693644,-1.2961031223238106,2.7210954041885174,3.888526524613855
2020-03-01,6.107290925945079,1.2874815937939406,6.8489961785761455,5.841071539729406
2020-03-02,6.559652981590073,1.4857767499809538,5.8742469661398795,8.190166365799065
2020-03-03,6.500789469892952,7.111803089528434,6.347315077067853,6.511406355298019
2020-03-04,4.170439486267223,4.2734043079722985,4.35489716632484,4.712804510036887
2020-03-05,0.6974922961371129,-1.9657085048103915,0.5293403257359366,1.4371276932611967
2020-03-06,4.940503235181608,2.984006818949498,5.6148225182116365,3.577717213325501
2020-03-07,2.5448389440563335,1.4177624693564226,2.989103749290856,2.5322677117192205
2020-03-08,0.5209017610457514,-9.062184432507946,2.700112544429615,0.10035535756332424
2020-03-09,4.274458568581313,1.7894461437552687,4.310070147749005,3.3955186515357765
2020-03-10,3.648731375746169,1.7223898107451676,4.119316877213532,3.499771304538453
2020-03-11,4.093836286113436,3.3068351650124126,5.267651565837077,3.0905552834064514
2020-03-12,22.822915548976695,15.917257561369134,29.60967641886874,12.705183132288816
2020-03-13,40.007835566634675,32.14393220219916,44.53802737097483,34.850590142548974
2020-03-14,-8.255405928152326,-13.228298607664081,-6.460813273036458,-8.59158779605236
2020-03-15,-18.151733038546297,-27.187511245138264,-15.346100614578774,-18.883370727522205
2020-03-16,15.978621202604657,2.395826983689468,17.36236268413872,18.010376549107267
2020-03-17,30.681597535279934,12.660235672307081,39.290404898543976,22.983325529720926
2020-03-18,-11.973483358774555,-16.31384787374316,-9.051242686908177,-14.490144443512214
2020-03-19,-22.948706067123968,-34.53017970974433,-16.16538591152863,-30.501208432231703
2020-03-20,-22.674547245520944,-37.17507307318561,-16.749090919367177,-28.30215948057711
2020-03-21,-39.00393046988242,-47.460556609320676,-33.338902857837226,-46.20438608124235
2020-03-22,-45.102351551599156,-56.107949724780426,-37.483971426573056,-52.79763564076677
2020-03-23,-25.318567175039547,-38.24605850611836,-19.743917266774098,-31.2504634804472
2020-03-24,-21.31262298173414,-34.53784329065977,-14.791962363673226,-27.750692175908746
2020-03-25,-29.537387629824952,-37.43180303385285,-24.38208303984411,-35.2091413229694
2020-03-26,-25.05247184818955,-38.0812915164364,-18.358094756333887,-31.999718528662704
2020-03-27,-21.257791217413534,-36.23724235865862,-14.59453272866901,-28.225187895649903
2020-03-28,-36.403453412030174,-46.45758545701245,-30.150461940836806,-44.34537615667126
2020-03-29,-53.80850683644587,-64.5263933603914,-45.313439415701524,-62.81855653920163
2020-03-30,-29.94862586222949,-42.37098093385401,-24.93622129074966,-34.92561307975651
2020-03-31,-25.245995722262276,-36.92983848389152,-18.850238194315406,-31.99094961392416
2020-04-01,-31.296035835460838,-38.89746288393077,-26.428865632689735,-36.46699342602038
2020-04-02,-27.128821747094825,-40.77695610344246,-20.715805180152326,-33.19326525696437
2020-04-03,-21.64161356765777,-37.17507307318561,-13.894468225803827,-30.356034177115824
2020-04-04,-31.831451887062045,-43.98799650701187,-25.584782410570266,-39.018747614936366
2020-04-05,-36.39619626675245,-49.32376471938706,-26.059758054203595,-48.21539052794819
2020-04-06,-27.606986985949522,-38.82274297000523,-22.236108746320046,-33.84313927147638
2020-04-07,-19.6209017825484,-31.47624271494144,-12.509599481716295,-27.712693545375064
2020-04-08,-24.818630500351674,-34.53017970974433,-18.29514617705718,-32.48298316314239
2020-04-09,-18.579904609932203,-32.18416600200523,-10.763253289964045,-27.407730177245735
2020-04-10,-14.32399207928286,-29.955979850841008,-6.4159862544606225,-23.487050965257225
2020-04-11,-25.000059132294854,-38.999963278674784,-18.000432374079878,-33.00034913271642
