date,total,Harju County,Ida-Viru County,Lääne-Viru County,Pärnu County
2020-02-29,-5.865208166305628,-9.760181631296584,1.5664048476097814,NA,6.346951809349897
2020-03-01,-2.254186733494834,-5.885859778244046,10.039099297851955,NA,-4.7415125030864145
2020-03-02,0.894950556834952,-1.738022510745144,5.536047731003355,NA,1.4730912630948083
2020-03-03,0.27777087944698414,-2.639183823605271,5.620117577852245,NA,3.876455003534645
2020-03-04,-0.3386083054930095,-2.0729589305408678,-1.2397886610014492,NA,0.8660165433428463
2020-03-05,5.809173694947447,3.4424554091898574,11.799734481285034,NA,7.90156179468628
2020-03-06,8.346734755025082,6.129624393224314,14.746044401311082,NA,19.741916439327234
2020-03-07,9.955724575452859,4.10369091990405,20.36712829924205,NA,22.801266132863976
2020-03-08,28.63441535647859,21.21423942574346,45.44120170194322,NA,39.96047764281991
2020-03-09,5.0134842016612735,1.1190139412086348,16.860352733556734,NA,12.377419167644268
2020-03-10,3.736698747142715,-0.19673915775966563,9.96372633171157,NA,6.859081193785201
2020-03-11,2.3206276066766773,-0.8407000107193517,3.4710217227725693,NA,10.105444426582029
2020-03-12,1.0022165448634701,-1.748579246039565,6.983595208930223,NA,5.3620138359134595
2020-03-13,-12.951967808219607,-15.478093348038477,6.625090459724035,NA,-6.659600085241112
2020-03-14,-34.73096584024871,-36.39866359195531,-17.62471191582653,NA,-33.61352583347001
2020-03-15,-33.478195159169374,-35.62226369621108,-10.832448082483436,NA,-36.57409401652579
2020-03-16,-34.33312109360562,-34.99173868817156,-23.403305986589327,NA,-38.89881616609728
2020-03-17,-40.25596471616538,-42.121373824740125,-22.226328130704864,NA,-39.66221502379485
2020-03-18,-44.73712143992393,-45.558071014678475,-29.999406843951675,NA,-44.75281946683342
2020-03-19,-40.29118638387624,-41.20101844770832,-19.74675080870196,NA,-40.637562559320514
2020-03-20,-44.31125945760175,-45.32198402536688,-27.355555108565888,NA,-45.90654914749947
2020-03-21,-50.22689864812974,-52.44202212984961,-33.68301898404327,NA,-53.59328513298443
2020-03-22,-43.07209714813798,-44.57341552267157,-26.947768035344833,NA,-49.442543605201664
2020-03-23,-40.40965926617639,-42.355541407634554,-23.90675874760394,NA,-41.257104848356484
2020-03-24,-43.07930158016974,-45.09837317776687,-23.503803274776505,NA,-42.94214478927939
2020-03-25,-40.61138336306584,-43.0081395894715,-19.586341675633964,NA,-38.40107243852813
2020-03-26,-44.174375248998196,-45.70874441842613,-20.46859190750795,NA,-43.741987311037896
2020-03-27,-54.696848477616655,-56.96606305511334,-38.68179275127671,NA,-55.89690831915222
2020-03-28,-61.700356904941344,-63.130236763846675,-50.13365200422151,NA,-65.11140106382338
2020-03-29,-60.23065277046105,-61.465151696953896,-50.46123451090856,NA,-67.05154665317288
2020-03-30,-53.10306801370039,-54.755866565744995,-40.514901940614,NA,-55.402041722956305
2020-03-31,-52.560334133974,-54.61766930370894,-39.088613504419044,NA,-52.48463051049901
2020-04-01,-51.84389339303726,-52.89884085713547,-44.62659387557984,NA,-51.97154208227263
2020-04-02,-54.22775990310388,-55.05241485719737,-49.12481384203483,NA,-52.77234364782222
2020-04-03,-55.75029653915046,-56.72997606580174,-46.375633218068245,NA,-56.134751179339396
2020-04-04,-59.031515083395966,-60.18586731991177,-53.266461699441074,NA,-61.58595608782305
2020-04-05,-54.38065396066692,-55.7942654374326,-48.347892498741636,NA,-60.617321858834934
2020-04-06,-44.79795886596995,-46.774014979954075,-36.74045571312246,NA,-44.79309930605867
2020-04-07,-43.61803299765625,-46.839274798137765,-27.33622870699143,NA,-41.749094313179164
2020-04-08,-40.77228234510862,-43.40065820178224,-27.519829521948775,NA,-37.823728076299574
2020-04-09,-38.6934034577201,-41.501405551995035,-29.619643053013583,NA,-35.275548723407056
2020-04-10,-59.559039606610845,-59.285665710260226,-48.085053437329016,NA,-63.507879845142064
2020-04-11,-56.999865250437914,-59.99968489744652,-46.99987598892322,NA,-59.00037402707852
