date,total,Administrative unit Maribor,Celje,Kranj,Ljubljana,Novo Mesto,Ptuj,Žalec
2020-02-29,-0.5614916246332731,-6.109027267512625,-11.002184781124388,5.112212349350365,-0.5676649228901064,-3.7042040894047514,-13.748614014719232,NA
2020-03-01,-14.522470789334683,-8.975806604556414,-10.349941728827888,-18.293559871712905,-14.109562666732833,-6.406854689671151,-5.619408343008364,NA
2020-03-02,-1.3623602222861675,-5.5726435626197,-0.5405118120055901,0.7795523807835675,-1.0696815213643502,-1.5148737745156187,-1.3668831104614938,NA
2020-03-03,-2.179294388598097,-5.820721026132678,-4.991617034192967,-1.1520478533747303,-1.2772460765027396,-2.319590161742387,-1.3668831104614938,NA
2020-03-04,-0.43457363222689666,-1.6915243265016142,NA,-0.54434261071956,-0.4798120181571138,-2.956416079691628,-1.0112243545748887,NA
2020-03-05,0.4755408323074358,-1.0583999891190734,-2.989049419748228,0.8822766477094809,0.4469878559491825,1.2254074481750545,-1.2832552408341027,NA
2020-03-06,-4.98594923333151,-7.109957573964599,-8.953778709124403,-5.6546348803143,-5.276001366657197,-2.7335270084093937,-2.1829757692391367,NA
2020-03-07,2.788179440775523,-3.9031492811404744,-8.557467044844687,4.47282579072739,-1.455848135575307,-4.445237884836596,-2.988494789328259,NA
2020-03-08,16.587699640453632,5.333186551506787,4.312634881655909,15.854098542191911,10.56841481441836,18.820135650909005,18.90182101555191,NA
2020-03-09,-4.386703522349506,-9.287100719003199,-7.74860926256777,-2.1447290870326228,-3.8635969751806223,-8.838371830931889,-6.150973997076722,NA
2020-03-10,-3.1721465317264594,-6.457676675693025,-4.991617034192967,-0.3840159511249101,-5.379300935958628,-8.246895637442671,-3.0759676184787486,NA
2020-03-11,-4.587523130587443,-5.33989134781795,-9.25363861896496,-2.541225556569092,-8.868316295354623,-8.622236973930935,-1.3486195527267764,NA
2020-03-12,-6.691309346488075,-8.02755684054928,-9.465641485157967,-3.7038338485997575,-14.115355165945997,-8.089618933464298,-2.8885258417276996,NA
2020-03-13,-28.999957986424064,-28.89958775719519,-34.5574221573256,-28.72151302450984,-37.13667787213218,-28.386032848710183,-23.190873363568215,NA
2020-03-14,-49.85306610585149,-50.14134029899943,-56.69071238144849,-53.51646294876747,-55.66012493929626,-49.63672075312546,-45.43204172493112,NA
2020-03-15,-61.347980481391026,-67.90330355531083,-62.67549599600509,-64.88045498243137,-60.99018963194298,-59.26437076721262,-65.90164498602641,NA
2020-03-16,-67.5099293405639,-71.02678080826766,-67.93927887193232,-68.61885026663236,-72.44775307558209,-68.94219494453213,-71.08176670352077,NA
2020-03-17,-73.5280913602384,-74.39833552473748,-72.02176649794629,-71.59593392772823,-78.07130439502913,-77.05690095961263,-76.54929914536675,NA
2020-03-18,-74.0960092123353,-74.40791380518199,-73.6977351023099,-72.77966309707077,-78.88901220062084,-77.84521425501343,-75.18145479502448,NA
2020-03-19,-74.09118954173759,-74.89640610785233,-74.56580089226233,-73.72434233683805,-78.62448806988633,-76.66901608231628,-77.34328328688659,NA
2020-03-20,-76.52191007984958,-75.69044555670274,-77.65034709858399,-77.08640198893664,-79.75595624952443,-80.11270047801452,-79.39360795257882,NA
2020-03-21,-80.4989416013937,-81.02363210820953,-81.4444344291462,-78.75687137633,-82.92155706951874,-83.46954497581059,-83.39140461672042,NA
2020-03-22,-90.00413529851176,-89.75710821751969,-90.56342257904264,-91.95549961649316,-90.39001938835865,-95.30389328436732,-93.99868670106822,NA
2020-03-23,-74.89205813939049,-76.59942437088736,-73.52584088647772,-73.68690078160337,-79.7269937534586,-79.80104173332117,-74.49897447967452,NA
2020-03-24,-78.06018827895218,-79.12809040823971,-76.47860152732805,-77.54626109040872,-81.87021846232942,-81.6960812830974,-78.258383653384,NA
2020-03-25,-79.22895839889698,-78.85798289970435,-79.1506016156525,-77.86211421020894,-83.49984157429965,-82.52588475194034,-77.54129870232616,NA
2020-03-26,-79.8595319687641,-79.39532443264174,-80.37773532312104,-80.07404608868843,-83.79815528377762,-82.613689537597,-79.26864676807813,NA
2020-03-27,-76.9412214218504,-76.37816609261904,-77.50996682232106,-76.30492952839744,-79.9026995629246,-79.48166388659207,-77.48458554936045,NA
2020-03-28,-77.20228691255971,-77.88482960654147,-78.9997166928665,-75.4024920432539,-78.80405554549442,-79.4565768049759,-81.2987853962741,NA
2020-03-29,-87.9389064473928,-89.75710821751969,-87.40056900773077,-89.51603828697216,-87.41074395972112,-90.8991806852184,-95.02048469433164,NA
2020-03-30,-78.6891552919534,-78.54573095721312,-79.11240290102315,-79.92523990762753,-82.8317733317147,-80.81127921224973,-77.23274070059749,NA
2020-03-31,-77.44327044244524,-78.12716010178774,-77.19196252303155,-77.54626109040872,-81.46667435047897,-80.40699124312742,-78.599623811059,NA
2020-04-01,-77.49949993275186,-77.70092662200676,-78.15934497102035,-77.31681155961158,-81.4821210150474,-81.54073435462796,-78.21512785874914,NA
2020-04-02,-75.28887768526864,-75.95480609697141,-76.39169945154624,-75.66458292989665,-79.29545256207786,-79.67174677422238,-76.38012092635041,NA
