date,total,Banská Bystrica Region,Bratislava Region,Košice Region,Nitra Region,Prešov Region,Trenčín Region
2020-02-29,-1.2474656623241982,-2.0950639287897497,-1.7850609833790074,-1.9130942090631857,-0.39097141963179677,-1.5404174124115986,-1.2710732472007598
2020-03-01,0.8135645623853466,1.1810124917138893,0.6105318066197232,-0.18137252208970192,1.4005685032379556,0.6071718267899733,1.3374580250883572
2020-03-02,0.8009877189088581,1.0127109572681754,-0.4188099283214564,3.3582859010332573,0.04850025205558998,3.533402714236094,0.09957716683139592
2020-03-03,0.6154792776306536,0.7931451623303761,-0.09399956168992689,2.0655243074151692,0.06829627330276956,1.9789303984265796,0.3036127341623935
2020-03-04,1.4203972601259143,1.305787767251229,0.27269179777374825,4.098247201260924,0.13956194979261605,4.19492016749801,1.1402561848928474
2020-03-05,0.4810642629756832,-0.19538453998870242,0.14984088546612107,1.8407381497188895,0.25437887302625767,2.080125702891575,-0.04588359648113342
2020-03-06,2.777124250152106,2.451979251838419,1.732011725791623,5.341806674524891,2.5457683323872944,5.817793013177382,1.8665837547218531
2020-03-07,1.322926723183129,1.7865111156392741,1.2294398118058754,0.341520600105077,1.3065374023138525,0.3701124561451226,1.8421775863808247
2020-03-08,-0.08567974618357757,0.3781948274038745,-0.4504533451279664,-0.2749530255083247,0.06928607436512854,0.004684967799305349,0.5877005336519642
2020-03-09,0.9542679987785612,0.5319876088801304,3.4379641671543553,1.259960180048674,0.24448086240266784,-0.15366694381721546,0.45102599094220513
2020-03-10,2.379381575208159,0.6325816294683732,6.800542547210849,3.0100120687227125,0.3988898281306686,0.3513725849479012,1.2320233778551144
2020-03-11,5.621849033990338,3.2103034070420957,10.348327984458386,5.92354939165303,2.6754322715563204,3.4734351264049854,5.795976857627428
2020-03-12,5.850590374718971,3.913494300961832,10.862068163199371,5.698763233956751,3.3455275907733495,3.712368484169559,4.7611553199678225
2020-03-13,13.255206971501545,11.83914242307781,17.845025701412457,13.449544310917737,11.303528132139542,12.431093558676812,11.686649648418046
2020-03-14,10.082698204557335,8.630773516431642,12.01426081044818,9.523986904625199,9.592162095320868,9.559208297702634,9.962597916807798
2020-03-15,9.060043619375367,8.014635140328654,11.767628297103322,9.00881176209381,8.411329427926605,9.023247981462102,8.722764565083557
2020-03-16,18.23013461917001,16.698607417648308,23.14715939396209,17.673208681708772,17.420498697518035,17.406529361539096,16.658674262852355
2020-03-17,19.167895510885682,17.051653739905124,25.829404312678623,18.15654715812867,18.21728855271701,17.018614027756612,16.914450907066332
2020-03-18,20.574143822100545,18.273290739933493,27.090487541291008,19.85064369424312,19.51590754653199,18.684588577189594,18.496946862298614
2020-03-19,20.409858804188914,17.82255214768233,27.14074473268958,19.088493202483203,20.30972799854389,18.002457265610737,18.278267593962997
2020-03-20,23.078507779356308,21.01351055076515,27.458109589484284,21.89687305249981,22.501147550606674,22.390398106440124,21.623865150151172
2020-03-21,15.530829588028675,14.794091777857442,17.053940281249705,14.173104904360697,15.72793888088418,14.142980792542987,16.18128961010184
2020-03-22,12.294650550984741,10.946370490357156,14.569001373209064,11.806579390073255,11.87761274830775,12.110641761204327,12.552580501157735
2020-03-23,21.747720529000375,19.878926068553525,26.556272210498747,21.108674379375945,21.178773331295076,20.3571220815416,20.068704103460842
2020-03-24,20.80367121554646,18.27812699092331,26.25007561845928,19.78504086710429,20.304778993232098,18.477513000460295,18.962616554245436
2020-03-25,22.54556403704011,20.13524737101395,28.808538936138582,21.13954629802951,22.13492115753385,19.449175322036226,20.97758981248074
2020-03-26,21.93794528658226,18.967776382071555,28.575866753737774,19.9143170264661,22.317044553007904,18.73518622942209,20.05698914265715
2020-03-27,22.664257997349466,20.499900695646332,27.155635752363235,20.88485296913759,23.169263267698984,20.80219402247561,21.556504125529937
2020-03-28,10.13536373661513,9.760521747653446,10.986780452966206,8.500389851767892,10.475064642945076,9.559208297702634,9.689248831388282
2020-03-29,9.52460077528816,8.595952509304944,12.03473596249945,8.902689541722177,9.168527240631224,9.300598075180979,8.957063781157428
2020-03-30,19.858049796657983,17.403732811963973,24.791686379171015,18.95342855837385,19.561438395400508,17.838483392635048,19.01533387786206
2020-03-31,18.742640990836914,16.06409128778401,24.215590055546606,17.597958379990704,18.067828592300806,15.786467496539304,17.94243871759045
2020-04-01,19.634024772233033,17.13387000673205,25.823820180301002,18.181630592034693,18.755740330640297,16.438615014202608,19.04462127987129
2020-04-02,19.54048449887665,16.779856434277274,26.03601721065054,17.701186357988565,19.427815251982043,16.294318005984003,18.588714055260883
2020-04-03,21.44509023284737,19.41077697273901,26.03415583319133,19.764781170487886,20.900639232772203,19.305815307377483,21.057642044639316
2020-04-04,9.490014455727817,7.9072703683546655,10.723395542488491,8.026698849927234,9.498130994396764,8.415139161112268,9.579909197220474
2020-04-05,7.762270583145216,6.8877886597007425,10.217100873584329,7.246218156466761,7.748162716146089,7.460342723613837,7.09438501337014
2020-04-06,16.185611501523358,14.152804896607394,21.629206075979212,15.10312145379938,15.947674716727871,13.97806992600744,14.932670037774825
2020-04-07,13.227695126396728,11.197855541827762,18.249875298789867,11.93489080197714,12.954516304154318,10.459659108729122,11.813561723791395
2020-04-08,19.207984199466985,16.565126890329296,25.94480971514942,18.66303957353874,18.327156470638855,16.30087696090303,17.51386640152199
2020-04-09,20.261294840622895,17.035210486539736,27.055121369566084,19.293984411021,20.033573502145735,17.786011753282825,18.418847123607325
2020-04-10,36.0853220921972,34.11491448218582,38.33506877235731,35.683114226233,37.476837624098025,35.590763377762876,36.2529224537636
