date,GB,Aberdeen City,Aberdeenshire,Angus council,Antrim And Newtownabbey,Ards And North Down,Argyll and Bute Council,Bath and North East Somerset,Bedford,Belfast,Blackburn with Darwen,Blackpool,Blaenau Gwent,Borough of Halton,Bracknell Forest,Bridgend County Borough,Brighton and Hove,Buckinghamshire,Caerphilly County Borough,Cambridgeshire,Cardiff,Carmarthenshire,Causeway Coast and Glens,Central Bedfordshire,Ceredigion,Cheshire East,Cheshire West and Chester,City of Bristol,Clackmannanshire,Conwy Principal Area,Cornwall,County Durham,Cumbria,Darlington,Denbighshire,Derby,Derbyshire,Derry And Strabane,Devon,Dorset,Dumfries and Galloway,Dundee City Council,East Ayrshire Council,East Dunbartonshire Council,East Lothian Council,East Renfrewshire Council,East Riding of Yorkshire,East Sussex,Edinburgh,Essex,Falkirk,Fermanagh And Omagh,Fife,Flintshire,Glasgow City,Gloucestershire,Greater London,Greater Manchester,Gwynedd,Hampshire,Hartlepool,Herefordshire,Hertfordshire,Highland Council,Inverclyde,Isle of Anglesey,Isle of Wight,Kent,Kingston upon Hull,Lancashire,Leicester,Leicestershire,Lincolnshire,Lisburn and Castlereagh,Luton,Medway,Merseyside,Merthyr Tydfil County Borough,Mid And East Antrim,Mid Ulster,Middlesbrough,Midlothian,Milton Keynes,Monmouthshire,Moray,Na h-Eileanan an Iar,Neath Port Talbot Principle Area,Newport,Norfolk,North Ayrshire Council,North East Lincolnshire,North Lanarkshire,North Lincolnshire,North Somerset,North Yorkshire,Northamptonshire,Northumberland,Nottingham,Nottinghamshire,Orkney,Oxfordshire,Pembrokeshire,Perth and Kinross,Peterborough,Plymouth,Portsmouth,Powys,Reading,Redcar and Cleveland,Renfrewshire,Rhondda Cynon Taff,Rutland,Scottish Borders,Shetland Islands,Shropshire,Slough,Somerset,South Ayrshire Council,South Gloucestershire,South Lanarkshire,South Yorkshire,Southampton,Southend-on-Sea,Staffordshire,Stirling,Stockton-on-Tees,Stoke-on-Trent,Suffolk,Surrey,Swansea,Swindon,Thurrock,Torbay,Torfaen Principal Area,Tyne and Wear,Vale of Glamorgan,Warrington,Warwickshire,West Berkshire,West Dunbartonshire Council,West Lothian,West Midlands,West Sussex,West Yorkshire,Wiltshire,Windsor and Maidenhead,Wokingham,Worcestershire,Wrexham Principal Area,York
2020-02-25,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,-1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0
2020-02-26,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0
2020-02-27,0,0,0,0,0,0,1,0,1,-1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,-1,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,0,0,1,-1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,2,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,-1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,2,1,-1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0
2020-02-28,1,0,1,1,0,1,1,1,1,0,1,1,2,1,0,3,1,1,2,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,2,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,2,2,1,1,1,0,1,2,1,1,1,1,1,0,1,2,1,1,1,0,1,1,1,0,2,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,2,1,1,2,2,0,2,0,1,0,0,0,1,1,1,1,1,1,1,1,1
2020-02-29,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020-03-01,-1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,-1,0,-1,-1,-2,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,-1,-1,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,0,0,0,0,0,-1,0,0,NA,0,0,-1,0,-1,0,0,0,0,-1,0,-1,-1,NA,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,NA,-1,0,-1,0,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,0,0,-1,0,0
2020-03-02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2020-03-03,0,0,0,0,-1,0,0,-1,1,0,1,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,-1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,1,0,0,0,0,0,-1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,-1,1,2,1,1,1,0,0,1,0,0,0,0,0,0,-1,1,2,1,0,-1,0,0,-1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,-1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,2,0,-1,1,0,0,0,1,1,1,0,1,-1,0,0,0,0,1,0,0,1,1,1,1,0,2,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0
2020-03-05,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,3,1,0,1,1,0,0,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,2,0,-1,2,0,0,1,0,0,0,2,2,0,0,1,0,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,1,2,0,1,1,2,0,0,0,0,1,1,0,0,1,2,0,1,2,2,1,0,0
2020-03-06,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,0,-1,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-03-07,0,0,0,0,0,0,0,-1,0,0,-1,-1,0,-1,0,1,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1
2020-03-08,-1,-1,-2,0,0,0,0,-1,0,0,0,-1,0,0,0,0,-1,0,-1,-1,-1,-1,0,0,0,-1,-1,-2,0,0,0,-1,-1,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,-1,-1,0,0,0,-1,0,0,0,0,0,0,0,0,NA,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,0,0,0,-1,0,-1,0,0,0,-1,-1,0,0,NA,-1,1,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,0,0,0,-1,0,0,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,0,0,-1,0,-1
2020-03-09,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,2,1,1,1,0,1,2,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1
2020-03-10,1,0,0,0,0,1,1,1,1,1,1,0,0,0,2,2,2,1,1,1,2,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,2,1,1,0,1,1,1,1,1,1,1,1,0,2,0,0,1,2,0,1,2,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,0,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,0,1
2020-03-11,1,1,1,1,1,2,2,1,1,1,1,1,1,0,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,2,1,2,1,1,1,1,2,1,1,0,1,1,2,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,2,0,1,2,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,2,1,2,1,1,1,1,3,1,1,1,0,2,0,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,0,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1
2020-03-12,2,1,1,1,2,2,2,1,2,2,1,1,0,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,3,2,2,2,2,1,1,2,3,2,0,2,1,2,2,2,1,1,1,2,0,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,0,1,2,1,1,1,1,1,2,1,1,2,2,1,0,2,1,2,1,1,1,2,3,1,1,1,0,2,0,1,2,1,1,2,1,1,1,2,1,2,1,1,1,3,1,3,1,1,1,1,2,1,2,3,1,2,1,2,1,2,3,3,1,2,1
2020-03-13,2,1,1,1,2,2,0,3,2,2,1,1,0,1,3,1,3,3,1,3,3,1,1,2,1,2,2,3,0,2,1,2,1,2,2,2,1,1,2,2,1,1,1,2,2,2,1,2,4,3,1,2,1,1,2,2,5,2,1,2,1,2,3,1,1,1,1,2,1,1,2,2,1,3,2,2,1,1,1,2,1,2,3,2,0,0,1,2,1,1,1,2,1,2,2,2,1,2,1,0,3,1,2,2,1,2,1,5,1,1,1,0,2,0,1,3,2,1,2,1,1,2,3,2,1,1,1,2,4,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,4,4,2,2,2
2020-03-14,2,3,3,0,4,4,0,2,2,4,1,1,0,0,0,3,3,3,3,3,3,3,3,2,0,2,2,2,0,0,2,2,2,0,0,2,1,3,2,2,2,2,0,0,0,0,1,3,4,3,2,0,2,1,3,2,4,2,0,2,0,2,3,1,0,0,2,2,1,2,2,1,1,0,2,2,2,0,4,0,1,0,3,0,0,0,3,3,2,2,0,2,1,2,2,2,1,2,1,0,3,0,3,2,2,2,0,3,1,2,2,0,0,0,1,4,2,0,2,2,1,3,3,1,0,1,2,2,3,3,2,2,2,0,2,0,1,2,0,0,3,2,2,1,2,0,0,2,2,1
2020-03-15,2,1,1,0,0,0,0,0,2,3,0,1,0,0,0,0,2,3,0,3,3,0,0,2,0,1,1,2,0,0,1,1,1,0,0,2,1,0,2,2,0,1,0,0,0,0,0,2,3,2,1,0,1,0,2,3,4,1,0,2,0,0,3,1,0,0,0,2,1,1,2,2,1,0,3,2,1,0,0,0,0,0,3,0,0,NA,0,2,2,0,0,1,0,2,0,2,0,2,1,NA,3,0,0,1,2,1,0,0,0,1,1,0,0,NA,1,0,2,0,2,1,0,2,0,1,0,1,1,2,3,2,2,2,0,0,1,0,1,2,0,0,2,2,2,1,2,0,0,1,0,1
2020-03-16,4,4,3,3,6,5,3,4,3,7,2,2,1,2,5,3,4,5,2,5,4,2,5,4,3,3,3,4,3,2,1,3,2,2,2,2,2,8,2,2,1,4,3,5,4,5,2,3,7,4,4,9,3,2,5,3,7,3,2,4,1,2,5,2,4,3,1,4,1,2,3,3,2,7,3,3,3,2,5,8,2,4,4,4,2,0,2,3,3,3,1,4,1,3,2,3,2,4,3,0,5,2,4,2,1,3,3,6,2,4,2,0,3,0,2,5,2,3,3,4,2,3,4,2,5,2,2,2,6,3,3,3,1,2,3,3,3,4,5,4,4,3,3,3,3,6,6,3,3,3
2020-03-17,7,7,6,5,17,15,5,8,7,17,4,4,4,4,10,7,10,10,6,9,9,6,15,8,6,7,7,10,6,4,5,5,5,5,4,5,5,19,6,6,3,6,5,8,8,9,5,6,12,7,7,0,6,5,9,7,12,6,5,8,3,5,10,4,6,5,4,6,4,5,5,7,4,19,6,6,6,5,14,21,4,8,8,7,4,0,6,7,5,5,2,6,4,7,5,6,5,6,6,0,10,5,6,5,5,6,5,12,4,7,6,0,5,0,5,8,5,5,8,7,5,7,8,5,7,5,4,5,11,8,7,6,4,6,6,7,6,7,10,6,7,6,7,6,7,12,12,6,5,7
2020-03-18,10,10,9,8,10,9,7,13,10,12,6,7,7,7,14,9,13,13,9,13,13,8,8,11,0,11,10,15,0,7,7,8,7,8,8,9,9,11,9,9,5,9,7,12,10,12,8,9,15,10,9,11,8,8,11,11,16,10,7,11,6,8,13,7,8,7,6,9,6,8,8,10,7,11,8,9,9,8,8,10,6,10,12,11,6,0,9,11,8,7,5,9,6,11,9,9,7,10,9,0,13,7,9,8,8,9,8,16,6,10,9,0,7,0,8,11,8,7,13,9,8,10,10,9,11,7,6,9,14,10,10,8,7,9,9,11,10,11,13,9,10,9,10,9,10,15,16,10,8,11
2020-03-19,11,12,10,8,12,11,7,15,11,13,7,7,8,8,15,10,15,15,10,15,15,10,10,13,0,11,11,17,0,7,8,8,7,8,9,10,10,12,10,10,6,10,8,12,11,12,8,11,16,12,10,13,9,10,12,12,18,11,7,13,6,9,15,8,8,7,7,11,6,9,8,10,7,14,10,10,9,0,10,11,7,11,13,12,7,0,9,12,9,8,5,9,6,13,9,10,8,10,10,0,15,8,9,9,8,11,10,17,6,10,10,0,8,0,9,13,10,7,15,10,9,11,12,10,11,8,7,10,16,11,13,10,8,10,9,12,11,12,15,9,10,10,12,10,12,17,18,11,9,12
2020-03-20,13,13,11,9,13,12,8,16,12,14,9,8,9,9,15,11,17,15,11,16,16,10,11,13,0,12,11,18,0,8,9,9,9,9,10,12,10,13,11,11,7,10,8,13,11,13,9,12,17,13,11,14,9,11,14,12,20,12,9,13,7,10,16,8,9,0,9,12,8,9,10,11,9,14,12,12,10,0,10,12,8,12,14,12,7,0,10,13,10,8,6,10,7,13,10,11,9,12,11,0,16,9,10,11,10,12,10,18,8,11,10,0,9,0,10,14,10,9,15,11,10,12,13,10,11,9,8,11,16,12,13,12,9,11,11,13,11,13,14,10,11,12,13,11,12,16,17,11,10,13
2020-03-21,11,11,9,0,0,12,0,0,10,12,9,8,0,0,0,0,13,12,9,11,12,10,0,11,0,11,10,12,0,0,10,9,9,0,0,10,10,0,10,10,0,10,0,0,0,0,9,10,13,11,10,0,9,9,12,11,15,10,0,10,0,10,12,8,0,0,0,10,8,9,10,10,8,0,10,10,10,0,0,0,0,0,11,0,0,0,0,10,9,0,7,9,7,11,10,10,9,10,10,0,12,0,0,9,10,10,0,12,0,10,9,0,0,0,9,11,9,0,11,10,9,10,11,9,0,9,9,10,12,10,10,10,0,0,10,0,9,10,0,0,10,11,10,10,10,0,0,10,0,11
2020-03-22,9,8,0,0,0,0,0,0,0,10,0,0,0,0,0,0,11,10,0,9,10,0,0,9,0,8,8,10,0,0,7,7,7,0,0,8,7,0,7,8,0,0,0,0,0,0,7,8,11,9,0,0,7,0,9,8,13,8,0,8,0,0,10,7,0,0,0,8,6,7,8,8,7,0,9,8,8,0,0,0,0,0,9,0,0,NA,0,0,7,0,0,6,0,0,8,8,7,9,7,NA,10,0,0,7,7,8,0,0,0,0,7,0,0,NA,7,0,7,0,8,7,7,8,0,7,0,0,6,8,10,8,7,0,0,0,8,0,7,8,0,0,0,9,8,8,8,0,0,8,0,0
