date,total,Alytus County,Kaunas County,Klaipėda County,Marijampolė County,Panevėžys County,Tauragė County,Telšiai County,Utena County
2020-02-29,-2.0603302725402233,NA,0.47583442172626755,-0.4065125995934873,-7.849120168698317,4.393491733823385,NA,NA,NA
2020-03-01,-0.24640490598747505,NA,0.20571427525135608,8.31905879168094,2.441201266666147,2.543268121879078,NA,NA,NA
2020-03-02,2.0771853312559787,NA,0.8776501556284492,3.2020091967979902,6.1275016445480865,5.517518364970439,NA,NA,NA
2020-03-03,1.272155622117746,NA,0.2528170765939563,0.49417289950582705,2.128965764239348,5.315446161618159,NA,NA,NA
2020-03-04,-1.8275699378940742,NA,-0.3854739456812794,-5.337645294662354,1.1115583886394067,3.193688026419227,NA,NA,NA
2020-03-05,2.049093566729719,NA,3.6269157033802175,-2.435222397564777,3.2991283548727077,3.902519427240894,NA,NA,NA
2020-03-06,7.990100453111773,NA,5.9320691241874695,4.46007899553992,4.6335748560137064,3.124225706516881,NA,NA,NA
2020-03-07,5.1512269922723615,NA,4.601655306674026,-7.312410292687589,-2.9436602444175817,1.8833760828067907,NA,NA,NA
2020-03-08,13.495283678415003,NA,12.13137454986969,19.237100980762893,3.661321537687795,10.17149379842762,NA,NA,NA
2020-03-09,1.1541702111074563,NA,1.1275833872422463,4.27030889572969,7.147791194016582,2.13596633699714,NA,NA,NA
2020-03-10,9.200454193271748,NA,7.974792651800233,15.323213084676784,13.840198916801462,1.9496810245317575,NA,NA,NA
2020-03-11,-32.148215323851225,NA,-27.47246856265657,-13.877299786122698,-23.351372683033205,-118.14593401935842,NA,NA,NA
2020-03-12,-5.853521105428846,NA,-4.663177332917423,-10.229282689770715,6.5982567097454154,-0.1768131779332444,NA,NA,NA
2020-03-13,-18.06782032144642,NA,-17.32133423249619,-12.487257887512738,-9.266188987404561,-25.907866634486375,NA,NA,NA
2020-03-14,-26.785898786710113,NA,-25.707555434799136,-23.968830576031166,-13.735479932910629,-8.78698346764677,NA,NA,NA
2020-03-15,-18.814258636001313,NA,-19.738957607529652,-18.19673698180326,-1.2201202710216477,-3.3910241625054374,NA,NA,NA
2020-03-16,-42.069423932682426,NA,-47.12202697580129,-30.422940569577055,-8.16904146810793,-51.7904742435537,NA,NA,NA
2020-03-17,-44.14420139840758,NA,-51.01617898067625,-29.163907470836087,10.646750270442443,-63.084415984039694,NA,NA,NA
2020-03-18,-48.27128291823689,NA,-50.06643270054383,-36.82792226317207,14.455062675426545,-69.71648884562505,NA,NA,NA
2020-03-19,-51.64389990507522,NA,-54.147073347469096,-32.63564066736435,-23.09389848410895,-70.95891715842383,NA,NA,NA
2020-03-20,-51.903949382404036,NA,-53.62605868772033,-36.12374996387624,-28.725666223265563,-70.73947937509595,NA,NA,NA
2020-03-21,-53.92816167198192,NA,-55.70050451011485,-45.90606145409393,-32.37738051472484,-54.60685557777611,NA,NA,NA
2020-03-22,-55.60644394696502,NA,-57.36640562698681,-48.87206215112793,-35.39213438123345,-42.383065964051895,NA,NA,NA
2020-03-23,-54.5654434158062,NA,-58.400744693203904,-32.558576667441415,-24.508085128946643,-70.65580885339541,NA,NA,NA
2020-03-24,-55.270145394493504,NA,-59.497567067324454,-39.54442826045557,-17.033647563160486,-74.6041102642083,NA,NA,NA
2020-03-25,-55.64657503914539,NA,-58.28250704901738,-35.7605858642394,-23.351372683033205,-74.3294183627763,NA,NA,NA
2020-03-26,-55.35121020069786,NA,-59.06979672860084,-34.584396565415595,-21.994829515566614,-77.52310638919553,NA,NA,NA
2020-03-27,-54.778940826205776,NA,-60.26947624034707,-32.10967886789032,-32.43214181822739,-76.06755504942363,NA,NA,NA
2020-03-28,-46.36024030860765,NA,-53.95481701545848,-34.93792766506206,-17.66004001725979,-47.07492993563763,NA,NA,NA
2020-03-29,-63.28994285581876,NA,-68.05778025009701,-58.75070364124928,-41.49465718558739,-42.383065964051895,NA,NA,NA
2020-03-30,-60.00561427177723,NA,-63.78968967946139,-39.49722656050277,-33.69933759576877,-76.70692413034295,NA,NA,NA
2020-03-31,-58.17403122466513,NA,-60.63668583448734,-35.59008176440991,-29.80936359784227,-76.19858624378489,NA,NA,NA
2020-04-01,-62.66389781780497,NA,-64.95860817808592,-42.16556755783442,-37.806435358459744,-79.1191610578608,NA,NA,NA
2020-04-02,-62.24573183728551,NA,-63.21484324674966,-43.35235315664764,-37.390441596764965,-81.07042077148124,NA,NA,NA
2020-04-03,-60.07544237217108,NA,-63.591665657490466,-37.46177366253822,-40.77123154458007,-79.00865282165252,NA,NA,NA
2020-04-04,-53.88883320164516,NA,-58.08063790040624,-40.625250859374745,-33.35828035465642,-47.701669503847434,NA,NA,NA
2020-04-05,-49.20312687866509,NA,-54.487367055127876,-26.5157957734842,-28.06949130585786,-33.90708424687699,NA,NA,NA
2020-04-06,-51.5652429644017,NA,-58.02488356412316,-10.140659089859339,-32.678087321677424,-76.17174852927715,NA,NA,NA
2020-04-07,-49.429466238562384,NA,-53.80101194984999,-22.243560277756437,-26.61591495148325,-76.37539942171813,NA,NA,NA
2020-04-08,-49.90301312629075,NA,-54.559463179631855,-9.073322690926677,-22.238853569770946,-77.34471452217359,NA,NA,NA
2020-04-09,-53.33502412955604,NA,-54.66520416223769,-24.355113875644882,-28.59308622531203,-79.29597423579403,NA,NA,NA
2020-04-10,-52.99390984602289,NA,-55.52458996632514,-25.42052367457947,-30.578904020746478,-79.37490869022852,NA,NA,NA
2020-04-11,-58.999929101737145,NA,-63.00047743655782,-51.999897248000096,-52.000180936470635,-59.000347311599484,NA,NA,NA
