date,total,Meru County,Migori County,Nairobi County,Nakuru County,Uasin Gishu County,Vihiga County
2020-02-29,2.1081902673451496,20.708605325393602,NA,1.670267749056177,4.491805976215222,11.956556168194936,NA
2020-03-01,0.5211345425262319,5.028732048604478,NA,-0.44924442905648904,0.9130000140334541,7.124701568971089,NA
2020-03-02,-2.0017558297641496,-5.2676897489077525,NA,-2.4794836757540835,3.80994520624087,7.0333429736076125,NA
2020-03-03,2.552061292219989,4.528513929302956,NA,1.8756914837102125,3.9919673609374127,11.329734694451087,NA
2020-03-04,1.7305451147429332,1.8436914121177135,NA,0.5807540161948201,4.484101334746585,9.139666144487757,NA
2020-03-05,6.339550463620924,5.4110643690897176,NA,4.38589272726303,9.197415753185114,11.11275803046283,NA
2020-03-06,7.143721769788483,3.950767311680815,NA,2.480443599747794,7.45327754072247,20.334900684653725,NA
2020-03-07,6.434158852581812,10.354833679808587,NA,4.75258369286042,3.5556920377758576,15.434527138907269,NA
2020-03-08,5.149849972437741,9.42873983685545,NA,2.872092589181656,-0.24365928644563703,14.494294928291495,NA
2020-03-09,1.7329103244669555,11.853363969266013,NA,-0.9436052858173689,0.8465474813664623,12.368938716710625,NA
2020-03-10,2.626959600147359,13.585541787908866,NA,-0.5625154603143216,5.6946931255061335,11.329734694451087,NA
2020-03-11,2.091633799276994,7.989683463917948,NA,-2.0340789426724366,6.645253266699192,9.60787894572557,NA
2020-03-12,2.2564100767172097,11.423240108720119,NA,-0.05375574364778501,5.989395661681489,11.350036604531859,NA
2020-03-13,5.7316915645472095,4.515769518620114,NA,4.624913801696931,5.640760635225677,9.503831656561612,NA
2020-03-14,2.7672953771060116,4.904474044446775,NA,3.185987735124972,0.9361139384393644,6.738965277436411,NA
2020-03-15,3.208801192256829,0.6287242603535059,NA,2.1540694418862425,2.615725778602175,4.913062239546937,NA
2020-03-16,5.823146340542737,5.2676897489077525,NA,4.3388564515712185,9.735777575806106,7.275697025196833,NA
2020-03-17,1.1684136036669828,-3.881735087148757,NA,-1.7960177922322456,7.184578169503764,4.720194093779599,NA
2020-03-18,-0.5203461392848912,2.458609227564808,NA,-5.9428894450613745,12.262899977518959,-0.23474083530893167,NA
2020-03-19,-2.2027986563060393,2.404445482162732,NA,-8.370537225155095,11.33737992109897,0.23600970468897994,NA
2020-03-20,-4.060276692904832,NA,NA,-12.40221799873897,5.892124563139951,-7.515513338025959,NA
2020-03-21,-9.680803400422997,-5.449297601138242,NA,-15.415419414996062,-5.802558106067048,-18.260299248274787,NA
2020-03-22,-15.10659450733,-2.513835007190454,NA,-21.901625840497548,-10.768199532603429,-25.54995383665215,NA
2020-03-23,-11.602930502811732,-1.3169224372269381,NA,-19.64772430326542,1.904972603120435,-14.793748101982889,NA
2020-03-24,-14.528694931427234,-9.057027858605911,NA,-21.601169630466178,-3.4593840194178984,-30.68379934832749,NA
2020-03-25,-13.039401208534569,-13.520757700271089,NA,-20.785234235812297,-0.7020854538295233,-35.855710941404276,NA
2020-03-26,-21.42485808343472,-17.43647788257409,NA,-30.64749334719343,-17.754383184289797,-34.520860353593484,NA
2020-03-27,-28.14993773207127,-23.14172573159273,NA,-35.57862290288399,-27.195458223920546,-41.332151185692645,NA
2020-03-28,-29.333330997323728,-24.523432256457443,NA,-34.29808429527425,-31.443604913690134,-47.60924800879149,NA
2020-03-29,-32.285901136144815,-25.14259820879882,NA,-39.044908444172414,-32.183250494679264,-48.39848476318152,NA
2020-03-30,-28.44795415729807,-11.853363969266013,NA,-37.62518085747466,-24.550840039810986,-34.92309194706879,NA
2020-03-31,-26.688238122625528,-12.938762945754668,NA,-34.947952839016224,-26.025315800871343,-37.05606137492995,NA
2020-04-01,-27.17310611605009,-14.135675515718184,NA,-35.70725271804119,-20.79867964458489,-41.94882170439612,NA
2020-04-02,-25.411024871653524,-13.227636254565738,NA,-34.01682656511709,-22.887600562769027,-34.758138927662515,NA
2020-04-03,-23.581140948501655,-18.625956212972614,NA,-33.02042545964565,-20.950846313590468,-38.90099745352015,NA
2020-04-04,-22.389863650835792,-18.529311098627733,NA,-28.28608032266573,-25.828847443421104,-36.52186736592962,NA
2020-04-05,-28.189357894138308,-22.000038941254857,NA,-34.557263773576075,-27.072183960422358,-46.43300609348673,NA
2020-04-06,-23.808989485249132,NA,NA,-31.776363963796914,-21.164650114345136,-35.40780005024724,NA
2020-04-07,-27.052480420124954,NA,NA,-37.76149006458155,-23.044582632692503,-38.47211960306383,NA
2020-04-08,-29.37117435290808,NA,NA,-39.29928830250568,-26.633019396710065,-37.96457185104452,NA
2020-04-09,-28.24769973399752,NA,NA,-37.92179737153119,-25.668013052763314,-37.83134056613945,NA
2020-04-10,-35.148593305453055,NA,NA,-43.097707545617915,-37.46959762234764,-48.404829110081764,NA
2020-04-11,-33.00019447279953,NA,NA,-38.99979201646802,-35.00026003164957,-45.00045256341223,NA
