date,total
2020-02-29,2.646161419024178
2020-03-01,4.456609294723998
2020-03-02,-0.5386062570094244
2020-03-03,-1.6483893558916751
2020-03-04,-1.4283393069364971
2020-03-05,-1.4251616889010434
2020-03-06,-1.5594160508989678
2020-03-07,0.3129953764922024
2020-03-08,2.2839129629824413
2020-03-09,-0.8452463974307192
2020-03-10,-2.2823241539647143
2020-03-11,-1.5586216463901041
2020-03-12,-0.395613445414002
2020-03-13,5.1413859813643
2020-03-14,5.23353690439246
2020-03-15,6.5879965920046555
2020-03-16,13.107674396247054
2020-03-17,11.284516048405418
2020-03-18,17.483254431066978
2020-03-19,18.940986704831424
2020-03-20,23.03137552096937
2020-03-21,15.771312714466228
2020-03-22,29.21502021796253
2020-03-23,39.898172053158305
2020-03-24,37.70958763123948
2020-03-25,38.16319260580051
2020-03-26,40.4614048499425
2020-03-27,42.48634194303545
2020-03-28,43.13060399972372
2020-03-29,35.148427494663686
2020-03-30,39.97046286346488
2020-03-31,37.28060919645321
2020-04-01,38.060714424157126
2020-04-02,38.30856863092252
2020-04-03,39.23722750178391
2020-04-04,42.952657389738306
2020-04-05,34.964125648607364
2020-04-06,37.885945432207166
2020-04-07,36.39643697808818
2020-04-08,36.133489085654375
2020-04-09,35.83717620384831
2020-04-10,46.84365067415152
2020-04-11,36.000029128165316
