date,total,Al Ahmadi Governorate,Al Asimah Governate,Al Farwaniyah Governorate,Al Jahra Governorate,Hawalli Governorate,Mubarak Al-Kabeer Governorate
2020-02-29,-6.848397308308207,-9.39311089541015,10.4185242807266,-9.935007145505047,-8.122002702378758,-13.004121104973926,-28.285384431681763
2020-03-01,-3.3815506206312906,-14.738172581107527,19.144505059815362,-8.180926226827456,-3.6426884012089435,-10.31535644347169,-19.331876085369974
2020-03-02,-1.9004282601567648,-13.774215399763136,25.550897092032805,-6.847901284264507,-1.1510818416703026,-9.46265846284629,-21.489382773981234
2020-03-03,-1.1487068468481116,-12.287837199111667,29.846396352128387,-1.5512084938223543,-13.70720181384168,-10.714999009335271,-21.980381618778978
2020-03-04,2.372346687175559,-7.21873561468761,31.965905013116046,-3.4507451133395493,-1.112616283051412,-6.751956381260849,-14.907110025192663
2020-03-05,0.06377276040794513,-5.68572967278651,34.95083184462441,-5.884257266202132,-8.752837863728566,-11.131809990916143,-26.905773952083397
2020-03-06,-6.362927169702726,-14.100609588510546,21.02085419059034,-8.733083722777794,-20.033824567683716,-13.603108053332708,-35.73412573011341
2020-03-07,-3.825568464971609,-9.39311089541015,16.967557139722345,-3.311988030301769,-11.731995378761646,-11.184269038941197,-29.571608856485266
2020-03-08,0.9055731977928207,-11.172577755345007,28.859398416501346,-5.756983527967479,-10.017393103324595,-5.429034570156344,-19.331876085369974
2020-03-09,1.535329206821279,-9.99356201231865,33.00364096095282,-7.228765553568207,-4.605289005646681,-4.0555613127731505,-17.191698767751575
2020-03-10,1.2921955577659883,-7.645997978383199,32.655176122380325,-2.7148541005391853,-10.544371256403396,-6.493476344628318,-21.980381618778978
2020-03-11,0.8625265845174579,-6.9418239268581745,20.500071574701778,-2.6832749023305866,-8.903815181307712,1.285723577050378,-27.104098975668368
2020-03-12,-14.646211587189699,-14.584015559016915,-9.298458728172147,-10.383814538227247,-9.725054857821025,-19.759892689727508,-33.02111642689764
2020-03-13,-38.34177787626681,-32.41008651471728,-46.655995529311,-33.12657892081951,-34.842102996991144,-40.8102779608713,-51.87162109579924
2020-03-14,-34.12002113726084,-26.944173336393316,-40.781873964803204,-31.129433870475747,-22.56101176894483,-41.61433209696439,-38.57132885877802
2020-03-15,-31.463885666269928,-29.237496936630215,-37.43125051699073,-30.904551701414515,-19.12315246738148,-37.73331634398368,-30.20701912622352
2020-03-16,-34.35996614829574,-29.169934291146056,-44.005173721598794,-33.48064871891592,-18.4221176615522,-40.55275172511196,-31.518274864683377
2020-03-17,-38.336197759731114,-29.218465205507915,-48.45575898127884,-38.786910963360675,-24.25157307024508,-44.806703619507125,-35.71775910195349
2020-03-18,-39.82927751278213,-31.37571192822039,-53.16099162299264,-37.95532541053426,-20.033824567683716,-45.65749399838616,-44.72229281841093
2020-03-19,-40.74043082711064,-30.65155455901695,-50.341681321904716,-37.38020122497767,-26.258513591185697,-49.537555950493676,-46.473522031522876
2020-03-20,-52.67151713993208,-44.195486012200284,-67.1646829928786,-46.98027748039152,-33.0996131915554,-57.329155283523754,-62.24613786352568
2020-03-21,-38.993854351438046,-30.65155455901695,-50.604944592804266,-35.103628117757815,-25.26802545674926,-43.95495943975491,-51.42875939264833
2020-03-22,-55.318086696861805,-48.49189931305905,-67.14745121514699,-52.416684299271715,-42.80062707523962,-58.36402923092706,-57.99659099894286
2020-03-23,-51.0285713999224,-42.13434953165542,-63.16882520111594,-52.12385900679199,-32.23894631745772,-55.42250733803139,-53.00862038149755
2020-03-24,-48.673762221859015,-37.68377920870604,-58.990119101201245,-48.48363870420085,-40.06861077433291,-53.248795148047854,-59.07197474333321
2020-03-25,-46.44330992659114,-36.65035620876527,-54.20351417575486,-46.00706400832654,-35.61622236419632,-52.41040418052019,-56.919281768886634
2020-03-26,-49.82246906870713,-41.775601400000106,-57.395222340042515,-49.84058728177031,-36.95578544309918,-52.87776660837975,-57.48056084048876
2020-03-27,-60.74993156460853,-51.560765956529586,-73.5729896670662,-56.3152798599332,-50.52066469005097,-63.158786220416864,-71.46825146022682
2020-03-28,-50.77906047482631,-40.539490463606846,-59.83256156807981,-49.01282951054494,-37.90203818512389,-56.17982523133851,-60.42847939494109
2020-03-29,-47.52744685352621,-39.93428141391777,-56.0032776277227,-47.26544720966917,-38.24726657372844,-52.391328163056535,-50.74713746692912
2020-03-30,-51.46700912772702,-42.94414969090919,-62.458493030179696,-51.74299473748829,-34.5420716397638,-57.11168868443808,-57.30630438772721
2020-03-31,-51.54513075922675,-41.779407746224564,-61.09622526839766,-49.2587644784119,-35.85086227177155,-60.716102184195776,-57.6991034635654
2020-04-01,-51.979582689505875,-42.759541899022906,-62.19522975928015,-52.141084023996676,-40.06861077433291,-57.87663698473066,-54.208197951336736
2020-04-02,-55.45041517470829,-45.48298262262374,-63.48761308915067,-55.724844547972445,-39.873398064342034,-62.617981125322224,-59.92689037898105
2020-04-03,-64.78834161744166,-56.822088025288856,-76.13669526513529,-60.531581293481196,-50.52066469005097,-69.71807482529479,-65.7043101194345
2020-04-04,-53.493388589689474,-42.5168873272136,-64.59523346889895,-51.99371443235655,-37.00002083551091,-60.86107991691956,-55.28550718139296
2020-04-05,-50.7886263888875,-43.737772878709016,-59.71864037085419,-50.90088278525901,-31.872561871612785,-58.63490867891097,-50.74713746692912
2020-04-06,-50.59013367211777,-42.94414969090919,-62.458493030179696,-48.319044095356034,-27.633657311811035,-58.12557901263137,-54.44118171690744
2020-04-07,-55.85298072478344,-46.694352308558,-67.41741573294216,-57.01672083832419,-37.95973652305223,-60.716102184195776,-57.6991034635654
2020-04-08,-53.84892172896377,-44.424818372223974,-66.36436264934395,-54.05784566071856,-30.051217671008313,-59.80522235030623,-55.56373986011168
2020-04-09,-57.369178103482334,-49.191315431803496,-68.93859877824902,-57.80141606653784,-35.98356844900672,-63.17500083526097,-59.92689037898105
2020-04-10,-64.40092209796339,-56.61178739638746,-76.39325728913921,-60.83301909456327,-49.649419787333095,-68.50388631373312,-65.7043101194345
2020-04-11,-52.999946856033,-44.00041076819673,-63.99977981617343,-51.0004051068861,-37.00002083551091,-57.999677297371235,-54.000245499422405
