date,total,Auckland,Bay Of Plenty,Northland,Otago,Southland,Taranaki,Tasman,Waikato
2020-02-29,0.46246552317651757,0.5120166351157368,0.08502181348426414,NA,NA,NA,NA,NA,0.5169244420841407
2020-03-01,0.545756912427863,1.9754671668271337,1.2440548110973362,NA,NA,NA,NA,NA,0.8809012028025618
2020-03-02,-2.3987920104387466,-1.3593277458389803,-0.12020325354671828,NA,NA,NA,NA,NA,-1.2061570315296615
2020-03-03,-0.9979101683637378,-1.337356882764984,-0.7446738146552792,NA,NA,NA,NA,NA,-1.1509797034420286
2020-03-04,-0.562415190278132,-0.8702372287135004,1.0183072373632558,NA,NA,NA,NA,NA,-0.4481947877995452
2020-03-05,-1.253337095401197,-1.363148765504023,-0.7612872724625491,NA,NA,NA,NA,NA,-0.9612471366845536
2020-03-06,-1.2596831060108233,-1.3039229606958596,-0.5804937610304931,NA,NA,NA,NA,NA,-1.4133140176832308
2020-03-07,0.5973182486310767,1.5904994355740705,1.154146686493287,NA,NA,NA,NA,NA,0.4530349042984604
2020-03-08,0.7940445775294924,1.8608365768758492,1.0788974952485935,NA,NA,NA,NA,NA,0.7105291020407476
2020-03-09,-1.5404940754867875,-0.30186055353838215,-0.10652158241131945,NA,NA,NA,NA,NA,-0.6398634011565861
2020-03-10,-0.40852443299469393,-0.8129219337378581,0.2589744893486207,NA,NA,NA,NA,NA,-0.2855668734359953
2020-03-11,-0.8011838394653221,-0.7575171485947374,-0.542380534296168,NA,NA,NA,NA,NA,-0.611790725462878
2020-03-12,-1.121657375251451,-1.0975878987835477,-1.2421002866494222,NA,NA,NA,NA,NA,-0.7637703835288145
2020-03-13,-0.9336568109412714,-0.7489198543483911,-0.6225160366606467,NA,NA,NA,NA,NA,-1.2874709887114366
2020-03-14,0.814669112010778,1.6201123379781521,0.5355396987284685,NA,NA,NA,NA,NA,0.9021977153977886
2020-03-15,1.4746542154119147,2.8218230226341166,0.8248093170197579,NA,NA,NA,NA,NA,1.6456396096311594
2020-03-16,-1.2787211378397023,0.4843142425441764,-0.5550849432076096,NA,NA,NA,NA,NA,-0.47529944019347015
2020-03-17,1.1970162512407634,1.578081121662681,0.7925596636291751,NA,NA,NA,NA,NA,0.5604854905743771
2020-03-18,1.889524659016235,2.5619936854112053,1.3681671135398827,NA,NA,NA,NA,NA,1.1548517966411607
2020-03-19,3.11589120932652,3.9050820976737537,2.25649847511685,NA,NA,NA,NA,NA,2.6736803540007426
2020-03-20,5.2901930944497355,6.634245393430582,4.134796469562318,NA,NA,NA,NA,NA,4.509052530389377
2020-03-21,7.554925630760126,8.338420164039675,6.338522784585486,NA,NA,NA,NA,NA,7.329872425957141
2020-03-22,7.992007111498138,9.857275480894193,7.754575747099264,NA,NA,NA,NA,NA,9.693785324027312
2020-03-23,6.212744386824161,9.102624097048238,6.306273131194903,NA,NA,NA,NA,NA,6.575782275426157
2020-03-24,15.416839524760924,18.203337684263957,13.03667806758717,NA,NA,NA,NA,NA,13.622991897846651
2020-03-25,20.133511910365684,23.570915058732844,17.39917663533148,NA,NA,NA,NA,NA,18.72641073430281
2020-03-26,34.9942822554581,39.119599330708304,32.25453970170274,NA,NA,NA,NA,NA,33.88468758560535
2020-03-27,37.87140481559743,42.02357427614084,35.49416397412039,NA,NA,NA,NA,NA,36.72583597046856
2020-03-28,25.89568954390638,28.555435211781194,25.347250302774246,NA,NA,NA,NA,NA,25.825893614911585
2020-03-29,21.91198138371346,24.51470691599842,22.076353639189968,NA,NA,NA,NA,NA,22.92956790196075
2020-03-30,30.21573626640949,35.762833554968196,29.435138185586624,NA,NA,NA,NA,NA,30.07164380775998
2020-03-31,33.1372809008162,37.22341832193081,30.175902951346075,NA,NA,NA,NA,NA,31.612736901014568
2020-04-01,33.49662375158629,37.93508323454504,30.67528394778813,NA,NA,NA,NA,NA,32.1587020420922
2020-04-02,34.15819535763983,38.3830977902713,31.266527593282152,NA,NA,NA,NA,NA,32.82760614224228
2020-04-03,36.75609345095561,40.97279386825407,33.77515972217992,NA,NA,NA,NA,NA,35.166350434518094
2020-04-04,24.745475120911607,27.55814907920502,23.918492931349025,NA,NA,NA,NA,NA,24.807533103539836
2020-04-05,21.098898774355085,24.001735025966422,21.057069139602756,NA,NA,NA,NA,NA,22.28680043090481
2020-04-06,29.31460275984255,35.14669413398004,28.008335338609317,NA,NA,NA,NA,NA,29.3059373776316
2020-04-07,32.81363435972526,36.74770137363298,29.820179501825702,NA,NA,NA,NA,NA,31.470437475946465
2020-04-08,33.042090741671814,37.47465036490737,30.09479018675764,NA,NA,NA,NA,NA,31.79666132797335
2020-04-09,33.01036068862368,37.38963267736017,30.180789262465858,NA,NA,NA,NA,NA,31.587568295220212
2020-04-10,41.70598172646413,46.02418186544067,39.576188283589026,NA,NA,NA,NA,NA,40.184583220593346
2020-04-11,23.999818874280514,27.00028020810877,22.99986644082939,NA,NA,NA,NA,NA,24.000201671520784
