date,total,Budapest,Bács-Kiskun,Békés County,Csongrád,Fejér,Gyor-Moson-Sopron,Jász-Nagykun-Szolnok,Komárom-Esztergom,Nógrád County,Pest County,Tolna County,Vas County
2020-02-29,3.5778623552987763,5.524456830576602,3.6614744723380532,2.57157955065081,3.031088082901554,3.675157036179389,4.264504806267572,4.908985450647112,4.8675721113644155,1.1576650976152267,4.586320487886594,-0.9416404285841607,-0.929489984320622
2020-03-01,2.674885766308555,2.1014449835364406,2.462627483909739,5.524855119421695,2.02040207253886,3.8637762068192836,0.9858032572503175,3.9204439251586063,0.33366803957162106,3.4239579838935406,2.6071855689803334,1.2906467886651485,0.9333071916484275
2020-03-02,3.102056917473588,3.252053342895058,1.400431607339462,2.4381806871751714,2.3317554404145073,2.8010919103790526,2.369169336815318,2.8442247400020166,3.409670279372503,1.4230434754738668,2.4879722511421996,2.4594797231192045,2.6472332818330653
2020-03-03,2.620577479538048,3.048439843576171,1.8210456679521445,3.3447087302103493,2.066959585492228,2.1409248131394216,2.197559485456462,2.1977224362955963,2.247519664273618,2.508594883453594,2.7952130784160896,2.0408654463461637,1.0640465426257635
2020-03-04,1.9486137521835654,2.9831298532286032,0.5359437223935796,0.7195748913028961,1.244443523316062,1.4807577158997907,2.5169444865965556,0.6513197575343372,2.6077294797202546,2.6826292544406005,2.7923054365175983,1.7740350990266274,1.3627430160265381
2020-03-05,2.630304336870079,3.0580442539214014,1.080609856182353,2.736137272748495,1.842901554404145,1.9279990483449017,1.5788106325014755,2.4617189060654314,2.6920944101801245,1.6124621002497803,2.810720501874709,1.644487031849751,1.3656059215223924
2020-03-06,0.3534091497304636,0.33327303897949945,-1.1794638519945504,0.8520000404465955,-0.6818735751295336,-0.1156993881760178,0.33082565789735024,1.0251541745806727,0.2957512168930278,0.3740296702427934,1.2163635275354343,0.4321491494631621,-1.4200011259436196
2020-03-07,3.01613634437398,4.208652613280019,3.6614744723380532,2.0000092378026366,1.0106860103626942,8.167987899720382,0.15254209009676092,2.4549744707063477,2.781198943474819,2.3153301952304535,5.205648212265194,1.8823140805475986,-1.2386837778728619
2020-03-08,5.565383536810466,3.663122105670925,5.909918298654698,9.076965002335044,4.907937823834196,5.519541400632378,2.957409771750952,6.272324883947537,3.6694005147208673,11.984333701558295,5.75325410314768,5.810327490544975,3.73322876659371
2020-03-09,2.9415637714950744,2.5528522697622753,1.6165535785759324,3.341787587214532,3.467564766839378,1.9775845004203376,1.6855900955692082,2.032002024615262,3.33857623685014,2.8460869509477336,2.80587443204389,1.9132509324107334,1.3722860343460517
2020-03-10,2.1698997564872733,1.9813898542210588,1.0176146627726195,3.525819595950997,2.2434901554404147,2.2507906187183293,1.0315658842793458,1.3835727393776747,2.457958030139811,3.2249242004995606,3.0520547794494686,1.4965702088791386,1.0640465426257635
2020-03-11,0.9135140177665884,0.31886642346165367,-0.10757640720739119,2.1596983882406273,1.0077761658031086,0.9868477226777987,1.1679003773033259,1.7911293332194271,2.043716742376179,2.3249453538485203,1.6088951838317298,1.2278063083181563,0.9733878685903845
