date,total,Baden-Württemberg,Bavaria,Berlin,Brandenburg,Bremen,Hamburg,Hesse,Lower Saxony,Mecklenburg-Vorpommern,North Rhine-Westphalia,Rhineland-Palatinate,Saarland,Saxony,Saxony-Anhalt,Schleswig-Holstein,Thuringia
2020-02-29,-1.239014543617967,-4.86743598041958,-1.6979590691329751,4.11987035585745,5.548231772336951,4.502296214103035,-2.3370385991259055,-0.98938724052939,4.976304765805453,1.5898868880726817,-4.478178977462729,-2.250627849373384,-1.6719328047251483,3.138845746014845,3.626124974641435,3.583582268926634,1.4274817398694877
2020-03-01,8.345222143913212,9.020227748795662,11.521589155681035,7.427711085811736,14.723145743943308,-1.174345741486518,-2.076298598976412,9.267580676337431,15.281904773883525,14.34178305709253,3.2141923265157906,10.172953099023465,-6.047253815146533,16.650236931375698,13.012800338891816,13.432202025128696,12.913055874337322
2020-03-02,1.7497656623785593,0.2988860511495589,1.3869563272326235,3.2712367847771566,3.1637634384849505,-0.0975433759215186,3.21739690221368,0.494693620264695,5.971183073463598,6.608449747146766,-1.7572965511646497,-0.836304119797021,-0.2963402912891915,4.08911215631751,6.220051411527795,9.24656259598646,5.564955895848686
2020-03-03,-0.21026189589355615,-0.8631292695056172,-2.1267951480266274,-2.690389970519022,-1.1568116621699573,6.0543834603836695,-0.7148701849117118,-0.5686575207702902,3.5519068810910506,5.999700580657772,2.191102144352209,0.6116254010455825,1.831574187451906,0.774184819672564,-1.0389135840044113,6.657141593212025,-0.2522496507149196
2020-03-04,1.6402039081964763,-0.2873904337976528,-1.77426098407126,-1.089448999877198,1.8128558598435238,-0.19221782902181608,-3.6561328434246363,1.9634053588757991,2.535983070770906,5.070658667299767,1.7870487046797259,1.975060360990209,-0.9377736314667641,2.0392927697431813,0.8739153047350126,5.155833451655281,1.5618215921659393
2020-03-05,-3.9901424151754163,-9.04800882406277,-5.573903178592946,0.20324822190458774,4.000316838476984,0.46189657421660274,-3.698467013190606,-7.013122566121433,2.0911576735968316,7.04547569392888,-6.0435261511107585,-7.004407065349332,-6.187776469403021,4.081456434985767,0.3405487740734681,5.8786855198122305,0.46004150858353154
2020-03-06,-3.258656585783274,-6.90311821981962,-6.442199653650139,-9.557482738091563,-3.3054534575091234,-3.4226249257168146,-9.16246133366653,-3.0747850067325992,-2.290133335128461,-1.3969394501997834,-3.1470100443849733,-2.2640701658798803,-3.4365914425311077,1.5971748628349929,0.9036533666963577,-1.6575745700840425,-3.464808420739413
2020-03-07,0.850714797178526,-0.6533342528333307,-2.634830682932171,-3.6420925451243904,3.9081212781530357,-0.1807421377369315,-1.1478332847909452,2.1997056124391294,5.796122755866058,7.407252139940565,1.1747301904017102,3.3865035941723227,4.2749476859524655,2.1991059525433276,3.0630203820185455,8.11722607570942,2.521530033391668
2020-03-08,12.244331630981454,17.347844552138984,20.374542982571164,6.69755870569952,29.52198889531049,-2.495006546855314,-4.44893638631461,12.335641692114978,15.86735239339005,27.028077097235588,2.040421883001663,21.480821777381117,-1.754143337147311,21.735549825986336,23.059468820219795,11.080536079254692,18.941919173799654
2020-03-09,-0.929663708280321,1.2194934074147066,-2.9313457194644936,-3.09977619947376,-1.1383725501051678,-2.2444539538020014,-3.0750001493645103,-1.0844836840365837,1.2474243396021358,7.149667310380245,-3.169084222799385,-0.48488355969861724,0.6815826699651404,0.0918686559809223,2.8020928706157755,4.30259957810132,0.9742055475886551
2020-03-10,-7.536398605686658,-9.4197004517744,-8.949538529343656,-9.406250648807108,-3.014309582801919,-4.499427291281814,-8.210904654154172,-8.545231933737334,-3.3644105846477848,1.8879906795863097,-8.633883000697537,-6.2103502260012995,-7.9457435522443856,4.067101957488748,-4.958582008973962,-0.5934289525055073,-5.135841547506065
2020-03-11,-0.9916949955745886,-2.6190848200092756,-4.014060233968512,-3.891577329357984,2.8231251050775215,2.276012104835434,-1.396065462055039,-3.4580524911706836,4.0943068815162125,7.543280083640958,-4.506011637202638,-0.9544044719612387,-3.5560834954702982,-1.2430977512418548,-0.27723548086544303,8.535214804776304,-2.438413290244223
2020-03-12,-6.616402111010638,-9.073873963104557,-6.444131347699209,-10.173006974096452,-1.6139075454602678,-6.407260967393869,-14.16559048782656,-7.4540242587456955,-3.8379343945427666,-0.2460079832879453,-5.756561831723413,-5.659215249234951,-5.778635680139234,-0.4909231303980535,-4.192107444228326,-3.671781725518729,-2.420050288851183
2020-03-13,-9.316777111145505,-9.378507822930068,-12.198647919880248,-19.16023877679694,-4.503025262138089,-11.184973772334132,-19.48622591523136,-8.02940577047104,-8.987386250431031,-2.2844976644151154,-10.967987431299628,-7.560342869439429,-10.728474481092245,-3.9254711128514925,-5.938019469055684,-8.311840094059368,-6.650305925553111
2020-03-14,-17.23422505306838,-21.797606435439306,-19.235809340644103,-21.123366152349313,-1.805092023184665,-19.88641668909784,-25.032964294795317,-16.53909660916023,-13.095085724550334,-2.534364596460519,-18.349400743701224,-17.025654020942337,-21.142445878848545,-8.546655901725178,-11.160406866396418,-9.755626850882138,-9.499470562746916
2020-03-15,-12.344226171559237,-7.414673191979442,-2.753629866950007,-37.157820663362436,-5.3929550391597765,-34.68910213899182,-37.489793748431836,-5.064125759292179,-13.030992602806972,-5.1709913349936745,-15.765762122327526,2.7729578621972406,-10.064098666750349,-6.397312137838183,-2.015473167122131,-20.818906514716637,-3.1091460779689517
2020-03-16,-7.018397076722839,-7.214457856433744,-3.7754960189083047,-16.622044157277568,4.416652579308285,-9.95516218963734,-20.1087306388355,-8.617274693970057,-4.660622225875464,1.2136393842205302,-9.590750647617885,-6.841178936341876,-12.295254279230907,0.35886193742547773,1.3353349112965285,-8.776804620658998,2.179398323226604
2020-03-17,-21.346818840564946,-24.796046628061482,-23.976186537063125,-28.555893546736986,0.3687822412957918,-14.688884844652213,-37.98625810296002,-18.277728556109935,-23.70967197625685,-7.494078486983369,-21.192171024722356,-17.179280495302294,-20.343283028791237,-6.382000695174695,-8.837000864126164,-20.11043479274318,-9.973042703935846
