date,total,Drenthe,Flevoland,Friesland,Gelderland,Groningen,Limburg,North Brabant,North Holland,Overijssel,South Holland,Utrecht,Zeeland
2020-02-29,-2.662787448859542,8.930711530971864,11.603512465064666,9.259331220834063,-4.9436799915371035,12.747104465743146,-6.778684384148498,-3.689682220594221,-0.2392717007155586,6.854210299252625,-5.775122084382297,3.0803638267861277,NA
2020-03-01,1.6388231833480105,8.28319106181208,10.541306050920534,11.944441719342187,-0.9663039424993989,10.14606425192334,3.841772287034604,2.305692469367439,NA,8.818350021523663,0.9091184832032292,4.834022117012276,-1.3534414830626555
2020-03-02,-1.392239138174006,-5.056315711737183,-0.2916792210574677,-2.1022217426042253,-0.5061592079758757,0.9970176196303037,-3.534974196889814,-1.3973893753742057,-1.8690098710512508,-0.7956986878816796,-0.8348062504997806,-0.5234230626600924,-6.862698607062839
2020-03-03,-1.995089092771491,-3.2473541600935043,-1.3044806857065248,-0.9144664580328378,-1.3928964567972486,1.6957902753827025,-3.8767239681903396,-3.028315057317799,-5.0064480350524505,-1.1925823780750904,-1.479488996550478,-2.498676518100003,-2.555850979174475
2020-03-04,-0.9334967424444456,-1.8986782431537697,-1.619912286328933,1.7133107202224434,1.6220101891954195,-0.36707072477280595,-3.3058465093133247,-0.299577311295977,-4.296320377105472,-0.43454418634315034,-0.5964280494900167,-3.5569844623105547,-2.8900701502979387
2020-03-05,-3.416149742719082,-3.6364515504470503,-5.186569601800378,-0.44624434263462415,-2.2537505643016735,-3.2663559024705155,-6.181593164404681,-4.396990952376097,-3.6352001759315584,-3.3257115061462437,-2.752447891821242,-6.8073652693037925,-10.609266283359391
2020-03-06,-0.750960501211741,-0.2213661844868545,-1.853635701247946,8.029531501410592,-0.03930402940721762,0.6567124685388482,-2.64467720745066,-0.3905033322963533,-2.904892976960376,1.2717659853642866,-0.8570034109176938,0.959927332068235,-3.1287981296718406
2020-03-07,2.5450996091174036,15.255738282433267,7.052556540422093,24.074261174168566,5.80645136876871,13.116087017207475,6.5602363769251495,1.953473777492297,-0.5073713171799796,2.5193906270428426,2.7958771187258544,5.35362457337558,8.99955762243822
2020-03-08,-2.6755970096478023,-4.795942270072028,-3.513451985245979,12.210086103180357,-4.532425635056704,4.955454784432881,-3.704878202507973,-10.425864702706317,-6.942723042851047,5.925251394225712,5.947873898069536,-1.2751273515533272,-4.060324449187966
2020-03-09,-4.278393303278832,-1.1487637239009452,-5.829784040418963,3.15237705856879,-1.6871973599195853,1.1212863545794307,-4.483523988255194,-8.09433010105456,-6.691920175835944,1.5189733447061677,-4.159554843530699,-5.378458514304708,-2.167065412765548
2020-03-10,-6.373557089708603,-8.117410218804302,-4.202270992629249,-4.115576838816544,-4.34165729720216,-2.180438341684298,-9.523362234905845,-16.05179261260329,-9.027942282018767,-3.4367616871006046,-3.9067002335527303,-6.53037131278659,-4.380902021490065
2020-03-11,-7.704950814138375,-3.3224431301617323,-3.976148339171017,-0.15575552002022214,-4.95230770530942,-2.4461822518062775,-12.292312086465786,-19.90035609094554,-9.654468984294045,-4.203490762559407,-6.280831304338234,-11.235447967282237,-11.919834170126325
