date,total,Blekinge County,Dalarna County,Halland County,Jamtland County,Kronoberg County,Norrbotten County,Skåne County,Stockholm County,Varmland County,Västerbotten County,Västernorrland County,Västmanland County,Västra Götaland County,Örebro County
2020-02-29,7.644046854053067,16.071446346431166,17.27631886414011,13.803830966661051,17.8172243482934,8.583294766186416,17.70981259485927,8.48499564663889,-2.163961499480325,6.155475011391848,16.617599900918872,8.492836029747966,9.074918640703986,6.8629115291351255,10.368609080410016
2020-03-01,-0.7676730754461469,9.283765355429741,7.169025600847501,0.21565436474141753,-1.684373168872786,2.7164160708394895,2.712572604882681,2.96851159649174,-7.859201764484296,-1.654283909311559,3.9931758597668874,-4.892549446935975,0.33156513724219416,-2.9637892171528146,-1.6777376097749037
2020-03-02,1.096903584438108,1.0418521521104143,2.766450433826436,4.899550069532387,4.093094136809654,4.221561915073328,12.677516119817291,4.590727068292515,-1.220818987538679,5.8236564365590056,5.76280246044224,-6.8779874878040275,2.751224014515432,1.7100246317055527,5.412610311535172
2020-03-03,0.09008001819876907,0.5754360840136683,-1.9990644970183353,4.31503891803868,13.383600170489478,2.556911212587349,10.543676772917351,1.8191647988757074,-2.5239834126682026,5.892905530437164,7.66678249066995,-1.7982231385618292,2.5835248844073857,2.4466944980600847,-2.33548701360711
2020-03-04,-2.3516464927997234,1.168884170657089,-3.9102898490686995,2.016026776270446,11.61553741527064,3.9383199546619503,8.334142182009735,-0.8515441919423421,-5.9872793169249885,-1.369593190034686,4.413510160794981,-8.170250351928011,-4.818235578190035,0.11311446980153461,2.180105632701821
2020-03-05,0.4711264668625886,7.581157106848938,6.005880879018871,5.082026839698202,15.548947973534961,1.8357559140655484,1.7678193062552265,4.298633138765923,-1.820217172792964,-0.6299743956971344,-0.09596673539454188,-5.197853749158432,3.442144430560582,0.3013217388830796,4.877831448419422
2020-03-06,2.1898213273629965,5.8728608574376855,0.9285852468042677,1.176828795828731,6.152627520337145,1.7516533524416924,1.4430004743741849,-1.3853054116961454,2.9816708448591736,-0.9079325641802976,-4.177431991724408,-5.765258914609602,1.668366774389191,1.8801716072893737,5.578477552501555
2020-03-07,4.97672171340633,14.285414085670457,-1.5888267320580298,11.608254855040284,5.939074782764467,3.3312347971931966,-0.8661835516827777,7.488831658970028,4.051204028451883,10.609538257916169,-2.4490710872687087,-14.60084222704127,4.456005457156656,3.640574952435946,2.04378945190761
2020-03-08,0.7852107781043144,14.067374053836613,-6.131365371830259,2.371222200550428,4.841490667582372,0.18077217268575962,4.997802439797974,0.0675526677406774,-0.4184297235720806,2.4814258639673388,-4.122730952549519,-5.61164668707629,3.7545439529332856,-5.190908567951097,0.5595636232601525
2020-03-09,-2.20656186171852,-2.708436395431714,1.037660229017243,-4.482878514127023,6.051622847160878,1.094299997220748,2.4711143581746504,-3.885705564125726,-3.0065659771540805,1.8331774018301346,2.8290993594310945,2.838945980100015,-0.9822377620614132,-2.7271043181563264,-2.36217829376262
2020-03-10,-3.5713139958450038,-4.21860061591569,1.916051678696956,-5.418681843480052,8.804721653165398,-0.4263129847829947,2.0476042587899292,-4.446107272565994,-4.696562457942918,2.297723406596113,8.563111799254973,-0.3993917915866102,-0.09199495137355676,-5.218474279079202,2.8960038968728163
2020-03-11,-4.341378576199082,-2.1424803128021255,1.037660229017243,-2.5917556233176695,7.107843143804122,-1.4065428409506966,-4.804252575373282,-4.567892363704117,-7.4752422240897785,NA,0.09596673539454188,-3.0511228693804022,0.18207334126016442,-4.445683825729222,-2.180105632701821
2020-03-12,-11.51828480490278,-4.738104691763286,-1.2606365200897856,-15.623719610293374,4.2402723748665005,-12.84932470234822,-1.0808131043121385,-12.761745526840933,-16.111938120245767,0.35971057097821113,1.3396956261078046,-2.405951513740493,-1.1777270337302215,-13.110822537584596,-12.194101991045777
2020-03-13,-13.045659272768633,-5.56381281231667,-7.239489969887742,-15.666655320920626,-6.152627520337145,-14.228800052201583,-10.502475564153679,-15.99856490224635,-15.728936084939514,-7.264422306412911,-13.380641916060974,-12.170888802748696,-9.647970525301766,-15.225777960344383,-10.190349459371431
2020-03-14,-16.543633784770392,-6.7857849907246095,-14.95968207377603,-10.117214722348493,-9.89845797127411,-17.679905167111542,-19.730588159570527,-13.6894054007446,-19.48331353602905,-18.303882022155978,-15.393064357284517,-20.23073036613714,-13.692873543507838,-19.247520159758608,-19.980329716410218
2020-03-15,-24.816646429609555,-10.128433478751287,-21.977161017920547,-26.516704558747872,-14.52543395201546,-26.44203871376248,-17.4204459658679,-28.021036868037896,-28.21958996136467,-23.15612755847971,-21.127076797108394,-19.5701977877439,-19.985903185905208,-31.177769827649875,-22.364432990300575
2020-03-16,-18.480752760195248,-12.500329825048155,-12.19033584396164,-16.993759103944733,-10.856559442546125,-18.606966737195197,-12.999460448761333,-17.443811413487037,-22.886286619725105,-15.637791907846884,-11.526564588238424,-14.95799065605622,-14.737399553895099,-18.73422760771803,-16.33601671517757
2020-03-17,-24.303270042706835,-16.68195843556593,-18.410505626089186,-19.867524281155024,-12.855490022167857,-21.304048885822304,-16.27639379694175,-21.927976527033696,-28.996126587948094,-25.671216176415594,-18.12139864455134,-19.781414600602204,-21.68014354036821,-24.89754039925711,-22.138510368984296
2020-03-18,-26.022762071509884,-18.11343864456204,-19.95010382635198,-21.980156406336786,-10.74882112449144,-25.596179616970822,-16.667326196373804,-27.119066036796173,-32.295689122111455,-23.48121358251884,-16.788420689921157,-19.292735701761856,-22.182282649948874,-26.380385549596557,-23.802902338681445
2020-03-19,-22.14772695235753,-8.529157245256958,-16.83229681265366,-14.400051857416734,-13.664489356846332,-23.600918844653133,-16.40574642910677,-17.853884650053686,-27.87010060414771,-23.383110699524785,-17.027377861053566,-16.26657481935562,-16.123073508959298,-23.922284550380017,-17.159633359976162
2020-03-20,-23.68387027155247,-11.89929773729747,-18.93367943457974,-16.32825558922235,-19.71418830547052,-20.249383429136934,-20.282492723474597,-21.71294972549295,-32.236323806638985,-23.684151899300666,-24.212407340042915,-20.33825892541046,-21.690684628546432,-23.23124068865131,-18.967014330506395
2020-03-21,-26.172629712406955,-8.750041277506027,-26.543831290925734,-11.999555308711363,-25.4310528072472,-23.957629709471558,-35.3228502575062,-22.003140762970506,-32.53889541453092,-32.39703441933172,-28.599046814927423,-30.25008790699739,-20.66053282931129,-27.0201001561212,-26.94389405698162
2020-03-22,-26.39902551035784,-10.128433478751287,-26.976270158460363,-18.000796680474792,-26.314122235588272,-26.622810886448235,-28.414461532248644,-27.414014304396314,-31.98449996842513,-29.418361589600384,-30.144111254779553,-27.34009627166322,-20.759235745889168,-27.06667670251007,-22.923043353555176
2020-03-23,-24.63568922490937,-13.333621946708805,-22.651881483114085,-14.28295446479696,-22.24796267829229,-18.294723893465246,-21.70249717435278,-19.258218982240162,-32.44505991588089,-21.245044926036645,-19.804655183371608,-20.962308599764537,-21.811428002224222,-23.971712722057998,-20.764862700981094
2020-03-24,-25.143485433693584,-14.956598183663335,-25.24168836167526,-14.449818249280138,-20.956064810904426,-19.741867971061943,-21.189877483921048,-20.43230337649363,-32.1300407418415,-24.971992686840302,-20.709621498142138,-21.080397999680773,-23.06390093394546,-23.644726355572885,-21.671412966262878
2020-03-25,-18.675261826040376,-3.505704511832859,-19.95010382635198,-7.486426634824231,-12.828555442654185,-13.079398376675549,-16.863750563735497,-15.698859404523626,-27.47369349760574,-16.437041866357294,-16.117613209513312,-13.878864757634705,-13.182109907235905,-18.221885597440494,-15.444718609984655
2020-03-26,-18.288635199258053,-4.92770471944489,-21.429855576197035,-5.647021759088612,-17.118849179474644,-15.602475225391233,-14.342811487986172,-14.600890692231488,-26.47693070072122,-17.537333024643587,-13.48812465970286,-13.860623305615125,-9.239742928581608,-17.435787559407977,-13.501021458660205
2020-03-27,-18.639389252421402,-7.109053037921743,-21.346842757875653,-8.531520863955716,-23.732250399349233,-13.68165005359121,-16.354005376240764,-16.635082292647944,-28.85441583488478,-15.739741962723059,-22.442780739367564,-16.093761063380644,-12.042714103244665,-17.20955861980491,-10.859537983270284
2020-03-28,-23.54197431368184,-7.499629094945847,-30.978260213814313,-7.216126820193586,-30.91416363681595,-18.960777513681762,-27.527198292361195,-17.554179152330963,-31.899282015569483,-27.375513320194717,-24.225842682998152,-24.14304178612617,-16.853283435486905,-24.228358998078285,-23.38632771625438
2020-03-29,-23.903888723082204,-5.907936862558782,-34.61634524001523,-13.258352279373936,-41.04926112810303,-18.83510701930129,-30.128623450346527,-22.33138964142873,-30.999227232599793,-27.645777144913637,-26.53672167129872,-26.044953178272987,-17.88822663843942,-23.503095632880207,-18.338815986846363
2020-03-30,-22.385283106545433,-9.791893429616442,-25.677023025197844,-10.94665458673856,-25.629214356526354,-13.134500054980835,-19.768914865397203,-16.205028689566447,-33.656303852536915,-15.853233533245598,-17.917949165514912,-17.795976559734154,-17.19347309942037,-17.300810629056567,-15.056741787724206
2020-03-31,-21.882269907577086,-10.929493595706065,-25.32470117999664,-12.643590968120122,-25.182869896014086,-17.042852430213596,-20.269078376435264,-15.015721158920718,-29.726702970294767,-16.781363749807028,-20.112708403988087,-21.880141659276074,-16.790995187161055,-19.20759740571101,-15.226422068712806
