date,total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-02-29,-1.8067388426824096,-2.814703470387764,-1.5153755742609347,-1.6475867633986394,-3.4218493755519113,-0.9448774981087413,-1.311990154688002,-1.552880019101032,-1.404407026052287,-1.0306954473731254,-1.6969158465551972,-2.501479554787737,-0.18259402738352662,-1.512739175470349,-3.008435927092834,-2.799074011217294,-2.69946501037856,-3.03297841296656,-2.25124858875983,-2.126885278334649,-1.0244109259071614,-1.3669884995227424,-1.4453893352383371,-2.1122234623102867,-1.1590333747947992,-3.706701561140373,-3.547005529587632,-1.6024383357810117,-2.6422839699817278,-1.0546043509617133,-1.5207524360846822,-1.114790428786324,-2.6023021964471216,-0.42489907879880107,-2.1338162408386263,-1.9326439940876712,-1.5561563754406602,-2.982746241437223,-0.8699391536876029,-0.7609569869145822,-1.4761804132910987,-2.8200742873932088,-1.8905051449491483,-3.012129742742459,-2.874381339914886,-1.6305436825652055,-0.7632951223102838,-1.199577601044112,-1.2124570180727798,-0.6682700204172124,-2.0170316418830123,-2.1088421497473444
2020-03-01,-1.449900146989111,-1.9215141086895753,-1.3917843831769632,-1.3628790744740527,-1.9454869433581432,-0.09842473938632723,-0.2714462389009659,-0.9090981016345236,-1.1877544745930262,-1.7002070200257537,-0.7363974428447082,-1.94802958474521,0.9920314683620467,-1.603293820504806,-2.6946610042291694,-2.3429506039457584,-2.66819707589541,-2.3358939941657746,-2.3881053981132427,-1.7562050035711279,-2.1204096232113785,-0.9446516561978757,-0.5264857565052304,-2.162003220433126,-2.0320837589032594,-2.455641368613372,-2.741352075965762,-1.1794254497871066,-2.072324350301945,-0.0596769924505302,-1.4085887653224438,-0.5465399307936337,-1.9088126929084426,-0.6792538025751476,-1.7231467952676034,-0.8767936750619294,-1.9878460301661733,-2.7226173795090824,-1.3296229110338929,-1.3165448782733384,-1.3786224287010995,-1.7552368725213248,-2.494677024170495,-2.429862947118105,-1.5770859330941185,0.5428589341230359,-2.115783257847191,-1.2638749604600763,-1.1997457751413718,-1.8181586662581177,-2.617808608248167,1.5139694627402092
2020-03-02,-0.556637268227455,0.423917852495099,0.14941621608659247,-0.3835237596509897,-0.7164989907909676,-0.5127928922027648,0.0197929549198621,-0.6740201590444804,-1.3325090554352754,0.08026308327122153,-0.40774947922219773,-0.028577451120956627,0.02635377714813786,-2.5965352955143235,-0.01426249649380294,0.1830430159332624,-0.2927815683422165,-1.493347515073227,1.0498478730936294,-1.3312091101404588,-0.11998513797534666,-0.32796511505979664,-0.49321342245099653,-0.5651466657475305,-0.46248074401421135,-1.1939297348187254,-0.5461400815417484,-0.8334991944982412,-1.1202007022701497,-0.2993174152596905,-0.49352015135384897,-0.5144460488472028,-1.821513448474295,-0.4278226963134717,-1.4835896186845068,-0.5760952892748747,0.34026193309150715,-0.5076395327926025,-0.47352369842768377,-0.17858182222245736,-0.7104980493877717,-1.049746716344027,-0.9970810425058172,0.6869769588710871,-1.3616472278636385,-0.6962755894186764,0.9737914575865734,-0.5316527927827505,0.04693382005443019,0.6595660693553386,-0.4409548887744246,0.007389722819964413
2020-03-03,-0.8893757470002912,-1.2125161283156762,-0.1936876875196569,-0.7083449030288687,-2.118944745805475,-1.3828675883778974,-1.1922899035059786,-0.7423000593818374,-1.1120219455431075,-1.359578325167399,-0.4717840394695637,0.45342889111917845,0.4273076723305211,-1.0914217743626653,-0.9051931108066933,-1.4851219833287936,-0.937090521328324,-1.6869820758512228,-1.3869381350580756,-1.6647260668685624,-1.6676925900102804,-0.82131434797026,-0.975662266237388,-0.7925718352106992,-0.41056964009424884,-1.8698120988929103,-1.8533902767214654,-0.65619994387665,-1.2018917844977297,-0.8494646894130159,-0.6197042809613672,-0.29922825226525374,-0.8013874460977377,-0.2845654380946099,-0.47818942198247505,-0.20143872445928898,-0.8888282628955436,-1.983967887242982,-0.5743575548778378,-0.3065654614818852,-0.8169249416677709,0.3536882467466399,-1.080006594555806,0.4912570275687831,-1.4642370874972004,-0.37567411745470963,0.8872322169122113,0.14874762252946988,0.8017860925965157,-1.357816365652339,0.3321603419807347,-0.6604564770343193
2020-03-04,-0.6359347561592991,1.109776212099615,-0.10422242233200586,-1.1202415938785286,-1.7740002523022582,-0.3946832049391722,-1.0264060908442774,-0.6759710133398336,-1.2174723024480576,-1.2205861565757714,-0.29945573762738775,1.2678862480664423,0.19765332861103396,-0.9961010953790262,-0.7996506367525515,-1.0616494924129218,-1.4117946175725005,-2.583368408428384,-1.25467383608565,0.5374387531275725,0.3468477938110861,-1.136198233369552,-0.0733948545313983,-0.8218540458711928,-0.5785728491443093,0.8443687986714749,-3.6719205482381385,-0.007708663070503965,-1.9652808632451158,-0.7366378755612322,0.4692180226886973,-0.6399897635200065,-0.9750050445791325,-0.40151013868143587,-0.9462046009440462,-0.80478176390257,-0.8567814326320776,-1.8257551839060906,-0.8738934225680011,-0.7311933498775061,-0.5715518289111062,0.5111974126311435,-1.217228639019478,-1.2712009538084645,0.858024280571608,-1.0857178682460717,1.1665824936340161,-1.156392807406524,0.47911607972230813,-1.3200992443842186,-0.8539890531504686,-0.7934714877936788
2020-03-05,-0.6475961514433939,0.7885982758205771,-0.32189049021123933,-1.1760090793379836,-2.4017992304781126,-0.34743933003373506,-1.1168881704779328,-0.9754271476765275,-1.1503675298721803,-0.3876119631146796,-0.17044493242313577,2.4119368746087395,0.1891824716705611,-1.3030336817063435,-0.6826981655033675,-1.0873744568143533,0.19518771222814435,-1.2742098658025194,-1.4732773302206315,-1.1711209709109693,-0.6059753606990197,-1.0567764818593448,-0.6879544364743067,-0.6578736661724276,0.45493003798948956,-1.003172104843633,-1.435070214263956,-1.2642207435626502,-0.5230107218478403,-0.7655439187794577,-0.4645445364069374,-0.6031761930520415,-1.4654502380294003,-0.9326339871799372,0.4541412112057935,-0.2199282692164218,-1.0009921688176748,-2.1790645336890875,-0.6830999490887881,-0.7817915328405357,-0.9006868476288813,2.7257574215941047,-0.49656610334695644,-1.6362186256872615,-1.743094978682973,-1.0994860296187576,-0.5616514366484175,-0.7235852089498083,2.226423088832032,-0.9081122274555173,0.15500815959100953,-1.0373323408525044
2020-03-06,-0.5434210202388142,-0.9737152419756422,0.5533933929133055,-0.765090765426209,-2.4688170177873094,0.09350350241701086,-1.1545890369919558,0.5228289511546188,1.3133362632707393,0.6802785716280362,-0.10923542630433013,-1.737509028154163,0.08282615675129042,-1.2801567187502703,-0.9470297671885154,-0.2592284874298095,-3.6327654790422597,-4.571664752026829,0.22778851489695548,-1.1730267820922726,0.40633622356356897,0.8484111808384484,0.5264857565052304,0.8286865616919747,0.003775353012360909,-1.993756142734595,-2.8488370920138726,-1.1283555569450179,-2.1296020056569147,-0.31330421036528355,0.7458884105688853,1.6330122284507538,-2.477729117310753,1.1655488491820323,-1.2135097130386987,0.1498626259262343,0.36005556354835383,-1.5442724601778788,0.6445458275049057,0.9831921434580848,0.6070274596711059,-2.027812614680735,-1.2705379224801847,-0.6899127578406217,-2.0657867189849037,-1.2273332423651246,0.6826376480455373,0.48654867498349175,3.045809363948959,1.74465863506896,0.10590619599385744,-1.0271714719750535
2020-03-07,-1.283530907602693,-2.2769386837073,-0.9223223215221757,-1.531159907790303,-2.453048126655734,0.762791730244036,-1.4910692706296116,-1.1851439844269809,-1.2337691757879132,-1.093339805048225,-0.9878272602865714,-2.295721906716849,-0.1628286945224232,-0.7654250522386203,-2.9209592819308425,-3.120636066235187,-2.639771680910729,-2.589980320259828,-2.2889071738839237,-1.5398954344931866,-0.09679473315658217,-1.3426947872960906,-0.5744370614657439,-2.263514884056171,-0.9287368410407837,-2.775184606642714,-3.1393371353871427,-1.2208595137910654,-1.8685661337113142,-0.1519898401474441,-0.8496398060239558,-1.0600420419365297,-2.5591430194234976,-0.6139596780808364,-1.6038306725679143,-1.9209663868726399,-2.0387439370552074,-2.0130867896976246,0.011862806641194584,-1.0605775997544828,-0.5025714357666624,-1.8193723412647156,-2.2044375919955344,-2.7518222341103944,-1.8988450383084714,-0.9736056970684882,-0.8705105454183004,-1.0450720060296301,1.449081694180532,-0.6508621182934646,-1.96792967828586,-2.4118207853658853
2020-03-08,-1.0370867539321578,-1.377270228193684,-1.1169323313633548,-1.656392155839606,-1.9632269458811658,0.4960606865070892,-0.43827257322551794,-0.3813920147415223,-1.4839741135351125,-1.2636541524774023,0.5433520773930903,-1.0897534694124793,0.6061368744071708,-1.0847493268338104,-2.2896061038051654,-2.3399823388225167,-2.549757930125905,-1.2581523656404416,-1.7047398534223765,-1.6532911997807418,-1.9681595741838376,-0.791414394460535,-0.27205026079638306,-2.4938682745853895,-1.8621928733470186,-2.2910281853861347,-2.5108887082229674,-0.05299705860971476,-1.9558910836787275,-0.2088694735768557,-1.0599466887031528,-0.3785190194270245,-0.21481499473121732,-0.6412467748844292,-1.2301584743456322,-0.9390742468754293,-2.2281972571421687,-0.17859593505514124,-0.203644847340507,-1.5794570054341786,-0.8632403484933261,-1.2393236166002262,-2.016867890930084,-2.1313900518820907,-1.0930483226412222,-0.5330245331425462,-1.7459392295112806,-0.9433478254610895,0.8154751234457245,-1.8819876407118603,-2.332824662664696,-0.1163881344144395
2020-03-09,0.23400533203416754,-1.0311015014837124,2.0669243225311957,0.3199292586884531,1.693184685252933,0.8021616259985668,-0.9971879192959097,-0.6271996559560072,-1.2270586985303258,0.8026308327122152,0.3314730177510707,-1.1068999400850532,0.5637825897048063,-2.4916825486323204,1.0915563983257184,0.3848850443137247,1.2715626689814066,1.3582756019451614,0.4078149218316461,-0.22012119144054831,-0.1774570107870673,-0.3457182124561959,-0.46385548063843723,-0.1678846744534978,0.8381283687441219,0.8918161279546196,1.5609535663923733,-0.7988102106809734,2.0986157330878323,1.3119613809046249,-0.6739167218297824,-0.005663626225840765,-1.6429913980583974,-0.04775241940628728,-0.935105426739424,-0.3921729756381327,-0.3374342715976719,0.8444481711846352,-0.30546727101076054,-0.32839212864240774,-0.8149540732922154,-1.0308833431842064,-0.20533946221901977,0.15755454469835475,1.631178768173633,-0.09736056970684882,-0.29607194821571575,-0.20536768529875193,2.8306960220328206,0.27272379993871765,0.8539890531504686,-0.9819094197027712
2020-03-10,0.6056151284206529,0.44520630360293145,2.051244843065319,1.9009863903109006,-1.1126923804718052,2.748018723666256,-0.26579110892386243,0.33847322024375504,-0.2693777299117356,0.43361641328233097,0.43317496637924013,0.9964004624173545,0.989207849381889,-1.3421151600896355,0.07606664796694902,0.31661494647915656,-0.09475131661560406,0.0689527948136278,0.6291739221952198,-0.34781054058787936,0.6231160946954978,0.09810922245378532,0.6204311703054203,-0.192286516670576,0.718260910601663,0.29146216559646093,-0.6855801023609183,-0.6957068421129828,1.445087075267192,1.0350228378138833,0.6383982260884069,0.9580967698713959,-0.9936419619302427,1.4082091028996964,-0.14706405821124474,-0.1488894919916484,0.4901279922647749,-1.2356120941586672,-0.33611285483384656,0.6389260750625697,0.10445602390444356,-0.15279332259454842,-0.5419777151838551,0.5489944073029629,0.9988521787958609,-0.7926527190274764,1.1174011068872194,-0.16122322958032864,4.058797646790411,0.07059871416853329,-0.1646359955904511,-0.994841434637709
2020-03-11,0.17880806102278582,-0.7460213736049122,1.8012954939328092,2.7218446411965647,-1.1984357259997478,1.7529446084704876,-0.5655129977103457,0.49063985528129334,-0.27129500912818916,1.6336473899959603,0.12053564281857117,-0.33340359641116063,0.8207319168991506,-1.0199312651249361,0.39459573632854805,0.22261988424315696,-0.984466179636126,-2.168707080713554,-0.2544250751066801,-1.728570741442228,-0.022182126348383412,0.20836530102089645,1.2604343018192135,-0.1737411165855966,0.5559207310701438,0.1210391053141449,-3.184848808848955,-0.3545985012431824,-0.08826392792405202,0.5081868888365463,0.5935327577835116,1.2035205729911624,-0.9671579214839282,1.3039334115431098,-0.8296632717955128,-0.7765608797995779,0.11781922890980165,-2.4149276435716924,-0.20463341456060657,0.14584182148167352,0.6592554716233279,-1.0139063073403676,-0.9802984903052242,-0.16342614263742386,0.5912906455243472,-0.7277456725562438,1.4095385441631916,-0.16218289166116392,3.851506608216677,-0.3974804318255779,0.001925567199888317,-1.2451682951640035
2020-03-12,1.0604095445003474,-1.095892439637985,1.7607133117858336,3.57694608490821,-1.4645357638450864,4.0265560882946465,0.5033065679622077,1.560683436282444,0.4783611645051816,3.462079579637934,0.3003974223369078,0.05143941201772193,1.9134724622201524,-0.9837094071111533,0.7834864740595749,0.5936530246484185,0.3780577532962602,-0.19741279611024948,1.2335482883331097,-0.8290278638670001,0.09175334080467686,0.5064304625709681,2.754753540078483,0.5300080129549379,2.091545568847944,0.16751812175477654,0.3408533842246373,-0.5665867356820414,1.5502526064107436,1.0741858641095434,1.0571425969340968,2.676063391709761,0.2491461582727361,2.20440760606167,-0.04254683445105194,0.3590864218622108,0.2921916876963081,-2.2188603670437654,1.0320641777839288,0.6240442565440316,1.1253658424422126,-0.5376061350548925,1.0197868484242665,0.05284438145162209,0.9214434665269006,-0.11801281176587736,0.8439525965750302,0.4721537437709624,4.961295894920391,-0.5019278445680655,0.6941669755597383,0.09052410454456405
2020-03-13,2.754421566103175,0.2924848065250028,2.9311403377974745,4.338123342582878,1.5621057777217107,4.837575940837983,5.187639232329571,6.399777515905697,2.7512956756109648,5.605691193832753,1.8626523554307324,1.3879115427744602,1.6386402148181436,-0.28691524374075306,0.7986998036529647,1.2150098571137633,-1.9499820959491312,-0.13318279546193862,1.5164469278019093,0.35924540767570007,4.41525142179868,2.983454736142253,7.6457866460508646,4.327910735620985,2.936280805363697,1.387592303321357,-0.22949503426488366,1.765283843145408,3.3502733492874217,2.535339726140494,3.9173162013711758,5.537138573463654,2.9083399971600885,5.217682724515552,0.043471765634770454,2.489276604670827,2.438386761517255,3.1322232740377216,3.870240666689733,3.5726285656837167,4.1762700878021874,-1.2534711464700916,2.6397967402579754,1.5833742442356398,3.503910024029925,3.2571536047382152,3.9659870272616806,2.7455932132697636,7.315809200984305,1.058013606854458,1.7513033682984243,2.8025523794715035
2020-03-14,3.0164142468191697,-0.18604255098584038,0.7378578572177407,1.5321382847281884,3.752010533619276,6.3838285965971835,4.586310411430903,3.3866830567329034,2.248009881291886,4.038603433866586,1.490686895170298,1.5641391580203594,1.8504116383299656,2.6051141566228506,2.743153492308099,3.1087630057422184,2.525122587805848,3.322957974717022,3.3277330220631844,1.7114184408104969,2.4722988093743696,2.804989388631081,3.9320070067621113,3.653443816740944,3.7838475566387215,-0.5964807109881061,2.586418719500018,4.505713564709568,6.370965435794607,3.073365111202305,2.3601105722887663,3.5029528206825127,2.3355000112101756,3.654521893338312,0.4911384585545343,2.9700047683562802,3.7466514793316925,2.708057928281761,5.703044292754297,3.038867341485483,3.445077920471082,-0.41216470354208434,7.835477459770962,1.5716310483575013,2.2094125224718906,4.003584639157389,2.7531740300856757,2.5421448521326817,5.879438749735182,1.7079086194743809,2.74585882704074,3.2348511644394216
2020-03-15,3.293955454580624,2.253799062937917,0.1936876875196569,0.8296636433266307,2.687610382237921,6.104302336740014,4.22061200624488,4.597188146999474,3.492324092770294,6.513055562033025,2.764786307150976,3.415005408954317,2.9713883734525437,2.6823239065995983,3.229029206196986,2.5546868494036943,1.3701040382616345,3.1746622379260696,3.073307946956504,1.8591188073615141,1.6182869449616082,5.058698384426607,5.172869347372951,2.605140675095266,2.7560076990234634,0.8821329995294881,2.0441519718699133,3.8321691289242836,3.7221086201164066,3.10320360742757,2.874194063282359,5.0415712787025875,2.7906331507320243,4.347419244315256,3.0661468740268947,2.7286675525789676,2.9002381388436773,2.1382980702525876,4.353650037318412,3.4515897750662736,4.361531715104408,1.1195411970353641,3.643788245434625,2.6050322856336665,2.981634374986337,3.7419895730763617,2.7541576578206115,4.805987700823129,4.536935938594918,2.5144747512080357,2.2866110498673766,1.664535065196984
2020-03-16,7.383995493888781,3.8319211994098463,3.7409393360939447,5.058208768866369,7.62524441781254,10.779477457590557,7.299830278777712,9.42652795514596,6.982730906324134,16.174968915328485,5.919430084043268,7.26724582005927,6.899042374851804,1.470798076717548,7.7816180870188845,6.399579605709952,5.402720073421743,6.916059775690176,6.388181939952925,4.616827586707604,6.407609679271665,9.926784565228717,11.877244659301082,8.757333134865014,7.3864781686841186,3.8655048673125316,5.76739419443733,4.676267735144467,6.3643925900981335,6.736040522853597,6.882175898519678,11.245129871406839,5.504756851285807,10.504557730211644,5.148166968577284,6.37110786973413,7.361345422284407,6.277064739139121,6.820125251466786,8.467754737048187,9.062052790804367,4.29990591178115,7.648894967658487,5.87746953700819,7.123466798919501,7.695418767233253,6.183083941807273,8.79914161917877,9.027915845053208,5.442870730691856,6.388069185629492,4.015390637298164
2020-03-17,10.435393926560236,6.935407136999513,6.727419013182749,7.775161525373508,7.988914469534503,14.42611405185398,12.586434285706593,14.310491683562335,10.582422635215831,18.908807836993386,8.125797358448832,10.458394528566092,11.494011661894984,6.972707667653185,11.420456359137809,8.527825699074532,8.132505505117296,9.021481414588482,7.415985763217816,8.522787602789023,11.559912662918903,13.184010750694389,17.752747414054618,11.43372718923415,10.931534647291013,6.027747444644415,7.063024387882115,7.4369326972687,9.306210528247655,9.124052673881843,12.14732554355042,15.998800150295855,9.112471694305976,14.643425591813726,8.464970193391897,7.491185028442544,9.859113075172203,7.934900918890107,10.301859000657396,13.221007571869261,14.55683382185321,7.327477303932387,8.145461071005442,8.013752587172839,9.904584630076604,10.563130093144073,10.927120507403277,10.682958283858442,13.596140997017745,5.6150155405822515,9.478604541450242,5.799084982967073
2020-03-18,12.277116955094929,7.897089776175076,8.938225617871407,12.1915550229872,8.58616122114293,16.94086614317464,13.270705012936112,14.329024799368188,11.917807609475789,21.396963418401253,10.177728340493102,11.421454631342332,11.487423217607951,8.772362086864286,15.475759528875779,11.975960350574097,11.36447291487555,9.24628641685757,9.62682026062496,9.101201296314619,11.903735621318845,15.191045130034682,17.429810054116466,13.524477030393406,14.889992280751425,7.058032309078417,7.908379514098333,9.926830869041481,10.89590020883723,13.862778855656758,12.947426394987719,17.14285264791569,11.174303287570902,15.798254510108633,9.554539127812316,9.946401945402863,12.096735870627155,7.9717848619993195,11.349740253962919,14.40063971977205,14.056233254462104,8.774298025290642,9.567041963290965,9.05889702032714,11.4909969140465,17.37935341272154,13.682261792958824,13.417035552158183,14.078190440493454,7.460253165699533,13.570434841212915,7.202208603407816
2020-03-19,14.204356882379653,9.92782289489614,9.973993584940809,12.886202648885675,10.260620348177117,18.50188250984179,21.333977838622793,17.779110620700067,14.21279083157079,22.908258547313032,11.56106317877811,12.747448363354719,13.360423807779178,9.45009211443796,16.693776729446547,13.17612888207165,14.32734658544549,11.99306350340592,10.987121835473312,11.112784998180409,15.151400574416252,16.67389594940761,21.465548455282953,15.097907816550608,18.09054779698039,8.63735055521738,12.687105227588631,11.352933537084715,15.053694600834064,16.792546203774975,16.70771345729176,20.23330469181613,13.735408087768203,18.35349621793078,10.769898703218452,13.691994459624135,13.782022120952957,11.093331205137007,12.428267091091525,16.549574313848954,17.93293134917985,10.017394316522832,14.383634444861144,9.10195540521365,13.096994534855531,16.356575710750604,15.732141992565307,14.204918120523955,15.489138405879762,9.258102612813278,16.11699746306521,13.937940953805379
2020-03-20,15.766983850448344,13.0164994751934,11.392525315441915,14.04362256640384,11.53987164122619,21.63474196450859,20.89382022207157,18.53701751444473,14.607750350160236,22.59112148658284,13.775905615569355,13.049416763532827,15.502609407392097,10.327995567877274,16.779351708409365,14.372339726738213,12.981877889503911,10.67351481361636,12.68451367228611,14.920595738424698,17.617649712968337,17.73627867255003,20.81086635286288,18.424366947582705,18.747459221131184,12.258840586216596,12.617385217179047,12.504415083241245,15.39078768726741,18.942782838008142,17.438646711759016,20.83176119634664,13.352860836876992,20.54815843227688,10.6774055848466,17.37919893777025,15.593610584670069,13.327721653489915,13.232960808252558,19.366206498790934,17.974319585066514,10.020223822496806,15.321482950188399,13.161186780423435,16.109405867731937,16.218894097023746,18.172522402941357,15.441922542720643,15.759007871192736,11.841241866842763,18.36124603453505,14.723099003426597
2020-03-21,11.196494325435484,8.139593001838211,7.8812442374069915,10.12424455323582,7.937665573356882,16.33260125376714,12.850340351304755,11.502236925401611,10.526821537938677,13.403934906293998,10.516734835920333,8.706596774851453,12.086971647728086,6.616208328254375,12.431191943998645,10.143551347825978,10.013319139937035,9.109325386063377,8.851604508314354,11.846522302982237,10.79967069625158,11.371326069167308,12.36165069920831,11.47081798940411,13.855545555364536,8.806805302657184,8.673362961647946,8.090241892493912,10.549417342837494,14.673080518774114,10.38448651807057,13.345391263489455,10.681896313346835,13.377499207961336,7.69542744853809,13.074054411162065,11.121192655253997,9.221956407385308,8.646008906990653,13.087071205202419,11.509871313244346,7.078480778222753,10.703319468166406,7.875770035604714,12.277208292874615,9.88160610519613,11.312702579498161,10.92959143863311,10.279484379838012,8.696214216485638,12.002060356903879,8.535129857058896
