date,total,Administrative unit Maribor,Celje,Kranj,Ljubljana,Novo Mesto,Ptuj,Žalec
2020-02-29,2.037580115941682,-27.321592612037627,NA,NA,3.8477066965754134,NA,NA,NA
2020-03-01,-54.69594437299019,-37.076707851081096,NA,NA,-65.93159722409453,NA,NA,NA
2020-03-02,-9.686830294387345,-1.53338397020854,NA,NA,-18.257877332801307,NA,NA,NA
2020-03-03,-15.273922542263234,-9.490144958477183,NA,NA,-29.946991286201897,NA,NA,NA
2020-03-04,-5.379370072632029,6.131622738014186,NA,NA,-17.400163383714474,NA,NA,NA
2020-03-05,1.0869736727455435,-5.17600789943756,NA,NA,-11.315484920707675,NA,NA,NA
2020-03-06,-22.786012658429552,-27.61143374926357,NA,NA,-33.871536858395395,NA,NA,NA
2020-03-07,13.728691551613295,-13.660796306018813,NA,NA,6.2527635034213525,NA,NA,NA
2020-03-08,46.44572698525122,15.0621734216492,NA,NA,34.11838174631848,NA,NA,NA
2020-03-09,7.82367337903211,3.065811369007093,NA,NA,-8.763473764242155,NA,NA,NA
2020-03-10,8.170141282015189,18.97933334554438,NA,NA,-12.250998231357812,NA,NA,NA
2020-03-11,27.383649659342325,33.724881630488014,NA,NA,13.671556944347087,NA,NA,NA
2020-03-12,11.184491321240978,11.646256916587008,NA,NA,-11.315484920707675,NA,NA,NA
2020-03-13,-36.10005269228507,-44.41934999413834,NA,NA,-57.8414241074558,NA,NA,NA
2020-03-14,-31.64036858638158,-55.446705208464,NA,NA,-35.594648644130864,NA,NA,NA
2020-03-15,-8.555457988765252,-17.379945948046764,NA,NA,-22.130556663952596,NA,NA,NA
2020-03-16,-5.961309296406814,-35.258265600696554,NA,NA,-21.908684410605385,NA,NA,NA
2020-03-17,0.3551890630124022,-22.142714998370106,NA,NA,-22.460003343165116,NA,NA,NA
2020-03-18,-5.705224324636711,-22.99406355325819,NA,NA,-28.585982701816636,NA,NA,NA
2020-03-19,-3.4171090660344943,-28.46947830402156,NA,NA,-32.75449170409753,NA,NA,NA
2020-03-20,-19.49099983280557,-36.01587015740595,NA,NA,-48.46227885232378,NA,NA,NA
2020-03-21,-40.757152147943216,-65.89246500551782,NA,NA,-52.430046292052445,NA,NA,NA
2020-03-22,-58.36279574895528,-56.77346975411544,NA,NA,-65.00953071667755,NA,NA,NA
2020-03-23,-46.19915600624038,-62.85152449317037,NA,NA,-59.88437771295154,NA,NA,NA
2020-03-24,-53.63671984579249,-66.42814499511032,NA,NA,-68.74197909982584,NA,NA,NA
2020-03-25,-62.26591127844201,-68.98314723118456,NA,NA,-77.05786641359266,NA,NA,NA
2020-03-26,-63.84285557828949,-69.87945464234203,NA,NA,-78.61097218702314,NA,NA,NA
2020-03-27,-41.72837224211775,-45.61984711367154,NA,NA,-60.44722247685398,NA,NA,NA
2020-03-28,-25.09791289892992,-48.21406877755523,NA,NA,-38.48090890953504,NA,NA,NA
2020-03-29,-42.77887560928613,-53.29728925022409,NA,NA,-50.71653936576923,NA,NA,NA
2020-03-30,-63.895975371195355,-62.85152449317037,NA,NA,-81.79306212355692,NA,NA,NA
2020-03-31,-42.62506605967808,-45.86759910885807,NA,NA,-59.21395852318378,NA,NA,NA
2020-04-01,-34.556407367095005,-35.258265600696554,NA,NA,-52.20049015114342,NA,NA,NA
2020-04-02,-29.979384017160637,-43.99845857374423,NA,NA,-47.047483055005856,NA,NA,NA
2020-04-03,-35.00197936132039,-37.216367276939145,NA,NA,-52.63078785460468,NA,NA,NA
2020-04-04,-44.08229261730486,-55.446705208464,NA,NA,-48.10113613691879,NA,NA,NA
2020-04-05,-33.61214358573838,-22.0145344294319,NA,NA,-41.956907545307985,NA,NA,NA
2020-04-06,-13.412351292367877,-24.52744752346673,NA,NA,-33.593956420225076,NA,NA,NA
2020-04-07,-9.946086597077201,-20.561502457662236,NA,NA,-29.26696723698188,NA,NA,NA
2020-04-08,-14.507253292412802,-15.330013416445452,NA,NA,-35.42176117399018,NA,NA,NA
2020-04-09,-15.688574060021017,-25.88099606859779,NA,NA,-33.34999299013767,NA,NA,NA
2020-04-10,-23.334652907546925,-30.013384559739954,NA,NA,-39.08217311124652,NA,NA,NA
2020-04-11,-33.999838790678254,-44.99998884000021,NA,NA,-37.999705450976805,NA,NA,NA
