date,total,Abruzzo,Aosta,Apulia,Basilicata,Calabria,Campania,Emilia-Romagna,Friuli-Venezia Giulia,Lazio,Liguria,Lombardy,Marche,Sardinia,Sicily,Trentino-South Tyrol,Tuscany,Umbria,Veneto
2020-03-14,-76.21167754441974,-79.2207820328304,-74.7285873018934,-75.93726437990706,-70.76287697423089,-75.23566182096089,-77.11895698956674,-76.07717424572917,-71.99473272956422,-76.8089262620595,-72.07535021532132,-80.37740545957307,-73.477843228271,-68.94336965369986,-74.60346951677928,-80.26448498643012,-72.27172735190473,-68.12688471383635,-80.02981428634932
2020-03-15,-80.21405186791465,-85.38375988008453,-82.62892337276203,-82.20349820966526,-75.32076143776528,-82.7850617210716,-84.3856878869936,-79.92370283467613,-74.70360724497796,-82.31816820620652,-77.17669363606923,-82.75745113602336,-77.97395585849608,-75.03571934351757,-82.46063521298659,-80.19119729664855,-78.067386627349,-73.04910120338498,-82.09637522159028
2020-03-16,-74.47635438335263,-75.18679808621206,-70.29488248182412,-77.58834591782158,-70.49617190599974,-78.81108680863575,-78.03505175798826,-70.26178363134414,-68.2957443919801,-78.75280020473485,-69.16439254211075,-78.64611416912294,-68.18479295202143,-69.88705282128461,-77.90417460455164,-73.2172950269079,-69.26699680281584,-64.72413089087276,-74.89185970727151
2020-03-17,-75.63030024172721,-75.57449706541956,-68.12859915783199,-77.5518473148892,-71.126131189026,-78.23487004994521,-78.2230420385914,-71.66619374505252,-69.15896984082379,-80.43569995569861,-71.10630521182969,-79.55494612702553,-69.36049227782114,-71.43213083427041,-78.63251280653596,-73.4352294728373,-70.53542645069223,-64.36221728786762,-75.84172555944711
2020-03-18,-76.89155265459326,-77.92653753927843,-70.96913696239082,-79.05405297242167,-72.07441587607006,-79.22500251362848,-78.73357401890965,-73.17907846084499,-70.68163032074408,-81.11116256954038,-73.05108487860038,-81.09429825001999,-70.53523027956052,-71.31357286792743,-79.66609619661978,-74.44486383074914,-72.32925250600344,-66.26752964231262,-76.8407722831567
2020-03-19,-78.06151441662328,-79.07910438116939,-72.36291729579084,-79.61978131787347,-74.91066654790448,-78.98299147497843,-79.97602754858131,-74.88779343172735,-71.85534777401597,-81.87201747405251,-74.22559800413413,-82.24785264642856,-72.15890661748016,-71.9962372870313,-80.14907908918231,-77.09382809166972,-73.78655640983723,-67.5323123660422,-78.13779722851324
2020-03-20,-78.38103169454934,-80.33027121036497,-75.80932091217316,-80.23449463041874,-75.76431395267299,-81.89672755142367,-80.67836687103781,-76.11749223942415,-73.30302876060685,-81.43833977312,-74.50751938088959,-82.45706633895524,-73.769124418555,-71.98093948492253,-81.79315285546517,-78.05910411102955,-73.73190751344346,-69.00581774970594,-79.18120316968482
2020-03-21,-80.46389996493954,-84.53082212582801,-82.5672772488245,-82.11033072323262,-78.39025955278393,-82.83115906176684,-81.43987064728819,-80.3758403353984,-76.45793513377501,-80.90679675029564,-78.04634940843351,-83.36781768853238,-78.84203148498598,-75.71742764998965,-82.67024978835873,-80.84500063443674,-77.88426488680146,-74.24399055933841,-84.04528779747547
2020-03-22,-86.97276321051109,-89.0903535775943,-87.94108545894107,-87.46313899013062,-82.98064570922102,-88.67015554983111,-88.21706340283978,-88.25608819830474,-84.12506896448473,-87.19128555805652,-84.35469858796833,-89.29010070037704,-85.47228352917293,-81.08313173964078,-89.91885703993725,-87.03009592731789,-85.06819788116107,-80.94322198851013,-89.66058612967709
2020-03-23,-81.06529714720138,-82.76463788721604,-79.30677522494126,-83.14477796950018,-78.86822562488275,-83.92693126454338,-82.77775071533709,-77.80700816568985,-74.65169836498069,-83.23445626901746,-76.68357014316815,-85.64229682288206,-76.74249973719647,-73.63023377477433,-83.08947893910302,-79.33199556513046,-77.38283729357444,-73.52112079672236,-80.88131839545701
2020-03-24,-80.68812261611573,-82.39799909947166,-78.03917680147589,-82.28225835283513,-78.9265374856788,-81.26577020065751,-81.92845452377965,-77.30975291011846,-74.59690565831689,-83.68444485693193,-77.00754081001594,-84.7094724690475,-77.88551404494451,-73.91037477589117,-82.59393849133386,-77.68398685675285,-76.86606965925444,-73.36984474043979,-79.72315708737283
2020-03-25,-82.02064580024849,-82.49181267962558,-79.5340953069609,-82.7644241073628,-80.13483571594462,-84.28418565493153,-83.13560023425174,-79.57907998380718,-76.96837245374829,-83.91471620255982,-78.85484257702713,-85.8841401738762,-78.8468381052877,-73.80520238639338,-85.56041941745295,-79.92504726533654,-79.26678609030695,-73.28367483496237,-81.23715646596747
2020-03-26,-83.25066720098641,-84.18715809240705,-80.26806947009207,-84.3799675318958,-81.76183222536903,-84.44552634736488,-84.48874854844101,-82.14407234459237,-79.22256363140805,-85.79622498912762,-80.31605540773592,-86.22003371692361,-80.45321061012116,-75.13611116985638,-84.2640933338151,-80.68299626755116,-80.70299743763788,-74.8921797372074,-83.13978116276186
2020-03-27,-82.2352589092314,-84.36138331269288,-81.38347902508669,-83.53089476894267,-79.22765611110106,-84.09883593088605,-83.13369170348419,-80.97101071851472,-77.52783482705233,-84.01833830809237,-78.98863577277548,-85.58951355183174,-80.57049214548303,-76.95559350816822,-84.26892316274072,-81.45251701025761,-79.43073277948824,-75.22249770820414,-83.11374423077329
2020-03-28,-81.62905695587294,-87.08006257429612,-83.09030608160695,-83.57603777783271,-80.08512724444635,-84.49162368806012,-82.18706044278197,-82.18439033828736,-76.91069592041798,-82.31912767014663,-79.78470528747818,-84.70371429402384,-81.00981724105986,-75.4286816351866,-82.5610956546396,-81.47951773807188,-79.25719856462382,-76.28334498897051,-84.37605326681175
2020-03-29,-86.65724990849888,-89.58431079554757,-86.17068583711023,-87.93569984914977,-85.53298453422875,-89.87348821422988,-88.31439847198456,-87.98538166920989,-83.4579437289641,-87.61536861958785,-84.69013724302312,-88.92061780302488,-85.67127760966396,-80.95979321013881,-89.91885703993725,-86.51418916372396,-84.42391615525561,-81.27641228968946,-89.01930613810674
2020-03-30,-80.76579974884461,-82.26685154354222,-78.10563902884601,-82.07287163074939,-76.66480203250717,-83.3824064275808,-81.6708028701611,-78.09211397824718,-76.90492826708494,-82.71250788559426,-76.32137284896368,-85.45323674293823,-76.1310976348182,-73.44092347367828,-82.27903364538308,-82.20853738905694,-76.62734026974482,-71.90495634732378,-81.86493582613632
2020-03-31,-79.31235649211328,-80.92761482277356,-78.03917680147589,-79.98092538899382,-75.7146054811747,-80.09989162557363,-79.4473645259714,-76.41315752652065,-73.11942512950534,-81.9909910026269,-75.47369738732947,-84.16724432098525,-75.94748473929265,-70.52669217195756,-78.53012043331269,-78.94337794694661,-75.72803036066844,-70.36730225624906,-79.34706806976016
2020-04-01,-78.67011875553005,-78.34199767996004,-75.86326127061851,-81.16232753654174,-73.9709852501582,-80.60504165069236,-78.73357401890965,-75.93318141110424,-73.06078732061954,-81.7060302124124,-75.0369581697795,-83.68259792315968,-73.3240313786161,-69.21299341586693,-78.74553080339558,-78.47761539215061,-74.16142866404711,-67.69029052608413,-78.6855371310876
2020-04-02,-78.87271993677139,-79.07910438116939,-74.79601274995008,-80.1672603618591,-74.91066654790448,-80.34862519307505,-79.43114201444727,-76.13669128404081,-74.1220355338973,-81.86530122647169,-75.18604201647052,-83.75553480679284,-73.4864951448141,-70.80587706044263,-80.45046041414132,-78.9134842840094,-74.23045884896555,-67.16369665927772,-79.16384521502577
2020-04-03,-79.5325751673756,-81.77002248129851,-77.48147202397857,-81.94128456228268,-75.33127669135145,-83.15480080789804,-80.30238630983148,-78.05851565016803,-74.7843543916404,-81.8067739261246,-75.24624895455727,-84.0405644704645,-75.39087810835396,-71.93504607859622,-82.55723179149909,-79.61453889547255,-75.59955751651466,-69.8933677761233,-80.51005103191629
2020-04-04,-80.02826738551153,-85.27462979704833,-82.04521163672858,-82.28802129014024,-78.81373749266348,-82.71207426497081,-80.31002043290167,-80.75598141880818,-75.42264136049587,-80.4001997899143,-77.90586655289773,-83.5799104685709,-78.89682695642554,-73.45908961368245,-80.88997484637324,-81.426480594151,-77.04248013182378,-73.68771594731201,-83.47343962454133
2020-04-05,-85.96296048503548,-88.96686427310598,-86.17068583711023,-87.6994194196402,-82.98064570922102,-89.73999799846656,-87.59488237262019,-87.20494050554284,-83.12438111120379,-86.86506781841702,-83.71726957679581,-88.33232425477325,-85.07429536819085,-80.0954673909933,-89.16057389861408,-85.15933121447264,-83.69238794563378,-79.72056677412506,-88.64225278967969
2020-04-06,-78.26651798341292,-80.87017793696505,-76.90353961206426,-81.12006599630423,-74.90206315860671,-81.31474862514622,-79.84529319100449,-75.75943005732351,-73.0915481383957,-80.72929592137415,-74.09945013385712,-83.28624354236374,-73.57493695836567,-70.21882390451857,-80.01094598190942,-77.43037287764034,-73.88434917180503,-68.67358489192081,-78.51870790019787
2020-04-07,-77.95420786213181,-79.87843437533795,-75.56177319573654,-79.63995159844137,-73.42036833510036,-79.86652383830395,-78.610473784403,-75.11338220597305,-72.11489217400238,-80.99122957702586,-74.22559800413413,-82.92731729922163,-72.84817596874622,-70.43108090877776,-79.04304826521411,-76.11023014986448,-73.66479483366165,-68.11539539310603,-77.9709679976235
2020-04-08,-77.91817207890708,-79.58646353914465,-72.19242723427611,-80.02414741878216,-71.60027353254803,-79.34024586536658,-77.97588730419434,-75.48584367153617,-73.00407206284471,-81.04208116585201,-74.22273100708239,-82.92539790754707,-72.35693937391085,-69.84880831601271,-78.81411437413945,-76.71967514910067,-73.67150610163982,-66.36231653833778,-78.12429659711175
2020-04-09,-77.63549137938851,-78.67034521049875,-74.187257276067,-79.61978131787347,-71.71307352556336,-77.5040351276727,-77.44817854696821,-75.22185680805715,-72.19563932066482,-80.6429441667637,-73.74489816512398,-82.70658725664761,-72.71166795217749,-69.80673936021357,-78.97832855761072,-76.58756444515231,-73.2189748893967,-66.97986752759256,-78.32102008324762
2020-04-10,-77.34960749913888,-80.8098692068661,-74.13716980036776,-80.62253240896293,-70.56882274895877,-79.79929854979007,-78.03409749260447,-75.60871755708277,-72.53496959175816,-80.04519813207133,-72.93162666811078,-82.13940701681611,-72.827988163479,-69.01316587582113,-79.95878382951267,-78.15360665837947,-73.39346785682943,-66.6074220472513,-79.16770253828334
2020-04-11,-77.99985318754983,-83.99953093209922,-81.00011719185021,-81.00000480244775,-74.99956823731486,-82.00044656798798,-77.99974393878867,-79.000228788615,-73.99995353834814,-77.99962101174366,-76.00026917916763,-82.00025112041075,-77.00013458536844,-69.99987411183679,-78.99957980488348,-80.00026357853342,-75.00033716131985,-71.00017233981096,-81.99994214015113
